,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,4,0,0,0,0,4,7422,SpatialV2St3,15,2012
1,4,2,115,1,8,0,0,126,7422,SpatialV2St3,15,2012
2,12,0,2,1,4,0,0,7,7422,SpatialV2St3,15,2012
3,21,0,28,0,16,0,0,44,7422,SpatialV2St3,15,2012
4,22,0,0,0,0,0,0,0,7422,SpatialV2St3,15,2012
5,33,0,0,0,0,0,0,0,7422,SpatialV2St3,15,2012
6,Total,2,149,2,28,0,0,181,7422,SpatialV2St3,15,2012
7,3,1,17,0,0,0,0,18,763,SpatialV2St3,15,1991
8,4,1,182,0,29,0,0,212,763,SpatialV2St3,15,1991
9,12,0,6,4,6,0,0,16,763,SpatialV2St3,15,1991
10,21,0,32,0,106,0,0,138,763,SpatialV2St3,15,1991
11,22,0,2,1,2,0,1,6,763,SpatialV2St3,15,1991
12,33,0,0,0,0,0,2,2,763,SpatialV2St3,15,1991
13,Total,2,239,5,143,0,3,392,763,SpatialV2St3,15,1991
14,3,0,16,0,0,0,0,16,7621,SpatialV2St3,15,2005
15,4,0,25,0,0,0,0,25,7621,SpatialV2St3,15,2005
16,12,0,1,0,0,0,0,1,7621,SpatialV2St3,15,2005
17,21,0,7,0,15,0,0,22,7621,SpatialV2St3,15,2005
18,22,0,0,0,0,0,0,0,7621,SpatialV2St3,15,2005
19,33,0,0,0,0,0,0,0,7621,SpatialV2St3,15,2005
20,Total,0,49,0,15,0,0,64,7621,SpatialV2St3,15,2005
21,3,4,6,0,0,0,0,10,754,SpatialV2St3,15,1999
22,4,9,369,1,105,0,0,484,754,SpatialV2St3,15,1999
23,12,0,4,0,10,0,0,14,754,SpatialV2St3,15,1999
24,21,3,66,0,131,0,0,200,754,SpatialV2St3,15,1999
25,22,0,2,1,3,0,0,6,754,SpatialV2St3,15,1999
26,33,2,3,0,1,0,4,10,754,SpatialV2St3,15,1999
27,Total,18,450,2,250,0,4,724,754,SpatialV2St3,15,1999
28,3,0,9,0,5,0,0,14,776,SpatialV2St3,15,2005
29,4,0,117,5,59,1,0,182,776,SpatialV2St3,15,2005
30,12,0,0,9,0,0,0,9,776,SpatialV2St3,15,2005
31,21,0,14,4,125,2,0,145,776,SpatialV2St3,15,2005
32,22,0,0,2,0,0,0,2,776,SpatialV2St3,15,2005
33,33,0,0,0,0,0,1,1,776,SpatialV2St3,15,2005
34,Total,0,140,20,189,3,1,353,776,SpatialV2St3,15,2005
35,3,4,3,0,1,0,0,8,745,SpatialV2St3,15,1995
36,4,21,26,0,3,0,0,50,745,SpatialV2St3,15,1995
37,12,0,0,0,0,1,0,1,745,SpatialV2St3,15,1995
38,21,0,3,0,9,0,0,12,745,SpatialV2St3,15,1995
