,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,3,0,0,0,0,3,756,SpatialV3su,22,2015
1,4,1,177,2,71,0,0,251,756,SpatialV3su,22,2015
2,12,0,2,0,5,0,0,7,756,SpatialV3su,22,2015
3,21,0,28,3,96,0,0,127,756,SpatialV3su,22,2015
4,22,0,0,1,6,0,0,7,756,SpatialV3su,22,2015
5,33,2,0,0,2,0,1,5,756,SpatialV3su,22,2015
6,Total,3,210,6,180,0,1,400,756,SpatialV3su,22,2015
7,3,1,0,0,1,0,0,2,771,SpatialV3su,22,1988
8,4,9,63,0,56,0,0,128,771,SpatialV3su,22,1988
9,12,0,0,0,3,0,0,3,771,SpatialV3su,22,1988
10,21,1,7,0,104,1,0,113,771,SpatialV3su,22,1988
11,22,0,0,0,0,0,0,0,771,SpatialV3su,22,1988
12,33,0,0,0,0,0,0,0,771,SpatialV3su,22,1988
13,Total,11,70,0,164,1,0,246,771,SpatialV3su,22,1988
14,3,7,1,0,1,0,0,9,772,SpatialV3su,22,2021
15,4,6,48,0,52,0,0,106,772,SpatialV3su,22,2021
16,12,0,0,0,1,0,0,1,772,SpatialV3su,22,2021
17,21,2,10,1,205,0,0,218,772,SpatialV3su,22,2021
18,22,0,0,0,1,0,0,1,772,SpatialV3su,22,2021
19,33,0,0,0,1,0,0,1,772,SpatialV3su,22,2021
20,Total,15,59,1,261,0,0,336,772,SpatialV3su,22,2021
21,3,6,21,0,0,0,0,27,7741,SpatialV3su,22,1998
22,4,0,99,1,8,0,0,108,7741,SpatialV3su,22,1998
23,12,0,8,0,1,0,0,9,7741,SpatialV3su,22,1998
24,21,0,40,0,60,0,0,100,7741,SpatialV3su,22,1998
25,22,0,1,0,0,0,0,1,7741,SpatialV3su,22,1998
26,33,0,0,0,0,0,0,0,7741,SpatialV3su,22,1998
27,Total,6,169,1,69,0,0,245,7741,SpatialV3su,22,1998
28,3,4,6,0,2,0,0,12,754,SpatialV3su,22,2019
29,4,12,304,0,149,0,0,465,754,SpatialV3su,22,2019
30,12,0,3,0,11,0,0,14,754,SpatialV3su,22,2019
31,21,1,33,0,181,0,0,215,754,SpatialV3su,22,2019
32,22,0,1,1,3,0,0,5,754,SpatialV3su,22,2019
33,33,1,3,0,4,0,5,13,754,SpatialV3su,22,2019
34,Total,18,350,1,350,0,5,724,754,SpatialV3su,22,2019
35,3,0,8,0,2,0,0,10,76111,SpatialV3su,22,2002
36,4,0,22,1,14,0,0,37,76111,SpatialV3su,22,2002
37,12,0,0,0,0,0,0,0,76111,SpatialV3su,22,2002
38,21,0,33,3,92,0,0,128,76111,SpatialV3su,22,2002
39,22,0,0,1,1,0,0,2,76111,SpatialV3su,22,2002
40,33,0,0,0,0,0,3,3,76111,SpatialV3su,22,2002
41,Total,0,63,5,109,0,3,180,76111,SpatialV3su,22,2002
42,3,6,21,0,0,0,0,27,7741,SpatialV3su,22,1997
43,4,0,98,1,9,0,0,108,7741,SpatialV3su,22,1997
44,12,0,8,0,1,0,0,9,7741,SpatialV3su,22,1997
45,21,0,43,0,57,0,0,100,7741,SpatialV3su,22,1997
46,22,0,1,0,0,0,0,1,7741,SpatialV3su,22,1997
47,33,0,0,0,0,0,0,0,7741,SpatialV3su,22,1997
48,Total,6,171,1,67,0,0,245,7741,SpatialV3su,22,1997
49,3,1,2,0,1,0,0,4,757,SpatialV3su,22,2007
50,4,3,102,0,37,0,0,142,757,SpatialV3su,22,2007
51,12,0,0,0,2,0,0,2,757,SpatialV3su,22,2007
52,21,0,14,0,118,0,0,132,757,SpatialV3su,22,2007
53,22,0,0,0,3,0,0,3,757,SpatialV3su,22,2007
54,33,1,1,1,2,0,2,7,757,SpatialV3su,22,2007
55,Total,5,119,1,163,0,2,290,757,SpatialV3su,22,2007
56,3,8,7,2,0,1,0,18,751,SpatialV3su,22,1995
57,4,36,107,1,1,1,0,146,751,SpatialV3su,22,1995
58,12,0,5,1,2,0,0,8,751,SpatialV3su,22,1995
59,21,1,27,0,5,0,0,33,751,SpatialV3su,22,1995
60,22,0,5,2,0,3,0,10,751,SpatialV3su,22,1995
61,33,0,1,1,0,1,0,3,751,SpatialV3su,22,1995
62,Total,45,152,7,8,6,0,218,751,SpatialV3su,22,1995
63,3,9,6,2,0,1,0,18,751,SpatialV3su,22,1996
64,4,37,106,1,1,1,0,146,751,SpatialV3su,22,1996
65,12,0,5,1,2,0,0,8,751,SpatialV3su,22,1996
66,21,1,27,0,5,0,0,33,751,SpatialV3su,22,1996
67,22,0,5,2,0,3,0,10,751,SpatialV3su,22,1996
68,33,0,1,1,0,1,0,3,751,SpatialV3su,22,1996
69,Total,47,150,7,8,6,0,218,751,SpatialV3su,22,1996
70,3,0,12,0,1,0,0,13,766,SpatialV3su,22,2010
71,4,0,84,0,24,0,0,108,766,SpatialV3su,22,2010
72,12,0,3,0,3,0,0,6,766,SpatialV3su,22,2010
73,21,0,8,0,128,0,0,136,766,SpatialV3su,22,2010
74,22,0,1,0,0,1,0,2,766,SpatialV3su,22,2010
75,33,0,0,0,0,0,2,2,766,SpatialV3su,22,2010
76,Total,0,108,0,156,1,2,267,766,SpatialV3su,22,2010
77,3,0,1,0,1,0,0,2,7615,SpatialV3su,22,1991
78,4,0,150,0,42,0,0,192,7615,SpatialV3su,22,1991
79,12,0,2,0,19,0,0,21,7615,SpatialV3su,22,1991
80,21,0,9,0,50,1,0,60,7615,SpatialV3su,22,1991
81,22,0,0,0,3,0,0,3,7615,SpatialV3su,22,1991
82,33,0,0,0,0,0,2,2,7615,SpatialV3su,22,1991
83,Total,0,162,0,115,1,2,280,7615,SpatialV3su,22,1991
84,3,1,1,0,0,0,0,2,775,SpatialV3su,22,2003
85,4,0,1,0,3,0,0,4,775,SpatialV3su,22,2003
86,12,0,0,0,0,1,0,1,775,SpatialV3su,22,2003
87,21,0,1,0,11,1,0,13,775,SpatialV3su,22,2003
88,22,0,0,0,0,0,0,0,775,SpatialV3su,22,2003
89,33,0,0,0,0,0,0,0,775,SpatialV3su,22,2003
90,Total,1,3,0,14,2,0,20,775,SpatialV3su,22,2003
91,3,0,1,0,1,0,0,2,752,SpatialV3su,22,1994
92,4,3,97,0,25,0,0,125,752,SpatialV3su,22,1994
93,12,0,2,0,2,0,0,4,752,SpatialV3su,22,1994
94,21,1,12,0,14,0,0,27,752,SpatialV3su,22,1994
95,22,0,0,0,4,0,0,4,752,SpatialV3su,22,1994
96,33,0,0,0,1,0,2,3,752,SpatialV3su,22,1994
97,Total,4,112,0,47,0,2,165,752,SpatialV3su,22,1994
98,3,1,1,0,0,0,0,2,76116,SpatialV3su,22,2018
99,4,6,74,12,44,0,0,136,76116,SpatialV3su,22,2018
100,12,0,0,1,2,0,0,3,76116,SpatialV3su,22,2018
101,21,0,3,3,75,0,0,81,76116,SpatialV3su,22,2018
102,22,0,0,0,1,0,0,1,76116,SpatialV3su,22,2018
103,33,0,0,0,0,0,9,9,76116,SpatialV3su,22,2018
104,Total,7,78,16,122,0,9,232,76116,SpatialV3su,22,2018
105,3,6,21,0,0,0,0,27,7741,SpatialV3su,22,1996
106,4,0,98,1,10,0,0,109,7741,SpatialV3su,22,1996
107,12,0,8,0,1,0,0,9,7741,SpatialV3su,22,1996
108,21,0,40,0,59,0,0,99,7741,SpatialV3su,22,1996
109,22,0,1,0,0,0,0,1,7741,SpatialV3su,22,1996
110,33,0,0,0,0,0,0,0,7741,SpatialV3su,22,1996
111,Total,6,168,1,70,0,0,245,7741,SpatialV3su,22,1996
112,3,1,1,0,0,0,0,2,741,SpatialV3su,22,2008
113,4,0,75,0,0,0,0,75,741,SpatialV3su,22,2008
114,12,0,1,1,2,0,0,4,741,SpatialV3su,22,2008
115,21,1,17,0,6,0,0,24,741,SpatialV3su,22,2008
116,22,0,0,0,0,0,0,0,741,SpatialV3su,22,2008
117,33,0,0,0,0,0,2,2,741,SpatialV3su,22,2008
118,Total,2,94,1,8,0,2,107,741,SpatialV3su,22,2008
119,3,1,1,0,0,0,0,2,775,SpatialV3su,22,2019
120,4,0,3,0,1,0,0,4,775,SpatialV3su,22,2019
121,12,0,0,0,1,0,0,1,775,SpatialV3su,22,2019
122,21,0,1,0,12,0,0,13,775,SpatialV3su,22,2019
123,22,0,0,0,0,0,0,0,775,SpatialV3su,22,2019
124,33,0,0,0,0,0,0,0,775,SpatialV3su,22,2019
125,Total,1,5,0,14,0,0,20,775,SpatialV3su,22,2019
126,3,0,0,0,0,0,0,0,7618,SpatialV3su,22,2021
127,4,0,84,2,14,0,0,100,7618,SpatialV3su,22,2021
128,12,0,2,0,1,0,0,3,7618,SpatialV3su,22,2021
129,21,0,7,0,48,0,0,55,7618,SpatialV3su,22,2021
130,22,0,0,0,1,0,0,1,7618,SpatialV3su,22,2021
131,33,0,0,0,0,0,0,0,7618,SpatialV3su,22,2021
132,Total,0,93,2,64,0,0,159,7618,SpatialV3su,22,2021
133,3,7,1,0,0,0,0,8,772,SpatialV3su,22,1997
134,4,10,71,0,52,1,0,134,772,SpatialV3su,22,1997
135,12,0,1,0,0,0,0,1,772,SpatialV3su,22,1997
136,21,4,14,6,167,0,0,191,772,SpatialV3su,22,1997
137,22,0,0,0,1,0,0,1,772,SpatialV3su,22,1997
138,33,0,0,0,1,0,0,1,772,SpatialV3su,22,1997
139,Total,21,87,6,221,1,0,336,772,SpatialV3su,22,1997
140,3,0,0,0,0,0,0,0,7613,SpatialV3su,22,1999
141,4,0,118,1,30,1,0,150,7613,SpatialV3su,22,1999
142,12,0,3,0,13,1,0,17,7613,SpatialV3su,22,1999
143,21,0,12,0,10,1,0,23,7613,SpatialV3su,22,1999
144,22,0,0,0,1,0,0,1,7613,SpatialV3su,22,1999
145,33,0,0,0,0,0,1,1,7613,SpatialV3su,22,1999
146,Total,0,133,1,54,3,1,192,7613,SpatialV3su,22,1999
147,3,0,4,0,0,0,0,4,7422,SpatialV3su,22,2016
148,4,2,105,1,17,0,0,125,7422,SpatialV3su,22,2016
149,12,0,1,0,6,0,0,7,7422,SpatialV3su,22,2016
150,21,0,19,0,25,0,0,44,7422,SpatialV3su,22,2016
151,22,0,0,0,0,0,0,0,7422,SpatialV3su,22,2016
152,33,0,0,0,0,0,1,1,7422,SpatialV3su,22,2016
153,Total,2,129,1,48,0,1,181,7422,SpatialV3su,22,2016
154,3,1,17,0,0,0,0,18,763,SpatialV3su,22,2003
155,4,2,174,1,30,0,0,207,763,SpatialV3su,22,2003
156,12,0,5,5,5,0,0,15,763,SpatialV3su,22,2003
157,21,0,30,1,113,0,1,145,763,SpatialV3su,22,2003
158,22,0,2,1,1,0,0,4,763,SpatialV3su,22,2003
159,33,0,0,0,0,0,3,3,763,SpatialV3su,22,2003
160,Total,3,228,8,149,0,4,392,763,SpatialV3su,22,2003
161,3,2,12,0,0,0,0,14,765,SpatialV3su,22,2017
162,4,0,66,0,41,0,0,107,765,SpatialV3su,22,2017
163,12,0,0,0,0,0,0,0,765,SpatialV3su,22,2017
164,21,1,5,0,106,0,0,112,765,SpatialV3su,22,2017
165,22,0,1,0,2,3,0,6,765,SpatialV3su,22,2017
166,33,0,1,0,0,0,1,2,765,SpatialV3su,22,2017
167,Total,3,85,0,149,3,1,241,765,SpatialV3su,22,2017
168,3,0,5,1,0,0,0,6,7619,SpatialV3su,22,1997
169,4,0,250,11,11,0,0,272,7619,SpatialV3su,22,1997
170,12,0,6,3,2,0,1,12,7619,SpatialV3su,22,1997
171,21,0,12,0,44,0,0,56,7619,SpatialV3su,22,1997
172,22,0,1,0,0,0,0,1,7619,SpatialV3su,22,1997
173,33,0,1,0,0,0,1,2,7619,SpatialV3su,22,1997
174,Total,0,275,15,57,0,2,349,7619,SpatialV3su,22,1997
175,3,0,1,0,1,0,0,2,7615,SpatialV3su,22,1998
176,4,0,143,0,42,0,0,185,7615,SpatialV3su,22,1998
177,12,0,3,0,18,0,0,21,7615,SpatialV3su,22,1998
178,21,0,17,0,49,0,0,66,7615,SpatialV3su,22,1998
179,22,0,0,0,4,0,0,4,7615,SpatialV3su,22,1998
180,33,0,0,0,0,0,2,2,7615,SpatialV3su,22,1998
181,Total,0,164,0,114,0,2,280,7615,SpatialV3su,22,1998
182,3,0,0,0,0,0,0,0,773,SpatialV3su,22,1992
183,4,0,3,0,3,0,0,6,773,SpatialV3su,22,1992
184,12,0,1,0,0,0,0,1,773,SpatialV3su,22,1992
185,21,0,3,2,25,0,0,30,773,SpatialV3su,22,1992
186,22,0,0,1,1,0,0,2,773,SpatialV3su,22,1992
187,33,0,0,0,0,0,0,0,773,SpatialV3su,22,1992
188,Total,0,7,3,29,0,0,39,773,SpatialV3su,22,1992
189,3,0,0,0,0,0,0,0,7614,SpatialV3su,22,1987
190,4,8,71,1,11,0,0,91,7614,SpatialV3su,22,1987
191,12,0,0,0,0,0,0,0,7614,SpatialV3su,22,1987
192,21,1,14,1,25,0,0,41,7614,SpatialV3su,22,1987
193,22,0,0,0,0,0,0,0,7614,SpatialV3su,22,1987
194,33,0,0,0,0,0,0,0,7614,SpatialV3su,22,1987
195,Total,9,85,2,36,0,0,132,7614,SpatialV3su,22,1987
196,3,4,4,0,0,0,0,8,764,SpatialV3su,22,2020
197,4,0,20,0,6,0,0,26,764,SpatialV3su,22,2020
198,12,0,0,0,0,0,0,0,764,SpatialV3su,22,2020
199,21,0,6,0,34,0,0,40,764,SpatialV3su,22,2020
200,22,0,2,0,0,0,0,2,764,SpatialV3su,22,2020
201,33,0,0,0,0,0,0,0,764,SpatialV3su,22,2020
202,Total,4,32,0,40,0,0,76,764,SpatialV3su,22,2020
203,3,1,17,0,0,0,0,18,763,SpatialV3su,22,2005
204,4,2,172,1,31,0,0,206,763,SpatialV3su,22,2005
205,12,0,5,5,5,0,0,15,763,SpatialV3su,22,2005
206,21,0,31,0,114,1,0,146,763,SpatialV3su,22,2005
207,22,0,2,1,1,0,0,4,763,SpatialV3su,22,2005
208,33,0,0,0,0,0,3,3,763,SpatialV3su,22,2005
209,Total,3,227,7,151,1,3,392,763,SpatialV3su,22,2005
210,3,1,1,0,0,0,0,2,76116,SpatialV3su,22,2011
211,4,6,80,14,40,0,0,140,76116,SpatialV3su,22,2011
212,12,0,0,2,2,0,0,4,76116,SpatialV3su,22,2011
213,21,0,9,9,59,0,0,77,76116,SpatialV3su,22,2011
214,22,0,0,0,0,0,0,0,76116,SpatialV3su,22,2011
215,33,0,0,0,0,0,9,9,76116,SpatialV3su,22,2011
216,Total,7,90,25,101,0,9,232,76116,SpatialV3su,22,2011
217,3,15,8,0,1,1,0,25,753,SpatialV3su,22,1986
218,4,50,260,4,22,9,0,345,753,SpatialV3su,22,1986
219,12,0,4,0,5,1,0,10,753,SpatialV3su,22,1986
220,21,11,40,3,32,7,0,93,753,SpatialV3su,22,1986
221,22,3,3,6,4,2,1,19,753,SpatialV3su,22,1986
222,33,4,2,3,0,0,10,19,753,SpatialV3su,22,1986
223,Total,83,317,16,64,20,11,511,753,SpatialV3su,22,1986
224,3,1,1,0,0,0,0,2,775,SpatialV3su,22,2009
225,4,0,3,0,1,0,0,4,775,SpatialV3su,22,2009
226,12,0,0,1,0,0,0,1,775,SpatialV3su,22,2009
227,21,0,1,0,12,0,0,13,775,SpatialV3su,22,2009
228,22,0,0,0,0,0,0,0,775,SpatialV3su,22,2009
229,33,0,0,0,0,0,0,0,775,SpatialV3su,22,2009
230,Total,1,5,1,13,0,0,20,775,SpatialV3su,22,2009
231,3,6,21,0,0,0,0,27,7741,SpatialV3su,22,2002
232,4,0,97,2,5,0,0,104,7741,SpatialV3su,22,2002
233,12,0,8,0,1,0,0,9,7741,SpatialV3su,22,2002
234,21,0,44,3,57,0,0,104,7741,SpatialV3su,22,2002
235,22,0,0,1,0,0,0,1,7741,SpatialV3su,22,2002
236,33,0,0,0,0,0,0,0,7741,SpatialV3su,22,2002
237,Total,6,170,6,63,0,0,245,7741,SpatialV3su,22,2002
238,3,0,7,0,2,0,0,9,767,SpatialV3su,22,2007
239,4,0,40,0,7,0,0,47,767,SpatialV3su,22,2007
240,12,0,0,0,0,0,0,0,767,SpatialV3su,22,2007
241,21,0,11,0,33,0,0,44,767,SpatialV3su,22,2007
242,22,0,1,0,0,0,0,1,767,SpatialV3su,22,2007
243,33,0,0,0,0,0,0,0,767,SpatialV3su,22,2007
244,Total,0,59,0,42,0,0,101,767,SpatialV3su,22,2007
245,3,7,19,0,0,0,0,26,7741,SpatialV3su,22,2012
246,4,0,92,1,8,0,0,101,7741,SpatialV3su,22,2012
247,12,0,8,0,1,0,0,9,7741,SpatialV3su,22,2012
248,21,0,36,0,70,0,0,106,7741,SpatialV3su,22,2012
249,22,0,1,1,0,0,0,2,7741,SpatialV3su,22,2012
250,33,0,0,0,0,0,1,1,7741,SpatialV3su,22,2012
251,Total,7,156,2,79,0,1,245,7741,SpatialV3su,22,2012
252,3,0,1,0,1,0,0,2,7615,SpatialV3su,22,2000
253,4,0,139,0,44,0,0,183,7615,SpatialV3su,22,2000
254,12,0,2,0,19,0,0,21,7615,SpatialV3su,22,2000
255,21,0,14,0,54,0,0,68,7615,SpatialV3su,22,2000
256,22,0,0,0,4,0,0,4,7615,SpatialV3su,22,2000
257,33,0,0,0,0,0,2,2,7615,SpatialV3su,22,2000
258,Total,0,156,0,122,0,2,280,7615,SpatialV3su,22,2000
259,3,0,8,0,2,0,0,10,76111,SpatialV3su,22,2012
260,4,0,26,1,10,0,0,37,76111,SpatialV3su,22,2012
261,12,0,0,0,0,0,0,0,76111,SpatialV3su,22,2012
262,21,0,20,2,106,0,0,128,76111,SpatialV3su,22,2012
263,22,0,0,1,0,1,0,2,76111,SpatialV3su,22,2012
264,33,0,0,0,0,0,3,3,76111,SpatialV3su,22,2012
265,Total,0,54,4,118,1,3,180,76111,SpatialV3su,22,2012
266,3,0,6,0,3,0,0,9,76111,SpatialV3su,22,2022
267,4,0,19,1,15,0,0,35,76111,SpatialV3su,22,2022
268,12,0,0,0,0,0,0,0,76111,SpatialV3su,22,2022
269,21,0,9,1,121,0,0,131,76111,SpatialV3su,22,2022
270,22,0,0,1,1,0,0,2,76111,SpatialV3su,22,2022
271,33,0,0,1,0,0,2,3,76111,SpatialV3su,22,2022
272,Total,0,34,4,140,0,2,180,76111,SpatialV3su,22,2022
273,3,4,4,0,3,0,0,11,776,SpatialV3su,22,2021
274,4,1,108,4,52,0,0,165,776,SpatialV3su,22,2021
275,12,0,1,4,4,0,0,9,776,SpatialV3su,22,2021
276,21,0,18,0,146,1,0,165,776,SpatialV3su,22,2021
277,22,0,0,2,0,0,0,2,776,SpatialV3su,22,2021
278,33,0,0,0,1,0,0,1,776,SpatialV3su,22,2021
279,Total,5,131,10,206,1,0,353,776,SpatialV3su,22,2021
280,3,0,4,0,0,0,0,4,7422,SpatialV3su,22,2006
281,4,3,102,1,16,0,0,122,7422,SpatialV3su,22,2006
282,12,0,1,1,4,0,0,6,7422,SpatialV3su,22,2006
283,21,0,23,0,24,0,0,47,7422,SpatialV3su,22,2006
284,22,0,0,0,0,0,0,0,7422,SpatialV3su,22,2006
285,33,0,0,1,0,0,1,2,7422,SpatialV3su,22,2006
286,Total,3,130,3,44,0,1,181,7422,SpatialV3su,22,2006
287,3,1,18,0,0,0,0,19,763,SpatialV3su,22,2017
288,4,2,180,1,21,0,0,204,763,SpatialV3su,22,2017
289,12,0,4,5,6,0,0,15,763,SpatialV3su,22,2017
290,21,0,17,0,131,0,0,148,763,SpatialV3su,22,2017
291,22,0,2,1,1,0,0,4,763,SpatialV3su,22,2017
292,33,0,0,0,0,0,2,2,763,SpatialV3su,22,2017
293,Total,3,221,7,159,0,2,392,763,SpatialV3su,22,2017
294,3,2,2,0,0,0,0,4,7742,SpatialV3su,22,2022
295,4,3,13,0,3,0,0,19,7742,SpatialV3su,22,2022
296,12,0,0,1,1,0,0,2,7742,SpatialV3su,22,2022
297,21,0,7,0,104,0,0,111,7742,SpatialV3su,22,2022
298,22,0,0,0,1,0,0,1,7742,SpatialV3su,22,2022
299,33,0,0,0,0,0,0,0,7742,SpatialV3su,22,2022
300,Total,5,22,1,109,0,0,137,7742,SpatialV3su,22,2022
301,3,13,20,0,0,0,0,33,746,SpatialV3su,22,2000
302,4,9,117,0,7,0,0,133,746,SpatialV3su,22,2000
303,12,0,3,0,0,0,0,3,746,SpatialV3su,22,2000
304,21,0,6,0,7,0,0,13,746,SpatialV3su,22,2000
305,22,0,1,0,2,0,0,3,746,SpatialV3su,22,2000
306,33,0,0,0,0,0,1,1,746,SpatialV3su,22,2000
