,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,2,8,0,0,0,0,10,754,SpatialV3su,37,2000
1,4,1,374,0,104,0,0,479,754,SpatialV3su,37,2000
2,12,0,3,0,11,0,0,14,754,SpatialV3su,37,2000
3,21,1,63,0,141,0,0,205,754,SpatialV3su,37,2000
4,22,0,1,1,4,0,0,6,754,SpatialV3su,37,2000
5,33,0,6,0,1,0,3,10,754,SpatialV3su,37,2000
6,Total,4,455,1,261,0,3,724,754,SpatialV3su,37,2000
7,3,0,2,0,1,0,0,3,752,SpatialV3su,37,2000
8,4,0,112,0,9,0,0,121,752,SpatialV3su,37,2000
9,12,0,2,0,2,0,0,4,752,SpatialV3su,37,2000
10,21,0,21,0,9,0,0,30,752,SpatialV3su,37,2000
11,22,0,1,0,3,0,0,4,752,SpatialV3su,37,2000
12,33,0,2,0,0,0,1,3,752,SpatialV3su,37,2000
13,Total,0,140,0,24,0,1,165,752,SpatialV3su,37,2000
14,3,0,0,0,0,0,0,0,7618,SpatialV3su,37,2009
15,4,0,93,2,8,0,0,103,7618,SpatialV3su,37,2009
16,12,0,2,0,1,0,0,3,7618,SpatialV3su,37,2009
17,21,0,6,0,46,0,0,52,7618,SpatialV3su,37,2009
18,22,0,0,0,1,0,0,1,7618,SpatialV3su,37,2009
19,33,0,0,0,0,0,0,0,7618,SpatialV3su,37,2009
20,Total,0,101,2,56,0,0,159,7618,SpatialV3su,37,2009
21,3,1,0,0,0,0,0,1,773,SpatialV3su,37,1988
22,4,2,4,0,6,0,0,12,773,SpatialV3su,37,1988
23,12,0,0,0,1,0,0,1,773,SpatialV3su,37,1988
24,21,3,1,0,28,0,0,32,773,SpatialV3su,37,1988
25,22,0,0,0,2,0,0,2,773,SpatialV3su,37,1988
26,33,0,0,0,0,0,0,0,773,SpatialV3su,37,1988
27,Total,6,5,0,37,0,0,48,773,SpatialV3su,37,1988
28,3,4,22,0,0,0,0,26,7622,SpatialV3su,37,2008
29,4,2,99,0,2,0,0,103,7622,SpatialV3su,37,2008
30,12,0,2,0,0,0,0,2,7622,SpatialV3su,37,2008
31,21,0,12,0,7,0,0,19,7622,SpatialV3su,37,2008
32,22,0,0,0,0,0,0,0,7622,SpatialV3su,37,2008
33,33,0,0,0,0,0,0,0,7622,SpatialV3su,37,2008
34,Total,6,135,0,9,0,0,150,7622,SpatialV3su,37,2008
35,3,6,6,0,0,0,0,12,759,SpatialV3su,37,2006
36,4,1,27,0,7,0,0,35,759,SpatialV3su,37,2006
37,12,0,0,0,0,0,0,0,759,SpatialV3su,37,2006
38,21,0,25,0,55,0,0,80,759,SpatialV3su,37,2006
39,22,0,1,0,1,0,0,2,759,SpatialV3su,37,2006
40,33,0,0,0,1,0,0,1,759,SpatialV3su,37,2006
41,Total,7,59,0,64,0,0,130,759,SpatialV3su,37,2006
42,3,6,3,0,0,0,0,9,764,SpatialV3su,37,2022
43,4,6,29,0,2,0,0,37,764,SpatialV3su,37,2022
44,12,0,0,0,0,0,0,0,764,SpatialV3su,37,2022
45,21,0,20,0,31,0,0,51,764,SpatialV3su,37,2022
46,22,0,2,0,0,0,0,2,764,SpatialV3su,37,2022
47,33,0,0,0,0,0,0,0,764,SpatialV3su,37,2022
48,Total,12,54,0,33,0,0,99,764,SpatialV3su,37,2022
49,3,0,0,0,0,0,0,0,7617,SpatialV3su,37,1996
50,4,0,125,0,26,0,0,151,7617,SpatialV3su,37,1996
51,12,0,2,0,3,0,0,5,7617,SpatialV3su,37,1996
52,21,0,5,0,24,0,0,29,7617,SpatialV3su,37,1996
53,22,0,0,0,1,0,0,1,7617,SpatialV3su,37,1996
54,33,0,0,0,6,0,28,34,7617,SpatialV3su,37,1996
55,Total,0,132,0,60,0,28,220,7617,SpatialV3su,37,1996
56,3,0,0,0,0,0,0,0,7616,SpatialV3su,37,1993
57,4,0,82,0,11,0,0,93,7616,SpatialV3su,37,1993
