,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,3,0,0,0,0,4,7422,TemporalV3J3,30,2008
1,4,3,96,2,30,0,0,131,7422,TemporalV3J3,30,2008
2,12,0,2,1,3,0,0,6,7422,TemporalV3J3,30,2008
3,21,0,15,0,31,0,0,46,7422,TemporalV3J3,30,2008
4,22,0,0,0,0,0,0,0,7422,TemporalV3J3,30,2008
5,33,0,0,0,0,0,2,2,7422,TemporalV3J3,30,2008
6,Total,4,116,3,64,0,2,189,7422,TemporalV3J3,30,2008
7,3,2,2,0,3,0,0,7,757,TemporalV3J3,30,1988
8,4,0,105,0,52,0,0,157,757,TemporalV3J3,30,1988
9,12,0,1,0,1,0,0,2,757,TemporalV3J3,30,1988
10,21,0,11,1,109,0,0,121,757,TemporalV3J3,30,1988
11,22,0,0,0,1,1,0,2,757,TemporalV3J3,30,1988
12,33,0,1,0,2,0,3,6,757,TemporalV3J3,30,1988
13,Total,2,120,1,168,1,3,295,757,TemporalV3J3,30,1988
14,3,0,3,0,0,0,0,3,752,TemporalV3J3,30,2011
15,4,0,105,0,17,0,0,122,752,TemporalV3J3,30,2011
16,12,0,2,0,1,0,0,3,752,TemporalV3J3,30,2011
17,21,0,13,0,17,0,0,30,752,TemporalV3J3,30,2011
18,22,0,1,0,3,0,0,4,752,TemporalV3J3,30,2011
19,33,0,2,0,0,0,1,3,752,TemporalV3J3,30,2011
20,Total,0,126,0,38,0,1,165,752,TemporalV3J3,30,2011
21,3,1,1,0,0,0,0,2,76116,TemporalV3J3,30,2017
22,4,4,93,9,29,0,0,135,76116,TemporalV3J3,30,2017
23,12,0,1,0,2,0,0,3,76116,TemporalV3J3,30,2017
24,21,0,8,2,72,0,0,82,76116,TemporalV3J3,30,2017
25,22,0,0,1,0,0,0,1,76116,TemporalV3J3,30,2017
26,33,0,0,0,0,0,9,9,76116,TemporalV3J3,30,2017
27,Total,5,103,12,103,0,9,232,76116,TemporalV3J3,30,2017
28,3,20,7,0,3,0,0,30,753,TemporalV3J3,30,2010
29,4,76,185,1,64,1,1,328,753,TemporalV3J3,30,2010
30,12,1,1,1,6,0,0,9,753,TemporalV3J3,30,2010
31,21,18,21,0,65,0,2,106,753,TemporalV3J3,30,2010
32,22,0,1,0,14,4,1,20,753,TemporalV3J3,30,2010
33,33,2,4,0,3,0,9,18,753,TemporalV3J3,30,2010
34,Total,117,219,2,155,5,13,511,753,TemporalV3J3,30,2010
35,3,1,11,1,0,0,0,13,744,TemporalV3J3,30,2004
36,4,0,465,10,75,0,1,551,744,TemporalV3J3,30,2004
37,12,0,5,7,9,0,0,21,744,TemporalV3J3,30,2004
