,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,4,0,0,0,0,4,7422,TemporalV2J3,15,2018
1,4,3,112,2,8,0,0,125,7422,TemporalV2J3,15,2018
2,12,0,3,0,3,0,0,6,7422,TemporalV2J3,15,2018
3,21,0,23,1,18,1,0,43,7422,TemporalV2J3,15,2018
4,22,0,0,0,0,0,0,0,7422,TemporalV2J3,15,2018
5,33,0,0,0,1,0,2,3,7422,TemporalV2J3,15,2018
6,Total,3,142,3,30,1,2,181,7422,TemporalV2J3,15,2018
7,3,0,1,0,1,0,0,2,7615,TemporalV2J3,15,1986
8,4,0,161,1,37,0,0,199,7615,TemporalV2J3,15,1986
9,12,0,2,0,19,0,0,21,7615,TemporalV2J3,15,1986
10,21,0,15,1,37,0,0,53,7615,TemporalV2J3,15,1986
11,22,0,1,0,2,0,0,3,7615,TemporalV2J3,15,1986
12,33,0,0,0,0,0,2,2,7615,TemporalV2J3,15,1986
13,Total,0,180,2,96,0,2,280,7615,TemporalV2J3,15,1986
14,3,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2002
15,4,5,65,0,5,0,0,75,7614,TemporalV2J3,15,2002
16,12,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2002
17,21,0,21,0,36,0,0,57,7614,TemporalV2J3,15,2002
18,22,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2002
19,33,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2002
20,Total,5,86,0,41,0,0,132,7614,TemporalV2J3,15,2002
21,3,0,2,0,0,0,0,2,752,TemporalV2J3,15,1988
22,4,2,121,1,6,0,0,130,752,TemporalV2J3,15,1988
23,12,0,2,0,1,0,0,3,752,TemporalV2J3,15,1988
24,21,0,18,0,4,0,0,22,752,TemporalV2J3,15,1988
25,22,0,1,0,3,0,0,4,752,TemporalV2J3,15,1988
26,33,0,2,0,0,0,2,4,752,TemporalV2J3,15,1988
27,Total,2,146,1,14,0,2,165,752,TemporalV2J3,15,1988
28,3,0,10,0,0,0,0,10,76111,TemporalV2J3,15,2007
29,4,0,28,0,11,0,0,39,76111,TemporalV2J3,15,2007
30,12,0,0,0,0,0,0,0,76111,TemporalV2J3,15,2007
31,21,0,35,2,88,1,0,126,76111,TemporalV2J3,15,2007
32,22,0,0,1,1,0,0,2,76111,TemporalV2J3,15,2007
33,33,0,0,0,0,0,3,3,76111,TemporalV2J3,15,2007
34,Total,0,73,3,100,1,3,180,76111,TemporalV2J3,15,2007
35,3,0,4,0,0,0,0,4,755,TemporalV2J3,15,1987
36,4,0,151,0,24,0,0,175,755,TemporalV2J3,15,1987
37,12,0,1,0,4,1,0,6,755,TemporalV2J3,15,1987
38,21,0,29,0,42,0,0,71,755,TemporalV2J3,15,1987
39,22,0,0,0,4,3,0,7,755,TemporalV2J3,15,1987
40,33,0,1,0,0,0,2,3,755,TemporalV2J3,15,1987
41,Total,0,186,0,74,4,2,266,755,TemporalV2J3,15,1987
42,3,1,10,0,0,0,0,11,744,TemporalV2J3,15,2012
43,4,2,526,5,6,0,0,539,744,TemporalV2J3,15,2012
44,12,0,10,4,5,0,0,19,744,TemporalV2J3,15,2012
45,21,0,78,8,63,0,0,149,744,TemporalV2J3,15,2012
46,22,0,1,0,1,0,0,2,744,TemporalV2J3,15,2012
47,33,0,2,0,0,0,0,2,744,TemporalV2J3,15,2012
48,Total,3,627,17,75,0,0,722,744,TemporalV2J3,15,2012
49,3,0,0,0,0,0,0,0,758,TemporalV2J3,15,1996
50,4,0,71,1,16,0,0,88,758,TemporalV2J3,15,1996
51,12,0,0,0,2,0,0,2,758,TemporalV2J3,15,1996
52,21,0,27,0,41,1,0,69,758,TemporalV2J3,15,1996
53,22,0,0,0,0,1,0,1,758,TemporalV2J3,15,1996
54,33,0,1,0,0,1,0,2,758,TemporalV2J3,15,1996
55,Total,0,99,1,59,3,0,162,758,TemporalV2J3,15,1996
56,3,0,0,0,0,0,0,0,773,TemporalV2J3,15,1985
57,4,2,6,0,3,0,0,11,773,TemporalV2J3,15,1985
58,12,0,1,0,0,0,0,1,773,TemporalV2J3,15,1985
59,21,1,3,0,22,0,0,26,773,TemporalV2J3,15,1985
60,22,0,0,0,1,0,0,1,773,TemporalV2J3,15,1985
61,33,0,0,0,0,0,0,0,773,TemporalV2J3,15,1985
62,Total,3,10,0,26,0,0,39,773,TemporalV2J3,15,1985
63,3,3,3,0,2,0,0,8,759,TemporalV2J3,15,2005
64,4,1,22,0,11,0,0,34,759,TemporalV2J3,15,2005
65,12,0,0,0,0,0,0,0,759,TemporalV2J3,15,2005
66,21,2,13,6,49,0,0,70,759,TemporalV2J3,15,2005
67,22,0,1,1,0,0,0,2,759,TemporalV2J3,15,2005
68,33,0,1,0,0,0,0,1,759,TemporalV2J3,15,2005
69,Total,6,40,7,62,0,0,115,759,TemporalV2J3,15,2005
70,3,0,4,0,0,0,0,4,7422,TemporalV2J3,15,2005
71,4,3,109,0,11,0,0,123,7422,TemporalV2J3,15,2005
72,12,0,1,1,4,0,0,6,7422,TemporalV2J3,15,2005
73,21,0,22,3,21,0,0,46,7422,TemporalV2J3,15,2005
74,22,0,0,0,0,0,0,0,7422,TemporalV2J3,15,2005
75,33,0,0,1,0,0,1,2,7422,TemporalV2J3,15,2005
76,Total,3,136,5,36,0,1,181,7422,TemporalV2J3,15,2005
77,3,0,7,0,1,0,0,8,767,TemporalV2J3,15,1993
78,4,0,47,0,6,0,0,53,767,TemporalV2J3,15,1993
79,12,0,0,0,0,0,0,0,767,TemporalV2J3,15,1993
80,21,0,10,0,29,0,0,39,767,TemporalV2J3,15,1993
81,22,0,1,0,0,0,0,1,767,TemporalV2J3,15,1993
82,33,0,0,0,0,0,0,0,767,TemporalV2J3,15,1993
83,Total,0,65,0,36,0,0,101,767,TemporalV2J3,15,1993
84,3,1,10,0,0,0,0,11,744,TemporalV2J3,15,2005
85,4,2,496,2,32,0,1,533,744,TemporalV2J3,15,2005
86,12,0,10,5,5,1,0,21,744,TemporalV2J3,15,2005
87,21,0,64,7,81,1,0,153,744,TemporalV2J3,15,2005
88,22,0,1,0,1,0,0,2,744,TemporalV2J3,15,2005
89,33,0,2,0,0,0,0,2,744,TemporalV2J3,15,2005
90,Total,3,583,14,119,2,1,722,744,TemporalV2J3,15,2005
91,3,0,6,0,9,0,1,16,776,TemporalV2J3,15,1990
92,4,0,111,9,86,0,0,206,776,TemporalV2J3,15,1990
93,12,0,0,8,0,1,0,9,776,TemporalV2J3,15,1990
94,21,0,13,6,98,2,0,119,776,TemporalV2J3,15,1990
95,22,0,0,2,0,0,0,2,776,TemporalV2J3,15,1990
96,33,0,0,0,0,0,1,1,776,TemporalV2J3,15,1990
97,Total,0,130,25,193,3,2,353,776,TemporalV2J3,15,1990
98,3,0,4,0,0,0,0,4,7422,TemporalV2J3,15,1985
99,4,3,133,2,7,0,0,145,7422,TemporalV2J3,15,1985
100,12,0,1,2,2,0,0,5,7422,TemporalV2J3,15,1985
101,21,0,15,1,9,0,0,25,7422,TemporalV2J3,15,1985
102,22,0,0,0,0,0,0,0,7422,TemporalV2J3,15,1985
103,33,0,0,0,0,0,2,2,7422,TemporalV2J3,15,1985
104,Total,3,153,5,18,0,2,181,7422,TemporalV2J3,15,1985
105,3,2,5,0,1,0,0,8,759,TemporalV2J3,15,1990
106,4,0,21,1,13,0,0,35,759,TemporalV2J3,15,1990
107,12,0,0,0,0,0,0,0,759,TemporalV2J3,15,1990
108,21,0,14,9,47,0,0,70,759,TemporalV2J3,15,1990
109,22,0,0,1,0,0,0,1,759,TemporalV2J3,15,1990
110,33,0,0,0,0,0,1,1,759,TemporalV2J3,15,1990
111,Total,2,40,11,61,0,1,115,759,TemporalV2J3,15,1990
112,3,0,21,0,0,0,0,21,7622,TemporalV2J3,15,2003
113,4,0,74,0,5,0,0,79,7622,TemporalV2J3,15,2003
114,12,0,2,0,0,0,0,2,7622,TemporalV2J3,15,2003
115,21,0,12,0,7,0,0,19,7622,TemporalV2J3,15,2003
116,22,0,0,0,0,0,0,0,7622,TemporalV2J3,15,2003
117,33,0,0,0,0,0,0,0,7622,TemporalV2J3,15,2003
118,Total,0,109,0,12,0,0,121,7622,TemporalV2J3,15,2003
119,3,0,24,0,0,0,0,24,7622,TemporalV2J3,15,1986
120,4,0,79,0,1,0,0,80,7622,TemporalV2J3,15,1986
121,12,0,2,0,0,0,0,2,7622,TemporalV2J3,15,1986
122,21,0,5,0,10,0,0,15,7622,TemporalV2J3,15,1986
123,22,0,0,0,0,0,0,0,7622,TemporalV2J3,15,1986
124,33,0,0,0,0,0,0,0,7622,TemporalV2J3,15,1986
125,Total,0,110,0,11,0,0,121,7622,TemporalV2J3,15,1986
126,3,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2019
127,4,3,63,0,3,0,0,69,7614,TemporalV2J3,15,2019
128,12,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2019
129,21,1,27,1,34,0,0,63,7614,TemporalV2J3,15,2019
130,22,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2019
131,33,0,0,0,0,0,0,0,7614,TemporalV2J3,15,2019
132,Total,4,90,1,37,0,0,132,7614,TemporalV2J3,15,2019
133,3,0,4,0,0,0,0,4,756,TemporalV2J3,15,2020
134,4,1,206,10,37,0,0,254,756,TemporalV2J3,15,2020
135,12,0,1,2,3,0,1,7,756,TemporalV2J3,15,2020
136,21,0,47,5,68,0,1,121,756,TemporalV2J3,15,2020
137,22,0,0,2,5,0,0,7,756,TemporalV2J3,15,2020
138,33,1,1,0,0,0,5,7,756,TemporalV2J3,15,2020
139,Total,2,259,19,113,0,7,400,756,TemporalV2J3,15,2020
140,3,0,0,0,0,0,0,0,7613,TemporalV2J3,15,2011
141,4,0,100,0,50,1,0,151,7613,TemporalV2J3,15,2011
142,12,0,0,0,17,0,0,17,7613,TemporalV2J3,15,2011
143,21,0,10,0,11,1,0,22,7613,TemporalV2J3,15,2011
144,22,0,0,0,1,0,0,1,7613,TemporalV2J3,15,2011
145,33,0,0,0,0,0,1,1,7613,TemporalV2J3,15,2011
146,Total,0,110,0,79,2,1,192,7613,TemporalV2J3,15,2011
147,3,0,0,0,0,0,0,0,7618,TemporalV2J3,15,1988
148,4,0,105,2,8,0,0,115,7618,TemporalV2J3,15,1988
149,12,0,1,0,2,0,0,3,7618,TemporalV2J3,15,1988
150,21,0,7,1,32,0,0,40,7618,TemporalV2J3,15,1988
