,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,0,0,0,0,0,0,773,FrequencyV3St1,20,2006
1,4,0,2,0,1,0,1,4,773,FrequencyV3St1,20,2006
2,12,0,1,0,0,0,0,1,773,FrequencyV3St1,20,2006
3,21,2,1,2,27,0,0,32,773,FrequencyV3St1,20,2006
4,22,0,1,0,1,0,0,2,773,FrequencyV3St1,20,2006
5,33,0,0,0,0,0,0,0,773,FrequencyV3St1,20,2006
6,Total,2,5,2,29,0,1,39,773,FrequencyV3St1,20,2006
7,3,1,1,0,0,0,0,2,741,FrequencyV3St1,20,2005
8,4,0,75,0,0,0,0,75,741,FrequencyV3St1,20,2005
9,12,0,1,0,2,1,0,4,741,FrequencyV3St1,20,2005
10,21,0,15,2,6,1,0,24,741,FrequencyV3St1,20,2005
11,22,0,0,0,0,0,0,0,741,FrequencyV3St1,20,2005
12,33,0,0,0,0,0,2,2,741,FrequencyV3St1,20,2005
13,Total,1,92,2,8,2,2,107,741,FrequencyV3St1,20,2005
14,3,2,10,0,0,0,0,12,744,FrequencyV3St1,20,1990
15,4,4,447,2,90,2,2,547,744,FrequencyV3St1,20,1990
16,12,0,4,5,12,1,0,22,744,FrequencyV3St1,20,1990
17,21,0,32,6,95,4,0,137,744,FrequencyV3St1,20,1990
18,22,0,1,0,1,0,0,2,744,FrequencyV3St1,20,1990
19,33,0,1,0,0,0,1,2,744,FrequencyV3St1,20,1990
20,Total,6,495,13,198,7,3,722,744,FrequencyV3St1,20,1990
21,3,14,20,0,0,0,0,34,746,FrequencyV3St1,20,1990
22,4,9,116,0,8,0,0,133,746,FrequencyV3St1,20,1990
23,12,0,3,0,0,0,0,3,746,FrequencyV3St1,20,1990
24,21,0,4,0,8,0,0,12,746,FrequencyV3St1,20,1990
25,22,0,1,0,2,0,0,3,746,FrequencyV3St1,20,1990
26,33,0,0,0,0,0,1,1,746,FrequencyV3St1,20,1990
27,Total,23,144,0,18,0,1,186,746,FrequencyV3St1,20,1990
28,3,3,6,0,0,0,0,9,764,FrequencyV3St1,20,2011
29,4,0,23,0,3,0,0,26,764,FrequencyV3St1,20,2011
30,12,0,0,0,0,0,0,0,764,FrequencyV3St1,20,2011
31,21,0,7,0,32,0,0,39,764,FrequencyV3St1,20,2011
32,22,0,2,0,0,0,0,2,764,FrequencyV3St1,20,2011
33,33,0,0,0,0,0,0,0,764,FrequencyV3St1,20,2011
34,Total,3,38,0,35,0,0,76,764,FrequencyV3St1,20,2011
35,3,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,1997
36,4,7,60,0,10,0,0,77,7614,FrequencyV3St1,20,1997
37,12,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,1997
38,21,0,26,1,27,1,0,55,7614,FrequencyV3St1,20,1997
39,22,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,1997
40,33,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,1997
41,Total,7,86,1,37,1,0,132,7614,FrequencyV3St1,20,1997
42,3,13,21,0,0,0,0,34,746,FrequencyV3St1,20,1994
43,4,9,114,0,9,0,0,132,746,FrequencyV3St1,20,1994
44,12,0,2,0,1,0,0,3,746,FrequencyV3St1,20,1994
45,21,0,6,0,7,0,0,13,746,FrequencyV3St1,20,1994
46,22,0,1,0,2,0,0,3,746,FrequencyV3St1,20,1994
47,33,0,0,0,0,0,1,1,746,FrequencyV3St1,20,1994
48,Total,22,144,0,19,0,1,186,746,FrequencyV3St1,20,1994
49,3,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,2007
50,4,6,58,0,11,0,0,75,7614,FrequencyV3St1,20,2007
51,12,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,2007
52,21,0,18,3,35,1,0,57,7614,FrequencyV3St1,20,2007
53,22,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,2007
54,33,0,0,0,0,0,0,0,7614,FrequencyV3St1,20,2007
55,Total,6,76,3,46,1,0,132,7614,FrequencyV3St1,20,2007
56,3,2,7,0,0,0,0,9,764,FrequencyV3St1,20,1995
57,4,0,24,0,6,3,0,33,764,FrequencyV3St1,20,1995
58,12,0,0,0,0,0,0,0,764,FrequencyV3St1,20,1995
59,21,0,10,0,21,1,0,32,764,FrequencyV3St1,20,1995
60,22,0,1,0,0,1,0,2,764,FrequencyV3St1,20,1995
61,33,0,0,0,0,0,0,0,764,FrequencyV3St1,20,1995
62,Total,2,42,0,27,5,0,76,764,FrequencyV3St1,20,1995
63,3,2,14,0,1,0,0,17,765,FrequencyV3St1,20,1988
64,4,0,84,0,42,0,1,127,765,FrequencyV3St1,20,1988
65,12,0,0,0,0,0,0,0,765,FrequencyV3St1,20,1988
66,21,0,9,0,81,0,0,90,765,FrequencyV3St1,20,1988
67,22,0,1,0,1,3,0,5,765,FrequencyV3St1,20,1988
68,33,0,0,0,0,0,2,2,765,FrequencyV3St1,20,1988
69,Total,2,108,0,125,3,3,241,765,FrequencyV3St1,20,1988
70,3,8,6,3,0,0,0,17,751,FrequencyV3St1,20,2000
71,4,33,106,0,5,0,0,144,751,FrequencyV3St1,20,2000
72,12,0,3,0,4,1,0,8,751,FrequencyV3St1,20,2000
73,21,4,20,1,11,0,0,36,751,FrequencyV3St1,20,2000
74,22,0,5,2,0,3,0,10,751,FrequencyV3St1,20,2000
75,33,0,0,2,1,0,0,3,751,FrequencyV3St1,20,2000
76,Total,45,140,8,21,4,0,218,751,FrequencyV3St1,20,2000
77,3,7,1,0,0,0,0,8,772,FrequencyV3St1,20,1997
78,4,12,59,1,61,1,0,134,772,FrequencyV3St1,20,1997
79,12,0,1,0,0,0,0,1,772,FrequencyV3St1,20,1997
80,21,5,22,29,133,2,0,191,772,FrequencyV3St1,20,1997
81,22,0,0,0,0,1,0,1,772,FrequencyV3St1,20,1997
82,33,0,0,0,0,0,1,1,772,FrequencyV3St1,20,1997
83,Total,24,83,30,194,4,1,336,772,FrequencyV3St1,20,1997
84,3,0,0,0,0,0,0,0,758,FrequencyV3St1,20,2004
85,4,0,55,0,31,1,0,87,758,FrequencyV3St1,20,2004
86,12,0,0,1,0,1,0,2,758,FrequencyV3St1,20,2004
87,21,2,17,2,47,0,1,69,758,FrequencyV3St1,20,2004
88,22,0,0,0,0,1,0,1,758,FrequencyV3St1,20,2004
89,33,0,1,0,1,0,1,3,758,FrequencyV3St1,20,2004
90,Total,2,73,3,79,3,2,162,758,FrequencyV3St1,20,2004
91,3,3,22,0,1,0,0,26,7741,FrequencyV3St1,20,2010
92,4,0,90,2,11,0,0,103,7741,FrequencyV3St1,20,2010
93,12,0,6,1,2,0,0,9,7741,FrequencyV3St1,20,2010
94,21,0,46,4,53,1,0,104,7741,FrequencyV3St1,20,2010
95,22,0,1,1,0,0,0,2,7741,FrequencyV3St1,20,2010
