,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,2,0,0,0,0,3,7612,Estavel,26,2006
1,4,1,95,1,4,0,0,101,7612,Estavel,26,2006
2,12,0,2,0,6,0,0,8,7612,Estavel,26,2006
3,21,0,25,2,31,0,0,58,7612,Estavel,26,2006
4,22,0,0,1,3,0,0,4,7612,Estavel,26,2006
5,33,0,0,0,0,0,3,3,7612,Estavel,26,2006
6,Total,2,124,4,44,0,3,177,7612,Estavel,26,2006
7,3,0,1,0,0,0,0,1,7421,Estavel,26,2020
8,4,1,63,0,8,0,0,72,7421,Estavel,26,2020
9,12,0,0,0,2,0,0,2,7421,Estavel,26,2020
10,21,0,4,0,10,0,0,14,7421,Estavel,26,2020
11,22,0,0,0,0,0,0,0,7421,Estavel,26,2020
12,33,0,0,0,0,0,0,0,7421,Estavel,26,2020
13,Total,1,68,0,20,0,0,89,7421,Estavel,26,2020
14,3,0,0,0,0,0,0,0,777,Estavel,26,2010
15,4,0,2,0,0,1,0,3,777,Estavel,26,2010
16,12,0,1,0,0,0,1,2,777,Estavel,26,2010
17,21,0,5,0,5,0,0,10,777,Estavel,26,2010
18,22,0,0,0,0,0,0,0,777,Estavel,26,2010
19,33,0,0,0,0,0,0,0,777,Estavel,26,2010
20,Total,0,8,0,5,1,1,15,777,Estavel,26,2010
21,3,0,1,0,0,0,0,1,7421,Estavel,26,2016
22,4,1,65,0,6,0,0,72,7421,Estavel,26,2016
23,12,0,0,1,1,0,0,2,7421,Estavel,26,2016
24,21,0,3,0,10,1,0,14,7421,Estavel,26,2016
25,22,0,0,0,0,0,0,0,7421,Estavel,26,2016
26,33,0,0,0,0,0,0,0,7421,Estavel,26,2016
27,Total,1,69,1,17,1,0,89,7421,Estavel,26,2016
28,3,7,1,0,1,0,0,9,772,Estavel,26,2015
29,4,12,55,0,45,0,0,112,772,Estavel,26,2015
30,12,0,0,0,1,0,0,1,772,Estavel,26,2015
31,21,2,15,3,189,5,0,214,772,Estavel,26,2015
32,22,0,0,0,0,1,0,1,772,Estavel,26,2015
33,33,0,0,0,1,0,0,1,772,Estavel,26,2015
34,Total,21,71,3,237,6,0,338,772,Estavel,26,2015
35,3,0,7,0,3,0,0,10,76111,Estavel,26,2002
36,4,0,22,0,15,0,0,37,76111,Estavel,26,2002
37,12,0,0,0,0,0,0,0,76111,Estavel,26,2002
38,21,0,29,1,109,0,0,139,76111,Estavel,26,2002
39,22,0,0,1,3,0,0,4,76111,Estavel,26,2002
40,33,0,0,0,0,0,3,3,76111,Estavel,26,2002
41,Total,0,58,2,130,0,3,193,76111,Estavel,26,2002
42,3,0,0,0,0,0,0,0,758,Estavel,26,1997
43,4,0,68,0,21,0,0,89,758,Estavel,26,1997
44,12,0,0,0,2,0,0,2,758,Estavel,26,1997
45,21,0,15,0,57,0,0,72,758,Estavel,26,1997
46,22,0,0,0,0,1,0,1,758,Estavel,26,1997
47,33,0,1,0,1,0,0,2,758,Estavel,26,1997
48,Total,0,84,0,81,1,0,166,758,Estavel,26,1997
49,3,1,2,0,0,0,0,3,752,Estavel,26,2020
50,4,2,96,0,24,0,0,122,752,Estavel,26,2020
51,12,0,2,0,2,0,0,4,752,Estavel,26,2020
52,21,1,12,0,15,2,0,30,752,Estavel,26,2020
53,22,0,0,0,4,0,0,4,752,Estavel,26,2020
54,33,0,0,1,0,0,1,2,752,Estavel,26,2020
55,Total,4,112,1,45,2,1,165,752,Estavel,26,2020
56,3,4,19,0,0,0,0,23,7622,Estavel,26,2017
57,4,2,95,0,8,0,0,105,7622,Estavel,26,2017
58,12,0,2,0,0,0,0,2,7622,Estavel,26,2017
59,21,0,11,0,8,0,0,19,7622,Estavel,26,2017
60,22,0,1,0,0,0,0,1,7622,Estavel,26,2017
61,33,0,0,0,0,0,0,0,7622,Estavel,26,2017
62,Total,6,128,0,16,0,0,150,7622,Estavel,26,2017
63,3,12,9,0,2,0,0,23,776,Estavel,26,1993
64,4,10,131,2,58,2,0,203,776,Estavel,26,1993
65,12,0,0,3,2,4,0,9,776,Estavel,26,1993
66,21,2,15,1,125,0,0,143,776,Estavel,26,1993
67,22,0,0,1,1,0,0,2,776,Estavel,26,1993
68,33,0,0,0,0,0,1,1,776,Estavel,26,1993
69,Total,24,155,7,188,6,1,381,776,Estavel,26,1993
70,3,0,0,0,1,0,0,1,773,Estavel,26,1990
71,4,0,6,0,6,0,0,12,773,Estavel,26,1990
72,12,0,1,0,0,0,0,1,773,Estavel,26,1990
73,21,1,3,0,28,0,0,32,773,Estavel,26,1990
74,22,0,0,1,1,0,0,2,773,Estavel,26,1990
75,33,0,0,0,0,0,0,0,773,Estavel,26,1990
76,Total,1,10,1,36,0,0,48,773,Estavel,26,1990
77,3,1,0,0,1,0,0,2,7615,Estavel,26,2000
78,4,0,138,0,44,1,0,183,7615,Estavel,26,2000
79,12,0,2,0,17,2,0,21,7615,Estavel,26,2000
80,21,0,13,0,50,5,0,68,7615,Estavel,26,2000
81,22,0,0,0,4,0,0,4,7615,Estavel,26,2000
82,33,0,0,0,0,0,2,2,7615,Estavel,26,2000
83,Total,1,153,0,116,8,2,280,7615,Estavel,26,2000
84,3,1,5,0,0,0,0,6,756,Estavel,26,2000
85,4,3,181,7,54,0,0,245,756,Estavel,26,2000
86,12,0,1,1,3,1,0,6,756,Estavel,26,2000
87,21,0,34,0,93,0,0,127,756,Estavel,26,2000
88,22,0,3,0,3,2,0,8,756,Estavel,26,2000
89,33,0,1,2,1,0,4,8,756,Estavel,26,2000
90,Total,4,225,10,154,3,4,400,756,Estavel,26,2000
91,3,3,7,0,3,0,0,13,766,Estavel,26,2022
92,4,3,88,0,27,3,0,121,766,Estavel,26,2022
93,12,0,3,0,4,0,0,7,766,Estavel,26,2022
94,21,1,10,0,134,3,0,148,766,Estavel,26,2022
95,22,0,1,0,2,1,0,4,766,Estavel,26,2022
96,33,0,0,0,0,0,2,2,766,Estavel,26,2022
97,Total,7,109,0,170,7,2,295,766,Estavel,26,2022
98,3,0,1,0,2,0,0,3,752,Estavel,26,2001
99,4,3,102,0,16,0,0,121,752,Estavel,26,2001
100,12,0,2,0,1,1,0,4,752,Estavel,26,2001
101,21,1,16,0,11,2,0,30,752,Estavel,26,2001
102,22,0,1,0,3,0,0,4,752,Estavel,26,2001
103,33,0,1,0,1,0,1,3,752,Estavel,26,2001
104,Total,4,123,0,34,3,1,165,752,Estavel,26,2001
105,3,0,0,0,0,0,0,0,7492,Estavel,26,1996
106,4,0,3,0,0,0,0,3,7492,Estavel,26,1996
107,12,0,0,0,0,0,0,0,7492,Estavel,26,1996
108,21,0,0,0,0,0,0,0,7492,Estavel,26,1996
109,22,0,0,0,0,0,0,0,7492,Estavel,26,1996
110,33,0,0,0,0,0,0,0,7492,Estavel,26,1996
111,Total,0,3,0,0,0,0,3,7492,Estavel,26,1996
112,3,18,9,0,2,0,0,29,753,Estavel,26,2020
113,4,46,221,0,65,0,0,332,753,Estavel,26,2020
114,12,0,5,0,5,0,0,10,753,Estavel,26,2020
115,21,7,28,0,66,1,0,102,753,Estavel,26,2020
116,22,1,2,1,11,4,0,19,753,Estavel,26,2020
117,33,3,3,1,6,0,6,19,753,Estavel,26,2020
118,Total,75,268,2,155,5,6,511,753,Estavel,26,2020
119,3,1,3,0,1,0,0,5,756,Estavel,26,2005
120,4,3,176,4,63,0,0,246,756,Estavel,26,2005
121,12,0,1,1,2,1,1,6,756,Estavel,26,2005
