,aggrement,area,bacia,classe,year,Models,version
0,1,1189822.5538309056,7612,4,1985,Temporal,10
1,2,149755.0760106367,7612,4,1985,Temporal,10
2,3,22182.517887466205,7612,4,1985,Temporal,10
3,1,1189682.7328205763,7612,4,1986,Temporal,10
4,2,160946.77972564538,7612,4,1986,Temporal,10
5,3,21338.02834252496,7612,4,1986,Temporal,10
6,1,1163385.2419382725,7612,4,1987,Temporal,10
7,2,200693.6542884035,7612,4,1987,Temporal,10
8,3,27492.494481351805,7612,4,1987,Temporal,10
9,1,1108354.458749976,7612,4,1988,Temporal,10
10,2,190697.63747987372,7612,4,1988,Temporal,10
11,3,50775.286061239785,7612,4,1988,Temporal,10
12,1,1074228.9922725535,7612,4,1989,Temporal,10
13,2,161013.89922269117,7612,4,1989,Temporal,10
14,3,67216.45665935859,7612,4,1989,Temporal,10
15,1,1037757.0821420264,7612,4,1990,Temporal,10
16,2,149862.94212850518,7612,4,1990,Temporal,10
17,3,78922.62497121957,7612,4,1990,Temporal,10
18,1,1024795.076808698,7612,4,1991,Temporal,10
19,2,134252.11783571338,7612,4,1991,Temporal,10
20,3,81677.30244103316,7612,4,1991,Temporal,10
21,1,1046081.1571897806,7612,4,1992,Temporal,10
22,2,194980.88693106663,7612,4,1992,Temporal,10
23,3,45368.5060886703,7612,4,1992,Temporal,10
24,1,1057600.8757016915,7612,4,1993,Temporal,10
25,2,237266.9614828581,7612,4,1993,Temporal,10
26,3,27449.78887446277,7612,4,1993,Temporal,10
27,1,1035163.7082218042,7612,4,1994,Temporal,10
28,2,201991.76444681003,7612,4,1994,Temporal,10
29,3,51754.36832135309,7612,4,1994,Temporal,10
30,1,1009543.7958883914,7612,4,1995,Temporal,10
31,2,182463.28273749785,7612,4,1995,Temporal,10
32,3,72843.26641127786,7612,4,1995,Temporal,10
33,1,1012870.895807345,7612,4,1996,Temporal,10
34,2,183989.87808117384,7612,4,1996,Temporal,10
35,3,74143.58915425125,7612,4,1996,Temporal,10
36,1,1040777.006172522,7612,4,1997,Temporal,10
37,2,195979.35385474504,7612,4,1997,Temporal,10
38,3,49970.24308571292,7612,4,1997,Temporal,10
39,1,1028289.2823208484,7612,4,1998,Temporal,10
