,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,6,0,0,0,0,6,756,SpatialV3su,40,1994
1,4,0,180,0,59,0,0,239,756,SpatialV3su,40,1994
2,12,0,6,0,3,0,0,9,756,SpatialV3su,40,1994
3,21,0,58,0,75,0,0,133,756,SpatialV3su,40,1994
4,22,0,1,0,7,0,0,8,756,SpatialV3su,40,1994
5,33,0,1,0,1,0,3,5,756,SpatialV3su,40,1994
6,Total,0,252,0,145,0,3,400,756,SpatialV3su,40,1994
7,3,7,5,0,0,0,0,12,759,SpatialV3su,40,2013
8,4,1,34,0,2,0,0,37,759,SpatialV3su,40,2013
9,12,0,0,0,0,0,0,0,759,SpatialV3su,40,2013
10,21,0,18,0,60,0,0,78,759,SpatialV3su,40,2013
11,22,0,1,0,1,0,0,2,759,SpatialV3su,40,2013
12,33,0,0,0,1,0,0,1,759,SpatialV3su,40,2013
13,Total,8,58,0,64,0,0,130,759,SpatialV3su,40,2013
14,3,11,10,0,0,0,0,21,776,SpatialV3su,40,2004
15,4,8,137,3,41,0,0,189,776,SpatialV3su,40,2004
16,12,0,0,8,0,1,0,9,776,SpatialV3su,40,2004
17,21,3,28,1,126,1,0,159,776,SpatialV3su,40,2004
18,22,0,0,2,0,0,0,2,776,SpatialV3su,40,2004
19,33,0,0,0,1,0,0,1,776,SpatialV3su,40,2004
20,Total,22,175,14,168,2,0,381,776,SpatialV3su,40,2004
21,3,2,1,0,1,0,0,4,775,SpatialV3su,40,1988
22,4,0,3,0,1,0,0,4,775,SpatialV3su,40,1988
23,12,0,0,0,0,0,0,0,775,SpatialV3su,40,1988
24,21,1,4,0,14,0,0,19,775,SpatialV3su,40,1988
25,22,0,0,0,0,0,0,0,775,SpatialV3su,40,1988
26,33,0,0,0,0,0,0,0,775,SpatialV3su,40,1988
27,Total,3,8,0,16,0,0,27,775,SpatialV3su,40,1988
28,3,0,0,0,0,0,0,0,7614,SpatialV3su,40,2009
29,4,0,73,0,3,0,0,76,7614,SpatialV3su,40,2009
30,12,0,0,0,0,0,0,0,7614,SpatialV3su,40,2009
31,21,0,28,0,28,0,0,56,7614,SpatialV3su,40,2009
32,22,0,0,0,0,0,0,0,7614,SpatialV3su,40,2009
33,33,0,0,0,0,0,0,0,7614,SpatialV3su,40,2009
34,Total,0,101,0,31,0,0,132,7614,SpatialV3su,40,2009
35,3,2,8,0,0,0,0,10,754,SpatialV3su,40,2002
36,4,1,386,0,96,0,0,483,754,SpatialV3su,40,2002
37,12,0,3,0,11,0,0,14,754,SpatialV3su,40,2002
38,21,1,65,0,135,0,0,201,754,SpatialV3su,40,2002
39,22,0,1,1,3,0,0,5,754,SpatialV3su,40,2002
40,33,0,5,0,3,0,3,11,754,SpatialV3su,40,2002
41,Total,4,468,1,248,0,3,724,754,SpatialV3su,40,2002
42,3,0,0,0,0,0,0,0,7618,SpatialV3su,40,2001
43,4,0,91,2,9,0,0,102,7618,SpatialV3su,40,2001
44,12,0,2,0,1,0,0,3,7618,SpatialV3su,40,2001
45,21,0,8,0,45,0,0,53,7618,SpatialV3su,40,2001
46,22,0,1,0,0,0,0,1,7618,SpatialV3su,40,2001
47,33,0,0,0,0,0,0,0,7618,SpatialV3su,40,2001
48,Total,0,102,2,55,0,0,159,7618,SpatialV3su,40,2001
49,3,1,2,0,0,0,0,3,755,SpatialV3su,40,2015
50,4,5,128,0,24,0,0,157,755,SpatialV3su,40,2015
51,12,0,0,0,4,1,0,5,755,SpatialV3su,40,2015
52,21,0,19,0,67,0,0,86,755,SpatialV3su,40,2015
53,22,0,0,0,9,2,0,11,755,SpatialV3su,40,2015
54,33,1,2,0,0,0,1,4,755,SpatialV3su,40,2015
55,Total,7,151,0,104,3,1,266,755,SpatialV3su,40,2015
56,3,0,1,0,0,0,0,1,7421,SpatialV3su,40,2021
57,4,0,66,0,6,0,0,72,7421,SpatialV3su,40,2021
58,12,0,0,0,2,0,0,2,7421,SpatialV3su,40,2021
59,21,0,9,1,4,0,0,14,7421,SpatialV3su,40,2021
60,22,0,0,0,0,0,0,0,7421,SpatialV3su,40,2021
61,33,0,0,0,0,0,0,0,7421,SpatialV3su,40,2021
62,Total,0,76,1,12,0,0,89,7421,SpatialV3su,40,2021
63,3,0,0,0,0,0,0,0,773,SpatialV3su,40,1996
64,4,0,1,0,5,0,0,6,773,SpatialV3su,40,1996
65,12,0,1,0,0,0,0,1,773,SpatialV3su,40,1996
66,21,2,1,0,36,0,0,39,773,SpatialV3su,40,1996
67,22,0,0,0,2,0,0,2,773,SpatialV3su,40,1996
68,33,0,0,0,0,0,0,0,773,SpatialV3su,40,1996
69,Total,2,3,0,43,0,0,48,773,SpatialV3su,40,1996
70,3,2,9,0,0,0,0,11,754,SpatialV3su,40,2016
71,4,1,370,0,96,0,0,467,754,SpatialV3su,40,2016
72,12,0,3,0,11,0,0,14,754,SpatialV3su,40,2016
73,21,1,55,0,161,0,0,217,754,SpatialV3su,40,2016
74,22,0,1,1,3,0,0,5,754,SpatialV3su,40,2016
75,33,0,3,0,2,1,4,10,754,SpatialV3su,40,2016
76,Total,4,441,1,273,1,4,724,754,SpatialV3su,40,2016
77,3,0,1,0,0,0,0,1,7614,SpatialV3su,40,1985
