,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,11,0,1,0,0,13,744,TemporalV3J4,30,2000
1,4,0,487,4,62,1,1,555,744,TemporalV3J4,30,2000
2,12,0,7,4,10,0,0,21,744,TemporalV3J4,30,2000
3,21,0,31,2,117,0,0,150,744,TemporalV3J4,30,2000
4,22,0,1,0,1,0,0,2,744,TemporalV3J4,30,2000
5,33,0,1,0,1,0,0,2,744,TemporalV3J4,30,2000
6,Total,1,538,10,192,1,1,743,744,TemporalV3J4,30,2000
7,3,5,2,0,1,0,0,8,745,TemporalV3J4,30,2004
8,4,25,34,0,3,0,0,62,745,TemporalV3J4,30,2004
9,12,0,1,0,1,0,0,2,745,TemporalV3J4,30,2004
10,21,0,3,0,5,0,0,8,745,TemporalV3J4,30,2004
11,22,0,0,0,0,0,0,0,745,TemporalV3J4,30,2004
12,33,0,0,0,0,0,0,0,745,TemporalV3J4,30,2004
13,Total,30,40,0,10,0,0,80,745,TemporalV3J4,30,2004
14,3,1,11,0,1,0,0,13,744,TemporalV3J4,30,2004
15,4,0,477,5,68,0,1,551,744,TemporalV3J4,30,2004
16,12,0,7,5,9,0,0,21,744,TemporalV3J4,30,2004
17,21,0,29,4,121,0,0,154,744,TemporalV3J4,30,2004
18,22,0,1,0,1,0,0,2,744,TemporalV3J4,30,2004
19,33,0,1,1,0,0,0,2,744,TemporalV3J4,30,2004
20,Total,1,526,15,200,0,1,743,744,TemporalV3J4,30,2004
21,3,7,1,0,1,0,0,9,772,TemporalV3J4,30,1992
22,4,15,81,0,57,0,0,153,772,TemporalV3J4,30,1992
23,12,0,1,0,0,0,0,1,772,TemporalV3J4,30,1992
24,21,7,16,0,150,1,0,174,772,TemporalV3J4,30,1992
25,22,0,0,0,1,0,0,1,772,TemporalV3J4,30,1992
26,33,0,0,0,0,0,0,0,772,TemporalV3J4,30,1992
27,Total,29,99,0,209,1,0,338,772,TemporalV3J4,30,1992
28,3,0,4,0,0,0,0,4,7422,TemporalV3J4,30,2003
29,4,4,118,0,11,0,0,133,7422,TemporalV3J4,30,2003
30,12,0,2,0,5,0,0,7,7422,TemporalV3J4,30,2003
31,21,1,20,0,23,0,0,44,7422,TemporalV3J4,30,2003
32,22,0,0,0,0,0,0,0,7422,TemporalV3J4,30,2003
33,33,0,0,0,0,0,1,1,7422,TemporalV3J4,30,2003
34,Total,5,144,0,39,0,1,189,7422,TemporalV3J4,30,2003
35,3,11,9,0,1,0,0,21,776,TemporalV3J4,30,2006
