,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,5,21,0,0,0,0,26,7741,SpatialV3su,21,2018
1,4,0,92,1,5,0,0,98,7741,SpatialV3su,21,2018
2,12,0,7,0,2,0,0,9,7741,SpatialV3su,21,2018
3,21,0,53,0,56,0,0,109,7741,SpatialV3su,21,2018
4,22,0,1,1,0,0,0,2,7741,SpatialV3su,21,2018
5,33,0,0,0,0,0,1,1,7741,SpatialV3su,21,2018
6,Total,5,174,2,63,0,1,245,7741,SpatialV3su,21,2018
7,3,7,1,0,0,0,0,8,772,SpatialV3su,21,1999
8,4,12,80,1,42,0,0,135,772,SpatialV3su,21,1999
9,12,0,1,0,0,0,0,1,772,SpatialV3su,21,1999
10,21,4,15,5,166,0,0,190,772,SpatialV3su,21,1999
11,22,0,0,0,1,0,0,1,772,SpatialV3su,21,1999
12,33,0,0,0,0,0,1,1,772,SpatialV3su,21,1999
13,Total,23,97,6,209,0,1,336,772,SpatialV3su,21,1999
14,3,0,4,0,0,0,0,4,755,SpatialV3su,21,1986
15,4,0,160,0,19,0,1,180,755,SpatialV3su,21,1986
16,12,0,1,0,4,0,1,6,755,SpatialV3su,21,1986
17,21,0,31,0,34,1,0,66,755,SpatialV3su,21,1986
18,22,0,0,0,3,3,0,6,755,SpatialV3su,21,1986
19,33,0,1,0,0,0,3,4,755,SpatialV3su,21,1986
20,Total,0,197,0,60,4,5,266,755,SpatialV3su,21,1986
21,3,1,17,0,0,0,0,18,763,SpatialV3su,21,2010
22,4,2,184,1,21,0,0,208,763,SpatialV3su,21,2010
23,12,0,6,5,4,0,0,15,763,SpatialV3su,21,2010
24,21,0,26,0,117,1,0,144,763,SpatialV3su,21,2010
25,22,0,2,1,1,0,0,4,763,SpatialV3su,21,2010
26,33,0,0,0,0,0,3,3,763,SpatialV3su,21,2010
27,Total,3,235,7,143,1,3,392,763,SpatialV3su,21,2010
28,3,5,6,0,2,0,0,13,776,SpatialV3su,21,2008
29,4,2,122,4,48,0,0,176,776,SpatialV3su,21,2008
30,12,0,1,6,2,0,0,9,776,SpatialV3su,21,2008
31,21,1,18,3,130,1,0,153,776,SpatialV3su,21,2008
32,22,0,0,2,0,0,0,2,776,SpatialV3su,21,2008
33,33,0,0,0,0,0,0,0,776,SpatialV3su,21,2008
34,Total,8,147,15,182,1,0,353,776,SpatialV3su,21,2008
35,3,0,3,0,0,0,0,3,756,SpatialV3su,21,2016
36,4,1,204,9,39,0,0,253,756,SpatialV3su,21,2016
37,12,0,2,1,4,0,0,7,756,SpatialV3su,21,2016
38,21,0,43,7,75,0,0,125,756,SpatialV3su,21,2016
39,22,0,0,2,5,0,0,7,756,SpatialV3su,21,2016
40,33,0,1,1,0,0,3,5,756,SpatialV3su,21,2016
41,Total,1,253,20,123,0,3,400,756,SpatialV3su,21,2016
42,3,4,3,0,1,0,0,8,745,SpatialV3su,21,1993
43,4,20,25,0,5,0,0,50,745,SpatialV3su,21,1993
44,12,0,0,0,1,0,0,1,745,SpatialV3su,21,1993
45,21,0,2,0,10,0,0,12,745,SpatialV3su,21,1993
46,22,0,0,0,0,0,0,0,745,SpatialV3su,21,1993
47,33,0,0,0,0,0,0,0,745,SpatialV3su,21,1993
48,Total,24,30,0,17,0,0,71,745,SpatialV3su,21,1993
49,3,10,7,2,0,1,0,20,751,SpatialV3su,21,1990
50,4,36,108,0,2,0,0,146,751,SpatialV3su,21,1990
51,12,1,6,1,1,0,0,9,751,SpatialV3su,21,1990
52,21,2,21,1,6,0,0,30,751,SpatialV3su,21,1990
53,22,0,5,3,2,0,0,10,751,SpatialV3su,21,1990
54,33,0,1,2,0,0,0,3,751,SpatialV3su,21,1990
55,Total,49,148,9,11,1,0,218,751,SpatialV3su,21,1990
56,3,14,20,0,0,0,0,34,746,SpatialV3su,21,1991
57,4,9,117,0,7,0,0,133,746,SpatialV3su,21,1991
58,12,0,2,0,1,0,0,3,746,SpatialV3su,21,1991
59,21,0,2,0,10,0,0,12,746,SpatialV3su,21,1991
60,22,0,1,0,2,0,0,3,746,SpatialV3su,21,1991
