,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,2,0,0,0,0,3,755,toExport,28,2019
1,4,5,133,0,22,0,0,160,755,toExport,28,2019
2,12,0,0,0,4,0,0,4,755,toExport,28,2019
3,21,0,22,0,59,2,0,83,755,toExport,28,2019
4,22,0,1,0,6,4,0,11,755,toExport,28,2019
5,33,1,2,0,0,1,1,5,755,toExport,28,2019
6,Total,7,160,0,91,7,1,266,755,toExport,28,2019
7,3,15,10,0,3,0,0,28,753,toExport,28,1986
8,4,54,276,0,15,0,0,345,753,toExport,28,1986
9,12,0,8,0,2,0,0,10,753,toExport,28,1986
10,21,15,45,1,31,1,0,93,753,toExport,28,1986
11,22,6,4,0,4,1,1,16,753,toExport,28,1986
12,33,4,6,2,0,0,7,19,753,toExport,28,1986
13,Total,94,349,3,55,2,8,511,753,toExport,28,1986
14,3,2,1,0,1,0,0,4,775,toExport,28,2017
15,4,0,6,0,0,0,0,6,775,toExport,28,2017
16,12,0,0,0,1,0,0,1,775,toExport,28,2017
17,21,1,3,0,12,0,0,16,775,toExport,28,2017
18,22,0,0,0,0,0,0,0,775,toExport,28,2017
19,33,0,0,0,0,0,0,0,775,toExport,28,2017
20,Total,3,10,0,14,0,0,27,775,toExport,28,2017
21,3,1,8,0,1,0,0,10,767,toExport,28,2003
22,4,9,57,0,7,1,0,74,767,toExport,28,2003
23,12,0,0,0,0,0,0,0,767,toExport,28,2003
24,21,1,10,0,41,0,0,52,767,toExport,28,2003
25,22,0,0,0,0,1,0,1,767,toExport,28,2003
26,33,0,0,0,0,0,0,0,767,toExport,28,2003
27,Total,11,75,0,49,2,0,137,767,toExport,28,2003
28,3,18,9,0,0,1,0,28,753,toExport,28,1993
29,4,47,261,0,18,0,0,326,753,toExport,28,1993
30,12,0,7,0,5,0,0,12,753,toExport,28,1993
31,21,25,53,0,37,0,0,115,753,toExport,28,1993
32,22,3,5,0,6,4,0,18,753,toExport,28,1993
33,33,3,6,1,0,0,2,12,753,toExport,28,1993
34,Total,96,341,1,66,5,2,511,753,toExport,28,1993
35,3,5,6,0,0,0,0,11,764,toExport,28,1987
36,4,4,40,0,9,0,0,53,764,toExport,28,1987
37,12,0,0,0,0,0,0,0,764,toExport,28,1987
38,21,0,6,0,27,0,0,33,764,toExport,28,1987
39,22,0,2,0,0,0,0,2,764,toExport,28,1987
40,33,0,0,0,0,0,0,0,764,toExport,28,1987
41,Total,9,54,0,36,0,0,99,764,toExport,28,1987
42,3,0,7,0,0,0,0,7,7619,toExport,28,1986
43,4,2,256,2,14,2,0,276,7619,toExport,28,1986
44,12,0,7,0,1,1,3,12,7619,toExport,28,1986
45,21,0,17,0,32,1,1,51,7619,toExport,28,1986
46,22,0,1,0,0,0,0,1,7619,toExport,28,1986
47,33,0,0,0,0,0,2,2,7619,toExport,28,1986
48,Total,2,288,2,47,4,6,349,7619,toExport,28,1986
49,3,0,0,0,0,0,0,0,7618,toExport,28,2011
50,4,0,92,2,9,0,0,103,7618,toExport,28,2011
51,12,0,2,0,1,0,0,3,7618,toExport,28,2011
52,21,0,6,0,46,0,0,52,7618,toExport,28,2011
53,22,0,0,0,0,1,0,1,7618,toExport,28,2011
54,33,0,0,0,0,0,0,0,7618,toExport,28,2011
55,Total,0,100,2,56,1,0,159,7618,toExport,28,2011
56,3,7,12,0,0,0,0,19,763,toExport,28,2011
57,4,9,202,0,22,0,0,233,763,toExport,28,2011
58,12,0,5,5,5,0,0,15,763,toExport,28,2011
59,21,0,30,0,119,2,0,151,763,toExport,28,2011
60,22,0,2,1,1,0,0,4,763,toExport,28,2011
