,aggrement,area,bacia,classe,year,Models,version
0,1,148281.34810513875,767,21,1985,RF,10
1,2,13671.86965162107,767,21,1985,RF,10
2,3,122606.65342289518,767,21,1985,RF,10
3,1,269032.1961228263,767,21,1986,RF,10
4,2,35747.53211599643,767,21,1986,RF,10
5,3,73413.36407291298,767,21,1986,RF,10
6,1,269328.11050385045,767,21,1987,RF,10
7,2,37545.82701795597,767,21,1987,RF,10
8,3,78479.9272036912,767,21,1987,RF,10
9,1,233622.42002766285,767,21,1988,RF,10
10,2,26835.75048469057,767,21,1988,RF,10
11,3,112819.44731273197,767,21,1988,RF,10
12,1,249216.3028193324,767,21,1989,RF,10
13,2,66672.22395692715,767,21,1989,RF,10
14,3,100701.19980475395,767,21,1989,RF,10
15,1,247549.9809913872,767,21,1990,RF,10
16,2,41968.02766324032,767,21,1990,RF,10
17,3,89584.58724615314,767,21,1990,RF,10
18,1,205306.1999811021,767,21,1991,RF,10
19,2,59873.350024700805,767,21,1991,RF,10
20,3,100645.45231564697,767,21,1991,RF,10
21,1,225106.2176901438,767,21,1992,RF,10
22,2,40654.9218733939,767,21,1992,RF,10
23,3,88376.84558244376,767,21,1992,RF,10
24,1,243920.77691058512,767,21,1993,RF,10
25,2,85882.6814452299,767,21,1993,RF,10
26,3,69942.45693006106,767,21,1993,RF,10
27,1,167618.0407096731,767,21,1994,RF,10
28,2,89293.24593406933,767,21,1994,RF,10
29,3,120388.7478186228,767,21,1994,RF,10
30,1,248670.13126220292,767,21,1995,RF,10
31,2,76704.38936102485,767,21,1995,RF,10
32,3,53594.56929972898,767,21,1995,RF,10
33,1,252491.28424418517,767,21,1996,RF,10
34,2,55321.80432625112,767,21,1996,RF,10
35,3,56084.20343749619,767,21,1996,RF,10
36,1,224574.38062121373,767,21,1997,RF,10
37,2,54157.61623459301,767,21,1997,RF,10
38,3,83429.6719096849,767,21,1997,RF,10
39,1,236858.8284642434,767,21,1998,RF,10
40,2,44954.375338374535,767,21,1998,RF,10
41,3,83949.06775457214,767,21,1998,RF,10
42,1,280707.91217502975,767,21,1999,RF,10
43,2,109872.2297037269,767,21,1999,RF,10
44,3,76256.76077888293,767,21,1999,RF,10
45,1,258913.9953775312,767,21,2000,RF,10
46,2,29318.644864989416,767,21,2000,RF,10
47,3,113362.99302070947,767,21,2000,RF,10
48,1,262843.9652767135,767,21,2001,RF,10
49,2,32641.637868447557,767,21,2001,RF,10
50,3,115895.53994346938,767,21,2001,RF,10
51,1,183556.70924242827,767,21,2002,RF,10
52,2,17211.276969987735,767,21,2002,RF,10
53,3,198423.11138893783,767,21,2002,RF,10
54,1,254268.97795173037,767,21,2003,RF,10
55,2,45198.48720105921,767,21,2003,RF,10
56,3,123815.79906942384,767,21,2003,RF,10
57,1,274303.11222610023,767,21,2004,RF,10
58,2,37229.76329482109,767,21,2004,RF,10
59,3,98100.08134242117,767,21,2004,RF,10
60,1,242794.80794729275,767,21,2005,RF,10
61,2,40059.69131220361,767,21,2005,RF,10
62,3,126142.2134328574,767,21,2005,RF,10
63,1,230675.65135146564,767,21,2006,RF,10
64,2,19907.294092817257,767,21,2006,RF,10
65,3,147208.14153027677,767,21,2006,RF,10
66,1,237289.87954475448,767,21,2007,RF,10
67,2,33128.29478249818,767,21,2007,RF,10
68,3,134940.7678430911,767,21,2007,RF,10
69,1,237816.6206784541,767,21,2008,RF,10
70,2,30110.324424537823,767,21,2008,RF,10
71,3,123100.04582619172,767,21,2008,RF,10
72,1,262553.69165452186,767,21,2009,RF,10
73,2,44834.48894308517,767,21,2009,RF,10
74,3,98177.67004226526,767,21,2009,RF,10
75,1,211482.0717376514,767,21,2010,RF,10
76,2,20811.14371066736,767,21,2010,RF,10
77,3,146819.0556302255,767,21,2010,RF,10
78,1,232315.06335807845,767,21,2011,RF,10
79,2,28562.22812179712,767,21,2011,RF,10
80,3,131765.56132053814,767,21,2011,RF,10
81,1,259748.82459140368,767,21,2012,RF,10
82,2,46763.35928556538,767,21,2012,RF,10
83,3,105128.75614554792,767,21,2012,RF,10
84,1,222177.6554587165,767,21,2013,RF,10
85,2,20244.22510020518,767,21,2013,RF,10
86,3,135411.4180258185,767,21,2013,RF,10
87,1,258577.43223753385,767,21,2014,RF,10
88,2,20923.39660966912,767,21,2014,RF,10
89,3,110577.96718391356,767,21,2014,RF,10
90,1,270139.72755451075,767,21,2015,RF,10
91,2,29803.530445966982,767,21,2015,RF,10
92,3,105824.23437299376,767,21,2015,RF,10
93,1,269932.2220972887,767,21,2016,RF,10
94,2,24253.56180156775,767,21,2016,RF,10
95,3,114341.60747141155,767,21,2016,RF,10
96,1,298519.5029176795,767,21,2017,RF,10
