,area,classe,year,Colacao,Bacia,cobertura,cob_level1,cob_color,nat_color,total
69,66434.6415135268,21,1996,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
70,9760.09730445522,22,1996,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
71,18448.753021170734,33,1996,Col71,752,Water,Natural,#112013,#32a65e,cobertura
72,110607.45575736556,3,1997,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
73,1173285.9467033418,4,1997,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
74,17299.94292724333,12,1997,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
75,75067.5109038744,21,1997,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
76,10582.918919621836,22,1997,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
77,18836.937817868693,33,1997,Col71,752,Water,Natural,#112013,#32a65e,cobertura
78,109148.62191330192,3,1998,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
79,1172434.0318739524,4,1998,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
80,17372.583287313297,12,1998,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
81,78263.99682429976,21,1998,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
82,10946.196681216528,22,1998,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
83,17515.282449257636,33,1998,Col71,752,Water,Natural,#112013,#32a65e,cobertura
84,105059.71164900696,3,1999,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
85,1160346.9143729855,4,1999,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
86,17197.106046381996,12,1999,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
87,92888.84408365635,21,1999,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
88,11213.766465486578,22,1999,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
89,18974.370411861863,33,1999,Col71,752,Water,Natural,#112013,#32a65e,cobertura
90,102721.81882076403,3,2000,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
91,1152622.0966261094,4,2000,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
92,17041.18998810924,12,2000,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
93,104214.98105768136,21,2000,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
94,10769.166235224771,22,2000,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
95,18311.460301460684,33,2000,Col71,752,Water,Natural,#112013,#32a65e,cobertura
96,102102.7681285601,3,2001,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
97,1155911.113411588,4,2001,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
98,16902.94857435931,12,2001,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
99,101531.2556402654,21,2001,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
100,10362.21501823896,22,2001,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
101,18870.412256296808,33,2001,Col71,752,Water,Natural,#112013,#32a65e,cobertura
102,101740.72981338447,3,2002,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
103,1150473.5488610568,4,2002,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
104,16734.60664539726,12,2002,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
105,107794.8717607968,21,2002,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
106,9414.540808165406,22,2002,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
107,19522.415140531743,33,2002,Col71,752,Water,Natural,#112013,#32a65e,cobertura
108,101315.17623768556,3,2003,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
109,1140398.9759271508,4,2003,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
110,16431.56200293545,12,2003,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
111,117591.98465366452,21,2003,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
112,9158.656301948286,22,2003,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
113,20784.357905976067,33,2003,Col71,752,Water,Natural,#112013,#32a65e,cobertura
114,100846.09267798142,3,2004,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
115,1129721.784576039,4,2004,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
116,15831.934706359772,12,2004,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
117,126731.48650880031,21,2004,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
118,9014.369110000847,22,2004,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
119,23535.045450206177,33,2004,Col71,752,Water,Natural,#112013,#32a65e,cobertura
120,100833.60888182346,3,2005,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
121,1120885.5114912966,4,2005,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
122,15957.45525235476,12,2005,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
123,137532.02765191696,21,2005,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
124,9437.719656635873,22,2005,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
125,21034.39009532233,33,2005,Col71,752,Water,Natural,#112013,#32a65e,cobertura
126,100976.0694513942,3,2006,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
127,1110356.5447124527,4,2006,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
128,16056.15746005196,12,2006,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
129,149063.65753422125,21,2006,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
130,9831.4535533688,22,2006,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
131,19396.830317812542,33,2006,Col71,752,Water,Natural,#112013,#32a65e,cobertura
132,100593.42569664228,3,2007,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
133,1101733.6046758683,4,2007,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
134,15892.801154748186,12,2007,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
135,158633.52781727188,21,2007,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
136,9900.053196270466,22,2007,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
137,18927.300488524583,33,2007,Col71,752,Water,Natural,#112013,#32a65e,cobertura
138,100122.35499468607,3,2008,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
139,1109571.717973747,4,2008,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
140,15684.702611938155,12,2008,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
141,148745.91273215794,21,2008,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
142,10131.834006836196,22,2008,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
143,21424.190709978688,33,2008,Col71,752,Water,Natural,#112013,#32a65e,cobertura
144,99903.63729616709,3,2009,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
145,1125768.4973392757,4,2009,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
146,15650.555805821625,12,2009,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
147,131706.94183024953,21,2009,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
148,10553.907900557366,22,2009,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
149,22097.172857268823,33,2009,Col71,752,Water,Natural,#112013,#32a65e,cobertura
150,99988.95599606547,3,2010,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
151,1133188.2103528911,4,2010,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
152,15863.186129931226,12,2010,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
153,126082.13736077372,21,2010,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
154,11014.581028042405,22,2010,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
155,19543.64216162806,33,2010,Col71,752,Water,Natural,#112013,#32a65e,cobertura
156,100052.10676731664,3,2011,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
157,1130148.7103020165,4,2011,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
158,15888.61840882007,12,2011,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
159,128233.1418046226,21,2011,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
160,11570.59297268218,22,2011,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
161,19787.542773895195,33,2011,Col71,752,Water,Natural,#112013,#32a65e,cobertura
162,101165.9562211998,3,2012,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
163,1123928.662089025,4,2012,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
164,15754.037216567487,12,2012,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
165,135024.1749926456,21,2012,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
166,11391.653442023964,22,2012,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
167,18416.22906788561,33,2012,Col71,752,Water,Natural,#112013,#32a65e,cobertura
168,102062.55845757332,3,2013,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
169,1113165.923508783,4,2013,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
170,15695.35526518331,12,2013,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
171,149712.4772288258,21,2013,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
172,11232.203117822271,22,2013,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
173,13812.195451123713,33,2013,Col71,752,Water,Natural,#112013,#32a65e,cobertura
174,103239.35688419374,3,2014,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
175,1097473.6783552477,4,2014,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
176,15557.753920805008,12,2014,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
177,168497.86959547433,21,2014,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
178,11569.025415900504,22,2014,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
179,9343.028857715051,33,2014,Col71,752,Water,Natural,#112013,#32a65e,cobertura
180,103749.53275729544,3,2015,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
181,1098808.0569372866,4,2015,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
182,15815.99399508686,12,2015,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
183,168588.59579454194,21,2015,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
184,11754.084341866504,22,2015,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
185,6964.449203241102,33,2015,Col71,752,Water,Natural,#112013,#32a65e,cobertura
186,103247.80971888316,3,2016,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
187,1111317.4891855102,4,2016,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
188,16137.214996135635,12,2016,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
189,155927.5213748913,21,2016,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
190,12081.510673063916,22,2016,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
191,6969.167080872456,33,2016,Col71,752,Water,Natural,#112013,#32a65e,cobertura
192,102588.10262123622,3,2017,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
193,1121822.4529610923,4,2017,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
194,16262.96539420164,12,2017,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
195,142401.7678814976,21,2017,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
196,12146.538811879413,22,2017,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
197,10458.88535945954,33,2017,Col71,752,Water,Natural,#112013,#32a65e,cobertura
198,101929.82614877156,3,2018,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
199,1132067.1657237583,4,2018,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
200,16237.56225382581,12,2018,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
201,129270.3445378193,21,2018,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
202,13341.307346586273,22,2018,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
203,12834.507018579983,33,2018,Col71,752,Water,Natural,#112013,#32a65e,cobertura
204,101448.7976164386,3,2019,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
205,1134796.9330448369,4,2019,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
206,16179.458884985526,12,2019,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
207,124027.99632182694,21,2019,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
208,13499.781350524883,22,2019,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
209,15727.745810707396,33,2019,Col71,752,Water,Natural,#112013,#32a65e,cobertura
210,101139.39527315438,3,2020,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
211,1132633.038191539,4,2020,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
212,16055.545220621889,12,2020,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
213,123886.71641300066,21,2020,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
214,13560.617724660202,22,2020,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
215,18405.40020635041,33,2020,Col71,752,Water,Natural,#112013,#32a65e,cobertura
216,101570.9113892833,3,2021,Col71,752,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
217,1138791.5377026687,4,2021,Col71,752,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
218,16243.599880300291,12,2021,Col71,752,Grassland,Natural,#d6bc74,#32a65e,cobertura
219,117449.21890101656,21,2021,Col71,752,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
220,14127.076655512305,22,2021,Col71,752,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
221,17498.36850055212,33,2021,Col71,752,Water,Natural,#112013,#32a65e,cobertura
222,473.8397656113101,3,1985,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
223,844406.0873029465,4,1985,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
224,26118.5545220848,12,1985,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
225,40045.71693807956,21,1985,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
226,8537.566664267359,22,1985,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
227,3757.82860808712,29,1985,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
228,229.3842867065431,33,1985,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
229,451.9758410934871,3,1986,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
230,844321.3500163316,4,1986,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
231,25849.044113165284,12,1986,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
232,39989.064759469285,21,1986,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
233,8930.389431659512,22,1986,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
234,3781.7519511535206,29,1986,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
235,245.40197490772968,33,1986,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
236,112.25339305271524,3,1987,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
237,833024.2100459173,4,1987,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
238,22080.121015618693,12,1987,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
239,54313.97628681853,21,1987,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
240,6400.790939447534,22,1987,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
241,7440.22890842637,29,1987,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
242,197.3974985778808,33,1987,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
243,95.4546955063285,3,1988,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
244,828414.5755730679,4,1988,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
245,21565.63153186588,12,1988,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
246,56995.77897593457,21,1988,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
247,5801.882216887501,22,1988,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
248,10500.656826242634,29,1988,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
249,194.99826834106435,33,1988,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
250,92.34223115696324,3,1989,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
251,822059.6057093173,4,1989,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
252,21047.474600209574,12,1989,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
253,62695.05271795222,21,1989,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
254,6060.69915840296,22,1989,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
255,11423.068368887818,29,1989,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
256,190.7353019165039,33,1989,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
257,92.07551438450233,3,1990,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
258,813811.1956870233,4,1990,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
259,20418.182105067543,12,1990,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
260,66747.3305370823,21,1990,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
261,6545.14529773382,22,1990,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
262,15770.273364204004,29,1990,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
263,184.77558240356464,33,1990,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
264,92.07551438450234,3,1991,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
265,809568.2251317248,4,1991,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
266,20182.48589153993,12,1991,Col71,7421,Grassland,Natural,#d6bc74,#32a65e,cobertura
267,72068.19416814338,21,1991,Col71,7421,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
268,5841.516933519925,22,1991,Col71,7421,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
269,15622.459161294755,29,1991,Col71,7421,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
270,194.02128730468755,33,1991,Col71,7421,Water,Natural,#112013,#32a65e,cobertura
271,94.74088787693395,3,1992,Col71,7421,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
272,800746.8874605555,4,1992,Col71,7421,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
