,classes,3,4,12,15,18,22,27,33,Total,bacia,model,version,year
262,4,21,399,0,0,0,2,0,3,425,754,Temporal,10,2010
263,12,0,2,0,0,0,0,0,2,4,754,Temporal,10,2010
264,15,0,0,0,0,0,0,0,0,0,754,Temporal,10,2010
265,18,0,0,0,0,0,0,0,0,0,754,Temporal,10,2010
266,22,0,1,0,0,0,1,0,1,3,754,Temporal,10,2010
267,27,0,2,0,0,0,0,0,0,2,754,Temporal,10,2010
268,33,1,2,0,0,0,0,0,22,25,754,Temporal,10,2010
269,Total,28,415,0,0,0,3,0,28,474,754,Temporal,10,2010
270,3,0,10,0,0,0,0,0,0,10,76111,Temporal,9,1989
271,4,0,49,0,0,0,0,0,0,49,76111,Temporal,9,1989
272,12,0,0,0,0,0,0,0,0,0,76111,Temporal,9,1989
273,15,0,0,0,0,0,0,0,0,0,76111,Temporal,9,1989
274,18,0,0,0,0,0,0,0,0,0,76111,Temporal,9,1989
275,22,0,0,0,0,0,1,0,0,1,76111,Temporal,9,1989
276,27,0,0,0,0,0,0,0,0,0,76111,Temporal,9,1989
277,33,0,0,0,0,0,0,0,3,3,76111,Temporal,9,1989
278,Total,0,59,0,0,0,1,0,3,63,76111,Temporal,9,1989
279,3,1,0,0,0,0,0,0,0,1,7615,Temporal,5,2006
280,4,0,120,46,0,0,1,0,0,167,7615,Temporal,5,2006
281,12,0,0,7,0,0,8,0,0,15,7615,Temporal,5,2006
282,15,0,0,0,0,0,0,0,0,0,7615,Temporal,5,2006
283,18,0,0,0,0,0,0,0,0,0,7615,Temporal,5,2006
284,22,0,1,0,0,0,2,0,0,3,7615,Temporal,5,2006
285,27,0,0,0,0,0,0,0,0,0,7615,Temporal,5,2006
286,33,0,0,0,0,0,0,0,2,2,7615,Temporal,5,2006
287,Total,1,121,53,0,0,11,0,2,188,7615,Temporal,5,2006
288,3,12,10,0,0,0,0,0,0,22,776,Temporal,5,2006
289,4,9,175,7,0,0,0,0,1,192,776,Temporal,5,2006
290,12,0,0,9,0,0,1,0,0,10,776,Temporal,5,2006
291,15,0,0,0,0,0,0,0,0,0,776,Temporal,5,2006
292,18,0,0,0,0,0,0,0,0,0,776,Temporal,5,2006
293,22,0,0,2,0,0,0,0,0,2,776,Temporal,5,2006
