,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,2,10,0,1,1,0,14,744,toExport,25,1985
1,4,5,492,3,77,1,1,579,744,toExport,25,1985
2,12,0,7,5,9,1,0,22,744,toExport,25,1985
3,21,0,26,2,73,1,0,102,744,toExport,25,1985
4,22,0,1,0,1,0,0,2,744,toExport,25,1985
5,33,0,1,0,1,0,1,3,744,toExport,25,1985
6,Total,7,537,10,162,4,2,722,744,toExport,25,1985
7,3,0,7,0,1,0,0,8,767,toExport,25,1990
8,4,0,47,0,6,0,0,53,767,toExport,25,1990
9,12,0,0,0,0,0,0,0,767,toExport,25,1990
10,21,0,4,0,35,0,0,39,767,toExport,25,1990
11,22,0,0,0,0,1,0,1,767,toExport,25,1990
12,33,0,0,0,0,0,0,0,767,toExport,25,1990
13,Total,0,58,0,42,1,0,101,767,toExport,25,1990
14,3,0,7,0,3,0,0,10,76111,toExport,25,1993
15,4,0,23,0,16,0,0,39,76111,toExport,25,1993
16,12,0,0,0,0,0,0,0,76111,toExport,25,1993
17,21,0,19,3,105,0,0,127,76111,toExport,25,1993
18,22,0,0,1,0,0,0,1,76111,toExport,25,1993
19,33,0,0,0,0,0,3,3,76111,toExport,25,1993
20,Total,0,49,4,124,0,3,180,76111,toExport,25,1993
21,3,1,13,0,0,0,0,14,765,toExport,25,2022
22,4,0,60,0,42,1,0,103,765,toExport,25,2022
23,12,0,0,0,0,0,0,0,765,toExport,25,2022
24,21,1,4,0,108,3,0,116,765,toExport,25,2022
25,22,0,1,0,1,4,0,6,765,toExport,25,2022
26,33,0,0,0,1,0,1,2,765,toExport,25,2022
27,Total,2,78,0,152,8,1,241,765,toExport,25,2022
28,3,0,7,0,3,0,0,10,76111,toExport,25,2001
29,4,0,21,0,15,0,0,36,76111,toExport,25,2001
30,12,0,0,0,0,0,0,0,76111,toExport,25,2001
31,21,0,24,0,105,0,0,129,76111,toExport,25,2001
32,22,0,0,1,1,0,0,2,76111,toExport,25,2001
33,33,0,0,0,0,0,3,3,76111,toExport,25,2001
34,Total,0,52,1,124,0,3,180,76111,toExport,25,2001
35,3,0,5,1,0,0,0,6,7619,toExport,25,2004
36,4,0,250,11,10,4,0,275,7619,toExport,25,2004
37,12,0,5,0,4,3,1,13,7619,toExport,25,2004
38,21,0,8,2,42,1,0,53,7619,toExport,25,2004
39,22,0,1,0,0,0,0,1,7619,toExport,25,2004
40,33,0,0,0,0,0,1,1,7619,toExport,25,2004
41,Total,0,269,14,56,8,2,349,7619,toExport,25,2004
42,3,0,0,0,0,0,0,0,7617,toExport,25,2003
43,4,0,133,0,17,0,0,150,7617,toExport,25,2003
44,12,0,1,0,5,0,1,7,7617,toExport,25,2003
45,21,0,8,0,21,1,0,30,7617,toExport,25,2003
46,22,0,0,0,1,0,1,2,7617,toExport,25,2003
47,33,0,2,0,3,0,26,31,7617,toExport,25,2003
48,Total,0,144,0,47,1,28,220,7617,toExport,25,2003
49,3,0,6,0,0,0,0,6,756,toExport,25,1989
50,4,2,166,6,69,0,0,243,756,toExport,25,1989
51,12,0,1,0,4,1,1,7,756,toExport,25,1989
52,21,0,42,2,84,1,0,129,756,toExport,25,1989
53,22,0,2,1,3,2,0,8,756,toExport,25,1989
54,33,0,1,0,0,0,6,7,756,toExport,25,1989
55,Total,2,218,9,160,4,7,400,756,toExport,25,1989
56,3,0,4,0,0,0,0,4,756,toExport,25,2021
57,4,2,172,2,78,0,0,254,756,toExport,25,2021
58,12,0,1,1,4,1,0,7,756,toExport,25,2021
59,21,0,24,1,94,2,0,121,756,toExport,25,2021
60,22,0,0,1,6,0,0,7,756,toExport,25,2021
61,33,0,1,0,2,0,4,7,756,toExport,25,2021
62,Total,2,202,5,184,3,4,400,756,toExport,25,2021
63,3,0,0,1,0,0,0,1,7614,toExport,25,1985
64,4,7,75,1,11,0,0,94,7614,toExport,25,1985
65,12,0,0,0,0,0,0,0,7614,toExport,25,1985
66,21,1,17,2,17,0,0,37,7614,toExport,25,1985
67,22,0,0,0,0,0,0,0,7614,toExport,25,1985
68,33,0,0,0,0,0,0,0,7614,toExport,25,1985
69,Total,8,92,4,28,0,0,132,7614,toExport,25,1985
70,3,0,4,0,0,0,0,4,7422,toExport,25,1991
71,4,3,107,0,19,0,0,129,7422,toExport,25,1991
72,12,0,3,0,2,1,0,6,7422,toExport,25,1991
73,21,0,18,0,20,2,0,40,7422,toExport,25,1991
74,22,0,0,0,0,0,0,0,7422,toExport,25,1991
75,33,0,0,0,0,0,2,2,7422,toExport,25,1991
76,Total,3,132,0,41,3,2,181,7422,toExport,25,1991
77,3,0,4,0,0,0,0,4,7612,toExport,25,1988
78,4,0,107,3,7,0,0,117,7612,toExport,25,1988
79,12,0,0,3,3,1,0,7,7612,toExport,25,1988
80,21,0,20,4,20,1,0,45,7612,toExport,25,1988
81,22,0,0,1,2,0,0,3,7612,toExport,25,1988
82,33,0,0,0,0,0,1,1,7612,toExport,25,1988
83,Total,0,131,11,32,2,1,177,7612,toExport,25,1988
84,3,0,21,0,0,0,0,21,7622,toExport,25,2012
85,4,0,77,0,6,0,0,83,7622,toExport,25,2012
86,12,0,2,0,0,0,0,2,7622,toExport,25,2012
87,21,0,8,0,7,0,0,15,7622,toExport,25,2012
88,22,0,0,0,0,0,0,0,7622,toExport,25,2012
89,33,0,0,0,0,0,0,0,7622,toExport,25,2012
90,Total,0,108,0,13,0,0,121,7622,toExport,25,2012
91,3,1,1,0,0,0,0,2,741,toExport,25,1985
92,4,1,84,0,0,0,0,85,741,toExport,25,1985
93,12,0,0,1,2,0,0,3,741,toExport,25,1985
94,21,0,12,0,2,1,0,15,741,toExport,25,1985
95,22,0,0,0,0,0,0,0,741,toExport,25,1985
96,33,0,0,0,0,0,2,2,741,toExport,25,1985
97,Total,2,97,1,4,1,2,107,741,toExport,25,1985
98,3,0,6,0,3,0,0,9,76111,toExport,25,2021
99,4,0,18,1,15,0,0,34,76111,toExport,25,2021
100,12,0,0,0,0,0,0,0,76111,toExport,25,2021
101,21,0,7,1,122,2,0,132,76111,toExport,25,2021
102,22,0,0,1,1,0,0,2,76111,toExport,25,2021
103,33,0,0,1,0,0,2,3,76111,toExport,25,2021
104,Total,0,31,4,141,2,2,180,76111,toExport,25,2021
105,3,0,1,0,0,0,0,1,7421,toExport,25,2008
106,4,0,59,0,5,0,0,64,7421,toExport,25,2008
107,12,0,0,0,2,0,0,2,7421,toExport,25,2008
