,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year
31,Total,1,19,0,25,0,0,2,47,773,Gap-fill,5,1991
32,3,0,4,0,0,0,0,0,4,755,Gap-fill,5,1991
33,4,4,131,1,20,4,0,2,162,755,Gap-fill,5,1991
34,12,0,1,1,3,1,0,0,6,755,Gap-fill,5,1991
35,21,0,39,1,37,14,0,0,91,755,Gap-fill,5,1991
36,22,0,1,1,1,6,0,0,9,755,Gap-fill,5,1991
37,27,0,0,0,0,0,0,0,0,755,Gap-fill,5,1991
38,33,1,0,0,0,0,0,2,3,755,Gap-fill,5,1991
39,Total,5,176,4,61,25,0,4,275,755,Gap-fill,5,1991
40,3,167,181,5,13,9,0,4,379,Caatinga,Gap-fill,5,2011
41,4,619,3778,356,686,65,0,10,5514,Caatinga,Gap-fill,5,2011
42,12,16,46,46,67,44,0,8,227,Caatinga,Gap-fill,5,2011
43,21,98,852,152,2129,288,0,21,3540,Caatinga,Gap-fill,5,2011
44,22,4,13,6,20,56,0,1,100,Caatinga,Gap-fill,5,2011
45,27,6,3,0,5,0,0,0,14,Caatinga,Gap-fill,5,2011
46,33,11,14,4,1,6,0,115,151,Caatinga,Gap-fill,5,2011
47,Total,921,4887,569,2921,468,0,159,9925,Caatinga,Gap-fill,5,2011
48,3,0,1,0,0,0,0,0,1,7618,Gap-fill,10,1992
49,4,0,93,17,7,1,0,0,118,7618,Gap-fill,10,1992
50,12,0,2,1,0,0,0,0,3,7618,Gap-fill,10,1992
51,21,0,15,4,36,4,0,0,59,7618,Gap-fill,10,1992
52,22,0,0,0,0,0,0,0,0,7618,Gap-fill,10,1992
53,27,0,0,0,0,0,0,0,0,7618,Gap-fill,10,1992
54,33,0,0,0,0,0,0,0,0,7618,Gap-fill,10,1992
55,Total,0,111,22,43,5,0,0,181,7618,Gap-fill,10,1992
56,3,1,1,0,0,0,0,0,2,741,Gap-fill,5,1986
57,4,20,63,1,2,0,0,0,86,741,Gap-fill,5,1986
58,12,0,1,1,1,0,0,0,3,741,Gap-fill,5,1986
59,21,0,11,0,4,2,0,0,17,741,Gap-fill,5,1986
60,22,0,0,0,0,0,0,0,0,741,Gap-fill,5,1986
61,27,0,0,0,0,0,0,0,0,741,Gap-fill,5,1986
62,33,0,0,0,0,0,0,2,2,741,Gap-fill,5,1986
63,Total,21,76,2,7,2,0,2,110,741,Gap-fill,5,1986
64,3,8,10,0,0,0,0,0,18,763,Gap-fill,5,2014
65,4,23,149,11,18,1,0,0,202,763,Gap-fill,5,2014
66,12,0,3,7,5,0,0,0,15,763,Gap-fill,5,2014
67,21,0,22,1,114,14,0,0,151,763,Gap-fill,5,2014
68,22,0,0,0,0,1,0,0,1,763,Gap-fill,5,2014
69,27,0,0,0,0,0,0,0,0,763,Gap-fill,5,2014
70,33,1,0,0,0,0,0,2,3,763,Gap-fill,5,2014
71,Total,32,184,19,137,16,0,2,390,763,Gap-fill,5,2014
72,3,1,3,0,0,0,0,0,4,7422,Gap-fill,5,2022
73,4,4,76,35,13,0,0,1,129,7422,Gap-fill,5,2022
74,12,0,0,1,7,0,0,0,8,7422,Gap-fill,5,2022
75,21,1,10,7,26,0,0,0,44,7422,Gap-fill,5,2022
76,22,0,0,0,0,0,0,0,0,7422,Gap-fill,5,2022
77,27,0,0,0,0,0,0,0,0,7422,Gap-fill,5,2022
78,33,0,0,0,0,0,0,2,2,7422,Gap-fill,5,2022
79,Total,6,89,43,46,0,0,3,187,7422,Gap-fill,5,2022
80,3,0,3,0,0,0,0,0,3,755,Gap-fill,5,2022
81,4,10,115,7,27,4,0,0,163,755,Gap-fill,5,2022
82,12,0,0,1,2,1,0,0,4,755,Gap-fill,5,2022
83,21,2,24,4,53,5,0,0,88,755,Gap-fill,5,2022
84,22,0,1,1,2,6,0,0,10,755,Gap-fill,5,2022
85,27,0,0,0,0,0,0,0,0,755,Gap-fill,5,2022
