,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,4,4,0,0,0,0,8,745,TemporalV3J3,18,2022
1,4,20,32,0,3,0,0,55,745,TemporalV3J3,18,2022
2,12,0,0,0,0,1,0,1,745,TemporalV3J3,18,2022
3,21,0,3,0,4,0,0,7,745,TemporalV3J3,18,2022
4,22,0,0,0,0,0,0,0,745,TemporalV3J3,18,2022
5,33,0,0,0,0,0,0,0,745,TemporalV3J3,18,2022
6,Total,24,39,0,7,1,0,71,745,TemporalV3J3,18,2022
7,3,1,1,0,0,0,0,2,741,TemporalV3J3,18,2009
8,4,0,75,0,0,0,0,75,741,TemporalV3J3,18,2009
9,12,0,3,0,1,0,0,4,741,TemporalV3J3,18,2009
10,21,0,18,0,6,0,0,24,741,TemporalV3J3,18,2009
11,22,0,0,0,0,0,0,0,741,TemporalV3J3,18,2009
12,33,0,0,0,0,0,2,2,741,TemporalV3J3,18,2009
13,Total,1,97,0,7,0,2,107,741,TemporalV3J3,18,2009
14,3,86,207,3,13,0,1,310,Caatinga,TemporalV3J3,18,2020
15,4,171,4202,48,650,2,1,5074,Caatinga,TemporalV3J3,18,2020
16,12,1,66,29,101,9,3,209,Caatinga,TemporalV3J3,18,2020
17,21,27,845,37,2115,16,4,3044,Caatinga,TemporalV3J3,18,2020
18,22,4,27,17,44,18,3,113,Caatinga,TemporalV3J3,18,2020
19,33,7,18,5,17,1,86,134,Caatinga,TemporalV3J3,18,2020
20,Total,296,5365,139,2940,46,98,8884,Caatinga,TemporalV3J3,18,2020
21,3,1,10,0,0,0,0,11,744,TemporalV3J3,18,2006
22,4,5,473,0,53,1,1,533,744,TemporalV3J3,18,2006
23,12,0,7,3,10,1,0,21,744,TemporalV3J3,18,2006
24,21,0,43,1,106,3,0,153,744,TemporalV3J3,18,2006
25,22,0,1,0,0,1,0,2,744,TemporalV3J3,18,2006
26,33,0,2,0,0,0,0,2,744,TemporalV3J3,18,2006
27,Total,6,536,4,169,6,1,722,744,TemporalV3J3,18,2006
28,3,0,2,0,0,0,0,2,7615,TemporalV3J3,18,2010
29,4,0,134,0,40,0,0,174,7615,TemporalV3J3,18,2010
30,12,0,3,0,17,1,0,21,7615,TemporalV3J3,18,2010
31,21,0,22,0,55,0,0,77,7615,TemporalV3J3,18,2010
32,22,0,1,0,3,0,0,4,7615,TemporalV3J3,18,2010
33,33,0,0,0,0,0,2,2,7615,TemporalV3J3,18,2010
34,Total,0,162,0,115,1,2,280,7615,TemporalV3J3,18,2010
35,3,0,9,0,0,0,0,9,767,TemporalV3J3,18,2017
36,4,0,33,0,5,0,0,38,767,TemporalV3J3,18,2017
37,12,0,0,0,0,0,0,0,767,TemporalV3J3,18,2017
38,21,0,12,0,41,0,0,53,767,TemporalV3J3,18,2017
39,22,0,1,0,0,0,0,1,767,TemporalV3J3,18,2017
40,33,0,0,0,0,0,0,0,767,TemporalV3J3,18,2017
