,aggrement,area,bacia,classe,year,Models,version
0,1,11783.796612067035,7422,33,1985,GTB,5
1,2,6531.761271503287,7422,33,1985,GTB,5
2,3,1135.478107139917,7422,33,1985,GTB,5
3,1,12052.547165266284,7422,33,1986,GTB,5
4,2,7608.886843172369,7422,33,1986,GTB,5
5,3,1588.5861031454174,7422,33,1986,GTB,5
6,1,9514.768061846697,7422,33,1987,GTB,5
7,2,35847.925293083834,7422,33,1987,GTB,5
8,3,3115.5332290256683,7422,33,1987,GTB,5
9,1,10877.379627521716,7422,33,1988,GTB,5
10,2,8058.284172835976,7422,33,1988,GTB,5
11,3,1513.4097601994768,7422,33,1988,GTB,5
12,1,11889.859252974577,7422,33,1989,GTB,5
13,2,11251.429507751816,7422,33,1989,GTB,5
14,3,1696.3457675479196,7422,33,1989,GTB,5
15,1,8651.51875435096,7422,33,1990,GTB,5
16,2,20813.109784913195,7422,33,1990,GTB,5
17,3,2106.644888764936,7422,33,1990,GTB,5
18,1,8143.878699205724,7422,33,1991,GTB,5
19,2,34441.60264835121,7422,33,1991,GTB,5
20,3,1423.2447880689658,7422,33,1991,GTB,5
21,1,3197.1265350036574,7422,33,1992,GTB,5
22,2,926.622798378093,7422,33,1992,GTB,5
23,3,4278.498561902532,7422,33,1992,GTB,5
24,1,2450.2932080542005,7422,33,1993,GTB,5
25,2,12313.088313991397,7422,33,1993,GTB,5
26,3,3885.652098605124,7422,33,1993,GTB,5
27,1,4588.765476872641,7422,33,1994,GTB,5
28,2,13935.186095532606,7422,33,1994,GTB,5
29,3,2614.195342297341,7422,33,1994,GTB,5
30,1,7238.118021181342,7422,33,1995,GTB,5
31,2,17802.042605843864,7422,33,1995,GTB,5
32,3,966.744520330165,7422,33,1995,GTB,5
33,1,8100.353646676536,7422,33,1996,GTB,5
34,2,7676.398994265049,7422,33,1996,GTB,5
35,3,757.1664342828258,7422,33,1996,GTB,5
36,1,7775.170885565002,7422,33,1997,GTB,5
37,2,16841.556273732996,7422,33,1997,GTB,5
38,3,980.2231551300408,7422,33,1997,GTB,5
39,1,3922.453240572685,7422,33,1998,GTB,5
40,2,32200.194707939827,7422,33,1998,GTB,5
41,3,3274.559262730287,7422,33,1998,GTB,5
42,1,5830.498995967496,7422,33,1999,GTB,5
43,2,8966.238345731768,7422,33,1999,GTB,5
