,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year
39869,27,0,0,0,0,0,0,0,0,76111,Spatial,13,1987
39870,33,0,0,0,0,0,0,3,3,76111,Spatial,13,1987
39871,Total,0,96,15,96,1,0,3,211,76111,Spatial,13,1987
39872,3,1,1,0,1,0,0,0,3,771,Spatial,5,2002
39873,4,4,93,13,14,0,0,0,124,771,Spatial,5,2002
39874,12,0,2,0,2,0,0,0,4,771,Spatial,5,2002
39875,21,1,28,5,113,9,0,0,156,771,Spatial,5,2002
39876,22,0,0,0,1,1,0,0,2,771,Spatial,5,2002
39877,27,0,0,0,0,0,0,0,0,771,Spatial,5,2002
39878,33,0,0,0,0,0,0,1,1,771,Spatial,5,2002
39879,Total,6,124,18,131,10,0,1,290,771,Spatial,5,2002
39880,3,0,6,0,0,0,0,0,6,756,Spatial,10,1988
39881,4,0,159,0,85,25,0,0,269,756,Spatial,10,1988
39882,12,0,2,0,2,3,0,1,8,756,Spatial,10,1988
39883,21,0,48,0,68,20,0,0,136,756,Spatial,10,1988
39884,22,0,0,0,1,2,0,0,3,756,Spatial,10,1988
39885,27,0,0,0,0,0,0,0,0,756,Spatial,10,1988
39886,33,0,0,0,1,0,0,6,7,756,Spatial,10,1988
39887,Total,0,215,0,157,50,0,7,429,756,Spatial,10,1988
39888,3,16,17,0,0,0,0,0,33,746,Spatial,13,1997
39889,4,15,114,0,5,0,0,0,134,746,Spatial,13,1997
39890,12,1,1,0,1,0,0,0,3,746,Spatial,13,1997
39891,21,0,7,0,5,0,0,0,12,746,Spatial,13,1997
39892,22,0,1,0,1,0,0,0,2,746,Spatial,13,1997
39893,27,0,0,0,0,0,0,0,0,746,Spatial,13,1997
39894,33,0,0,0,0,0,0,1,1,746,Spatial,13,1997
39895,Total,32,140,0,12,0,0,1,185,746,Spatial,13,1997
39896,3,0,3,0,0,0,0,0,3,756,Spatial,9,2017
39897,4,0,232,0,36,3,0,0,271,756,Spatial,9,2017
39898,12,0,4,0,3,1,0,0,8,756,Spatial,9,2017
39899,21,0,63,0,68,8,0,0,139,756,Spatial,9,2017
39900,22,0,1,0,0,2,0,0,3,756,Spatial,9,2017
39901,27,0,0,0,0,0,0,0,0,756,Spatial,9,2017
39902,33,0,2,0,0,0,0,3,5,756,Spatial,9,2017
39903,Total,0,305,0,107,14,0,3,429,756,Spatial,9,2017
39904,3,4,14,0,0,0,0,0,18,763,Spatial,13,2015
39905,4,6,182,4,12,0,0,0,204,763,Spatial,13,2015
39906,12,0,5,6,4,0,0,0,15,763,Spatial,13,2015
39907,21,0,35,5,108,1,0,0,149,763,Spatial,13,2015
