,classes,3,4,12,21,22,33,Total,bacia,model,version,year
396,22,0,0,0,1,0,0,1,7613,SpatialV3su,36,2004
397,33,0,0,0,0,0,1,1,7613,SpatialV3su,36,2004
398,Total,1,130,1,59,0,1,192,7613,SpatialV3su,36,2004
399,3,2,1,0,4,0,0,7,757,SpatialV3su,36,1998
400,4,0,122,0,28,0,0,150,757,SpatialV3su,36,1998
401,12,0,0,0,2,0,0,2,757,SpatialV3su,36,1998
402,21,0,40,0,87,0,0,127,757,SpatialV3su,36,1998
403,22,0,0,0,2,0,0,2,757,SpatialV3su,36,1998
404,33,0,2,1,1,0,3,7,757,SpatialV3su,36,1998
405,Total,2,165,1,124,0,3,295,757,SpatialV3su,36,1998
406,3,0,0,0,0,0,0,0,7618,SpatialV3su,36,2014
407,4,0,90,2,10,0,0,102,7618,SpatialV3su,36,2014
408,12,0,2,0,1,0,0,3,7618,SpatialV3su,36,2014
409,21,0,8,0,45,0,0,53,7618,SpatialV3su,36,2014
410,22,0,0,0,1,0,0,1,7618,SpatialV3su,36,2014
