,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,150,186,4,25,1,1,367,Caatinga,TemporalV3J5,30,1998
1,4,261,4196,47,965,3,1,5473,Caatinga,TemporalV3J5,30,1998
2,12,4,58,23,134,2,2,223,Caatinga,TemporalV3J5,30,1998
3,21,57,559,15,2382,9,1,3023,Caatinga,TemporalV3J5,30,1998
4,22,5,26,13,53,6,1,104,Caatinga,TemporalV3J5,30,1998
5,33,4,20,6,16,1,78,125,Caatinga,TemporalV3J5,30,1998
6,Total,481,5045,108,3575,22,84,9315,Caatinga,TemporalV3J5,30,1998
7,3,0,5,0,1,0,0,6,756,TemporalV3J5,30,2002
8,4,0,156,9,78,0,0,243,756,TemporalV3J5,30,2002
9,12,0,1,1,4,0,0,6,756,TemporalV3J5,30,2002
10,21,0,28,0,101,0,0,129,756,TemporalV3J5,30,2002
11,22,0,0,2,6,0,0,8,756,TemporalV3J5,30,2002
12,33,0,0,0,0,0,8,8,756,TemporalV3J5,30,2002
13,Total,0,190,12,190,0,8,400,756,TemporalV3J5,30,2002
14,3,3,1,0,0,0,0,4,741,TemporalV3J5,30,2001
15,4,10,90,0,0,0,0,100,741,TemporalV3J5,30,2001
16,12,0,1,0,3,0,0,4,741,TemporalV3J5,30,2001
17,21,4,13,2,7,0,0,26,741,TemporalV3J5,30,2001
18,22,0,0,0,2,0,0,2,741,TemporalV3J5,30,2001
19,33,0,0,0,0,0,2,2,741,TemporalV3J5,30,2001
20,Total,17,105,2,12,0,2,138,741,TemporalV3J5,30,2001
21,3,1,1,0,1,0,0,3,7612,TemporalV3J5,30,1996
22,4,3,97,1,6,0,0,107,7612,TemporalV3J5,30,1996
23,12,0,1,1,7,0,0,9,7612,TemporalV3J5,30,1996
24,21,0,20,1,32,0,1,54,7612,TemporalV3J5,30,1996
25,22,0,0,0,3,0,0,3,7612,TemporalV3J5,30,1996
26,33,0,0,0,0,0,1,1,7612,TemporalV3J5,30,1996
27,Total,4,119,3,49,0,2,177,7612,TemporalV3J5,30,1996
28,3,7,14,0,0,0,0,21,763,TemporalV3J5,30,1987
29,4,9,214,0,43,0,0,266,763,TemporalV3J5,30,1987
30,12,0,4,3,8,0,0,15,763,TemporalV3J5,30,1987
31,21,0,13,0,102,0,0,115,763,TemporalV3J5,30,1987
32,22,0,2,1,1,0,2,6,763,TemporalV3J5,30,1987
33,33,0,0,0,0,0,2,2,763,TemporalV3J5,30,1987
34,Total,16,247,4,154,0,4,425,763,TemporalV3J5,30,1987
35,3,0,7,0,0,0,0,7,7619,TemporalV3J5,30,1985
36,4,8,246,7,17,0,0,278,7619,TemporalV3J5,30,1985
37,12,0,5,1,2,0,4,12,7619,TemporalV3J5,30,1985
38,21,0,13,0,35,0,1,49,7619,TemporalV3J5,30,1985
39,22,0,1,0,0,0,0,1,7619,TemporalV3J5,30,1985
40,33,0,0,0,0,0,2,2,7619,TemporalV3J5,30,1985
41,Total,8,272,8,54,0,7,349,7619,TemporalV3J5,30,1985
42,3,0,0,0,0,0,0,0,7492,TemporalV3J5,30,1989
43,4,0,3,0,0,0,0,3,7492,TemporalV3J5,30,1989
44,12,0,0,0,0,0,0,0,7492,TemporalV3J5,30,1989
45,21,0,0,0,0,0,0,0,7492,TemporalV3J5,30,1989
46,22,0,0,0,0,0,0,0,7492,TemporalV3J5,30,1989
47,33,0,0,0,0,0,0,0,7492,TemporalV3J5,30,1989
48,Total,0,3,0,0,0,0,3,7492,TemporalV3J5,30,1989
49,3,1,1,0,0,0,0,2,771,TemporalV3J5,30,2003
50,4,7,87,1,21,0,0,116,771,TemporalV3J5,30,2003
51,12,0,0,0,3,0,0,3,771,TemporalV3J5,30,2003
52,21,0,10,0,124,0,0,134,771,TemporalV3J5,30,2003
53,22,0,0,0,2,0,0,2,771,TemporalV3J5,30,2003
54,33,0,0,0,0,0,0,0,771,TemporalV3J5,30,2003
55,Total,8,98,1,150,0,0,257,771,TemporalV3J5,30,2003
56,3,0,0,0,0,0,0,0,7613,TemporalV3J5,30,2009
57,4,1,99,1,51,0,0,152,7613,TemporalV3J5,30,2009
58,12,0,0,0,15,2,0,17,7613,TemporalV3J5,30,2009
59,21,0,5,0,16,0,0,21,7613,TemporalV3J5,30,2009
60,22,0,0,0,1,0,0,1,7613,TemporalV3J5,30,2009
61,33,0,0,0,0,0,1,1,7613,TemporalV3J5,30,2009
62,Total,1,104,1,83,2,1,192,7613,TemporalV3J5,30,2009
63,3,0,0,0,0,0,0,0,777,TemporalV3J5,30,2013
64,4,0,3,0,0,0,0,3,777,TemporalV3J5,30,2013
65,12,0,1,0,0,1,0,2,777,TemporalV3J5,30,2013
66,21,1,4,0,5,0,0,10,777,TemporalV3J5,30,2013
67,22,0,0,0,0,0,0,0,777,TemporalV3J5,30,2013
68,33,0,0,0,0,0,0,0,777,TemporalV3J5,30,2013
69,Total,1,8,0,5,1,0,15,777,TemporalV3J5,30,2013
70,3,21,5,0,0,0,0,26,7741,TemporalV3J5,30,2019
71,4,14,72,3,9,0,0,98,7741,TemporalV3J5,30,2019
72,12,0,5,1,3,0,0,9,7741,TemporalV3J5,30,2019
73,21,1,42,0,66,0,0,109,7741,TemporalV3J5,30,2019
74,22,0,1,1,0,0,0,2,7741,TemporalV3J5,30,2019
75,33,0,0,0,0,0,1,1,7741,TemporalV3J5,30,2019
76,Total,36,125,5,78,0,1,245,7741,TemporalV3J5,30,2019
77,3,22,5,0,0,0,0,27,7741,TemporalV3J5,30,1996
78,4,15,79,2,13,0,0,109,7741,TemporalV3J5,30,1996
79,12,2,6,0,1,0,0,9,7741,TemporalV3J5,30,1996
80,21,0,30,1,68,0,0,99,7741,TemporalV3J5,30,1996
81,22,0,0,1,0,0,0,1,7741,TemporalV3J5,30,1996
82,33,0,0,0,0,0,0,0,7741,TemporalV3J5,30,1996
83,Total,39,120,4,82,0,0,245,7741,TemporalV3J5,30,1996
84,3,1,11,0,1,0,0,13,744,TemporalV3J5,30,2003
85,4,0,487,4,56,0,1,548,744,TemporalV3J5,30,2003
86,12,0,8,3,10,0,0,21,744,TemporalV3J5,30,2003
87,21,0,33,0,124,0,0,157,744,TemporalV3J5,30,2003
88,22,0,1,0,1,0,0,2,744,TemporalV3J5,30,2003
89,33,0,2,0,0,0,0,2,744,TemporalV3J5,30,2003
90,Total,1,542,7,192,0,1,743,744,TemporalV3J5,30,2003
91,3,22,7,0,1,0,0,30,753,TemporalV3J5,30,2010
92,4,65,211,0,51,1,0,328,753,TemporalV3J5,30,2010
93,12,1,3,1,4,0,0,9,753,TemporalV3J5,30,2010
94,21,20,22,0,63,0,1,106,753,TemporalV3J5,30,2010
95,22,0,2,2,12,3,1,20,753,TemporalV3J5,30,2010
96,33,3,5,0,2,0,8,18,753,TemporalV3J5,30,2010
97,Total,111,250,3,133,4,10,511,753,TemporalV3J5,30,2010
98,3,2,0,0,2,0,0,4,775,TemporalV3J5,30,1990
99,4,0,3,0,1,0,0,4,775,TemporalV3J5,30,1990
100,12,0,0,0,0,0,0,0,775,TemporalV3J5,30,1990
101,21,1,2,1,15,0,0,19,775,TemporalV3J5,30,1990
102,22,0,0,0,0,0,0,0,775,TemporalV3J5,30,1990
103,33,0,0,0,0,0,0,0,775,TemporalV3J5,30,1990
104,Total,3,5,1,18,0,0,27,775,TemporalV3J5,30,1990
105,3,154,186,1,19,1,0,361,Caatinga,TemporalV3J5,30,2009
106,4,273,4065,29,1018,2,2,5389,Caatinga,TemporalV3J5,30,2009
107,12,3,59,26,124,3,2,217,Caatinga,TemporalV3J5,30,2009
108,21,49,511,10,2519,1,3,3093,Caatinga,TemporalV3J5,30,2009
109,22,0,25,13,59,10,3,110,Caatinga,TemporalV3J5,30,2009
110,33,5,15,3,15,2,105,145,Caatinga,TemporalV3J5,30,2009
111,Total,484,4861,82,3754,19,115,9315,Caatinga,TemporalV3J5,30,2009
112,3,7,1,0,1,0,0,9,772,TemporalV3J5,30,1996
113,4,13,71,0,51,0,0,135,772,TemporalV3J5,30,1996
114,12,1,0,0,0,0,0,1,772,TemporalV3J5,30,1996
115,21,3,14,1,174,0,0,192,772,TemporalV3J5,30,1996
116,22,0,0,0,1,0,0,1,772,TemporalV3J5,30,1996
117,33,0,0,0,0,0,0,0,772,TemporalV3J5,30,1996
118,Total,24,86,1,227,0,0,338,772,TemporalV3J5,30,1996
119,3,6,5,0,1,0,0,12,759,TemporalV3J5,30,2006
120,4,0,23,0,12,0,0,35,759,TemporalV3J5,30,2006
121,12,0,0,0,0,0,0,0,759,TemporalV3J5,30,2006
122,21,0,14,0,66,0,0,80,759,TemporalV3J5,30,2006
123,22,0,1,0,1,0,0,2,759,TemporalV3J5,30,2006
124,33,0,0,0,1,0,0,1,759,TemporalV3J5,30,2006
125,Total,6,43,0,81,0,0,130,759,TemporalV3J5,30,2006
126,3,0,0,0,0,0,0,0,7616,TemporalV3J5,30,1995
127,4,1,72,0,19,0,0,92,7616,TemporalV3J5,30,1995
128,12,0,1,1,1,0,0,3,7616,TemporalV3J5,30,1995
129,21,0,2,0,30,0,0,32,7616,TemporalV3J5,30,1995
130,22,0,0,0,0,0,0,0,7616,TemporalV3J5,30,1995
131,33,0,0,0,0,0,0,0,7616,TemporalV3J5,30,1995
132,Total,1,75,1,50,0,0,127,7616,TemporalV3J5,30,1995
133,3,0,0,0,0,0,0,0,7613,TemporalV3J5,30,2015
134,4,1,110,0,39,0,0,150,7613,TemporalV3J5,30,2015
135,12,0,2,0,15,0,0,17,7613,TemporalV3J5,30,2015
136,21,0,9,0,14,0,0,23,7613,TemporalV3J5,30,2015
137,22,0,0,0,1,0,0,1,7613,TemporalV3J5,30,2015
138,33,0,0,0,0,0,1,1,7613,TemporalV3J5,30,2015
139,Total,1,121,0,69,0,1,192,7613,TemporalV3J5,30,2015
140,3,7,12,0,0,0,0,19,763,TemporalV3J5,30,2008
141,4,9,190,2,33,0,0,234,763,TemporalV3J5,30,2008
142,12,0,4,5,6,0,0,15,763,TemporalV3J5,30,2008
143,21,0,23,0,127,0,0,150,763,TemporalV3J5,30,2008
144,22,0,2,1,1,0,0,4,763,TemporalV3J5,30,2008
145,33,0,0,0,0,0,3,3,763,TemporalV3J5,30,2008
146,Total,16,231,8,167,0,3,425,763,TemporalV3J5,30,2008
147,3,0,0,0,0,0,0,0,7613,TemporalV3J5,30,2011
148,4,1,99,0,51,0,0,151,7613,TemporalV3J5,30,2011
149,12,0,0,0,17,0,0,17,7613,TemporalV3J5,30,2011
150,21,0,5,0,17,0,0,22,7613,TemporalV3J5,30,2011
151,22,0,0,0,1,0,0,1,7613,TemporalV3J5,30,2011
152,33,0,0,0,0,0,1,1,7613,TemporalV3J5,30,2011
153,Total,1,104,0,86,0,1,192,7613,TemporalV3J5,30,2011
154,3,1,1,0,0,0,0,2,771,TemporalV3J5,30,2001
155,4,8,82,0,25,0,0,115,771,TemporalV3J5,30,2001
156,12,0,0,0,3,0,0,3,771,TemporalV3J5,30,2001
157,21,1,9,0,125,0,0,135,771,TemporalV3J5,30,2001
158,22,0,0,0,2,0,0,2,771,TemporalV3J5,30,2001
159,33,0,0,0,0,0,0,0,771,TemporalV3J5,30,2001
160,Total,10,92,0,155,0,0,257,771,TemporalV3J5,30,2001
161,3,0,6,0,0,0,0,6,7619,TemporalV3J5,30,2002
162,4,5,239,7,24,0,0,275,7619,TemporalV3J5,30,2002
163,12,0,6,0,7,0,0,13,7619,TemporalV3J5,30,2002
164,21,0,7,0,45,0,1,53,7619,TemporalV3J5,30,2002
165,22,0,1,0,0,0,0,1,7619,TemporalV3J5,30,2002
166,33,0,0,0,0,0,1,1,7619,TemporalV3J5,30,2002
167,Total,5,259,7,76,0,2,349,7619,TemporalV3J5,30,2002
168,3,3,1,0,0,0,0,4,741,TemporalV3J5,30,1999
169,4,11,90,0,0,0,0,101,741,TemporalV3J5,30,1999
170,12,0,1,0,3,0,0,4,741,TemporalV3J5,30,1999
171,21,2,15,2,6,0,0,25,741,TemporalV3J5,30,1999
172,22,0,0,0,2,0,0,2,741,TemporalV3J5,30,1999
173,33,0,0,0,0,0,2,2,741,TemporalV3J5,30,1999
174,Total,16,107,2,11,0,2,138,741,TemporalV3J5,30,1999
175,3,2,2,0,0,0,0,4,755,TemporalV3J5,30,2010
176,4,8,122,0,29,0,0,159,755,TemporalV3J5,30,2010
177,12,0,0,0,4,1,0,5,755,TemporalV3J5,30,2010
178,21,0,9,0,74,0,0,83,755,TemporalV3J5,30,2010
179,22,0,0,0,7,4,0,11,755,TemporalV3J5,30,2010
180,33,1,0,0,1,0,2,4,755,TemporalV3J5,30,2010
181,Total,11,133,0,115,5,2,266,755,TemporalV3J5,30,2010
182,3,2,6,0,1,0,0,9,754,TemporalV3J5,30,2011
183,4,2,328,1,138,0,0,469,754,TemporalV3J5,30,2011
184,12,0,1,0,12,0,1,14,754,TemporalV3J5,30,2011
185,21,1,35,0,168,0,2,206,754,TemporalV3J5,30,2011
186,22,0,1,1,3,0,0,5,754,TemporalV3J5,30,2011
187,33,0,4,0,2,0,15,21,754,TemporalV3J5,30,2011
188,Total,5,375,2,324,0,18,724,754,TemporalV3J5,30,2011
189,3,21,15,0,0,0,0,36,746,TemporalV3J5,30,2015
190,4,14,137,0,1,0,0,152,746,TemporalV3J5,30,2015
191,12,0,2,0,3,0,0,5,746,TemporalV3J5,30,2015
192,21,0,13,0,12,0,0,25,746,TemporalV3J5,30,2015
193,22,0,1,0,2,0,0,3,746,TemporalV3J5,30,2015
194,33,0,1,0,0,0,0,1,746,TemporalV3J5,30,2015
195,Total,35,169,0,18,0,0,222,746,TemporalV3J5,30,2015
196,3,8,1,0,0,0,0,9,772,TemporalV3J5,30,1990
197,4,11,103,0,45,0,0,159,772,TemporalV3J5,30,1990
198,12,0,1,0,0,0,0,1,772,TemporalV3J5,30,1990
199,21,3,17,1,147,0,0,168,772,TemporalV3J5,30,1990
200,22,0,0,0,1,0,0,1,772,TemporalV3J5,30,1990
201,33,0,0,0,0,0,0,0,772,TemporalV3J5,30,1990
202,Total,22,122,1,193,0,0,338,772,TemporalV3J5,30,1990
203,3,4,0,0,1,0,0,5,7742,TemporalV3J5,30,1991
