,classes,3,4,12,15,18,22,27,33,Total,bacia,model,version,year
354,33,0,0,0,0,0,0,,0,0,767,RF,7,1986
355,Total,1,33,2,46,0,3,,0,85,767,RF,7,1986
356,3,1,7,1,0,0,0,0.0,0,9,76111,RF,5,2022
357,4,0,30,0,9,0,1,0.0,0,40,76111,RF,5,2022
358,12,0,0,0,0,0,0,0.0,0,0,76111,RF,5,2022
359,15,0,44,3,73,0,20,0.0,2,142,76111,RF,5,2022
360,18,0,1,0,3,0,0,0.0,0,4,76111,RF,5,2022
361,22,0,0,0,0,0,2,0.0,0,2,76111,RF,5,2022
362,27,0,4,0,5,0,2,0.0,0,11,76111,RF,5,2022
363,33,0,0,0,0,0,0,0.0,3,3,76111,RF,5,2022
364,Total,1,86,4,90,0,25,0.0,5,211,76111,RF,5,2022
365,3,0,0,0,0,0,0,,0,0,7618,RF,6,2012
366,4,1,46,7,3,0,1,,0,58,7618,RF,6,2012
367,12,0,1,0,0,0,0,,0,1,7618,RF,6,2012
368,15,0,2,1,22,0,0,,0,25,7618,RF,6,2012
369,18,0,0,0,0,0,0,,0,0,7618,RF,6,2012
370,22,0,0,0,0,0,1,,0,1,7618,RF,6,2012
371,33,0,0,0,0,0,0,,0,0,7618,RF,6,2012
372,Total,1,49,8,25,0,2,,0,85,7618,RF,6,2012
373,3,17,7,0,2,0,0,0.0,0,26,776,RF,5,1996
374,4,22,162,11,60,0,2,0.0,0,257,776,RF,5,1996
375,12,0,1,5,0,0,4,0.0,0,10,776,RF,5,1996
376,15,1,22,1,120,0,46,0.0,0,190,776,RF,5,1996
377,18,0,0,0,0,0,0,0.0,0,0,776,RF,5,1996
378,22,0,0,0,1,0,2,0.0,0,3,776,RF,5,1996
379,27,0,0,0,0,0,0,0.0,0,0,776,RF,5,1996
380,33,0,0,1,0,0,0,0.0,0,1,776,RF,5,1996
381,Total,40,192,18,183,0,54,0.0,0,487,776,RF,5,1996
382,3,0,0,0,0,0,0,,0,0,7742,RF,6,1987
383,4,0,0,0,0,0,0,,0,0,7742,RF,6,1987
384,12,0,0,0,0,0,0,,0,0,7742,RF,6,1987
385,15,0,0,0,3,0,2,,0,5,7742,RF,6,1987
386,18,0,0,0,0,0,0,,0,0,7742,RF,6,1987
387,22,0,0,0,0,0,0,,0,0,7742,RF,6,1987
388,33,0,0,0,0,0,0,,0,0,7742,RF,6,1987
389,Total,0,0,0,3,0,2,,0,5,7742,RF,6,1987
390,3,0,6,0,0,0,0,,0,6,7622,RF,7,2001
391,4,0,21,0,1,0,0,,0,22,7622,RF,7,2001
392,12,0,1,0,0,0,0,,0,1,7622,RF,7,2001
393,15,0,2,1,5,0,0,,0,8,7622,RF,7,2001
394,18,0,0,0,0,0,0,,0,0,7622,RF,7,2001
395,22,0,0,0,0,0,0,,0,0,7622,RF,7,2001
396,33,0,0,0,0,0,0,,0,0,7622,RF,7,2001
397,Total,0,30,1,6,0,0,,0,37,7622,RF,7,2001
398,3,5,9,0,0,0,0,,0,14,763,RF,6,2019
399,4,14,88,3,15,0,0,,0,120,763,RF,6,2019
400,12,0,2,5,2,0,0,,0,9,763,RF,6,2019
401,15,0,17,3,70,0,14,,0,104,763,RF,6,2019
402,18,0,0,0,0,0,0,,0,0,763,RF,6,2019
403,22,1,0,0,0,0,1,,0,2,763,RF,6,2019
404,33,0,0,0,0,0,0,,1,1,763,RF,6,2019
405,Total,20,116,11,87,0,15,,1,250,763,RF,6,2019
406,3,2,2,0,2,0,0,,0,6,767,RF,7,1994
407,4,7,16,3,17,2,0,,0,45,767,RF,7,1994
408,12,0,0,0,0,0,0,,0,0,767,RF,7,1994
409,15,2,5,0,25,0,1,,0,33,767,RF,7,1994
410,18,0,0,0,1,0,0,,0,1,767,RF,7,1994
411,22,0,0,0,0,0,0,,0,0,767,RF,7,1994
412,33,0,0,0,0,0,0,,0,0,767,RF,7,1994
