,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,1,0,0,0,0,2,741,TemporalV3J3,21,2000
1,4,0,80,0,0,0,0,80,741,TemporalV3J3,21,2000
2,12,0,1,1,2,0,0,4,741,TemporalV3J3,21,2000
3,21,0,14,0,5,0,0,19,741,TemporalV3J3,21,2000
4,22,0,0,0,0,0,0,0,741,TemporalV3J3,21,2000
5,33,0,0,0,0,0,2,2,741,TemporalV3J3,21,2000
6,Total,1,96,1,7,0,2,107,741,TemporalV3J3,21,2000
7,3,0,0,0,0,0,0,0,773,TemporalV3J3,21,2006
8,4,0,3,0,1,0,0,4,773,TemporalV3J3,21,2006
9,12,0,1,0,0,0,0,1,773,TemporalV3J3,21,2006
10,21,1,1,1,29,0,0,32,773,TemporalV3J3,21,2006
11,22,0,1,0,1,0,0,2,773,TemporalV3J3,21,2006
12,33,0,0,0,0,0,0,0,773,TemporalV3J3,21,2006
13,Total,1,6,1,31,0,0,39,773,TemporalV3J3,21,2006
14,3,1,1,0,0,0,0,2,741,TemporalV3J3,21,2001
15,4,0,79,0,0,0,0,79,741,TemporalV3J3,21,2001
16,12,0,1,1,2,0,0,4,741,TemporalV3J3,21,2001
17,21,1,14,0,5,0,0,20,741,TemporalV3J3,21,2001
18,22,0,0,0,0,0,0,0,741,TemporalV3J3,21,2001
19,33,0,0,0,0,0,2,2,741,TemporalV3J3,21,2001
20,Total,2,95,1,7,0,2,107,741,TemporalV3J3,21,2001
21,3,1,10,0,0,0,0,11,744,TemporalV3J3,21,2010
22,4,5,482,1,49,1,1,539,744,TemporalV3J3,21,2010
23,12,0,7,4,8,0,0,19,744,TemporalV3J3,21,2010
24,21,0,39,6,102,2,0,149,744,TemporalV3J3,21,2010
25,22,0,1,0,1,0,0,2,744,TemporalV3J3,21,2010
26,33,0,1,1,0,0,0,2,744,TemporalV3J3,21,2010
27,Total,6,540,12,160,3,1,722,744,TemporalV3J3,21,2010
28,3,16,9,0,1,0,0,26,753,TemporalV3J3,21,2008
29,4,43,225,0,58,2,0,328,753,TemporalV3J3,21,2008
30,12,1,5,1,3,0,0,10,753,TemporalV3J3,21,2008
31,21,13,42,0,45,7,0,107,753,TemporalV3J3,21,2008
32,22,4,1,4,9,4,1,23,753,TemporalV3J3,21,2008
33,33,2,6,3,1,0,5,17,753,TemporalV3J3,21,2008
34,Total,79,288,8,117,13,6,511,753,TemporalV3J3,21,2008
35,3,1,17,0,0,0,0,18,763,TemporalV3J3,21,1994
36,4,2,185,1,19,0,0,207,763,TemporalV3J3,21,1994
37,12,0,6,5,4,0,0,15,763,TemporalV3J3,21,1994
38,21,0,39,0,106,0,0,145,763,TemporalV3J3,21,1994
39,22,0,2,1,1,0,1,5,763,TemporalV3J3,21,1994
40,33,0,0,0,0,0,2,2,763,TemporalV3J3,21,1994
41,Total,3,249,7,130,0,3,392,763,TemporalV3J3,21,1994
42,3,0,4,0,0,0,0,4,7422,TemporalV3J3,21,1989
43,4,3,110,1,16,0,0,130,7422,TemporalV3J3,21,1989
44,12,0,3,0,2,1,0,6,7422,TemporalV3J3,21,1989
45,21,0,16,1,22,0,0,39,7422,TemporalV3J3,21,1989
46,22,0,0,0,0,0,0,0,7422,TemporalV3J3,21,1989
47,33,0,0,0,0,0,2,2,7422,TemporalV3J3,21,1989
48,Total,3,133,2,40,1,2,181,7422,TemporalV3J3,21,1989
49,3,1,17,0,0,0,0,18,763,TemporalV3J3,21,2013
50,4,2,187,1,11,0,0,201,763,TemporalV3J3,21,2013
51,12,0,4,5,6,0,0,15,763,TemporalV3J3,21,2013
52,21,0,36,2,113,0,0,151,763,TemporalV3J3,21,2013
53,22,0,2,1,1,0,0,4,763,TemporalV3J3,21,2013
