,aggrement,area,bacia,classe,year,Models,version
0,1,709042.3146642424,7616,4,1985,Gap-fill,10
1,2,86243.46793487409,7616,4,1985,Gap-fill,10
2,3,170958.5247616103,7616,4,1985,Gap-fill,10
3,1,757359.7958926435,7616,4,1986,Gap-fill,10
4,2,110242.98528960228,7616,4,1986,Gap-fill,10
5,3,120844.53458698971,7616,4,1986,Gap-fill,10
6,1,822270.368217801,7616,4,1987,Gap-fill,10
7,2,110412.5774165824,7616,4,1987,Gap-fill,10
8,3,68854.39178568292,7616,4,1987,Gap-fill,10
9,1,748793.7088419277,7616,4,1988,Gap-fill,10
10,2,78539.89545351584,7616,4,1988,Gap-fill,10
11,3,120258.19735381522,7616,4,1988,Gap-fill,10
12,1,622928.7553159514,7616,4,1989,Gap-fill,10
13,2,93786.39457152324,7616,4,1989,Gap-fill,10
14,3,227618.7687789987,7616,4,1989,Gap-fill,10
15,1,718283.2171991095,7616,4,1990,Gap-fill,10
16,2,118260.06877632935,7616,4,1990,Gap-fill,10
17,3,129556.88724651914,7616,4,1990,Gap-fill,10
18,1,775523.4575850229,7616,4,1991,Gap-fill,10
19,2,140716.82295972752,7616,4,1991,Gap-fill,10
20,3,68556.6680991657,7616,4,1991,Gap-fill,10
21,1,676938.3248569355,7616,4,1992,Gap-fill,10
22,2,123476.74194319312,7616,4,1992,Gap-fill,10
23,3,154244.2663348575,7616,4,1992,Gap-fill,10
24,1,746096.4160146954,7616,4,1993,Gap-fill,10
25,2,127900.61866694895,7616,4,1993,Gap-fill,10
26,3,80782.54812860992,7616,4,1993,Gap-fill,10
27,1,719188.1637739146,7616,4,1994,Gap-fill,10
28,2,115351.71486616724,7616,4,1994,Gap-fill,10
29,3,112215.15424079196,7616,4,1994,Gap-fill,10
30,1,658001.0122266916,7616,4,1995,Gap-fill,10
31,2,106947.66087578794,7616,4,1995,Gap-fill,10
32,3,168981.62660473422,7616,4,1995,Gap-fill,10
33,1,770267.1513476822,7616,4,1996,Gap-fill,10
34,2,80927.15890265729,7616,4,1996,Gap-fill,10
35,3,77291.31095261444,7616,4,1996,Gap-fill,10
36,1,677163.3959000023,7616,4,1997,Gap-fill,10
37,2,78685.39284461534,7616,4,1997,Gap-fill,10
38,3,168922.77736966722,7616,4,1997,Gap-fill,10
