,aggrement,area,bacia,classe,year,Models,version
0,1,7111.38921383847,7421,12,1985,Frequency,9
1,2,1399.8666257163857,7421,12,1985,Frequency,9
2,3,9069.104296946953,7421,12,1985,Frequency,9
3,1,2952.8186440022746,7421,12,1986,Frequency,9
4,2,6018.295662140991,7421,12,1986,Frequency,9
5,3,12626.158778565712,7421,12,1986,Frequency,9
6,1,2636.179385889336,7421,12,1987,Frequency,9
7,2,7381.824361001578,7421,12,1987,Frequency,9
8,3,8012.436205318983,7421,12,1987,Frequency,9
9,1,2936.968623994708,7421,12,1988,Frequency,9
10,2,15837.085715660867,7421,12,1988,Frequency,9
11,3,6500.528457787579,7421,12,1988,Frequency,9
12,1,2492.2478757095496,7421,12,1989,Frequency,9
13,2,6981.100787853817,7421,12,1989,Frequency,9
14,3,4337.905216362563,7421,12,1989,Frequency,9
15,1,2015.1756924101376,7421,12,1990,Frequency,9
16,2,9896.311784808317,7421,12,1990,Frequency,9
17,3,3236.252465643941,7421,12,1990,Frequency,9
18,1,1181.4658309017889,7421,12,1991,Frequency,9
19,2,6324.88558354221,7421,12,1991,Frequency,9
20,3,2898.170187448517,7421,12,1991,Frequency,9
21,1,649.005418470244,7421,12,1992,Frequency,9
22,2,22251.53972490517,7421,12,1992,Frequency,9
23,3,3043.660357354875,7421,12,1992,Frequency,9
24,1,963.6715720392942,7421,12,1993,Frequency,9
25,2,18276.114140561527,7421,12,1993,Frequency,9
26,3,3089.788262182435,7421,12,1993,Frequency,9
27,1,730.6300275187876,7421,12,1994,Frequency,9
28,2,5328.316643629812,7421,12,1994,Frequency,9
29,3,3386.763160014581,7421,12,1994,Frequency,9
30,1,748.9297788231459,7421,12,1995,Frequency,9
31,2,7046.666351804115,7421,12,1995,Frequency,9
32,3,3823.776719915468,7421,12,1995,Frequency,9
33,1,1579.5031951504136,7421,12,1996,Frequency,9
34,2,10016.646790484236,7421,12,1996,Frequency,9
35,3,4668.992237242182,7421,12,1996,Frequency,9
36,1,1300.3042526354518,7421,12,1997,Frequency,9
37,2,16979.915103037405,7421,12,1997,Frequency,9
38,3,5140.518589820191,7421,12,1997,Frequency,9
39,1,1804.3553394610933,7421,12,1998,Frequency,9
40,2,36414.02386535115,7421,12,1998,Frequency,9
