,aggrement,area,bacia,classe,year,Models,version
0,1,66757.92053619686,771,12,1985,Frequency,5
1,2,49727.92336649088,771,12,1985,Frequency,5
2,3,82370.307267328,771,12,1985,Frequency,5
3,1,59585.86735243747,771,12,1986,Frequency,5
4,2,38376.79334410009,771,12,1986,Frequency,5
5,3,83574.8698011638,771,12,1986,Frequency,5
6,1,68621.0272990242,771,12,1987,Frequency,5
7,2,43327.53622628959,771,12,1987,Frequency,5
8,3,70634.17194763832,771,12,1987,Frequency,5
9,1,68183.00887525383,771,12,1988,Frequency,5
10,2,61472.93785563738,771,12,1988,Frequency,5
11,3,52196.09274340626,771,12,1988,Frequency,5
12,1,67651.27178219886,771,12,1989,Frequency,5
13,2,63304.43938668067,771,12,1989,Frequency,5
14,3,44591.39887184094,771,12,1989,Frequency,5
15,1,45847.79353415259,771,12,1990,Frequency,5
16,2,46445.82070089356,771,12,1990,Frequency,5
17,3,56759.325863931466,771,12,1990,Frequency,5
18,1,56027.11232694668,771,12,1991,Frequency,5
19,2,83138.32557003741,771,12,1991,Frequency,5
20,3,46868.37382589834,771,12,1991,Frequency,5
21,1,54520.622420539454,771,12,1992,Frequency,5
22,2,36554.26195329876,771,12,1992,Frequency,5
23,3,62443.57909280135,771,12,1992,Frequency,5
24,1,77015.92654313635,771,12,1993,Frequency,5
25,2,83515.32173007584,771,12,1993,Frequency,5
26,3,52085.5641341706,771,12,1993,Frequency,5
27,1,96289.668819122,771,12,1994,Frequency,5
28,2,95660.93674435954,771,12,1994,Frequency,5
29,3,43788.020133048565,771,12,1994,Frequency,5
30,1,69135.33203693043,771,12,1995,Frequency,5
31,2,51430.76592647533,771,12,1995,Frequency,5
32,3,68320.90696942937,771,12,1995,Frequency,5
33,1,58135.44486750175,771,12,1996,Frequency,5
34,2,17365.695266377938,771,12,1996,Frequency,5
35,3,75896.15288852317,771,12,1996,Frequency,5
36,1,71126.449696516,771,12,1997,Frequency,5
37,2,30246.9358442948,771,12,1997,Frequency,5
38,3,48335.54034784942,771,12,1997,Frequency,5
39,1,63414.02624372535,771,12,1998,Frequency,5
40,2,38974.00378732728,771,12,1998,Frequency,5
41,3,46165.69916693833,771,12,1998,Frequency,5
42,1,62095.84473141652,771,12,1999,Frequency,5
43,2,53387.16353353893,771,12,1999,Frequency,5
44,3,43156.25100886184,771,12,1999,Frequency,5
45,1,63147.51827031813,771,12,2000,Frequency,5
46,2,81860.91551662561,771,12,2000,Frequency,5
47,3,26753.127319351333,771,12,2000,Frequency,5
48,1,70442.3279487859,771,12,2001,Frequency,5
49,2,80114.97381430975,771,12,2001,Frequency,5
50,3,23163.467632760283,771,12,2001,Frequency,5
51,1,71199.90042222165,771,12,2002,Frequency,5
52,2,64897.61035648599,771,12,2002,Frequency,5
53,3,25810.87647043422,771,12,2002,Frequency,5
54,1,58458.17724392264,771,12,2003,Frequency,5
55,2,42282.39994619145,771,12,2003,Frequency,5
56,3,38698.45258992523,771,12,2003,Frequency,5
57,1,64845.95310687721,771,12,2004,Frequency,5
58,2,58635.39323105378,771,12,2004,Frequency,5
59,3,30339.971771522985,771,12,2004,Frequency,5
60,1,50168.15804126222,771,12,2005,Frequency,5
61,2,66511.40703109295,771,12,2005,Frequency,5
62,3,35311.76912093917,771,12,2005,Frequency,5
63,1,68839.74869671017,771,12,2006,Frequency,5
64,2,70769.51125219701,771,12,2006,Frequency,5
65,3,22559.178208224177,771,12,2006,Frequency,5
66,1,75664.94819122532,771,12,2007,Frequency,5
67,2,54437.80390239527,771,12,2007,Frequency,5
68,3,29760.29441496529,771,12,2007,Frequency,5
69,1,30265.975028077,771,12,2008,Frequency,5
70,2,12960.833074479822,771,12,2008,Frequency,5
71,3,80599.36164894637,771,12,2008,Frequency,5
72,1,71738.61277459445,771,12,2009,Frequency,5
73,2,75532.03446468608,771,12,2009,Frequency,5
74,3,47992.764628428784,771,12,2009,Frequency,5
75,1,102574.0357827175,771,12,2010,Frequency,5
76,2,54159.408452347176,771,12,2010,Frequency,5
77,3,50087.67740329458,771,12,2010,Frequency,5
78,1,105969.83972883028,771,12,2011,Frequency,5
79,2,68716.67100090682,771,12,2011,Frequency,5
80,3,55251.38469023906,771,12,2011,Frequency,5
81,1,106404.38751275356,771,12,2012,Frequency,5
82,2,51793.88912271777,771,12,2012,Frequency,5
83,3,60490.69625999624,771,12,2012,Frequency,5
84,1,105596.10578603674,771,12,2013,Frequency,5
85,2,46218.4814938504,771,12,2013,Frequency,5
86,3,64051.78169838316,771,12,2013,Frequency,5
87,1,81485.81116839373,771,12,2014,Frequency,5
88,2,31297.780399067004,771,12,2014,Frequency,5
89,3,76058.87575481053,771,12,2014,Frequency,5
90,1,110608.65501026309,771,12,2015,Frequency,5
91,2,74851.45956745176,771,12,2015,Frequency,5
92,3,37122.36053193519,771,12,2015,Frequency,5
93,1,101369.94316874242,771,12,2016,Frequency,5
94,2,56246.06686189405,771,12,2016,Frequency,5
95,3,41541.438206257226,771,12,2016,Frequency,5
96,1,79492.39414852906,771,12,2017,Frequency,5
97,2,45634.3891718159,771,12,2017,Frequency,5
98,3,50980.40423129438,771,12,2017,Frequency,5
99,1,88975.0807570412,771,12,2018,Frequency,5
100,2,69264.08093724507,771,12,2018,Frequency,5
101,3,29112.167681151528,771,12,2018,Frequency,5
102,1,88884.86906736782,771,12,2019,Frequency,5
103,2,83560.77666216923,771,12,2019,Frequency,5
104,3,27129.434535279703,771,12,2019,Frequency,5
105,1,69443.88101939112,771,12,2020,Frequency,5
106,2,51617.61288541708,771,12,2020,Frequency,5
107,3,46048.22511050361,771,12,2020,Frequency,5
108,1,22557.52933777432,771,12,2021,Frequency,5
109,2,9832.68043464768,771,12,2021,Frequency,5
110,3,93136.82704888372,771,12,2021,Frequency,5
111,1,41022.316672530265,771,12,2022,Frequency,5
112,2,21634.08520837558,771,12,2022,Frequency,5
113,3,74573.54690243477,771,12,2022,Frequency,5
114,1,977912.7322331204,752,4,1985,Frequency,5
115,2,98753.55104781808,752,4,1985,Frequency,5
116,3,94628.27344297848,752,4,1985,Frequency,5
117,1,994923.5932060132,752,4,1986,Frequency,5
118,2,120144.69441427472,752,4,1986,Frequency,5
119,3,74926.22544863264,752,4,1986,Frequency,5
120,1,962542.747226468,752,4,1987,Frequency,5
121,2,99523.09525009556,752,4,1987,Frequency,5
122,3,81334.8405122576,752,4,1987,Frequency,5
123,1,952673.8709000628,752,4,1988,Frequency,5
124,2,102584.85272194775,752,4,1988,Frequency,5
125,3,92434.8424953931,752,4,1988,Frequency,5
126,1,919806.7149009664,752,4,1989,Frequency,5
127,2,97454.92512378463,752,4,1989,Frequency,5
128,3,109717.86724719786,752,4,1989,Frequency,5
129,1,930462.3414812732,752,4,1990,Frequency,5
130,2,118790.86651546722,752,4,1990,Frequency,5
131,3,88830.31500876181,752,4,1990,Frequency,5
132,1,932504.9130421294,752,4,1991,Frequency,5
133,2,128072.7019956817,752,4,1991,Frequency,5
134,3,74057.97354528785,752,4,1991,Frequency,5
135,1,958733.5241801428,752,4,1992,Frequency,5
136,2,107155.1939688051,752,4,1992,Frequency,5
137,3,53367.05941477414,752,4,1992,Frequency,5
138,1,950767.302101969,752,4,1993,Frequency,5
139,2,97326.70096585642,752,4,1993,Frequency,5
140,3,65228.53646673656,752,4,1993,Frequency,5
