,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,1,0,0,0,0,2,7615,toExport,31,2013
1,4,0,134,0,36,1,0,171,7615,toExport,31,2013
2,12,0,1,0,16,4,0,21,7615,toExport,31,2013
3,21,1,20,0,53,6,0,80,7615,toExport,31,2013
4,22,0,0,0,4,0,0,4,7615,toExport,31,2013
5,33,0,0,0,0,0,2,2,7615,toExport,31,2013
6,Total,2,156,0,109,11,2,280,7615,toExport,31,2013
7,3,11,10,0,1,0,0,22,776,toExport,31,1998
8,4,9,140,3,41,0,0,193,776,toExport,31,1998
9,12,0,0,7,1,1,0,9,776,toExport,31,1998
10,21,4,37,1,110,2,0,154,776,toExport,31,1998
11,22,0,0,1,0,1,0,2,776,toExport,31,1998
12,33,0,0,0,0,0,1,1,776,toExport,31,1998
13,Total,24,187,12,153,4,1,381,776,toExport,31,1998
14,3,0,7,0,3,0,0,10,76111,toExport,31,1995
15,4,0,17,0,23,0,0,40,76111,toExport,31,1995
16,12,0,0,0,0,0,0,0,76111,toExport,31,1995
17,21,0,10,0,127,0,0,137,76111,toExport,31,1995
18,22,0,0,0,3,0,0,3,76111,toExport,31,1995
19,33,0,1,0,0,0,2,3,76111,toExport,31,1995
20,Total,0,35,0,156,0,2,193,76111,toExport,31,1995
21,3,0,0,0,1,0,1,2,7615,toExport,31,1985
22,4,0,162,0,39,0,0,201,7615,toExport,31,1985
23,12,0,2,0,19,0,0,21,7615,toExport,31,1985
24,21,0,14,0,36,1,0,51,7615,toExport,31,1985
25,22,0,1,0,2,0,0,3,7615,toExport,31,1985
26,33,0,0,0,0,0,2,2,7615,toExport,31,1985
27,Total,0,179,0,97,1,3,280,7615,toExport,31,1985
28,3,4,16,0,0,0,0,20,7621,toExport,31,2009
29,4,2,28,0,3,0,0,33,7621,toExport,31,2009
30,12,0,3,0,0,0,0,3,7621,toExport,31,2009
31,21,0,10,0,16,0,0,26,7621,toExport,31,2009
32,22,0,0,0,0,0,0,0,7621,toExport,31,2009
33,33,0,0,0,0,0,1,1,7621,toExport,31,2009
34,Total,6,57,0,19,0,1,83,7621,toExport,31,2009
35,3,18,11,0,1,0,0,30,753,toExport,31,2004
36,4,52,251,0,22,0,0,325,753,toExport,31,2004
37,12,0,7,0,3,0,0,10,753,toExport,31,2004
38,21,21,56,0,31,1,0,109,753,toExport,31,2004
39,22,4,3,2,8,2,0,19,753,toExport,31,2004
40,33,2,6,0,3,0,7,18,753,toExport,31,2004
41,Total,97,334,2,68,3,7,511,753,toExport,31,2004
42,3,4,8,0,1,0,0,13,766,toExport,31,2014
43,4,4,103,1,12,0,0,120,766,toExport,31,2014
44,12,0,4,1,1,0,0,6,766,toExport,31,2014
45,21,1,14,0,134,1,0,150,766,toExport,31,2014
46,22,0,2,0,1,0,0,3,766,toExport,31,2014
47,33,0,0,0,1,0,2,3,766,toExport,31,2014
48,Total,9,131,2,150,1,2,295,766,toExport,31,2014
49,3,0,2,0,0,0,0,2,752,toExport,31,1987
50,4,0,125,0,8,0,0,133,752,toExport,31,1987
51,12,0,1,0,2,0,0,3,752,toExport,31,1987
52,21,0,16,0,4,0,0,20,752,toExport,31,1987
53,22,0,1,0,2,0,0,3,752,toExport,31,1987
54,33,0,1,0,0,1,2,4,752,toExport,31,1987
55,Total,0,146,0,16,1,2,165,752,toExport,31,1987
56,3,5,5,0,0,0,0,10,764,toExport,31,1998
57,4,5,33,0,9,0,0,47,764,toExport,31,1998
58,12,0,0,0,0,0,0,0,764,toExport,31,1998
59,21,0,5,0,35,0,0,40,764,toExport,31,1998
60,22,0,2,0,0,0,0,2,764,toExport,31,1998
61,33,0,0,0,0,0,0,0,764,toExport,31,1998
62,Total,10,45,0,44,0,0,99,764,toExport,31,1998
63,3,1,2,0,1,0,0,4,7612,toExport,31,1992
