,aggrement,area,bacia,classe,year,Models,version
0,1,25156.968188731465,753,12,1985,Spatial,9
1,2,8616.429346528214,753,12,1985,Spatial,9
2,3,2423.0941831908194,753,12,1985,Spatial,9
3,1,2384.9267628444723,753,12,1986,Spatial,9
4,2,57093.675416644,753,12,1986,Spatial,9
5,3,24787.41822405967,753,12,1986,Spatial,9
6,1,2369.879038348099,753,12,1987,Spatial,9
7,2,42383.10498833412,753,12,1987,Spatial,9
8,3,22536.488384961845,753,12,1987,Spatial,9
9,1,2274.5588122511936,753,12,1988,Spatial,9
10,2,45357.44224194164,753,12,1988,Spatial,9
11,3,22462.340260489927,753,12,1988,Spatial,9
12,1,3039.6190507570304,753,12,1989,Spatial,9
13,2,31929.05813323001,753,12,1989,Spatial,9
14,3,21712.56137853824,753,12,1989,Spatial,9
15,1,2421.3567606120505,753,12,1990,Spatial,9
16,2,18920.67502719238,753,12,1990,Spatial,9
17,3,19520.023951996383,753,12,1990,Spatial,9
18,1,2216.275264144282,753,12,1991,Spatial,9
19,2,19878.29424912652,753,12,1991,Spatial,9
20,3,19101.26656162952,753,12,1991,Spatial,9
21,1,2569.677447738513,753,12,1992,Spatial,9
22,2,103778.96973031976,753,12,1992,Spatial,9
23,3,17891.55119054255,753,12,1992,Spatial,9
24,1,2086.3619658029834,753,12,1993,Spatial,9
25,2,16922.63882137898,753,12,1993,Spatial,9
26,3,16822.329920872482,753,12,1993,Spatial,9
27,1,3958.134704336005,753,12,1994,Spatial,9
28,2,14612.850006776303,753,12,1994,Spatial,9
29,3,16088.234955603615,753,12,1994,Spatial,9
30,1,18204.99966752085,753,12,1995,Spatial,9
31,2,30264.91911431667,753,12,1995,Spatial,9
32,3,11418.186914474223,753,12,1995,Spatial,9
33,1,23384.1569092077,753,12,1996,Spatial,9
34,2,14178.567253701613,753,12,1996,Spatial,9
35,3,6070.6602259212,753,12,1996,Spatial,9
36,1,13204.928751029112,753,12,1997,Spatial,9
37,2,36914.07698780519,753,12,1997,Spatial,9
38,3,13013.816538311734,753,12,1997,Spatial,9
39,1,4429.817194978331,753,12,1998,Spatial,9
40,2,28244.09030184589,753,12,1998,Spatial,9
41,3,17432.624278801202,753,12,1998,Spatial,9
42,1,2797.103839550422,753,12,1999,Spatial,9
43,2,109663.21274981748,753,12,1999,Spatial,9
44,3,14683.568086466466,753,12,1999,Spatial,9
45,1,2349.4130308526724,753,12,2000,Spatial,9
46,2,36302.90289340205,753,12,2000,Spatial,9
47,3,12820.288195647074,753,12,2000,Spatial,9
48,1,2895.7411568688026,753,12,2001,Spatial,9
49,2,67650.2863304668,753,12,2001,Spatial,9
50,3,11633.248940202711,753,12,2001,Spatial,9
51,1,2863.216170376332,753,12,2002,Spatial,9
52,2,34920.89079297024,753,12,2002,Spatial,9
53,3,11244.061924887876,753,12,2002,Spatial,9
54,1,2879.9438917226703,753,12,2003,Spatial,9
55,2,25318.44863847785,753,12,2003,Spatial,9
56,3,10977.867314754005,753,12,2003,Spatial,9
57,1,3001.0655934389392,753,12,2004,Spatial,9
58,2,31033.832053552247,753,12,2004,Spatial,9
59,3,10588.103190133676,753,12,2004,Spatial,9
60,1,2978.8774058448344,753,12,2005,Spatial,9
61,2,27373.568811980917,753,12,2005,Spatial,9
62,3,10908.366110014476,753,12,2005,Spatial,9
63,1,3374.2247944805813,753,12,2006,Spatial,9
64,2,24457.47226875703,753,12,2006,Spatial,9
65,3,10454.586889251112,753,12,2006,Spatial,9
66,1,2904.836607436709,753,12,2007,Spatial,9
67,2,41385.4589105542,753,12,2007,Spatial,9
68,3,10854.702135901476,753,12,2007,Spatial,9
69,1,2909.3178535160264,753,12,2008,Spatial,9
70,2,36194.89307491851,753,12,2008,Spatial,9
71,3,10509.38430130993,753,12,2008,Spatial,9
72,1,2356.822758768664,753,12,2009,Spatial,9
73,2,26177.2288342205,753,12,2009,Spatial,9
74,3,10089.468670790851,753,12,2009,Spatial,9
75,1,3068.829962884541,753,12,2010,Spatial,9
76,2,30597.117398768893,753,12,2010,Spatial,9
77,3,9802.809547099225,753,12,2010,Spatial,9
78,1,4879.1580393461045,753,12,2011,Spatial,9
79,2,20679.531119081053,753,12,2011,Spatial,9
80,3,8137.65524844316,753,12,2011,Spatial,9
81,1,2725.8330330194417,753,12,2012,Spatial,9
82,2,38336.50173463427,753,12,2012,Spatial,9
83,3,11163.490487220306,753,12,2012,Spatial,9
84,1,2691.9610847886256,753,12,2013,Spatial,9
