,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,1,0,2,0,0,4,757,SpatialV2St3,16,1996
1,4,3,107,0,41,0,0,151,757,SpatialV2St3,16,1996
2,12,0,0,0,2,0,0,2,757,SpatialV2St3,16,1996
3,21,0,20,0,104,0,0,124,757,SpatialV2St3,16,1996
4,22,0,0,0,2,0,0,2,757,SpatialV2St3,16,1996
5,33,1,1,2,1,0,2,7,757,SpatialV2St3,16,1996
6,Total,5,129,2,152,0,2,290,757,SpatialV2St3,16,1996
7,3,0,13,0,2,0,0,15,765,SpatialV2St3,16,1997
8,4,0,79,0,34,0,0,113,765,SpatialV2St3,16,1997
9,12,0,0,0,0,0,0,0,765,SpatialV2St3,16,1997
10,21,0,12,0,93,0,0,105,765,SpatialV2St3,16,1997
11,22,0,1,0,2,3,0,6,765,SpatialV2St3,16,1997
12,33,0,1,0,0,0,1,2,765,SpatialV2St3,16,1997
13,Total,0,106,0,131,3,1,241,765,SpatialV2St3,16,1997
14,3,0,10,0,6,0,0,16,776,SpatialV2St3,16,1991
15,4,0,132,5,63,0,0,200,776,SpatialV2St3,16,1991
16,12,0,0,9,0,0,0,9,776,SpatialV2St3,16,1991
17,21,0,15,7,102,1,0,125,776,SpatialV2St3,16,1991
18,22,0,0,2,0,0,0,2,776,SpatialV2St3,16,1991
19,33,0,0,0,0,0,1,1,776,SpatialV2St3,16,1991
20,Total,0,157,23,171,1,1,353,776,SpatialV2St3,16,1991
21,3,0,21,0,0,0,0,21,7622,SpatialV2St3,16,2014
22,4,0,82,0,1,0,0,83,7622,SpatialV2St3,16,2014
23,12,0,1,0,1,0,0,2,7622,SpatialV2St3,16,2014
24,21,0,10,0,5,0,0,15,7622,SpatialV2St3,16,2014
25,22,0,0,0,0,0,0,0,7622,SpatialV2St3,16,2014
26,33,0,0,0,0,0,0,0,7622,SpatialV2St3,16,2014
27,Total,0,114,0,7,0,0,121,7622,SpatialV2St3,16,2014
28,3,1,2,0,0,0,0,3,752,SpatialV2St3,16,2017
29,4,2,113,1,5,0,0,121,752,SpatialV2St3,16,2017
30,12,1,2,0,1,0,0,4,752,SpatialV2St3,16,2017
31,21,1,25,0,5,0,0,31,752,SpatialV2St3,16,2017
32,22,0,1,1,2,0,0,4,752,SpatialV2St3,16,2017
33,33,0,1,0,0,0,1,2,752,SpatialV2St3,16,2017
34,Total,5,144,2,13,0,1,165,752,SpatialV2St3,16,2017
35,3,0,0,0,0,0,0,0,7617,SpatialV2St3,16,2014
36,4,0,130,0,18,0,0,148,7617,SpatialV2St3,16,2014
37,12,0,1,0,4,0,1,6,7617,SpatialV2St3,16,2014
38,21,0,8,0,23,0,0,31,7617,SpatialV2St3,16,2014
39,22,0,0,0,1,0,0,1,7617,SpatialV2St3,16,2014
40,33,0,1,0,5,0,28,34,7617,SpatialV2St3,16,2014
41,Total,0,140,0,51,0,29,220,7617,SpatialV2St3,16,2014
42,3,0,6,0,4,0,0,10,76111,SpatialV2St3,16,1998
43,4,0,27,2,11,0,0,40,76111,SpatialV2St3,16,1998
44,12,0,0,0,0,0,0,0,76111,SpatialV2St3,16,1998
45,21,0,36,5,84,1,0,126,76111,SpatialV2St3,16,1998
46,22,0,0,1,0,0,0,1,76111,SpatialV2St3,16,1998
47,33,0,0,0,0,0,3,3,76111,SpatialV2St3,16,1998
48,Total,0,69,8,99,1,3,180,76111,SpatialV2St3,16,1998
49,3,0,0,0,0,0,0,0,7616,SpatialV2St3,16,1996
50,4,0,79,0,12,0,0,91,7616,SpatialV2St3,16,1996
51,12,0,1,1,1,0,0,3,7616,SpatialV2St3,16,1996
52,21,0,10,0,23,0,0,33,7616,SpatialV2St3,16,1996
53,22,0,0,0,0,0,0,0,7616,SpatialV2St3,16,1996
54,33,0,0,0,0,0,0,0,7616,SpatialV2St3,16,1996
55,Total,0,90,1,36,0,0,127,7616,SpatialV2St3,16,1996
56,3,0,6,0,5,0,0,11,776,SpatialV2St3,16,2016
57,4,0,127,4,35,0,0,166,776,SpatialV2St3,16,2016
58,12,0,0,9,0,0,0,9,776,SpatialV2St3,16,2016
59,21,0,30,3,128,3,0,164,776,SpatialV2St3,16,2016
60,22,0,0,2,0,0,0,2,776,SpatialV2St3,16,2016
61,33,0,0,0,0,0,1,1,776,SpatialV2St3,16,2016
62,Total,0,163,18,168,3,1,353,776,SpatialV2St3,16,2016
63,3,1,10,0,0,0,0,11,744,SpatialV2St3,16,2006
64,4,2,509,1,20,0,1,533,744,SpatialV2St3,16,2006
65,12,0,11,6,3,1,0,21,744,SpatialV2St3,16,2006
66,21,0,72,3,76,2,0,153,744,SpatialV2St3,16,2006
67,22,0,1,0,0,1,0,2,744,SpatialV2St3,16,2006
68,33,0,2,0,0,0,0,2,744,SpatialV2St3,16,2006
69,Total,3,605,10,99,4,1,722,744,SpatialV2St3,16,2006
70,3,0,21,0,0,0,0,21,7622,SpatialV2St3,16,2015
71,4,0,82,0,1,0,0,83,7622,SpatialV2St3,16,2015
72,12,0,1,0,1,0,0,2,7622,SpatialV2St3,16,2015
73,21,0,11,0,4,0,0,15,7622,SpatialV2St3,16,2015
74,22,0,0,0,0,0,0,0,7622,SpatialV2St3,16,2015
75,33,0,0,0,0,0,0,0,7622,SpatialV2St3,16,2015
76,Total,0,115,0,6,0,0,121,7622,SpatialV2St3,16,2015
77,3,12,20,0,1,0,0,33,746,SpatialV2St3,16,2003
78,4,7,123,0,4,0,0,134,746,SpatialV2St3,16,2003
79,12,0,3,0,0,0,0,3,746,SpatialV2St3,16,2003
80,21,0,6,0,6,0,0,12,746,SpatialV2St3,16,2003
81,22,0,1,0,2,0,0,3,746,SpatialV2St3,16,2003
82,33,0,0,0,0,0,1,1,746,SpatialV2St3,16,2003
83,Total,19,153,0,13,0,1,186,746,SpatialV2St3,16,2003
84,3,0,0,0,0,0,0,0,7616,SpatialV2St3,16,2003
85,4,0,79,1,12,0,0,92,7616,SpatialV2St3,16,2003
86,12,0,2,1,0,0,0,3,7616,SpatialV2St3,16,2003
87,21,0,6,0,26,0,0,32,7616,SpatialV2St3,16,2003
88,22,0,0,0,0,0,0,0,7616,SpatialV2St3,16,2003
89,33,0,0,0,0,0,0,0,7616,SpatialV2St3,16,2003
90,Total,0,87,2,38,0,0,127,7616,SpatialV2St3,16,2003
91,3,0,4,0,0,0,0,4,7422,SpatialV2St3,16,2015
92,4,2,116,3,4,0,0,125,7422,SpatialV2St3,16,2015
93,12,0,3,0,4,0,0,7,7422,SpatialV2St3,16,2015
94,21,0,24,2,19,0,0,45,7422,SpatialV2St3,16,2015
95,22,0,0,0,0,0,0,0,7422,SpatialV2St3,16,2015
96,33,0,0,0,0,0,0,0,7422,SpatialV2St3,16,2015
97,Total,2,147,5,27,0,0,181,7422,SpatialV2St3,16,2015
98,3,1,1,0,0,0,0,2,76116,SpatialV2St3,16,1986
99,4,8,95,12,41,0,0,156,76116,SpatialV2St3,16,1986
100,12,0,0,2,6,0,0,8,76116,SpatialV2St3,16,1986
101,21,0,10,9,45,0,0,64,76116,SpatialV2St3,16,1986
102,22,0,0,0,0,0,0,0,76116,SpatialV2St3,16,1986
103,33,0,0,0,0,0,2,2,76116,SpatialV2St3,16,1986
104,Total,9,106,23,92,0,2,232,76116,SpatialV2St3,16,1986
105,3,0,3,0,0,0,0,3,752,SpatialV2St3,16,1999
106,4,2,117,0,2,0,0,121,752,SpatialV2St3,16,1999
107,12,0,3,1,0,0,0,4,752,SpatialV2St3,16,1999
108,21,0,24,0,6,0,0,30,752,SpatialV2St3,16,1999
109,22,0,3,0,1,0,0,4,752,SpatialV2St3,16,1999
110,33,0,1,0,0,0,2,3,752,SpatialV2St3,16,1999
111,Total,2,151,1,9,0,2,165,752,SpatialV2St3,16,1999
112,3,1,1,0,0,0,0,2,741,SpatialV2St3,16,2001
113,4,0,78,0,1,0,0,79,741,SpatialV2St3,16,2001
114,12,0,2,1,1,0,0,4,741,SpatialV2St3,16,2001
115,21,0,16,0,4,0,0,20,741,SpatialV2St3,16,2001
116,22,0,0,0,0,0,0,0,741,SpatialV2St3,16,2001
117,33,0,0,0,0,0,2,2,741,SpatialV2St3,16,2001
118,Total,1,97,1,6,0,2,107,741,SpatialV2St3,16,2001
119,3,0,2,0,0,0,0,2,752,SpatialV2St3,16,1988
120,4,2,125,0,3,0,0,130,752,SpatialV2St3,16,1988
121,12,0,2,0,1,0,0,3,752,SpatialV2St3,16,1988
122,21,0,18,0,4,0,0,22,752,SpatialV2St3,16,1988
123,22,0,3,0,1,0,0,4,752,SpatialV2St3,16,1988
124,33,0,1,0,1,0,2,4,752,SpatialV2St3,16,1988
125,Total,2,151,0,10,0,2,165,752,SpatialV2St3,16,1988
126,3,68,228,2,17,1,0,316,Caatinga,SpatialV2St3,16,2006
127,4,144,4230,47,717,1,1,5140,Caatinga,SpatialV2St3,16,2006
128,12,0,70,35,96,4,6,211,Caatinga,SpatialV2St3,16,2006
129,21,16,850,32,2061,7,2,2968,Caatinga,SpatialV2St3,16,2006
130,22,4,31,21,36,16,2,110,Caatinga,SpatialV2St3,16,2006
131,33,4,18,3,7,2,105,139,Caatinga,SpatialV2St3,16,2006
132,Total,236,5427,140,2934,31,116,8884,Caatinga,SpatialV2St3,16,2006
133,3,1,10,0,1,0,0,12,744,SpatialV2St3,16,1994
134,4,2,509,0,23,0,0,534,744,SpatialV2St3,16,1994
135,12,0,11,5,5,0,0,21,744,SpatialV2St3,16,1994
136,21,0,83,2,66,0,0,151,744,SpatialV2St3,16,1994
137,22,0,1,0,1,0,0,2,744,SpatialV2St3,16,1994
138,33,0,1,0,1,0,0,2,744,SpatialV2St3,16,1994
139,Total,3,615,7,97,0,0,722,744,SpatialV2St3,16,1994
140,3,10,15,0,0,1,0,26,753,SpatialV2St3,16,1998
141,4,26,280,2,14,0,0,322,753,SpatialV2St3,16,1998
142,12,0,8,2,2,0,0,12,753,SpatialV2St3,16,1998
143,21,8,80,3,21,3,0,115,753,SpatialV2St3,16,1998
144,22,5,10,3,3,1,1,23,753,SpatialV2St3,16,1998
145,33,3,6,0,1,0,3,13,753,SpatialV2St3,16,1998
146,Total,52,399,10,41,5,4,511,753,SpatialV2St3,16,1998
147,3,0,17,0,0,0,0,17,7621,SpatialV2St3,16,2009
148,4,0,23,0,2,0,0,25,7621,SpatialV2St3,16,2009
149,12,0,1,0,0,0,0,1,7621,SpatialV2St3,16,2009
150,21,0,4,0,17,0,0,21,7621,SpatialV2St3,16,2009
151,22,0,0,0,0,0,0,0,7621,SpatialV2St3,16,2009
152,33,0,0,0,0,0,0,0,7621,SpatialV2St3,16,2009
153,Total,0,45,0,19,0,0,64,7621,SpatialV2St3,16,2009
154,3,0,1,0,1,0,0,2,7615,SpatialV2St3,16,1990
155,4,0,154,0,42,0,0,196,7615,SpatialV2St3,16,1990
156,12,0,2,0,19,0,0,21,7615,SpatialV2St3,16,1990
157,21,0,14,0,41,1,0,56,7615,SpatialV2St3,16,1990
158,22,0,0,0,3,0,0,3,7615,SpatialV2St3,16,1990
159,33,0,0,0,0,0,2,2,7615,SpatialV2St3,16,1990
160,Total,0,171,0,106,1,2,280,7615,SpatialV2St3,16,1990
161,3,1,17,0,0,0,0,18,763,SpatialV2St3,16,1990
162,4,1,188,0,26,0,0,215,763,SpatialV2St3,16,1990
163,12,0,7,4,4,0,0,15,763,SpatialV2St3,16,1990
164,21,0,33,0,102,0,0,135,763,SpatialV2St3,16,1990
165,22,0,2,1,1,0,2,6,763,SpatialV2St3,16,1990
166,33,0,0,0,1,0,2,3,763,SpatialV2St3,16,1990
167,Total,2,247,5,134,0,4,392,763,SpatialV2St3,16,1990
168,3,0,0,0,0,0,0,0,758,SpatialV2St3,16,2006
169,4,0,71,0,13,0,0,84,758,SpatialV2St3,16,2006
170,12,0,0,1,1,0,0,2,758,SpatialV2St3,16,2006
171,21,0,29,0,43,0,0,72,758,SpatialV2St3,16,2006
172,22,0,0,0,0,1,0,1,758,SpatialV2St3,16,2006
173,33,0,1,0,0,0,2,3,758,SpatialV2St3,16,2006
