,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year,15,18
53623,Total,117,369,74,177.0,98,0.0,0,835,Caatinga,RF,9,2005,,
53624,3,0,6,0,0.0,0,0.0,0,6,756,RF,5,1988,,
53625,4,17,156,50,40.0,6,0.0,0,269,756,RF,5,1988,,
53626,12,0,0,2,3.0,2,0.0,1,8,756,RF,5,1988,,
53627,21,0,40,20,66.0,10,0.0,0,136,756,RF,5,1988,,
53628,22,0,0,1,0.0,2,0.0,0,3,756,RF,5,1988,,
53629,27,0,0,0,0.0,0,0.0,0,0,756,RF,5,1988,,
53630,33,1,0,0,1.0,0,0.0,5,7,756,RF,5,1988,,
53631,Total,18,202,73,110.0,20,0.0,6,429,756,RF,5,1988,,
53632,3,3,17,0,0.0,0,0.0,1,21,7622,RF,5,2008,,
53633,4,2,71,3,4.0,0,0.0,1,81,7622,RF,5,2008,,
53634,12,0,2,0,0.0,0,0.0,0,2,7622,RF,5,2008,,
53635,21,0,8,0,9.0,0,0.0,0,17,7622,RF,5,2008,,
53636,22,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2008,,
53637,27,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2008,,
53638,33,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2008,,
53639,Total,5,98,3,13.0,0,0.0,2,121,7622,RF,5,2008,,
53640,3,0,0,0,0.0,0,0.0,0,0,758,RF,5,2011,,
53641,4,3,57,1,25.0,1,0.0,0,87,758,RF,5,2011,,
53642,12,0,0,0,3.0,1,0.0,0,4,758,RF,5,2011,,
53643,21,0,30,2,51.0,0,0.0,0,83,758,RF,5,2011,,
53644,22,0,0,0,0.0,0,0.0,0,0,758,RF,5,2011,,
53645,27,0,0,0,0.0,0,0.0,0,0,758,RF,5,2011,,
53646,33,0,0,1,1.0,0,0.0,2,4,758,RF,5,2011,,
53647,Total,3,87,4,80.0,2,0.0,2,178,758,RF,5,2011,,
53648,3,0,8,0,0.0,0,0.0,0,8,764,RF,10,2020,,
53649,4,0,21,0,4.0,1,0.0,0,26,764,RF,10,2020,,
53650,12,0,0,0,0.0,0,0.0,0,0,764,RF,10,2020,,
53651,21,0,18,0,21.0,1,0.0,0,40,764,RF,10,2020,,
53652,22,0,1,0,0.0,0,0.0,0,1,764,RF,10,2020,,
53653,27,0,0,0,0.0,0,0.0,0,0,764,RF,10,2020,,
53654,33,0,0,0,0.0,0,0.0,0,0,764,RF,10,2020,,
53655,Total,0,48,0,25.0,2,0.0,0,75,764,RF,10,2020,,
53656,3,0,2,0,0.0,0,0.0,0,2,7615,RF,11,1993,,
53657,4,0,187,0,10.0,0,0.0,0,197,7615,RF,11,1993,,
53658,12,0,9,0,12.0,0,0.0,0,21,7615,RF,11,1993,,
53659,21,0,29,0,34.0,0,0.0,0,63,7615,RF,11,1993,,
53660,22,0,1,0,2.0,0,0.0,0,3,7615,RF,11,1993,,
53661,27,0,0,0,0.0,0,0.0,0,0,7615,RF,11,1993,,
53662,33,0,0,0,0.0,0,0.0,2,2,7615,RF,11,1993,,
53663,Total,0,228,0,58.0,0,0.0,2,288,7615,RF,11,1993,,
53664,3,0,0,0,,0,,0,0,741,RF,6,2012,0.0,0.0
53665,4,2,11,4,,0,,0,17,741,RF,6,2012,0.0,0.0
53666,12,0,0,2,,0,,0,3,741,RF,6,2012,1.0,0.0
53667,15,1,1,2,,0,,0,9,741,RF,6,2012,5.0,0.0
53668,18,0,0,0,,0,,0,1,741,RF,6,2012,1.0,0.0
53669,22,0,0,0,,0,,0,0,741,RF,6,2012,0.0,0.0
53670,33,0,0,0,,0,,1,1,741,RF,6,2012,0.0,0.0
53671,Total,3,12,8,,0,,1,31,741,RF,6,2012,7.0,0.0
53672,3,5,3,0,,0,,0,8,7741,RF,7,2019,0.0,0.0
53673,4,4,22,6,,0,,0,41,7741,RF,7,2019,7.0,2.0
53674,12,2,0,1,,0,,0,3,7741,RF,7,2019,0.0,0.0
53675,15,0,3,2,,2,,0,25,7741,RF,7,2019,14.0,4.0
53676,18,0,0,0,,0,,0,1,7741,RF,7,2019,1.0,0.0
53677,22,0,0,1,,0,,0,2,7741,RF,7,2019,1.0,0.0
53678,33,0,0,0,,1,,0,1,7741,RF,7,2019,0.0,0.0
53679,Total,11,28,10,,3,,0,81,7741,RF,7,2019,23.0,6.0
53680,3,0,0,0,,0,,0,0,773,RF,7,2020,0.0,0.0
53681,4,0,0,0,,0,,0,2,773,RF,7,2020,2.0,0.0
53682,12,0,0,1,,0,,0,1,773,RF,7,2020,0.0,0.0
53683,15,0,3,0,,0,,0,17,773,RF,7,2020,13.0,1.0
53684,18,0,0,0,,0,,0,0,773,RF,7,2020,0.0,0.0
53685,22,0,0,0,,0,,0,0,773,RF,7,2020,0.0,0.0
53686,33,0,0,0,,0,,0,0,773,RF,7,2020,0.0,0.0
53687,Total,0,3,1,,0,,0,20,773,RF,7,2020,15.0,1.0
53688,3,3,0,0,,0,,0,3,7612,RF,6,2021,0.0,0.0
53689,4,2,58,0,,0,,0,64,7612,RF,6,2021,4.0,0.0
53690,12,0,1,0,,1,,0,7,7612,RF,6,2021,5.0,0.0
53691,15,0,8,1,,1,,0,28,7612,RF,6,2021,18.0,0.0
53692,18,0,0,0,,0,,0,0,7612,RF,6,2021,0.0,0.0
53693,22,0,0,0,,1,,0,1,7612,RF,6,2021,0.0,0.0
53694,33,0,0,0,,0,,3,3,7612,RF,6,2021,0.0,0.0
53695,Total,5,67,1,,3,,3,106,7612,RF,6,2021,27.0,0.0
53696,3,53,58,3,,0,,0,125,Caatinga,RF,7,2013,3.0,8.0
53697,4,153,1216,348,,40,,3,2081,Caatinga,RF,7,2013,198.0,123.0
53698,12,3,18,31,,30,,0,116,Caatinga,RF,7,2013,27.0,7.0
53699,15,12,193,73,,100,,1,890,Caatinga,RF,7,2013,419.0,92.0
53700,18,5,27,4,,4,,0,66,Caatinga,RF,7,2013,9.0,17.0
53701,22,3,1,6,,13,,1,34,Caatinga,RF,7,2013,7.0,3.0
53702,33,14,3,3,,3,,43,74,Caatinga,RF,7,2013,7.0,1.0
53703,Total,243,1516,468,,190,,48,3386,Caatinga,RF,7,2013,670.0,251.0
53704,3,0,5,1,0.0,0,0.0,0,6,7619,RF,12,2019,,
53705,4,0,228,39,10.0,0,0.0,0,277,7619,RF,12,2019,,
53706,12,0,5,4,2.0,0,0.0,0,11,7619,RF,12,2019,,
53707,21,0,18,7,38.0,0,0.0,0,63,7619,RF,12,2019,,
53708,22,0,0,0,0.0,0,0.0,0,0,7619,RF,12,2019,,
53709,27,0,0,0,0.0,0,0.0,0,0,7619,RF,12,2019,,
53710,33,0,0,2,0.0,0,0.0,0,2,7619,RF,12,2019,,
53711,Total,0,256,53,50.0,0,0.0,0,359,7619,RF,12,2019,,
53712,3,3,1,0,,0,,0,4,7422,RF,7,1987,0.0,0.0
53713,4,6,59,7,,4,,0,104,7422,RF,7,1987,8.0,20.0
53714,12,0,0,1,,1,,0,6,7422,RF,7,1987,0.0,4.0
53715,15,3,5,2,,4,,0,26,7422,RF,7,1987,8.0,4.0
53716,18,0,0,0,,0,,0,1,7422,RF,7,1987,1.0,0.0
53717,22,0,0,0,,0,,0,0,7422,RF,7,1987,0.0,0.0
53718,33,0,0,0,,0,,2,2,7422,RF,7,1987,0.0,0.0
53719,Total,12,65,10,,9,,2,143,7422,RF,7,1987,17.0,28.0
53720,3,5,12,1,0.0,0,0.0,0,18,763,RF,5,2008,,
53721,4,11,162,10,25.0,0,0.0,0,208,763,RF,5,2008,,
53722,12,0,4,6,5.0,0,0.0,0,15,763,RF,5,2008,,
53723,21,1,22,3,114.0,5,0.0,0,145,763,RF,5,2008,,
53724,22,0,0,0,0.0,1,0.0,0,1,763,RF,5,2008,,
53725,27,0,0,0,0.0,0,0.0,0,0,763,RF,5,2008,,
53726,33,1,0,0,0.0,0,0.0,2,3,763,RF,5,2008,,
53727,Total,18,200,20,144.0,6,0.0,2,390,763,RF,5,2008,,
53728,3,7,3,0,2.0,0,0.0,0,12,7742,RF,5,2002,,
53729,4,6,19,0,10.0,1,0.0,0,36,7742,RF,5,2002,,
53730,12,0,0,0,1.0,2,0.0,0,3,7742,RF,5,2002,,
53731,21,0,27,0,92.0,5,0.0,1,125,7742,RF,5,2002,,
53732,22,0,0,0,0.0,1,0.0,0,1,7742,RF,5,2002,,
53733,27,1,0,0,0.0,0,0.0,0,1,7742,RF,5,2002,,
53734,33,0,0,0,0.0,0,0.0,0,0,7742,RF,5,2002,,
53735,Total,14,49,0,105.0,9,0.0,1,178,7742,RF,5,2002,,
53736,3,0,0,0,10.0,0,0.0,0,10,76111,RF,12,2015,,
53737,4,0,0,3,37.0,0,0.0,0,40,76111,RF,12,2015,,
53738,12,0,0,0,0.0,0,0.0,0,0,76111,RF,12,2015,,
53739,21,0,0,41,114.0,0,0.0,1,156,76111,RF,12,2015,,
53740,22,0,0,2,0.0,0,0.0,0,2,76111,RF,12,2015,,
53741,27,0,0,0,0.0,0,0.0,0,0,76111,RF,12,2015,,
53742,33,0,0,0,1.0,0,0.0,2,3,76111,RF,12,2015,,
53743,Total,0,0,46,162.0,0,0.0,3,211,76111,RF,12,2015,,
53744,3,0,2,0,1.0,0,0.0,0,3,7612,RF,11,2002,,
53745,4,0,91,9,7.0,0,0.0,0,107,7612,RF,11,2002,,
53746,12,0,2,2,4.0,0,0.0,0,8,7612,RF,11,2002,,
53747,21,0,22,12,22.0,0,0.0,0,56,7612,RF,11,2002,,
53748,22,0,0,1,2.0,0,0.0,0,3,7612,RF,11,2002,,
53749,27,0,1,0,0.0,0,0.0,0,1,7612,RF,11,2002,,
53750,33,0,1,0,0.0,0,0.0,2,3,7612,RF,11,2002,,
53751,Total,0,119,24,36.0,0,0.0,2,181,7612,RF,11,2002,,
53752,3,1,0,0,,0,,0,1,7619,RF,7,1990,0.0,0.0
53753,4,8,21,4,,0,,0,36,7619,RF,7,1990,3.0,0.0
53754,12,0,0,1,,0,,0,1,7619,RF,7,1990,0.0,0.0
53755,15,0,0,0,,0,,0,2,7619,RF,7,1990,1.0,1.0
53756,18,0,0,0,,0,,0,0,7619,RF,7,1990,0.0,0.0
53757,22,0,0,0,,0,,0,0,7619,RF,7,1990,0.0,0.0
53758,33,0,0,0,,0,,0,0,7619,RF,7,1990,0.0,0.0
53759,Total,9,21,5,,0,,0,40,7619,RF,7,1990,4.0,1.0
53760,3,0,0,0,,0,,0,0,7614,RF,6,2022,0.0,0.0
53761,4,0,26,3,,0,,0,29,7614,RF,6,2022,0.0,0.0
53762,12,0,0,0,,0,,0,0,7614,RF,6,2022,0.0,0.0
53763,15,0,0,2,,0,,0,3,7614,RF,6,2022,1.0,0.0
53764,18,0,1,0,,0,,0,1,7614,RF,6,2022,0.0,0.0
53765,22,0,0,0,,0,,0,0,7614,RF,6,2022,0.0,0.0
53766,33,0,0,0,,0,,0,0,7614,RF,6,2022,0.0,0.0
53767,Total,0,27,5,,0,,0,33,7614,RF,6,2022,1.0,0.0
53768,3,7,9,0,0.0,0,0.0,0,16,754,RF,11,2020,,
53769,4,24,439,0,42.0,0,0.0,0,505,754,RF,11,2020,,
53770,12,1,7,0,7.0,2,0.0,0,17,754,RF,11,2020,,
53771,21,4,167,0,74.0,4,0.0,0,249,754,RF,11,2020,,
53772,22,1,2,0,2.0,0,0.0,0,5,754,RF,11,2020,,
53773,27,0,0,0,0.0,0,0.0,0,0,754,RF,11,2020,,
53774,33,1,3,0,1.0,0,0.0,10,15,754,RF,11,2020,,
53775,Total,38,627,0,126.0,6,0.0,10,807,754,RF,11,2020,,
53776,3,0,3,0,0.0,0,0.0,0,3,756,RF,11,2011,,
53777,4,0,127,0,67.0,5,0.0,1,200,756,RF,11,2011,,
53778,12,0,1,0,2.0,0,0.0,1,4,756,RF,11,2011,,
53779,21,0,52,0,60.0,2,0.0,0,114,756,RF,11,2011,,
53780,22,0,0,0,2.0,0,0.0,0,2,756,RF,11,2011,,
53781,27,0,0,0,0.0,0,0.0,0,0,756,RF,11,2011,,
53782,33,0,2,0,1.0,0,0.0,5,8,756,RF,11,2011,,
53783,Total,0,185,0,132.0,7,0.0,7,331,756,RF,11,2011,,
53784,3,1,6,0,1.0,0,0.0,0,8,759,RF,5,1986,,
53785,4,5,33,2,14.0,2,0.0,0,56,759,RF,5,1986,,
53786,12,0,0,0,0.0,0,0.0,0,0,759,RF,5,1986,,
53787,21,2,19,0,41.0,17,0.0,0,79,759,RF,5,1986,,
53788,22,0,0,0,1.0,0,0.0,0,1,759,RF,5,1986,,
53789,27,2,10,0,7.0,3,0.0,0,22,759,RF,5,1986,,
53790,33,0,0,0,0.0,0,0.0,1,1,759,RF,5,1986,,
53791,Total,10,68,2,64.0,22,0.0,1,167,759,RF,5,1986,,
53792,3,0,0,0,,0,,0,0,7613,RF,7,1987,0.0,0.0
53793,4,3,96,30,,9,,0,140,7613,RF,7,1987,2.0,0.0
53794,12,0,2,6,,2,,0,14,7613,RF,7,1987,4.0,0.0
53795,15,0,4,6,,0,,0,11,7613,RF,7,1987,1.0,0.0
53796,18,0,0,0,,0,,0,0,7613,RF,7,1987,0.0,0.0
53797,22,0,0,1,,0,,0,1,7613,RF,7,1987,0.0,0.0
53798,33,1,0,0,,0,,0,1,7613,RF,7,1987,0.0,0.0
53799,Total,4,102,43,,11,,0,167,7613,RF,7,1987,7.0,0.0
53800,3,1,4,2,0.0,0,0.0,0,7,7619,RF,5,1989,,
53801,4,5,200,50,15.0,6,0.0,0,276,7619,RF,5,1989,,
53802,12,0,0,4,3.0,3,0.0,0,10,7619,RF,5,1989,,
53803,21,0,7,6,41.0,8,0.0,1,63,7619,RF,5,1989,,
53804,22,0,0,0,0.0,0,0.0,0,0,7619,RF,5,1989,,
53805,27,0,0,0,0.0,0,0.0,0,0,7619,RF,5,1989,,
53806,33,0,0,2,0.0,0,0.0,1,3,7619,RF,5,1989,,
53807,Total,6,211,64,59.0,17,0.0,2,359,7619,RF,5,1989,,
53808,3,1,0,0,,0,,0,1,751,RF,6,1992,0.0,0.0
53809,4,0,0,0,,0,,0,0,751,RF,6,1992,0.0,0.0
53810,12,0,0,0,,1,,0,1,751,RF,6,1992,0.0,0.0
53811,15,0,0,0,,0,,0,0,751,RF,6,1992,0.0,0.0
53812,18,0,0,0,,0,,0,0,751,RF,6,1992,0.0,0.0
53813,22,0,0,0,,2,,0,2,751,RF,6,1992,0.0,0.0
53814,33,0,0,0,,0,,0,0,751,RF,6,1992,0.0,0.0
53815,Total,1,0,0,,3,,0,4,751,RF,6,1992,0.0,0.0
53816,3,2,0,0,0.0,0,0.0,0,2,741,RF,5,1986,,
53817,4,26,56,2,1.0,1,0.0,0,86,741,RF,5,1986,,
53818,12,0,0,0,3.0,0,0.0,0,3,741,RF,5,1986,,
53819,21,0,12,0,3.0,2,0.0,0,17,741,RF,5,1986,,
53820,22,0,0,0,0.0,0,0.0,0,0,741,RF,5,1986,,
53821,27,0,0,0,0.0,0,0.0,0,0,741,RF,5,1986,,
53822,33,0,0,0,0.0,0,0.0,2,2,741,RF,5,1986,,
53823,Total,28,68,2,7.0,3,0.0,2,110,741,RF,5,1986,,
53824,3,5,2,0,1.0,0,0.0,0,8,759,RF,12,2010,,
53825,4,16,6,2,36.0,0,0.0,0,60,759,RF,12,2010,,
53826,12,0,0,0,0.0,0,0.0,0,0,759,RF,12,2010,,
53827,21,11,6,26,57.0,0,0.0,1,101,759,RF,12,2010,,
53828,22,0,0,3,1.0,0,0.0,0,4,759,RF,12,2010,,
53829,27,0,0,1,1.0,0,0.0,0,2,759,RF,12,2010,,
53830,33,0,1,0,0.0,0,0.0,0,1,759,RF,12,2010,,
53831,Total,32,15,32,96.0,0,0.0,1,176,759,RF,12,2010,,
53832,3,1,1,0,0.0,0,0.0,0,2,771,RF,5,2011,,
53833,4,7,77,11,12.0,2,0.0,3,112,771,RF,5,2011,,
53834,12,0,2,1,1.0,0,0.0,0,4,771,RF,5,2011,,
53835,21,0,32,4,91.0,19,0.0,0,146,771,RF,5,2011,,
53836,22,0,0,1,1.0,0,0.0,0,2,771,RF,5,2011,,
53837,27,1,0,0,0.0,0,0.0,0,1,771,RF,5,2011,,
53838,33,0,0,0,0.0,0,0.0,1,1,771,RF,5,2011,,
53839,Total,9,112,17,105.0,21,0.0,4,268,771,RF,5,2011,,
53840,3,0,0,0,0.0,0,0.0,0,0,7614,RF,11,1999,,
53841,4,0,85,2,3.0,0,0.0,0,90,7614,RF,11,1999,,
53842,12,0,0,0,0.0,0,0.0,0,0,7614,RF,11,1999,,
53843,21,0,44,11,15.0,0,0.0,0,70,7614,RF,11,1999,,
53844,22,0,0,0,0.0,0,0.0,0,0,7614,RF,11,1999,,
53845,27,0,0,0,0.0,0,0.0,0,0,7614,RF,11,1999,,
53846,33,0,0,0,0.0,0,0.0,0,0,7614,RF,11,1999,,
53847,Total,0,129,13,18.0,0,0.0,0,160,7614,RF,11,1999,,
53848,3,0,11,0,0.0,0,0.0,0,11,76111,RF,11,1988,,
53849,4,0,43,5,9.0,0,0.0,0,57,76111,RF,11,1988,,
53850,12,0,0,0,0.0,0,0.0,0,0,76111,RF,11,1988,,
53851,21,0,55,20,60.0,0,0.0,1,136,76111,RF,11,1988,,
53852,22,0,0,0,0.0,1,0.0,0,1,76111,RF,11,1988,,
53853,27,0,1,0,0.0,0,0.0,0,1,76111,RF,11,1988,,
53854,33,0,0,0,0.0,0,0.0,3,3,76111,RF,11,1988,,
53855,Total,0,110,25,69.0,1,0.0,4,209,76111,RF,11,1988,,
53856,3,0,2,0,0.0,0,0.0,0,2,7615,RF,10,2018,,
53857,4,0,111,35,13.0,13,0.0,0,172,7615,RF,10,2018,,
53858,12,0,1,5,4.0,11,0.0,0,21,7615,RF,10,2018,,
53859,21,0,37,4,29.0,17,0.0,0,87,7615,RF,10,2018,,
53860,22,0,1,0,1.0,2,0.0,0,4,7615,RF,10,2018,,
53861,27,0,0,0,0.0,0,0.0,0,0,7615,RF,10,2018,,
53862,33,0,0,0,0.0,0,0.0,2,2,7615,RF,10,2018,,
53863,Total,0,152,44,47.0,43,0.0,2,288,7615,RF,10,2018,,
53864,3,3,10,0,,0,,0,14,763,RF,7,2002,0.0,1.0
53865,4,8,81,3,,1,,0,121,763,RF,7,2002,1.0,27.0
53866,12,0,1,5,,0,,0,9,763,RF,7,2002,0.0,3.0
53867,15,0,20,2,,7,,0,103,763,RF,7,2002,19.0,55.0
53868,18,0,0,0,,0,,0,0,763,RF,7,2002,0.0,0.0
53869,22,0,0,0,,2,,0,2,763,RF,7,2002,0.0,0.0
53870,33,0,0,0,,1,,0,1,763,RF,7,2002,0.0,0.0
53871,Total,11,112,10,,11,,0,250,763,RF,7,2002,20.0,86.0
53872,3,0,0,0,,0,,0,0,771,RF,7,1997,0.0,0.0
53873,4,1,21,7,,2,,0,32,771,RF,7,1997,1.0,0.0
53874,12,0,0,0,,0,,0,0,771,RF,7,1997,0.0,0.0
53875,15,2,3,4,,1,,0,13,771,RF,7,1997,3.0,0.0
53876,18,0,0,0,,0,,0,0,771,RF,7,1997,0.0,0.0
53877,22,0,0,0,,0,,0,0,771,RF,7,1997,0.0,0.0
53878,33,0,0,0,,0,,0,0,771,RF,7,1997,0.0,0.0
53879,Total,3,24,11,,3,,0,45,771,RF,7,1997,4.0,0.0
53880,3,4,14,0,0.0,0,0.0,0,18,763,RF,5,1991,,
53881,4,20,156,9,28.0,0,0.0,0,213,763,RF,5,1991,,
53882,12,0,1,7,5.0,2,0.0,1,16,763,RF,5,1991,,
53883,21,0,18,4,103.0,13,0.0,0,138,763,RF,5,1991,,
53884,22,0,0,0,0.0,3,0.0,0,3,763,RF,5,1991,,
53885,27,0,0,0,0.0,0,0.0,0,0,763,RF,5,1991,,
53886,33,0,0,0,0.0,0,0.0,2,2,763,RF,5,1991,,
53887,Total,24,189,20,136.0,18,0.0,3,390,763,RF,5,1991,,
53888,3,21,43,0,1.0,0,0.0,0,65,Caatinga,RF,9,1999,,
53889,4,23,252,33,58.0,11,0.0,0,377,Caatinga,RF,9,1999,,
53890,12,0,7,7,1.0,4,0.0,0,19,Caatinga,RF,9,1999,,
53891,21,4,91,31,145.0,61,0.0,0,332,Caatinga,RF,9,1999,,
53892,22,0,0,0,0.0,1,0.0,0,1,Caatinga,RF,9,1999,,
53893,27,0,2,0,0.0,1,0.0,0,3,Caatinga,RF,9,1999,,
53894,33,0,0,0,0.0,0,0.0,1,1,Caatinga,RF,9,1999,,
53895,Total,48,395,71,205.0,78,0.0,1,798,Caatinga,RF,9,1999,,
53896,3,0,1,0,0.0,0,0.0,0,1,7618,RF,11,1991,,
53897,4,0,109,2,8.0,0,0.0,0,119,7618,RF,11,1991,,
53898,12,0,3,0,0.0,0,0.0,0,3,7618,RF,11,1991,,
53899,21,0,8,1,46.0,3,0.0,0,58,7618,RF,11,1991,,
53900,22,0,0,0,0.0,0,0.0,0,0,7618,RF,11,1991,,
53901,27,0,0,0,0.0,0,0.0,0,0,7618,RF,11,1991,,
53902,33,0,0,0,0.0,0,0.0,0,0,7618,RF,11,1991,,
53903,Total,0,121,3,54.0,3,0.0,0,181,7618,RF,11,1991,,
53904,3,5,16,0,0.0,0,0.0,0,21,7622,RF,10,2011,,
53905,4,14,66,0,4.0,0,0.0,0,84,7622,RF,10,2011,,
53906,12,1,1,0,0.0,0,0.0,0,2,7622,RF,10,2011,,
53907,21,3,7,0,4.0,0,0.0,0,14,7622,RF,10,2011,,
53908,22,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2011,,
53909,27,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2011,,
53910,33,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2011,,
53911,Total,23,90,0,8.0,0,0.0,0,121,7622,RF,10,2011,,
53912,3,1,1,0,0.0,0,0.0,0,2,76116,RF,5,2004,,
53913,4,5,94,9,28.0,5,0.0,0,141,76116,RF,5,2004,,
53914,12,0,1,0,3.0,1,0.0,0,5,76116,RF,5,2004,,
53915,21,0,16,4,50.0,27,0.0,0,97,76116,RF,5,2004,,
53916,22,0,0,0,0.0,0,0.0,0,0,76116,RF,5,2004,,
53917,27,0,0,0,0.0,0,0.0,0,0,76116,RF,5,2004,,
53918,33,0,0,0,0.0,0,0.0,9,9,76116,RF,5,2004,,
53919,Total,6,112,13,81.0,33,0.0,9,254,76116,RF,5,2004,,
53920,3,0,0,0,0.0,0,0.0,0,0,773,RF,10,1999,,
53921,4,0,2,0,2.0,2,0.0,0,6,773,RF,10,1999,,
53922,12,0,0,0,0.0,0,0.0,1,1,773,RF,10,1999,,
53923,21,2,22,0,13.0,0,0.0,0,37,773,RF,10,1999,,
53924,22,0,0,0,3.0,0,0.0,0,3,773,RF,10,1999,,
53925,27,0,0,0,0.0,0,0.0,0,0,773,RF,10,1999,,
53926,33,0,0,0,0.0,0,0.0,0,0,773,RF,10,1999,,
53927,Total,2,24,0,18.0,2,0.0,1,47,773,RF,10,1999,,
53928,3,3,5,0,,0,,0,17,7621,RF,7,2009,9.0,0.0
53929,4,2,8,1,,0,,0,25,7621,RF,7,2009,14.0,0.0
53930,12,0,1,0,,0,,0,1,7621,RF,7,2009,0.0,0.0
53931,15,2,3,1,,0,,0,21,7621,RF,7,2009,14.0,1.0
53932,18,0,0,0,,0,,0,0,7621,RF,7,2009,0.0,0.0
53933,22,0,0,0,,0,,0,0,7621,RF,7,2009,0.0,0.0
53934,33,0,0,0,,0,,0,0,7621,RF,7,2009,0.0,0.0
53935,Total,7,17,2,,0,,0,64,7621,RF,7,2009,37.0,1.0
53936,3,0,3,0,0.0,0,0.0,0,3,755,RF,10,2020,,
53937,4,0,137,0,22.0,4,0.0,0,163,755,RF,10,2020,,
53938,12,0,0,0,3.0,1,0.0,0,4,755,RF,10,2020,,
53939,21,0,40,0,42.0,7,0.0,0,89,755,RF,10,2020,,
53940,22,0,3,0,1.0,5,0.0,0,9,755,RF,10,2020,,
53941,27,0,0,0,0.0,0,0.0,0,0,755,RF,10,2020,,
53942,33,0,3,0,0.0,1,0.0,1,5,755,RF,10,2020,,
53943,Total,0,186,0,68.0,18,0.0,1,273,755,RF,10,2020,,
53944,3,2,6,0,0.0,0,0.0,0,8,767,RF,5,1998,,
53945,4,6,39,0,5.0,0,0.0,0,50,767,RF,5,1998,,
53946,12,0,0,0,0.0,0,0.0,0,0,767,RF,5,1998,,
53947,21,1,9,0,26.0,6,0.0,0,42,767,RF,5,1998,,
53948,22,0,0,0,0.0,0,0.0,0,0,767,RF,5,1998,,
53949,27,0,0,0,0.0,0,0.0,0,0,767,RF,5,1998,,
53950,33,0,0,0,0.0,0,0.0,0,0,767,RF,5,1998,,
53951,Total,9,54,0,31.0,6,0.0,0,100,767,RF,5,1998,,
53952,3,5,27,0,0.0,0,0.0,0,32,746,RF,11,2013,,
53953,4,5,123,0,2.0,0,0.0,0,130,746,RF,11,2013,,
53954,12,1,2,0,0.0,0,0.0,0,3,746,RF,11,2013,,
53955,21,0,13,0,4.0,0,0.0,0,17,746,RF,11,2013,,
53956,22,0,1,0,0.0,1,0.0,0,2,746,RF,11,2013,,
53957,27,0,0,0,0.0,0,0.0,0,0,746,RF,11,2013,,
53958,33,0,0,0,0.0,0,0.0,1,1,746,RF,11,2013,,
53959,Total,11,166,0,6.0,1,0.0,1,185,746,RF,11,2013,,
53960,3,3,3,0,,0,,0,6,776,RF,6,2007,0.0,0.0
53961,4,10,38,6,,1,,0,77,776,RF,6,2007,22.0,0.0
53962,12,0,0,6,,2,,0,9,776,RF,6,2007,1.0,0.0
53963,15,0,11,3,,14,,0,73,776,RF,6,2007,45.0,0.0
53964,18,0,0,0,,1,,0,1,776,RF,6,2007,0.0,0.0
53965,22,0,0,2,,0,,0,2,776,RF,6,2007,0.0,0.0
53966,33,0,0,0,,0,,0,0,776,RF,6,2007,0.0,0.0
53967,Total,13,52,17,,18,,0,168,776,RF,6,2007,68.0,0.0
53968,3,1,4,0,0.0,0,0.0,0,5,752,RF,10,1986,,
53969,4,26,105,0,5.0,4,0.0,0,140,752,RF,10,1986,,
53970,12,0,2,0,0.0,1,0.0,0,3,752,RF,10,1986,,
53971,21,1,12,0,2.0,2,0.0,0,17,752,RF,10,1986,,
53972,22,0,2,0,0.0,1,0.0,0,3,752,RF,10,1986,,
53973,27,1,1,0,0.0,0,0.0,0,2,752,RF,10,1986,,
53974,33,0,1,0,0.0,0,0.0,3,4,752,RF,10,1986,,
53975,Total,29,127,0,7.0,8,0.0,3,174,752,RF,10,1986,,
53976,3,26,22,0,0.0,0,0.0,0,48,7741,RF,12,2014,,
53977,4,9,113,8,7.0,0,0.0,0,137,7741,RF,12,2014,,
53978,12,2,6,1,1.0,0,0.0,0,10,7741,RF,12,2014,,
53979,21,0,87,10,66.0,3,0.0,0,166,7741,RF,12,2014,,
53980,22,0,1,0,0.0,0,0.0,0,1,7741,RF,12,2014,,
53981,27,0,0,0,0.0,0,0.0,0,0,7741,RF,12,2014,,
53982,33,0,0,0,0.0,0,0.0,1,1,7741,RF,12,2014,,
53983,Total,37,229,19,74.0,3,0.0,1,363,7741,RF,12,2014,,
53984,3,0,2,0,0.0,0,0.0,0,2,7615,RF,12,2000,,
53985,4,0,148,0,42.0,0,0.0,0,190,7615,RF,12,2000,,
53986,12,0,3,0,18.0,0,0.0,0,21,7615,RF,12,2000,,
53987,21,0,24,0,45.0,0,0.0,0,69,7615,RF,12,2000,,
53988,22,0,1,0,3.0,0,0.0,0,4,7615,RF,12,2000,,
53989,27,0,0,0,0.0,0,0.0,0,0,7615,RF,12,2000,,
53990,33,0,0,0,0.0,0,0.0,2,2,7615,RF,12,2000,,
53991,Total,0,178,0,108.0,0,0.0,2,288,7615,RF,12,2000,,
