,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year,15,18
16917,27,0,11,0,1.0,0,0.0,0,12,7741,RF,12,1988,,
16918,33,0,0,0,0.0,0,0.0,0,0,7741,RF,12,1988,,
16919,Total,58,231,16,57.0,1,0.0,0,363,7741,RF,12,1988,,
16920,3,2,2,0,,0,,0,4,766,RF,6,1998,0.0,0.0
16921,4,4,21,3,,0,,0,33,766,RF,6,1998,5.0,0.0
16922,12,0,0,0,,0,,0,0,766,RF,6,1998,0.0,0.0
16923,15,1,0,2,,1,,0,24,766,RF,6,1998,20.0,0.0
16924,18,1,0,0,,0,,0,1,766,RF,6,1998,0.0,0.0
16925,22,0,0,0,,1,,0,1,766,RF,6,1998,0.0,0.0
16926,33,0,0,0,,0,,0,0,766,RF,6,1998,0.0,0.0
16927,Total,8,23,5,,2,,0,63,766,RF,6,1998,25.0,0.0
16928,3,0,1,0,0.0,0,0.0,0,1,7421,RF,5,2021,,
16929,4,1,58,4,3.0,1,0.0,0,67,7421,RF,5,2021,,
16930,12,0,0,1,0.0,1,0.0,0,2,7421,RF,5,2021,,
16931,21,0,8,1,3.0,2,0.0,0,14,7421,RF,5,2021,,
16932,22,0,0,0,0.0,0,0.0,0,0,7421,RF,5,2021,,
16933,27,0,0,0,0.0,0,0.0,0,0,7421,RF,5,2021,,
16934,33,0,0,0,0.0,0,0.0,0,0,7421,RF,5,2021,,
16935,Total,1,67,6,6.0,4,0.0,0,84,7421,RF,5,2021,,
16936,3,19,3,0,,0,,0,22,746,RF,7,2002,0.0,0.0
16937,4,24,34,2,,0,,0,80,746,RF,7,2002,3.0,17.0
16938,12,0,0,0,,0,,0,0,746,RF,7,2002,0.0,0.0
16939,15,0,0,0,,1,,0,4,746,RF,7,2002,1.0,2.0
16940,18,0,0,0,,0,,0,0,746,RF,7,2002,0.0,0.0
16941,22,0,0,0,,1,,0,2,746,RF,7,2002,0.0,1.0
16942,33,0,0,0,,0,,0,0,746,RF,7,2002,0.0,0.0
16943,Total,43,37,2,,2,,0,108,746,RF,7,2002,4.0,20.0
16944,3,0,0,0,,0,,0,0,759,RF,7,2004,0.0,0.0
16945,4,0,0,0,,0,,0,0,759,RF,7,2004,0.0,0.0
16946,12,0,0,0,,0,,0,0,759,RF,7,2004,0.0,0.0
16947,15,0,3,0,,0,,0,10,759,RF,7,2004,6.0,1.0
16948,18,0,0,0,,0,,0,1,759,RF,7,2004,0.0,1.0
16949,22,0,0,0,,0,,0,0,759,RF,7,2004,0.0,0.0
16950,33,0,0,0,,0,,0,1,759,RF,7,2004,0.0,1.0
16951,Total,0,3,0,,0,,0,12,759,RF,7,2004,6.0,3.0
16952,3,40,6,0,0.0,0,0.0,0,46,7741,RF,5,1993,,
16953,4,46,81,9,16.0,2,0.0,0,154,7741,RF,5,1993,,
16954,12,3,4,3,0.0,0,0.0,0,10,7741,RF,5,1993,,
16955,21,2,45,14,71.0,18,0.0,0,150,7741,RF,5,1993,,
16956,22,0,0,0,0.0,0,0.0,0,0,7741,RF,5,1993,,
16957,27,0,0,0,0.0,0,0.0,0,0,7741,RF,5,1993,,
16958,33,0,0,0,0.0,0,0.0,0,0,7741,RF,5,1993,,
16959,Total,91,136,26,87.0,20,0.0,0,360,7741,RF,5,1993,,
16960,3,1,0,0,,0,,0,1,757,RF,7,1992,0.0,0.0
16961,4,0,7,0,,4,,0,13,757,RF,7,1992,1.0,1.0
16962,12,0,0,0,,0,,0,1,757,RF,7,1992,0.0,1.0
16963,15,0,1,0,,8,,0,10,757,RF,7,1992,0.0,1.0
16964,18,0,0,0,,0,,0,0,757,RF,7,1992,0.0,0.0
16965,22,0,0,0,,0,,0,0,757,RF,7,1992,0.0,0.0
16966,33,0,0,0,,0,,1,1,757,RF,7,1992,0.0,0.0
16967,Total,1,8,0,,12,,1,26,757,RF,7,1992,1.0,3.0
16968,3,0,23,0,1.0,0,0.0,0,24,776,RF,11,2006,,
16969,4,0,196,7,38.0,1,0.0,0,242,776,RF,11,2006,,
16970,12,0,0,9,0.0,1,0.0,0,10,776,RF,11,2006,,
16971,21,0,69,19,112.0,7,0.0,0,207,776,RF,11,2006,,
16972,22,0,1,0,0.0,0,0.0,0,1,776,RF,11,2006,,
16973,27,0,0,0,0.0,0,0.0,0,0,776,RF,11,2006,,
16974,33,0,0,1,0.0,0,0.0,0,1,776,RF,11,2006,,
16975,Total,0,289,36,151.0,9,0.0,0,485,776,RF,11,2006,,
16976,3,0,8,0,1.0,0,0.0,0,9,767,RF,10,2007,,
16977,4,0,39,0,8.0,0,0.0,0,47,767,RF,10,2007,,
16978,12,0,0,0,0.0,0,0.0,0,0,767,RF,10,2007,,
16979,21,0,18,0,25.0,1,0.0,0,44,767,RF,10,2007,,
16980,22,0,0,0,0.0,0,0.0,0,0,767,RF,10,2007,,
16981,27,0,0,0,0.0,0,0.0,0,0,767,RF,10,2007,,
16982,33,0,0,0,0.0,0,0.0,0,0,767,RF,10,2007,,
16983,Total,0,65,0,34.0,1,0.0,0,100,767,RF,10,2007,,
16984,3,9,5,0,2.0,0,0.0,0,16,765,RF,5,1992,,
16985,4,16,75,5,17.0,3,0.0,1,117,765,RF,5,1992,,
16986,12,0,0,0,0.0,0,0.0,0,0,765,RF,5,1992,,
16987,21,2,18,3,72.0,5,0.0,0,100,765,RF,5,1992,,
16988,22,0,0,0,1.0,0,0.0,0,1,765,RF,5,1992,,
16989,27,0,0,0,0.0,0,0.0,0,0,765,RF,5,1992,,
16990,33,0,0,0,0.0,0,0.0,2,2,765,RF,5,1992,,
16991,Total,27,98,8,92.0,8,0.0,3,236,765,RF,5,1992,,
16992,3,0,0,0,,0,,0,0,771,RF,7,2004,0.0,0.0
16993,4,0,10,10,,1,,0,33,771,RF,7,2004,11.0,1.0
16994,12,0,0,0,,0,,0,0,771,RF,7,2004,0.0,0.0
16995,15,0,3,6,,1,,0,11,771,RF,7,2004,1.0,0.0
16996,18,0,0,0,,0,,0,0,771,RF,7,2004,0.0,0.0
16997,22,0,0,0,,0,,0,1,771,RF,7,2004,1.0,0.0
16998,33,0,0,0,,0,,0,0,771,RF,7,2004,0.0,0.0
16999,Total,0,13,16,,2,,0,45,771,RF,7,2004,13.0,1.0
17000,3,0,0,0,0.0,0,0.0,0,0,7617,RF,12,2016,,
17001,4,0,136,0,14.0,0,0.0,0,150,7617,RF,12,2016,,
17002,12,0,3,0,4.0,0,0.0,1,8,7617,RF,12,2016,,
17003,21,0,15,0,15.0,0,0.0,0,30,7617,RF,12,2016,,
17004,22,0,0,0,2.0,0,0.0,1,3,7617,RF,12,2016,,
17005,27,0,0,0,0.0,0,0.0,0,0,7617,RF,12,2016,,
17006,33,0,2,0,4.0,0,0.0,25,31,7617,RF,12,2016,,
17007,Total,0,156,0,39.0,0,0.0,27,222,7617,RF,12,2016,,
17008,3,1,1,0,0.0,0,0.0,0,2,741,RF,12,2021,,
17009,4,16,62,1,1.0,0,0.0,0,80,741,RF,12,2021,,
17010,12,0,2,1,1.0,0,0.0,0,4,741,RF,12,2021,,
17011,21,3,13,1,4.0,0,0.0,0,21,741,RF,12,2021,,
17012,22,0,0,0,1.0,0,0.0,0,1,741,RF,12,2021,,
17013,27,0,0,0,0.0,0,0.0,0,0,741,RF,12,2021,,
17014,33,0,1,0,0.0,0,0.0,1,2,741,RF,12,2021,,
17015,Total,20,79,3,7.0,0,0.0,1,110,741,RF,12,2021,,
17016,3,0,8,0,0.0,0,0.0,0,8,767,RF,11,1988,,
17017,4,0,46,0,8.0,0,0.0,0,54,767,RF,11,1988,,
17018,12,0,0,0,0.0,0,0.0,0,0,767,RF,11,1988,,
17019,21,0,11,0,27.0,0,0.0,0,38,767,RF,11,1988,,
17020,22,0,0,0,0.0,0,0.0,0,0,767,RF,11,1988,,
17021,27,0,0,0,0.0,0,0.0,0,0,767,RF,11,1988,,
17022,33,0,0,0,0.0,0,0.0,0,0,767,RF,11,1988,,
17023,Total,0,65,0,35.0,0,0.0,0,100,767,RF,11,1988,,
17024,3,4,18,0,0.0,0,0.0,0,22,7622,RF,11,1994,,
17025,4,1,71,0,6.0,0,0.0,0,78,7622,RF,11,1994,,
17026,12,0,2,0,0.0,0,0.0,0,2,7622,RF,11,1994,,
17027,21,0,9,0,10.0,0,0.0,0,19,7622,RF,11,1994,,
17028,22,0,0,0,0.0,0,0.0,0,0,7622,RF,11,1994,,
17029,27,0,0,0,0.0,0,0.0,0,0,7622,RF,11,1994,,
17030,33,0,0,0,0.0,0,0.0,0,0,7622,RF,11,1994,,
17031,Total,5,100,0,16.0,0,0.0,0,121,7622,RF,11,1994,,
17032,3,2,0,0,,0,,0,2,7615,RF,6,2013,0.0,0.0
17033,4,1,108,32,,3,,0,151,7615,RF,6,2013,7.0,0.0
17034,12,0,2,4,,8,,0,20,7615,RF,6,2013,6.0,0.0
17035,15,0,8,8,,12,,0,54,7615,RF,6,2013,26.0,0.0
17036,18,1,3,2,,3,,0,9,7615,RF,6,2013,0.0,0.0
17037,22,0,1,0,,2,,0,4,7615,RF,6,2013,1.0,0.0
17038,33,0,0,0,,0,,2,2,7615,RF,6,2013,0.0,0.0
17039,Total,4,122,46,,28,,2,242,7615,RF,6,2013,40.0,0.0
17040,3,1,0,0,,0,,0,1,7619,RF,6,2013,0.0,0.0
17041,4,1,25,8,,0,,0,34,7619,RF,6,2013,0.0,0.0
17042,12,0,0,1,,0,,0,1,7619,RF,6,2013,0.0,0.0
17043,15,0,0,1,,1,,0,4,7619,RF,6,2013,2.0,0.0
17044,18,0,0,0,,0,,0,0,7619,RF,6,2013,0.0,0.0
17045,22,0,0,0,,0,,0,0,7619,RF,6,2013,0.0,0.0
17046,33,0,0,0,,0,,0,0,7619,RF,6,2013,0.0,0.0
17047,Total,2,25,10,,1,,0,40,7619,RF,6,2013,2.0,0.0
17048,3,2,0,0,0.0,0,0.0,0,2,741,RF,12,2017,,
17049,4,16,59,3,1.0,0,0.0,0,79,741,RF,12,2017,,
17050,12,0,1,0,3.0,0,0.0,0,4,741,RF,12,2017,,
17051,21,1,12,2,7.0,0,0.0,0,22,741,RF,12,2017,,
17052,22,0,0,1,0.0,0,0.0,0,1,741,RF,12,2017,,
17053,27,0,0,0,0.0,0,0.0,0,0,741,RF,12,2017,,
17054,33,0,0,1,0.0,0,0.0,1,2,741,RF,12,2017,,
17055,Total,19,72,7,11.0,0,0.0,1,110,741,RF,12,2017,,
17056,3,1,3,0,,0,,0,4,766,RF,6,2002,0.0,0.0
17057,4,2,27,0,,0,,0,32,766,RF,6,2002,3.0,0.0
17058,12,0,0,0,,0,,0,0,766,RF,6,2002,0.0,0.0
17059,15,0,4,0,,0,,0,25,766,RF,6,2002,21.0,0.0
17060,18,1,0,0,,0,,0,1,766,RF,6,2002,0.0,0.0
17061,22,0,0,0,,1,,0,1,766,RF,6,2002,0.0,0.0
17062,33,0,0,0,,0,,0,0,766,RF,6,2002,0.0,0.0
17063,Total,4,34,0,,1,,0,63,766,RF,6,2002,24.0,0.0
17064,3,21,10,0,1.0,1,0.0,0,33,753,RF,10,2002,,
17065,4,101,221,0,24.0,6,0.0,0,352,753,RF,10,2002,,
17066,12,3,7,0,4.0,1,0.0,0,15,753,RF,10,2002,,
17067,21,29,58,0,21.0,28,0.0,0,136,753,RF,10,2002,,
17068,22,3,1,2,1.0,14,0.0,0,21,753,RF,10,2002,,
17069,27,0,0,0,0.0,0,0.0,0,0,753,RF,10,2002,,
17070,33,4,2,0,2.0,0,0.0,10,18,753,RF,10,2002,,
17071,Total,161,299,2,53.0,50,0.0,10,575,753,RF,10,2002,,
17072,3,1,15,0,1.0,0,0.0,0,17,7621,RF,10,2014,,
17073,4,0,19,0,3.0,0,0.0,0,22,7621,RF,10,2014,,
17074,12,0,1,0,0.0,0,0.0,0,1,7621,RF,10,2014,,
17075,21,0,6,0,18.0,0,0.0,0,24,7621,RF,10,2014,,
17076,22,0,0,0,0.0,0,0.0,0,0,7621,RF,10,2014,,
17077,27,0,0,0,0.0,0,0.0,0,0,7621,RF,10,2014,,
17078,33,0,0,0,0.0,0,0.0,0,0,7621,RF,10,2014,,
17079,Total,1,41,0,22.0,0,0.0,0,64,7621,RF,10,2014,,
17080,3,0,6,0,0.0,0,0.0,0,6,756,RF,10,1994,,
17081,4,0,206,0,37.0,15,0.0,1,259,756,RF,10,1994,,
17082,12,0,5,0,4.0,1,0.0,0,10,756,RF,10,1994,,
17083,21,0,75,0,58.0,13,0.0,0,146,756,RF,10,1994,,
17084,22,0,1,0,1.0,1,0.0,0,3,756,RF,10,1994,,
17085,27,0,0,0,0.0,0,0.0,0,0,756,RF,10,1994,,
17086,33,0,2,0,0.0,0,0.0,3,5,756,RF,10,1994,,
17087,Total,0,295,0,100.0,30,0.0,4,429,756,RF,10,1994,,
17088,3,0,5,1,0.0,0,0.0,0,6,7619,RF,11,2009,,
17089,4,0,233,33,11.0,1,0.0,0,278,7619,RF,11,2009,,
17090,12,0,3,5,0.0,1,0.0,3,12,7619,RF,11,2009,,
17091,21,0,15,11,35.0,1,0.0,0,62,7619,RF,11,2009,,
17092,22,0,0,0,0.0,0,0.0,0,0,7619,RF,11,2009,,
17093,27,0,0,0,0.0,0,0.0,0,0,7619,RF,11,2009,,
17094,33,0,0,0,0.0,0,0.0,2,2,7619,RF,11,2009,,
17095,Total,0,256,50,46.0,3,0.0,5,360,7619,RF,11,2009,,
17096,3,0,0,0,,0,,0,0,772,RF,6,1998,0.0,0.0
17097,4,3,10,0,,1,,1,20,772,RF,6,1998,5.0,0.0
17098,12,0,0,0,,0,,0,0,772,RF,6,1998,0.0,0.0
17099,15,1,2,0,,5,,0,18,772,RF,6,1998,10.0,0.0
17100,18,0,1,0,,0,,0,1,772,RF,6,1998,0.0,0.0
17101,22,0,0,0,,0,,0,0,772,RF,6,1998,0.0,0.0
17102,33,0,0,0,,0,,0,0,772,RF,6,1998,0.0,0.0
17103,Total,4,13,0,,6,,1,39,772,RF,6,1998,15.0,0.0
17104,3,0,10,0,2.0,0,0.0,0,12,757,RF,11,2008,,
17105,4,0,146,2,24.0,2,0.0,0,174,757,RF,11,2008,,
17106,12,0,1,1,3.0,0,0.0,0,5,757,RF,11,2008,,
17107,21,0,72,6,97.0,2,0.0,1,178,757,RF,11,2008,,
17108,22,0,3,0,0.0,0,0.0,0,3,757,RF,11,2008,,
17109,27,0,1,0,1.0,0,0.0,0,2,757,RF,11,2008,,
17110,33,0,3,0,1.0,0,0.0,4,8,757,RF,11,2008,,
17111,Total,0,236,9,128.0,4,0.0,5,382,757,RF,11,2008,,
17112,3,0,6,0,0.0,0,0.0,0,6,7619,RF,12,1995,,
17113,4,0,241,25,9.0,0,0.0,0,275,7619,RF,12,1995,,
17114,12,0,6,5,1.0,0,0.0,0,12,7619,RF,12,1995,,
17115,21,0,19,9,37.0,0,0.0,0,65,7619,RF,12,1995,,
17116,22,0,0,0,0.0,0,0.0,0,0,7619,RF,12,1995,,
17117,27,0,0,0,0.0,0,0.0,0,0,7619,RF,12,1995,,
17118,33,0,1,0,0.0,0,0.0,1,2,7619,RF,12,1995,,
17119,Total,0,273,39,47.0,0,0.0,1,360,7619,RF,12,1995,,
17120,3,2,0,0,,0,,0,2,745,RF,7,2022,0.0,0.0
17121,4,17,6,1,,0,,0,28,745,RF,7,2022,0.0,4.0
17122,12,0,0,0,,0,,0,0,745,RF,7,2022,0.0,0.0
17123,15,0,1,0,,0,,0,1,745,RF,7,2022,0.0,0.0
17124,18,0,0,0,,0,,0,0,745,RF,7,2022,0.0,0.0
17125,22,0,0,0,,0,,0,0,745,RF,7,2022,0.0,0.0
17126,33,0,0,0,,0,,0,0,745,RF,7,2022,0.0,0.0
17127,Total,19,7,1,,0,,0,31,745,RF,7,2022,0.0,4.0
17128,3,5,2,0,1.0,0,0.0,0,8,745,RF,11,2006,,
17129,4,26,25,0,4.0,0,0.0,0,55,745,RF,11,2006,,
17130,12,0,0,0,0.0,1,0.0,0,1,745,RF,11,2006,,
17131,21,1,1,0,5.0,0,0.0,0,7,745,RF,11,2006,,
17132,22,0,0,0,0.0,0,0.0,0,0,745,RF,11,2006,,
17133,27,0,0,0,0.0,0,0.0,0,0,745,RF,11,2006,,
17134,33,0,0,0,0.0,0,0.0,0,0,745,RF,11,2006,,
17135,Total,32,28,0,10.0,1,0.0,0,71,745,RF,11,2006,,
17136,3,16,10,2,0.0,3,0.0,1,32,753,RF,5,1998,,
17137,4,63,233,3,0.0,33,0.0,4,336,753,RF,5,1998,,
17138,12,1,7,0,0.0,7,0.0,0,15,753,RF,5,1998,,
17139,21,22,43,3,0.0,56,0.0,0,124,753,RF,5,1998,,
17140,22,3,1,1,0.0,16,0.0,0,21,753,RF,5,1998,,
17141,27,3,0,1,0.0,2,0.0,0,6,753,RF,5,1998,,
17142,33,4,2,2,0.0,3,0.0,3,14,753,RF,5,1998,,
17143,Total,112,296,12,0.0,120,0.0,8,548,753,RF,5,1998,,
17144,3,27,20,0,0.0,0,0.0,0,47,7741,RF,10,2021,,
17145,4,16,98,6,10.0,1,0.0,0,131,7741,RF,10,2021,,
17146,12,1,7,1,0.0,1,0.0,0,10,7741,RF,10,2021,,
17147,21,2,88,3,66.0,7,0.0,0,166,7741,RF,10,2021,,
17148,22,0,1,0,0.0,0,0.0,0,1,7741,RF,10,2021,,
17149,27,2,3,0,0.0,0,0.0,0,5,7741,RF,10,2021,,
17150,33,0,0,0,0.0,0,0.0,1,1,7741,RF,10,2021,,
17151,Total,48,217,10,76.0,9,0.0,1,361,7741,RF,10,2021,,
17152,3,0,12,0,0.0,0,0.0,0,12,766,RF,11,2002,,
17153,4,0,98,0,13.0,0,0.0,0,111,766,RF,11,2002,,
17154,12,0,3,0,1.0,1,0.0,0,5,766,RF,11,2002,,
17155,21,2,21,0,109.0,1,0.0,0,133,766,RF,11,2002,,
17156,22,0,1,0,0.0,0,0.0,0,1,766,RF,11,2002,,
17157,27,0,0,0,0.0,0,0.0,0,0,766,RF,11,2002,,
17158,33,0,1,0,1.0,0,0.0,2,4,766,RF,11,2002,,
17159,Total,2,136,0,124.0,2,0.0,2,266,766,RF,11,2002,,
17160,3,0,6,0,5.0,0,0.0,0,11,757,RF,10,1992,,
17161,4,0,103,1,48.0,35,0.0,2,189,757,RF,10,1992,,
17162,12,0,0,0,3.0,1,0.0,0,4,757,RF,10,1992,,
17163,21,0,63,1,89.0,35,0.0,3,191,757,RF,10,1992,,
17164,22,0,0,0,1.0,1,0.0,0,2,757,RF,10,1992,,
17165,27,0,4,0,1.0,2,0.0,0,7,757,RF,10,1992,,
17166,33,0,1,0,1.0,1,0.0,3,6,757,RF,10,1992,,
17167,Total,0,177,2,148.0,75,0.0,8,410,757,RF,10,1992,,
17168,3,6,10,0,0.0,0,0.0,0,16,754,RF,5,2002,,
17169,4,53,338,36,97.0,2,0.0,0,526,754,RF,5,2002,,
17170,12,2,2,0,11.0,1,0.0,0,16,754,RF,5,2002,,
17171,21,8,58,9,145.0,11,0.0,0,231,754,RF,5,2002,,
17172,22,0,1,0,2.0,1,0.0,0,4,754,RF,5,2002,,
17173,27,0,0,0,0.0,0,0.0,0,0,754,RF,5,2002,,
17174,33,5,4,0,0.0,0,0.0,5,14,754,RF,5,2002,,
17175,Total,74,413,45,255.0,15,0.0,5,807,754,RF,5,2002,,
17176,3,0,6,0,5.0,0,0.0,0,11,76111,RF,12,1999,,
17177,4,0,15,6,21.0,0,0.0,0,42,76111,RF,12,1999,,
17178,12,0,0,0,0.0,0,0.0,0,0,76111,RF,12,1999,,
17179,21,0,30,21,97.0,0,0.0,0,148,76111,RF,12,1999,,
17180,22,0,0,1,1.0,0,0.0,0,2,76111,RF,12,1999,,
17181,27,0,0,0,0.0,0,0.0,0,0,76111,RF,12,1999,,
17182,33,0,0,0,0.0,0,0.0,3,3,76111,RF,12,1999,,
17183,Total,0,51,28,124.0,0,0.0,3,206,76111,RF,12,1999,,
17184,3,0,4,0,1.0,0,0.0,0,5,752,RF,12,1996,,
17185,4,2,94,2,5.0,0,0.0,0,103,752,RF,12,1996,,
17186,12,0,3,0,1.0,0,0.0,0,4,752,RF,12,1996,,
17187,21,1,15,1,5.0,0,0.0,0,22,752,RF,12,1996,,
17188,22,0,3,1,0.0,0,0.0,0,4,752,RF,12,1996,,
17189,27,0,0,0,0.0,0,0.0,0,0,752,RF,12,1996,,
17190,33,0,0,0,0.0,0,0.0,1,1,752,RF,12,1996,,
17191,Total,3,119,4,12.0,0,0.0,1,139,752,RF,12,1996,,
17192,3,7,10,2,0.0,0,0.0,0,19,751,RF,12,1994,,
17193,4,80,70,0,4.0,0,0.0,0,154,751,RF,12,1994,,
17194,12,1,4,3,0.0,0,0.0,0,8,751,RF,12,1994,,
17195,21,9,22,5,2.0,0,0.0,0,38,751,RF,12,1994,,
17196,22,0,4,3,0.0,0,0.0,0,7,751,RF,12,1994,,
17197,27,0,0,0,0.0,0,0.0,0,0,751,RF,12,1994,,
17198,33,0,1,3,0.0,0,0.0,0,4,751,RF,12,1994,,
17199,Total,97,111,16,6.0,0,0.0,0,230,751,RF,12,1994,,
17200,3,2,0,0,1.0,0,0.0,0,3,771,RF,11,2015,,
17201,4,16,86,0,13.0,1,0.0,0,116,771,RF,11,2015,,
17202,12,0,1,0,3.0,0,0.0,0,4,771,RF,11,2015,,
17203,21,2,67,0,95.0,0,0.0,0,164,771,RF,11,2015,,
17204,22,0,1,0,1.0,0,0.0,0,2,771,RF,11,2015,,
17205,27,0,0,0,0.0,0,0.0,0,0,771,RF,11,2015,,
17206,33,0,0,0,0.0,0,0.0,1,1,771,RF,11,2015,,
17207,Total,20,155,0,113.0,1,0.0,1,290,771,RF,11,2015,,
17208,3,1,17,0,0.0,0,0.0,0,18,763,RF,12,2008,,
17209,4,2,178,5,23.0,0,0.0,0,208,763,RF,12,2008,,
17210,12,0,6,7,2.0,0,0.0,0,15,763,RF,12,2008,,
17211,21,0,40,10,94.0,1,0.0,0,145,763,RF,12,2008,,
17212,22,0,0,0,1.0,0,0.0,0,1,763,RF,12,2008,,
17213,27,0,0,0,0.0,0,0.0,0,0,763,RF,12,2008,,
17214,33,0,0,0,0.0,0,0.0,3,3,763,RF,12,2008,,
17215,Total,3,241,22,120.0,1,0.0,3,390,763,RF,12,2008,,
17216,3,0,0,0,0.0,0,0.0,0,0,7613,RF,12,2019,,
17217,4,0,104,1,49.0,0,0.0,0,154,7613,RF,12,2019,,
17218,12,0,0,1,16.0,0,0.0,0,17,7613,RF,12,2019,,
17219,21,0,12,0,13.0,0,0.0,0,25,7613,RF,12,2019,,
17220,22,0,0,0,1.0,0,0.0,0,1,7613,RF,12,2019,,
17221,27,0,0,0,0.0,0,0.0,0,0,7613,RF,12,2019,,
17222,33,0,1,0,0.0,0,0.0,0,1,7613,RF,12,2019,,
17223,Total,0,117,2,79.0,0,0.0,0,198,7613,RF,12,2019,,
17224,3,0,0,0,0.0,0,0.0,0,0,773,RF,12,1995,,
17225,4,1,0,0,5.0,0,0.0,0,6,773,RF,12,1995,,
17226,12,0,1,0,0.0,0,0.0,0,1,773,RF,12,1995,,
17227,21,2,4,5,26.0,0,0.0,0,37,773,RF,12,1995,,
17228,22,1,1,0,0.0,0,0.0,0,2,773,RF,12,1995,,
17229,27,0,0,0,0.0,0,0.0,0,0,773,RF,12,1995,,
17230,33,0,0,0,0.0,0,0.0,0,0,773,RF,12,1995,,
17231,Total,4,6,5,31.0,0,0.0,0,46,773,RF,12,1995,,
17232,3,2,2,0,,0,,0,4,7422,RF,7,1997,0.0,0.0
17233,4,5,52,4,,2,,2,98,7422,RF,7,1997,33.0,0.0
17234,12,0,0,1,,1,,0,6,7422,RF,7,1997,4.0,0.0
17235,15,4,8,1,,2,,0,33,7422,RF,7,1997,18.0,0.0
17236,18,0,0,0,,0,,0,0,7422,RF,7,1997,0.0,0.0
17237,22,0,0,0,,0,,0,0,7422,RF,7,1997,0.0,0.0
17238,33,0,0,0,,0,,2,2,7422,RF,7,1997,0.0,0.0
17239,Total,11,62,6,,5,,4,143,7422,RF,7,1997,55.0,0.0
17240,3,2,2,0,0.0,0,0.0,0,4,7422,RF,5,1994,,
17241,4,8,94,4,20.0,1,0.0,2,129,7422,RF,5,1994,,
17242,12,0,4,0,2.0,1,0.0,0,7,7422,RF,5,1994,,
17243,21,1,13,2,19.0,10,0.0,0,45,7422,RF,5,1994,,
17244,22,0,0,0,0.0,0,0.0,0,0,7422,RF,5,1994,,
17245,27,0,0,0,0.0,0,0.0,0,0,7422,RF,5,1994,,
17246,33,0,1,0,0.0,0,0.0,1,2,7422,RF,5,1994,,
17247,Total,11,114,6,41.0,12,0.0,3,187,7422,RF,5,1994,,
17248,3,2,15,0,,0,,0,20,7621,RF,7,1988,3.0,0.0
17249,4,2,18,0,,1,,0,27,7621,RF,7,1988,6.0,0.0
17250,12,0,1,0,,0,,0,1,7621,RF,7,1988,0.0,0.0
17251,15,2,5,0,,0,,0,16,7621,RF,7,1988,9.0,0.0
17252,18,0,0,0,,0,,0,0,7621,RF,7,1988,0.0,0.0
17253,22,0,0,0,,0,,0,0,7621,RF,7,1988,0.0,0.0
17254,33,0,0,0,,0,,0,0,7621,RF,7,1988,0.0,0.0
17255,Total,6,39,0,,1,,0,64,7621,RF,7,1988,18.0,0.0
17256,3,0,0,0,0.0,0,0.0,0,0,7617,RF,5,2022,,
17257,4,0,111,26,11.0,2,0.0,0,150,7617,RF,5,2022,,
17258,12,0,0,0,3.0,1,0.0,0,4,7617,RF,5,2022,,
17259,21,0,4,9,13.0,3,0.0,1,30,7617,RF,5,2022,,
17260,22,0,0,0,0.0,1,0.0,0,1,7617,RF,5,2022,,
17261,27,0,0,0,0.0,0,0.0,0,0,7617,RF,5,2022,,
17262,33,0,1,0,0.0,0,0.0,36,37,7617,RF,5,2022,,
17263,Total,0,116,35,27.0,7,0.0,37,222,7617,RF,5,2022,,
17264,3,0,1,0,,0,,0,1,751,RF,6,1994,0.0,0.0
17265,4,0,0,0,,0,,0,0,751,RF,6,1994,0.0,0.0
17266,12,0,1,0,,0,,0,1,751,RF,6,1994,0.0,0.0
17267,15,0,0,0,,0,,0,0,751,RF,6,1994,0.0,0.0
17268,18,0,0,0,,0,,0,0,751,RF,6,1994,0.0,0.0
17269,22,1,0,1,,0,,0,2,751,RF,6,1994,0.0,0.0
17270,33,0,0,0,,0,,0,0,751,RF,6,1994,0.0,0.0
17271,Total,1,2,1,,0,,0,4,751,RF,6,1994,0.0,0.0
17272,3,0,5,0,0.0,0,0.0,0,5,756,RF,11,2003,,
17273,4,0,254,0,10.0,0,0.0,0,264,756,RF,11,2003,,
17274,12,0,6,0,1.0,0,0.0,0,7,756,RF,11,2003,,
17275,21,0,104,0,35.0,0,0.0,0,139,756,RF,11,2003,,
17276,22,0,2,0,1.0,0,0.0,0,3,756,RF,11,2003,,
17277,27,0,0,0,0.0,0,0.0,0,0,756,RF,11,2003,,
17278,33,0,2,0,0.0,0,0.0,6,8,756,RF,11,2003,,
17279,Total,0,373,0,47.0,0,0.0,6,426,756,RF,11,2003,,
17280,3,0,0,0,,0,,0,1,775,RF,7,2002,0.0,1.0
17281,4,0,2,0,,0,,0,3,775,RF,7,2002,1.0,0.0
17282,12,0,0,0,,0,,1,1,775,RF,7,2002,0.0,0.0
17283,15,0,1,0,,1,,0,4,775,RF,7,2002,1.0,1.0
17284,18,0,0,0,,0,,0,0,775,RF,7,2002,0.0,0.0
17285,22,0,0,0,,0,,0,0,775,RF,7,2002,0.0,0.0
17286,33,0,0,0,,0,,0,0,775,RF,7,2002,0.0,0.0
17287,Total,0,3,0,,1,,1,9,775,RF,7,2002,2.0,2.0
17288,3,1,1,0,0.0,0,0.0,0,2,76116,RF,12,2022,,
