,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,16,9,0,1,0,0,26,753,TemporalV3J4,21,2002
1,4,48,238,0,35,2,0,323,753,TemporalV3J4,21,2002
2,12,1,3,0,7,0,0,11,753,TemporalV3J4,21,2002
3,21,10,51,2,46,3,0,112,753,TemporalV3J4,21,2002
4,22,3,1,4,11,3,1,23,753,TemporalV3J4,21,2002
5,33,2,4,2,1,0,7,16,753,TemporalV3J4,21,2002
6,Total,80,306,8,101,8,8,511,753,TemporalV3J4,21,2002
7,3,0,19,0,0,0,0,19,7622,TemporalV3J4,21,2017
8,4,0,80,0,3,0,0,83,7622,TemporalV3J4,21,2017
9,12,0,2,0,0,0,0,2,7622,TemporalV3J4,21,2017
10,21,0,11,0,5,0,0,16,7622,TemporalV3J4,21,2017
11,22,0,1,0,0,0,0,1,7622,TemporalV3J4,21,2017
12,33,0,0,0,0,0,0,0,7622,TemporalV3J4,21,2017
13,Total,0,113,0,8,0,0,121,7622,TemporalV3J4,21,2017
14,3,1,10,0,0,0,0,11,744,TemporalV3J4,21,2012
15,4,6,499,3,28,3,0,539,744,TemporalV3J4,21,2012
16,12,0,9,2,8,0,0,19,744,TemporalV3J4,21,2012
17,21,0,55,6,87,1,0,149,744,TemporalV3J4,21,2012
18,22,0,1,0,1,0,0,2,744,TemporalV3J4,21,2012
19,33,0,2,0,0,0,0,2,744,TemporalV3J4,21,2012
20,Total,7,576,11,124,4,0,722,744,TemporalV3J4,21,2012
21,3,0,21,0,0,0,0,21,7622,TemporalV3J4,21,2013
22,4,0,78,0,5,0,0,83,7622,TemporalV3J4,21,2013
23,12,0,2,0,0,0,0,2,7622,TemporalV3J4,21,2013
24,21,0,10,0,5,0,0,15,7622,TemporalV3J4,21,2013
25,22,0,0,0,0,0,0,0,7622,TemporalV3J4,21,2013
26,33,0,0,0,0,0,0,0,7622,TemporalV3J4,21,2013
27,Total,0,111,0,10,0,0,121,7622,TemporalV3J4,21,2013
28,3,0,19,0,0,0,0,19,763,TemporalV3J4,21,2017
29,4,2,187,1,14,0,0,204,763,TemporalV3J4,21,2017
30,12,0,4,5,6,0,0,15,763,TemporalV3J4,21,2017
31,21,0,27,1,119,1,0,148,763,TemporalV3J4,21,2017
32,22,0,2,1,1,0,0,4,763,TemporalV3J4,21,2017
33,33,0,0,0,0,0,2,2,763,TemporalV3J4,21,2017
34,Total,2,239,8,140,1,2,392,763,TemporalV3J4,21,2017
35,3,0,0,0,0,0,0,0,7614,TemporalV3J4,21,1996
36,4,6,67,0,5,0,0,78,7614,TemporalV3J4,21,1996
37,12,0,0,0,0,0,0,0,7614,TemporalV3J4,21,1996
38,21,0,17,0,37,0,0,54,7614,TemporalV3J4,21,1996
39,22,0,0,0,0,0,0,0,7614,TemporalV3J4,21,1996
40,33,0,0,0,0,0,0,0,7614,TemporalV3J4,21,1996
41,Total,6,84,0,42,0,0,132,7614,TemporalV3J4,21,1996
42,3,13,9,1,1,0,0,24,753,TemporalV3J4,21,1993
43,4,34,225,1,63,3,0,326,753,TemporalV3J4,21,1993
44,12,1,6,0,4,1,0,12,753,TemporalV3J4,21,1993
45,21,13,44,0,54,4,0,115,753,TemporalV3J4,21,1993
46,22,7,0,2,10,2,1,22,753,TemporalV3J4,21,1993
47,33,4,3,3,0,0,2,12,753,TemporalV3J4,21,1993
48,Total,72,287,7,132,10,3,511,753,TemporalV3J4,21,1993
49,3,1,1,0,2,0,0,4,757,TemporalV3J4,21,1994
50,4,4,97,1,50,0,0,152,757,TemporalV3J4,21,1994
51,12,0,0,0,2,0,0,2,757,TemporalV3J4,21,1994
52,21,2,24,0,97,0,1,124,757,TemporalV3J4,21,1994
53,22,0,0,0,2,0,0,2,757,TemporalV3J4,21,1994
54,33,1,0,0,1,0,4,6,757,TemporalV3J4,21,1994
55,Total,8,122,1,154,0,5,290,757,TemporalV3J4,21,1994
56,3,0,12,0,1,0,0,13,766,TemporalV3J4,21,2010
57,4,0,86,0,22,0,0,108,766,TemporalV3J4,21,2010
58,12,0,3,0,3,0,0,6,766,TemporalV3J4,21,2010
59,21,0,9,0,127,0,0,136,766,TemporalV3J4,21,2010
60,22,0,1,0,0,1,0,2,766,TemporalV3J4,21,2010
61,33,0,0,0,0,0,2,2,766,TemporalV3J4,21,2010
62,Total,0,111,0,153,1,2,267,766,TemporalV3J4,21,2010
63,3,0,4,0,0,0,0,4,7422,TemporalV3J4,21,2008
64,4,3,100,3,17,0,0,123,7422,TemporalV3J4,21,2008
65,12,0,1,0,5,0,0,6,7422,TemporalV3J4,21,2008
66,21,0,24,1,20,1,0,46,7422,TemporalV3J4,21,2008
67,22,0,0,0,0,0,0,0,7422,TemporalV3J4,21,2008
68,33,0,0,0,0,1,1,2,7422,TemporalV3J4,21,2008
69,Total,3,129,4,42,2,1,181,7422,TemporalV3J4,21,2008
70,3,87,206,2,15,0,0,310,Caatinga,TemporalV3J4,21,2019
71,4,173,4121,62,718,0,0,5074,Caatinga,TemporalV3J4,21,2019
72,12,2,66,32,108,2,2,212,Caatinga,TemporalV3J4,21,2019
73,21,24,774,43,2180,26,0,3047,Caatinga,TemporalV3J4,21,2019
74,22,5,27,18,46,14,2,112,Caatinga,TemporalV3J4,21,2019
75,33,7,19,6,15,2,80,129,Caatinga,TemporalV3J4,21,2019
76,Total,298,5213,163,3082,44,84,8884,Caatinga,TemporalV3J4,21,2019
77,3,1,17,0,0,0,0,18,763,TemporalV3J4,21,2011
78,4,2,190,1,13,0,0,206,763,TemporalV3J4,21,2011
79,12,0,4,5,6,0,0,15,763,TemporalV3J4,21,2011
80,21,0,32,0,113,0,1,146,763,TemporalV3J4,21,2011
81,22,0,2,1,1,0,0,4,763,TemporalV3J4,21,2011
82,33,0,0,0,0,0,3,3,763,TemporalV3J4,21,2011
83,Total,3,245,7,133,0,4,392,763,TemporalV3J4,21,2011
84,3,3,6,0,0,0,0,9,759,TemporalV3J4,21,2020
85,4,3,28,1,2,0,0,34,759,TemporalV3J4,21,2020
86,12,0,0,0,0,0,0,0,759,TemporalV3J4,21,2020
87,21,2,16,3,47,0,0,68,759,TemporalV3J4,21,2020
88,22,0,0,0,1,1,0,2,759,TemporalV3J4,21,2020
89,33,0,0,0,2,0,0,2,759,TemporalV3J4,21,2020
90,Total,8,50,4,52,1,0,115,759,TemporalV3J4,21,2020
91,3,0,0,0,0,0,0,0,7616,TemporalV3J4,21,2004
92,4,0,80,3,10,0,0,93,7616,TemporalV3J4,21,2004
93,12,0,2,1,0,0,0,3,7616,TemporalV3J4,21,2004
94,21,0,6,0,25,0,0,31,7616,TemporalV3J4,21,2004
95,22,0,0,0,0,0,0,0,7616,TemporalV3J4,21,2004
96,33,0,0,0,0,0,0,0,7616,TemporalV3J4,21,2004
97,Total,0,88,4,35,0,0,127,7616,TemporalV3J4,21,2004
98,3,2,10,0,0,0,0,12,744,TemporalV3J4,21,1995
99,4,5,471,1,56,0,1,534,744,TemporalV3J4,21,1995
100,12,0,7,5,9,0,0,21,744,TemporalV3J4,21,1995
101,21,0,30,0,119,2,0,151,744,TemporalV3J4,21,1995
102,22,0,0,0,2,0,0,2,744,TemporalV3J4,21,1995
103,33,0,1,1,0,0,0,2,744,TemporalV3J4,21,1995
104,Total,7,519,7,186,2,1,722,744,TemporalV3J4,21,1995
105,3,1,10,0,0,0,0,11,744,TemporalV3J4,21,2016
106,4,6,493,5,34,0,0,538,744,TemporalV3J4,21,2016
107,12,0,7,6,6,0,0,19,744,TemporalV3J4,21,2016
108,21,0,54,7,85,4,0,150,744,TemporalV3J4,21,2016
109,22,0,1,0,1,0,0,2,744,TemporalV3J4,21,2016
110,33,0,1,1,0,0,0,2,744,TemporalV3J4,21,2016
111,Total,7,566,19,126,4,0,722,744,TemporalV3J4,21,2016
112,3,0,12,0,1,0,0,13,766,TemporalV3J4,21,1991
113,4,0,85,0,19,0,0,104,766,TemporalV3J4,21,1991
114,12,0,4,0,2,0,0,6,766,TemporalV3J4,21,1991
115,21,0,11,0,128,0,0,139,766,TemporalV3J4,21,1991
116,22,0,1,0,0,1,0,2,766,TemporalV3J4,21,1991
117,33,0,0,0,1,0,2,3,766,TemporalV3J4,21,1991
118,Total,0,113,0,151,1,2,267,766,TemporalV3J4,21,1991
119,3,4,4,0,1,0,0,9,745,TemporalV3J4,21,1988
120,4,19,30,0,2,0,0,51,745,TemporalV3J4,21,1988
121,12,0,0,0,0,1,0,1,745,TemporalV3J4,21,1988
122,21,0,1,0,8,1,0,10,745,TemporalV3J4,21,1988
123,22,0,0,0,0,0,0,0,745,TemporalV3J4,21,1988
124,33,0,0,0,0,0,0,0,745,TemporalV3J4,21,1988
125,Total,23,35,0,11,2,0,71,745,TemporalV3J4,21,1988
126,3,0,0,0,0,0,0,0,7613,TemporalV3J4,21,2011
127,4,0,105,0,45,1,0,151,7613,TemporalV3J4,21,2011
128,12,0,2,1,14,0,0,17,7613,TemporalV3J4,21,2011
129,21,0,8,0,14,0,0,22,7613,TemporalV3J4,21,2011
130,22,0,0,0,1,0,0,1,7613,TemporalV3J4,21,2011
131,33,0,1,0,0,0,0,1,7613,TemporalV3J4,21,2011
132,Total,0,116,1,74,1,0,192,7613,TemporalV3J4,21,2011
133,3,0,9,0,1,0,0,10,76111,TemporalV3J4,21,1986
134,4,0,34,1,24,0,0,59,76111,TemporalV3J4,21,1986
135,12,0,0,0,0,0,0,0,76111,TemporalV3J4,21,1986
136,21,0,38,2,67,0,0,107,76111,TemporalV3J4,21,1986
137,22,0,0,1,0,0,0,1,76111,TemporalV3J4,21,1986
138,33,0,0,0,0,0,3,3,76111,TemporalV3J4,21,1986
139,Total,0,81,4,92,0,3,180,76111,TemporalV3J4,21,1986
140,3,0,0,0,0,0,0,0,7617,TemporalV3J4,21,2002
141,4,0,133,0,17,0,0,150,7617,TemporalV3J4,21,2002
142,12,0,2,0,4,0,1,7,7617,TemporalV3J4,21,2002
143,21,0,6,0,24,0,0,30,7617,TemporalV3J4,21,2002
144,22,0,0,0,1,0,1,2,7617,TemporalV3J4,21,2002
145,33,0,2,0,3,0,26,31,7617,TemporalV3J4,21,2002
146,Total,0,143,0,49,0,28,220,7617,TemporalV3J4,21,2002
147,3,0,3,0,0,0,0,3,7612,TemporalV3J4,21,2022
148,4,0,86,4,3,0,0,93,7612,TemporalV3J4,21,2022
149,12,0,2,4,2,0,0,8,7612,TemporalV3J4,21,2022
150,21,0,32,3,31,0,0,66,7612,TemporalV3J4,21,2022
151,22,0,1,1,2,0,0,4,7612,TemporalV3J4,21,2022
152,33,0,0,0,0,0,3,3,7612,TemporalV3J4,21,2022
153,Total,0,124,12,38,0,3,177,7612,TemporalV3J4,21,2022
154,3,1,2,0,1,0,0,4,757,TemporalV3J4,21,1996
155,4,3,106,1,41,0,0,151,757,TemporalV3J4,21,1996
156,12,0,0,0,2,0,0,2,757,TemporalV3J4,21,1996
157,21,1,24,1,98,0,0,124,757,TemporalV3J4,21,1996
158,22,0,0,0,2,0,0,2,757,TemporalV3J4,21,1996
159,33,1,0,2,2,0,2,7,757,TemporalV3J4,21,1996
160,Total,6,132,4,146,0,2,290,757,TemporalV3J4,21,1996
161,3,16,9,0,1,0,0,26,753,TemporalV3J4,21,2006
162,4,47,233,0,45,1,0,326,753,TemporalV3J4,21,2006
163,12,1,4,0,4,0,1,10,753,TemporalV3J4,21,2006
164,21,8,41,1,55,3,0,108,753,TemporalV3J4,21,2006
165,22,6,2,3,9,2,1,23,753,TemporalV3J4,21,2006
166,33,6,2,1,2,0,7,18,753,TemporalV3J4,21,2006
167,Total,84,291,5,116,6,9,511,753,TemporalV3J4,21,2006
168,3,0,2,0,1,0,0,3,7612,TemporalV3J4,21,2001
169,4,0,100,2,4,0,0,106,7612,TemporalV3J4,21,2001
170,12,0,1,1,7,0,0,9,7612,TemporalV3J4,21,2001
171,21,0,20,5,29,0,0,54,7612,TemporalV3J4,21,2001
172,22,0,0,0,3,0,0,3,7612,TemporalV3J4,21,2001
173,33,0,0,1,0,0,1,2,7612,TemporalV3J4,21,2001
174,Total,0,123,9,44,0,1,177,7612,TemporalV3J4,21,2001
175,3,1,1,0,2,0,0,4,757,TemporalV3J4,21,1991
176,4,6,100,0,46,0,0,152,757,TemporalV3J4,21,1991
177,12,0,0,1,1,0,0,2,757,TemporalV3J4,21,1991
178,21,1,18,1,104,0,0,124,757,TemporalV3J4,21,1991
179,22,0,0,0,2,0,0,2,757,TemporalV3J4,21,1991
180,33,1,0,1,2,1,1,6,757,TemporalV3J4,21,1991
181,Total,9,119,3,157,1,1,290,757,TemporalV3J4,21,1991
182,3,1,1,0,0,0,0,2,741,TemporalV3J4,21,1985
183,4,1,84,0,0,0,0,85,741,TemporalV3J4,21,1985
184,12,0,0,1,2,0,0,3,741,TemporalV3J4,21,1985
185,21,0,12,0,3,0,0,15,741,TemporalV3J4,21,1985
186,22,0,0,0,0,0,0,0,741,TemporalV3J4,21,1985
187,33,0,0,0,0,0,2,2,741,TemporalV3J4,21,1985
188,Total,2,97,1,5,0,2,107,741,TemporalV3J4,21,1985
189,3,6,8,0,0,0,0,14,776,TemporalV3J4,21,2004
