,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year
134,33,1,0,0,0,0,0,0,1,7613,Spatial,5,2006
135,Total,6,86,32,0,0,8,0,132,7613,Spatial,5,2006
136,3,0,16,1,0,0,2,0,19,751,Spatial,9,1994
137,4,0,144,0,0,0,1,0,145,751,Spatial,9,1994
138,12,0,6,2,0,0,1,0,9,751,Spatial,9,1994
139,15,0,0,0,0,0,0,0,0,751,Spatial,9,1994
140,18,0,0,0,0,0,0,0,0,751,Spatial,9,1994
141,22,0,6,3,0,0,3,0,12,751,Spatial,9,1994
142,33,0,1,2,0,0,0,0,3,751,Spatial,9,1994
143,Total,0,173,8,0,0,7,0,188,751,Spatial,9,1994
144,3,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
145,4,11,67,0,0,0,0,0,78,7614,Spatial,5,1989
146,12,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
147,15,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
148,18,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
149,22,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
150,33,0,0,0,0,0,0,0,0,7614,Spatial,5,1989
151,Total,11,67,0,0,0,0,0,78,7614,Spatial,5,1989
152,3,3,4,0,0,0,0,0,7,767,Spatial,5,1997
153,4,10,35,0,0,0,1,0,46,767,Spatial,5,1997
154,12,0,0,0,0,0,0,0,0,767,Spatial,5,1997
155,15,0,0,0,0,0,0,0,0,767,Spatial,5,1997
156,18,0,0,0,0,0,0,0,0,767,Spatial,5,1997
157,22,0,0,0,0,0,1,0,1,767,Spatial,5,1997
158,33,0,0,0,0,0,0,0,0,767,Spatial,5,1997
159,Total,13,39,0,0,0,2,0,54,767,Spatial,5,1997
160,3,0,10,0,0,0,0,0,10,766,Spatial,9,1999
161,4,0,84,0,0,0,1,0,85,766,Spatial,9,1999
162,12,0,4,0,0,0,0,0,4,766,Spatial,9,1999
163,15,0,0,0,0,0,0,0,0,766,Spatial,9,1999
164,18,0,0,0,0,0,0,0,0,766,Spatial,9,1999
165,22,0,1,0,0,0,1,0,2,766,Spatial,9,1999
166,33,0,0,0,0,0,0,2,2,766,Spatial,9,1999
167,Total,0,99,0,0,0,2,2,103,766,Spatial,9,1999
168,3,1,4,0,0,0,0,0,5,756,Spatial,5,1993
169,4,13,156,15,0,0,7,0,191,756,Spatial,5,1993
170,12,0,4,1,0,0,2,0,7,756,Spatial,5,1993
171,15,0,0,0,0,0,0,0,0,756,Spatial,5,1993
172,18,0,0,0,0,0,0,0,0,756,Spatial,5,1993
173,22,0,1,1,0,0,4,0,6,756,Spatial,5,1993
174,33,0,0,0,0,0,1,4,5,756,Spatial,5,1993
175,Total,14,165,17,0,0,14,4,214,756,Spatial,5,1993
176,3,1,1,0,0,0,0,0,2,76116,Spatial,5,1990
177,4,8,86,22,0,0,3,1,120,76116,Spatial,5,1990
178,12,0,1,1,0,0,1,0,3,76116,Spatial,5,1990
179,15,0,0,0,0,0,0,0,0,76116,Spatial,5,1990
180,18,0,0,0,0,0,0,0,0,76116,Spatial,5,1990
181,22,0,0,0,0,0,0,0,0,76116,Spatial,5,1990
