,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
35100,12,0,1,5,1,0,3,0,10,776,GTB,5,1991,0.0
35101,15,0,29,4,128,0,19,0,180,776,GTB,5,1991,0.0
35102,18,0,0,0,0,0,0,0,0,776,GTB,5,1991,0.0
35103,22,0,0,1,2,0,0,0,3,776,GTB,5,1991,0.0
35104,27,0,0,0,0,0,0,0,0,776,GTB,5,1991,0.0
35105,33,0,0,0,0,0,0,1,1,776,GTB,5,1991,0.0
35106,Total,33,236,23,169,0,25,1,487,776,GTB,5,1991,0.0
35107,3,0,0,0,0,0,0,0,0,7614,GTB,9,1988,0.0
35108,4,0,98,3,2,0,1,0,104,7614,GTB,9,1988,0.0
35109,12,0,0,0,0,0,0,0,0,7614,GTB,9,1988,0.0
35110,15,0,29,3,19,0,3,0,54,7614,GTB,9,1988,0.0
35111,18,0,0,0,0,0,0,0,0,7614,GTB,9,1988,0.0
35112,22,0,0,0,1,0,0,0,1,7614,GTB,9,1988,0.0
35113,27,0,2,0,0,0,0,0,2,7614,GTB,9,1988,0.0
35114,33,0,0,0,0,0,0,0,0,7614,GTB,9,1988,0.0
35115,Total,0,129,6,22,0,4,0,161,7614,GTB,9,1988,0.0
35116,3,0,1,0,0,0,0,0,1,7618,GTB,5,2016,0.0
35117,4,0,94,8,7,0,1,0,110,7618,GTB,5,2016,0.0
35118,12,0,1,1,1,0,0,0,3,7618,GTB,5,2016,0.0
35119,15,0,4,2,56,0,4,0,66,7618,GTB,5,2016,0.0
35120,18,0,1,0,0,0,0,0,1,7618,GTB,5,2016,0.0
35121,22,0,0,0,0,0,1,0,1,7618,GTB,5,2016,0.0
35122,27,0,0,0,0,0,0,0,0,7618,GTB,5,2016,0.0
35123,33,0,0,0,0,0,0,0,0,7618,GTB,5,2016,0.0
35124,Total,0,101,11,64,0,6,0,182,7618,GTB,5,2016,0.0
35125,3,47,83,3,6,0,1,0,140,Caatinga,GTB,6,1986,
35126,4,163,1583,253,260,0,26,13,2298,Caatinga,GTB,6,1986,
35127,12,2,21,31,46,0,17,2,119,Caatinga,GTB,6,1986,
35128,15,9,125,49,412,0,81,0,676,Caatinga,GTB,6,1986,
35129,18,1,8,3,16,0,5,0,33,Caatinga,GTB,6,1986,
35130,22,3,3,6,5,0,10,0,27,Caatinga,GTB,6,1986,
35131,33,2,2,2,1,0,0,58,65,Caatinga,GTB,6,1986,
35132,Total,227,1825,347,746,0,140,73,3358,Caatinga,GTB,6,1986,
35133,3,0,1,0,0,0,0,0,1,7618,GTB,10,1989,0.0
35134,4,0,88,16,9,3,3,2,121,7618,GTB,10,1989,0.0
35135,12,0,1,0,1,1,0,0,3,7618,GTB,10,1989,0.0
35136,15,0,4,4,12,31,5,0,56,7618,GTB,10,1989,0.0
35137,18,0,0,0,0,0,0,0,0,7618,GTB,10,1989,0.0
35138,22,0,0,0,0,0,1,0,1,7618,GTB,10,1989,0.0
35139,27,0,0,0,0,0,0,0,0,7618,GTB,10,1989,0.0
35140,33,0,0,0,0,0,0,0,0,7618,GTB,10,1989,0.0
35141,Total,0,94,20,22,35,9,2,182,7618,GTB,10,1989,0.0
35142,3,2,2,0,0,0,0,0,4,7422,GTB,6,1990,
35143,4,5,66,8,17,0,3,1,100,7422,GTB,6,1990,
35144,12,1,1,1,3,0,0,0,6,7422,GTB,6,1990,
35145,15,0,4,4,15,0,7,0,30,7422,GTB,6,1990,
35146,18,0,0,0,1,0,0,0,1,7422,GTB,6,1990,
35147,22,0,0,0,0,0,0,0,0,7422,GTB,6,1990,
35148,33,0,0,0,0,0,0,2,2,7422,GTB,6,1990,
35149,Total,8,73,13,36,0,10,3,143,7422,GTB,6,1990,
35150,3,1,14,0,3,0,0,0,18,7621,GTB,9,1989,0.0
35151,4,0,21,0,6,0,0,0,27,7621,GTB,9,1989,0.0
35152,12,1,0,0,0,0,0,0,1,7621,GTB,9,1989,0.0
35153,15,0,6,0,11,0,1,0,18,7621,GTB,9,1989,0.0
35154,18,0,0,0,0,0,0,0,0,7621,GTB,9,1989,0.0
35155,22,0,0,0,0,0,0,0,0,7621,GTB,9,1989,0.0
35156,27,0,0,0,0,0,0,0,0,7621,GTB,9,1989,0.0
35157,33,0,0,0,0,0,0,0,0,7621,GTB,9,1989,0.0
35158,Total,2,41,0,20,0,1,0,64,7621,GTB,9,1989,0.0
35159,3,2,1,0,0,0,0,0,3,7612,GTB,6,2008,
35160,4,3,54,4,5,0,1,0,67,7612,GTB,6,2008,
35161,12,0,0,1,4,0,2,0,7,7612,GTB,6,2008,
35162,15,0,9,1,14,0,1,0,25,7612,GTB,6,2008,
35163,18,0,0,0,0,0,0,0,0,7612,GTB,6,2008,
35164,22,0,0,0,1,0,0,0,1,7612,GTB,6,2008,
35165,33,0,0,0,0,0,0,3,3,7612,GTB,6,2008,
35166,Total,5,64,6,24,0,4,3,106,7612,GTB,6,2008,
35167,3,4,6,1,0,0,1,0,12,744,GTB,9,1996,0.0
35168,4,54,390,34,56,0,5,2,541,744,GTB,9,1996,0.0
35169,12,0,2,10,4,0,5,1,22,744,GTB,9,1996,0.0
35170,15,0,39,17,73,0,14,0,143,744,GTB,9,1996,0.0
35171,18,0,2,3,7,0,1,0,13,744,GTB,9,1996,0.0
35172,22,0,1,0,0,0,1,0,2,744,GTB,9,1996,0.0
35173,27,0,0,0,0,0,0,0,0,744,GTB,9,1996,0.0
35174,33,0,0,1,0,0,0,1,2,744,GTB,9,1996,0.0
35175,Total,58,440,66,140,0,27,4,735,744,GTB,9,1996,0.0
35176,3,0,8,0,0,1,0,0,9,767,GTB,9,2010,0.0
35177,4,0,35,0,5,4,0,0,44,767,GTB,9,2010,0.0
35178,12,0,0,0,0,0,0,0,0,767,GTB,9,2010,0.0
35179,15,0,10,0,18,9,1,0,38,767,GTB,9,2010,0.0
35180,18,0,4,0,0,4,1,0,9,767,GTB,9,2010,0.0
35181,22,0,0,0,0,0,1,0,1,767,GTB,9,2010,0.0
35182,27,0,0,0,0,0,0,0,0,767,GTB,9,2010,0.0
35183,33,0,0,0,0,0,0,0,0,767,GTB,9,2010,0.0
35184,Total,0,57,0,23,18,3,0,101,767,GTB,9,2010,0.0
35185,3,0,8,0,1,0,0,0,9,767,GTB,10,2020,0.0
35186,4,0,35,0,4,0,0,0,39,767,GTB,10,2020,0.0
35187,12,0,0,0,0,0,0,0,0,767,GTB,10,2020,0.0
35188,15,0,10,0,28,4,1,0,43,767,GTB,10,2020,0.0
35189,18,0,2,0,3,4,0,0,9,767,GTB,10,2020,0.0
35190,22,0,0,0,0,0,1,0,1,767,GTB,10,2020,0.0
35191,27,0,0,0,0,0,0,0,0,767,GTB,10,2020,0.0
35192,33,0,0,0,0,0,0,0,0,767,GTB,10,2020,0.0
35193,Total,0,55,0,36,8,2,0,101,767,GTB,10,2020,0.0
35194,3,0,21,1,2,0,0,0,26,776,GTB,10,1989,2.0
35195,4,0,192,18,45,0,9,0,274,776,GTB,10,1989,10.0
35196,12,0,3,1,2,0,4,0,10,776,GTB,10,1989,0.0
35197,15,0,41,16,77,0,36,0,173,776,GTB,10,1989,3.0
35198,18,0,0,0,0,0,0,0,0,776,GTB,10,1989,0.0
35199,22,0,1,1,1,0,0,0,3,776,GTB,10,1989,0.0
35200,27,0,0,0,0,0,0,0,0,776,GTB,10,1989,0.0
35201,33,0,0,0,0,0,1,0,1,776,GTB,10,1989,0.0
35202,Total,0,258,37,127,0,50,0,487,776,GTB,10,1989,15.0
35203,3,1,0,0,0,0,0,0,1,7421,GTB,5,1999,0.0
35204,4,2,55,3,4,0,0,0,64,7421,GTB,5,1999,0.0
35205,12,0,0,0,1,0,1,0,2,7421,GTB,5,1999,0.0
35206,15,0,6,1,7,0,2,0,16,7421,GTB,5,1999,0.0
35207,18,0,0,0,1,0,0,0,1,7421,GTB,5,1999,0.0
35208,22,0,0,0,0,0,0,0,0,7421,GTB,5,1999,0.0
35209,27,0,0,0,0,0,0,0,0,7421,GTB,5,1999,0.0
35210,33,0,0,0,0,0,0,0,0,7421,GTB,5,1999,0.0
35211,Total,3,61,4,13,0,3,0,84,7421,GTB,5,1999,0.0
35212,3,6,8,0,0,0,0,0,14,765,GTB,5,2018,0.0
35213,4,5,86,2,13,0,0,0,106,765,GTB,5,2018,0.0
35214,12,0,0,0,0,0,0,0,0,765,GTB,5,2018,0.0
35215,15,0,14,0,89,0,5,0,108,765,GTB,5,2018,0.0
35216,18,3,1,0,1,0,0,0,5,765,GTB,5,2018,0.0
35217,22,0,2,0,0,0,4,0,6,765,GTB,5,2018,0.0
35218,27,0,0,0,0,0,0,0,0,765,GTB,5,2018,0.0
35219,33,1,0,0,0,0,0,1,2,765,GTB,5,2018,0.0
35220,Total,15,111,2,103,0,9,1,241,765,GTB,5,2018,0.0
35221,3,1,1,0,0,0,0,0,2,775,GTB,10,1990,0.0
35222,4,0,2,0,2,0,0,0,4,775,GTB,10,1990,0.0
35223,12,0,0,0,0,0,0,0,0,775,GTB,10,1990,0.0
35224,15,0,8,1,4,0,4,0,17,775,GTB,10,1990,0.0
35225,18,0,0,0,0,0,0,0,0,775,GTB,10,1990,0.0
35226,22,0,0,0,0,0,0,0,0,775,GTB,10,1990,0.0
35227,27,0,0,0,0,0,0,0,0,775,GTB,10,1990,0.0
35228,33,0,0,0,0,0,0,0,0,775,GTB,10,1990,0.0
35229,Total,1,11,1,6,0,4,0,23,775,GTB,10,1990,0.0
35230,3,4,4,0,0,0,0,0,8,764,GTB,5,2022,0.0
35231,4,0,22,0,1,0,2,0,25,764,GTB,5,2022,0.0
35232,12,0,0,0,0,0,0,0,0,764,GTB,5,2022,0.0
35233,15,1,13,0,26,0,1,0,41,764,GTB,5,2022,0.0
35234,18,0,0,0,0,0,0,0,0,764,GTB,5,2022,0.0
35235,22,0,1,0,0,0,1,0,2,764,GTB,5,2022,0.0
35236,27,0,0,0,0,0,0,0,0,764,GTB,5,2022,0.0
35237,33,0,0,0,0,0,0,0,0,764,GTB,5,2022,0.0
35238,Total,5,40,0,27,0,4,0,76,764,GTB,5,2022,0.0
35239,3,0,9,0,0,0,0,0,9,767,GTB,9,2017,0.0
35240,4,0,33,0,4,1,0,0,38,767,GTB,9,2017,0.0
35241,12,0,0,0,0,0,0,0,0,767,GTB,9,2017,0.0
35242,15,0,5,0,34,4,2,0,45,767,GTB,9,2017,0.0
35243,18,0,1,0,6,1,0,0,8,767,GTB,9,2017,0.0
35244,22,0,0,0,0,0,1,0,1,767,GTB,9,2017,0.0
35245,27,0,0,0,0,0,0,0,0,767,GTB,9,2017,0.0
35246,33,0,0,0,0,0,0,0,0,767,GTB,9,2017,0.0
35247,Total,0,48,0,44,6,3,0,101,767,GTB,9,2017,0.0
35248,3,0,1,0,0,0,0,0,1,7619,GTB,6,2002,
35249,4,4,24,4,2,0,0,0,34,7619,GTB,6,2002,
35250,12,0,0,1,0,0,0,0,1,7619,GTB,6,2002,
35251,15,0,0,0,4,0,0,0,4,7619,GTB,6,2002,
35252,18,0,0,0,0,0,0,0,0,7619,GTB,6,2002,
35253,22,0,0,0,0,0,0,0,0,7619,GTB,6,2002,
35254,33,0,0,0,0,0,0,0,0,7619,GTB,6,2002,
35255,Total,4,25,5,6,0,0,0,40,7619,GTB,6,2002,
35256,3,2,12,0,0,0,0,0,16,754,GTB,9,1996,2.0
35257,4,29,351,0,46,52,4,0,515,754,GTB,9,1996,33.0
35258,12,0,4,0,4,4,2,1,16,754,GTB,9,1996,1.0
35259,15,5,91,0,63,35,8,3,227,754,GTB,9,1996,22.0
35260,18,0,2,0,3,1,1,0,10,754,GTB,9,1996,3.0
35261,22,0,1,0,0,2,1,1,5,754,GTB,9,1996,0.0
35262,27,0,2,0,0,0,0,0,5,754,GTB,9,1996,3.0
35263,33,2,2,0,0,0,0,8,14,754,GTB,9,1996,2.0
35264,Total,38,465,0,116,94,16,13,808,754,GTB,9,1996,66.0
35265,3,2,19,0,0,0,0,0,21,7622,GTB,5,2004,0.0
35266,4,1,71,2,3,0,1,0,78,7622,GTB,5,2004,0.0
35267,12,0,1,0,1,0,0,0,2,7622,GTB,5,2004,0.0
35268,15,0,10,1,8,0,0,0,19,7622,GTB,5,2004,0.0
35269,18,0,0,0,1,0,0,0,1,7622,GTB,5,2004,0.0
35270,22,0,0,0,0,0,0,0,0,7622,GTB,5,2004,0.0
35271,27,0,0,0,0,0,0,0,0,7622,GTB,5,2004,0.0
35272,33,0,0,0,0,0,0,0,0,7622,GTB,5,2004,0.0
35273,Total,3,101,3,13,0,1,0,121,7622,GTB,5,2004,0.0
35274,3,22,9,0,0,0,1,0,32,753,GTB,5,2019,0.0
35275,4,72,257,1,17,0,8,0,355,753,GTB,5,2019,0.0
35276,12,3,4,1,5,0,1,1,15,753,GTB,5,2019,0.0
35277,15,13,44,0,21,0,19,0,97,753,GTB,5,2019,0.0
35278,18,6,12,0,6,0,10,0,34,753,GTB,5,2019,0.0
35279,22,3,2,1,1,0,16,0,24,753,GTB,5,2019,1.0
35280,27,0,0,0,0,0,0,0,0,753,GTB,5,2019,0.0
35281,33,5,2,3,1,0,1,8,20,753,GTB,5,2019,0.0
35282,Total,124,330,6,51,0,56,9,577,753,GTB,5,2019,1.0
35283,3,0,1,0,0,0,0,0,1,755,GTB,7,2007,
35284,4,2,78,3,6,11,0,0,100,755,GTB,7,2007,
35285,12,0,1,1,0,0,1,0,3,755,GTB,7,2007,
35286,15,0,15,1,7,14,5,0,42,755,GTB,7,2007,
35287,18,0,1,0,1,3,0,0,5,755,GTB,7,2007,
35288,22,0,0,0,2,1,2,0,5,755,GTB,7,2007,
35289,33,1,0,2,0,0,0,0,3,755,GTB,7,2007,
35290,Total,3,96,7,16,29,8,0,159,755,GTB,7,2007,
35291,3,3,6,0,0,0,0,0,9,767,GTB,5,2007,0.0
35292,4,6,35,0,6,0,0,0,47,767,GTB,5,2007,0.0
35293,12,0,0,0,0,0,0,0,0,767,GTB,5,2007,0.0
35294,15,1,5,0,30,0,1,0,37,767,GTB,5,2007,0.0
35295,18,4,1,0,2,0,0,0,7,767,GTB,5,2007,0.0
35296,22,0,1,0,0,0,0,0,1,767,GTB,5,2007,0.0
35297,27,0,0,0,0,0,0,0,0,767,GTB,5,2007,0.0
35298,33,0,0,0,0,0,0,0,0,767,GTB,5,2007,0.0
35299,Total,14,48,0,38,0,1,0,101,767,GTB,5,2007,0.0
35300,3,25,6,0,1,0,0,0,32,753,GTB,10,2022,0.0
35301,4,105,219,1,23,0,6,0,354,753,GTB,10,2022,0.0
35302,12,2,4,1,5,0,0,0,12,753,GTB,10,2022,0.0
35303,15,16,51,1,18,0,11,0,97,753,GTB,10,2022,0.0
35304,18,14,8,0,4,0,8,0,34,753,GTB,10,2022,0.0
35305,22,4,2,2,4,0,10,0,24,753,GTB,10,2022,2.0
35306,27,0,1,0,0,0,0,0,1,753,GTB,10,2022,0.0
35307,33,6,4,2,1,0,0,10,23,753,GTB,10,2022,0.0
35308,Total,172,295,7,56,0,35,10,577,753,GTB,10,2022,2.0
35309,3,0,5,0,0,0,0,0,5,752,GTB,10,1991,0.0
35310,4,18,90,0,15,0,6,0,129,752,GTB,10,1991,0.0
35311,12,0,2,0,0,0,2,0,4,752,GTB,10,1991,0.0
35312,15,2,12,0,11,0,2,0,27,752,GTB,10,1991,0.0
35313,18,0,3,0,0,0,0,0,3,752,GTB,10,1991,0.0
35314,22,0,1,0,2,0,1,0,4,752,GTB,10,1991,0.0
35315,27,0,0,0,0,0,0,0,0,752,GTB,10,1991,0.0
35316,33,0,0,0,0,0,1,2,3,752,GTB,10,1991,0.0
35317,Total,20,113,0,28,0,12,2,175,752,GTB,10,1991,0.0
35318,3,3,1,0,0,0,0,0,4,7422,GTB,6,2007,
35319,4,3,53,11,27,0,0,1,95,7422,GTB,6,2007,
35320,12,0,0,2,3,0,1,0,6,7422,GTB,6,2007,
35321,15,0,10,3,21,0,2,0,36,7422,GTB,6,2007,
35322,18,0,0,0,0,0,0,0,0,7422,GTB,6,2007,
35323,22,0,0,0,0,0,0,0,0,7422,GTB,6,2007,
35324,33,0,0,0,0,0,0,2,2,7422,GTB,6,2007,
35325,Total,6,64,16,51,0,3,3,143,7422,GTB,6,2007,
35326,3,4,4,0,0,0,0,0,8,7741,GTB,7,1994,
35327,4,5,28,4,9,0,2,0,48,7741,GTB,7,1994,
35328,12,0,1,1,1,0,0,0,3,7741,GTB,7,1994,
35329,15,0,9,1,10,0,1,0,21,7741,GTB,7,1994,
35330,18,0,0,0,0,0,0,0,0,7741,GTB,7,1994,
35331,22,0,0,1,0,0,0,0,1,7741,GTB,7,1994,
35332,33,0,0,0,0,0,0,0,0,7741,GTB,7,1994,
35333,Total,9,42,7,20,0,3,0,81,7741,GTB,7,1994,
35334,3,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35335,4,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35336,12,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35337,15,0,0,0,5,0,0,0,5,7742,GTB,6,2001,
35338,18,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35339,22,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35340,33,0,0,0,0,0,0,0,0,7742,GTB,6,2001,
35341,Total,0,0,0,5,0,0,0,5,7742,GTB,6,2001,
35342,3,3,2,0,1,0,0,0,6,756,GTB,5,1996,0.0
35343,4,10,161,37,45,0,4,3,260,756,GTB,5,1996,0.0
35344,12,0,3,0,3,0,1,1,8,756,GTB,5,1996,0.0
35345,15,2,51,14,69,0,8,0,144,756,GTB,5,1996,0.0
35346,18,0,1,0,0,0,0,0,1,756,GTB,5,1996,0.0
35347,22,0,2,2,1,0,3,0,8,756,GTB,5,1996,0.0
35348,27,0,0,0,0,0,0,0,0,756,GTB,5,1996,0.0
35349,33,1,1,0,0,0,0,6,8,756,GTB,5,1996,0.0
35350,Total,16,221,53,119,0,16,10,435,756,GTB,5,1996,0.0
35351,3,0,0,0,0,0,0,0,0,773,GTB,9,2020,0.0
35352,4,0,4,0,0,0,0,0,4,773,GTB,9,2020,0.0
35353,12,0,1,0,0,0,0,0,1,773,GTB,9,2020,0.0
35354,15,0,15,0,22,0,0,0,38,773,GTB,9,2020,1.0
35355,18,0,0,0,1,0,0,0,1,773,GTB,9,2020,0.0
35356,22,0,2,0,1,0,0,0,3,773,GTB,9,2020,0.0
35357,27,0,0,0,0,0,0,0,0,773,GTB,9,2020,0.0
35358,33,0,0,0,0,0,0,0,0,773,GTB,9,2020,0.0
35359,Total,0,22,0,24,0,0,0,47,773,GTB,9,2020,1.0
35360,3,0,14,0,1,0,0,0,15,7621,GTB,9,2020,0.0
35361,4,0,21,0,1,1,0,0,23,7621,GTB,9,2020,0.0
35362,12,0,1,0,0,0,0,0,1,7621,GTB,9,2020,0.0
35363,15,0,4,0,14,5,0,0,23,7621,GTB,9,2020,0.0
35364,18,0,1,0,0,1,0,0,2,7621,GTB,9,2020,0.0
35365,22,0,0,0,0,0,0,0,0,7621,GTB,9,2020,0.0
35366,27,0,0,0,0,0,0,0,0,7621,GTB,9,2020,0.0
35367,33,0,0,0,0,0,0,0,0,7621,GTB,9,2020,0.0
35368,Total,0,41,0,16,7,0,0,64,7621,GTB,9,2020,0.0
35369,3,0,0,0,0,0,0,0,0,7613,GTB,7,2009,
35370,4,11,60,23,25,15,1,0,135,7613,GTB,7,2009,
35371,12,0,1,1,2,3,7,0,14,7613,GTB,7,2009,
35372,15,0,5,1,5,4,1,0,16,7613,GTB,7,2009,
35373,18,0,0,0,0,0,0,0,0,7613,GTB,7,2009,
35374,22,0,0,0,0,1,0,0,1,7613,GTB,7,2009,
35375,33,0,0,1,0,0,0,0,1,7613,GTB,7,2009,
35376,Total,11,66,26,32,23,9,0,167,7613,GTB,7,2009,
35377,3,0,0,0,0,0,0,0,0,7616,GTB,5,2001,0.0
35378,4,0,72,19,8,0,0,0,99,7616,GTB,5,2001,0.0
35379,12,0,1,0,1,0,1,0,3,7616,GTB,5,2001,0.0
35380,15,0,3,5,22,0,1,0,31,7616,GTB,5,2001,0.0
35381,18,0,2,0,1,0,1,0,4,7616,GTB,5,2001,0.0
35382,22,0,0,0,0,0,0,0,0,7616,GTB,5,2001,0.0
35383,27,0,0,0,0,0,0,0,0,7616,GTB,5,2001,0.0
35384,33,0,0,0,0,0,0,0,0,7616,GTB,5,2001,0.0
35385,Total,0,78,24,32,0,3,0,137,7616,GTB,5,2001,0.0
35386,3,0,6,0,1,1,0,0,8,767,GTB,9,1993,0.0
35387,4,0,41,0,9,3,0,0,53,767,GTB,9,1993,0.0
35388,12,0,0,0,0,0,0,0,0,767,GTB,9,1993,0.0
35389,15,0,8,0,20,4,5,0,37,767,GTB,9,1993,0.0
35390,18,0,0,0,0,1,1,0,2,767,GTB,9,1993,0.0
35391,22,0,0,0,0,0,1,0,1,767,GTB,9,1993,0.0
35392,27,0,0,0,0,0,0,0,0,767,GTB,9,1993,0.0
35393,33,0,0,0,0,0,0,0,0,767,GTB,9,1993,0.0
35394,Total,0,55,0,30,9,7,0,101,767,GTB,9,1993,0.0
35395,3,0,1,0,0,0,0,0,1,7421,GTB,9,2002,0.0
35396,4,2,52,3,7,0,0,0,64,7421,GTB,9,2002,0.0
35397,12,0,1,1,0,0,0,0,2,7421,GTB,9,2002,0.0
35398,15,1,6,1,5,0,3,0,16,7421,GTB,9,2002,0.0
35399,18,0,0,0,1,0,0,0,1,7421,GTB,9,2002,0.0
35400,22,0,0,0,0,0,0,0,0,7421,GTB,9,2002,0.0
35401,27,0,0,0,0,0,0,0,0,7421,GTB,9,2002,0.0
35402,33,0,0,0,0,0,0,0,0,7421,GTB,9,2002,0.0
35403,Total,3,60,5,13,0,3,0,84,7421,GTB,9,2002,0.0
35404,3,0,0,0,0,0,0,0,0,771,GTB,7,2007,
35405,4,0,16,8,6,1,1,0,32,771,GTB,7,2007,
35406,12,0,0,0,0,0,0,0,0,771,GTB,7,2007,
35407,15,0,3,2,5,0,2,0,12,771,GTB,7,2007,
35408,18,0,0,0,0,0,0,0,0,771,GTB,7,2007,
35409,22,0,1,0,0,0,0,0,1,771,GTB,7,2007,
35410,33,0,0,0,0,0,0,0,0,771,GTB,7,2007,
35411,Total,0,20,10,11,1,3,0,45,771,GTB,7,2007,
35412,3,1,17,0,0,0,0,0,18,763,GTB,10,1993,0.0
35413,4,10,157,3,22,20,0,0,212,763,GTB,10,1993,0.0
35414,12,0,3,4,2,6,0,0,15,763,GTB,10,1993,0.0
35415,15,0,27,2,65,34,12,0,140,763,GTB,10,1993,0.0
35416,18,0,0,0,1,0,0,0,1,763,GTB,10,1993,0.0
35417,22,0,1,2,1,0,1,0,5,763,GTB,10,1993,0.0
35418,27,0,0,0,0,0,0,0,0,763,GTB,10,1993,0.0
35419,33,0,0,0,0,0,0,2,2,763,GTB,10,1993,0.0
35420,Total,11,205,11,91,60,13,2,393,763,GTB,10,1993,0.0
35421,3,7,4,0,0,0,0,0,12,7742,GTB,10,1997,1.0
35422,4,13,19,0,8,0,0,0,40,7742,GTB,10,1997,0.0
35423,12,0,1,1,0,0,1,0,3,7742,GTB,10,1997,0.0
35424,15,1,38,7,55,0,23,0,125,7742,GTB,10,1997,1.0
35425,18,0,1,0,0,0,0,0,1,7742,GTB,10,1997,0.0
35426,22,0,0,2,0,0,0,0,2,7742,GTB,10,1997,0.0
35427,27,1,0,0,0,0,0,0,1,7742,GTB,10,1997,0.0
35428,33,0,0,0,0,0,0,0,0,7742,GTB,10,1997,0.0
35429,Total,22,63,10,63,0,24,0,184,7742,GTB,10,1997,2.0
35430,3,0,1,0,0,0,0,0,1,7619,GTB,6,1993,
35431,4,0,32,2,0,0,0,0,34,7619,GTB,6,1993,
35432,12,0,0,0,1,0,0,0,1,7619,GTB,6,1993,
35433,15,0,1,0,3,0,0,0,4,7619,GTB,6,1993,
35434,18,0,0,0,0,0,0,0,0,7619,GTB,6,1993,
35435,22,0,0,0,0,0,0,0,0,7619,GTB,6,1993,
35436,33,0,0,0,0,0,0,0,0,7619,GTB,6,1993,
35437,Total,0,34,2,4,0,0,0,40,7619,GTB,6,1993,
35438,3,0,4,0,0,0,0,0,4,7612,GTB,9,1994,0.0
35439,4,0,97,3,11,0,1,0,112,7612,GTB,9,1994,0.0
35440,12,0,0,2,4,0,1,0,7,7612,GTB,9,1994,0.0
35441,15,0,15,2,34,0,2,0,53,7612,GTB,9,1994,0.0
35442,18,0,0,0,0,0,0,0,0,7612,GTB,9,1994,0.0
35443,22,0,1,0,1,0,1,0,3,7612,GTB,9,1994,0.0
35444,27,0,0,0,1,0,0,0,1,7612,GTB,9,1994,0.0
35445,33,0,0,0,0,0,0,1,1,7612,GTB,9,1994,0.0
35446,Total,0,117,7,51,0,5,1,181,7612,GTB,9,1994,0.0
35447,3,0,0,0,0,0,0,0,0,7421,GTB,7,1993,
35448,4,0,7,2,0,3,1,0,13,7421,GTB,7,1993,
35449,12,0,0,0,1,0,0,0,1,7421,GTB,7,1993,
35450,15,0,2,1,1,1,0,0,5,7421,GTB,7,1993,
35451,18,0,0,0,0,0,0,0,0,7421,GTB,7,1993,
35452,22,0,0,0,0,0,0,0,0,7421,GTB,7,1993,
35453,33,0,0,0,0,0,0,0,0,7421,GTB,7,1993,
35454,Total,0,9,3,2,4,1,0,19,7421,GTB,7,1993,
35455,3,2,2,0,0,0,0,0,4,766,GTB,7,1993,
35456,4,0,19,0,1,12,0,0,32,766,GTB,7,1993,
35457,12,0,0,0,0,0,0,0,0,766,GTB,7,1993,
35458,15,0,6,2,10,7,1,0,26,766,GTB,7,1993,
35459,18,0,0,0,0,0,0,0,0,766,GTB,7,1993,
35460,22,0,0,1,0,0,0,0,1,766,GTB,7,1993,
35461,33,0,0,0,0,0,0,0,0,766,GTB,7,1993,
35462,Total,2,27,3,11,19,1,0,63,766,GTB,7,1993,
35463,3,0,0,0,0,0,0,0,0,764,GTB,6,2002,
35464,4,0,0,0,1,0,0,0,1,764,GTB,6,2002,
35465,12,0,0,0,0,0,0,0,0,764,GTB,6,2002,
35466,15,0,0,0,2,0,0,0,2,764,GTB,6,2002,
35467,18,0,0,0,0,0,0,0,0,764,GTB,6,2002,
35468,22,0,0,0,0,0,0,0,0,764,GTB,6,2002,
35469,33,0,0,0,0,0,0,0,0,764,GTB,6,2002,
35470,Total,0,0,0,3,0,0,0,3,764,GTB,6,2002,
35471,3,0,0,0,0,0,0,0,0,759,GTB,7,2019,
35472,4,0,0,0,0,0,0,0,0,759,GTB,7,2019,
35473,12,0,0,0,0,0,0,0,0,759,GTB,7,2019,
35474,15,0,4,0,6,0,1,0,11,759,GTB,7,2019,
35475,18,0,0,0,0,0,0,0,0,759,GTB,7,2019,
35476,22,0,0,0,0,0,0,0,0,759,GTB,7,2019,
35477,33,0,1,0,0,0,0,0,1,759,GTB,7,2019,
35478,Total,0,5,0,6,0,1,0,12,759,GTB,7,2019,
35479,3,0,0,0,0,0,0,0,0,7613,GTB,5,2008,0.0
35480,4,4,87,34,29,0,1,0,155,7613,GTB,5,2008,0.0
35481,12,0,0,3,8,0,6,0,17,7613,GTB,5,2008,0.0
35482,15,1,4,3,15,0,1,0,24,7613,GTB,5,2008,0.0
35483,18,0,0,0,0,0,0,0,0,7613,GTB,5,2008,0.0
35484,22,0,0,0,1,0,0,0,1,7613,GTB,5,2008,0.0
35485,27,0,0,0,0,0,0,0,0,7613,GTB,5,2008,0.0
35486,33,0,0,0,0,0,0,1,1,7613,GTB,5,2008,0.0
35487,Total,5,91,40,53,0,8,1,198,7613,GTB,5,2008,0.0
35488,3,0,0,0,0,0,0,0,0,7614,GTB,5,1998,0.0
35489,4,19,65,0,4,0,0,0,88,7614,GTB,5,1998,0.0
