,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year
10631,Total,3,27,2,0,0,1,0,33,7614,RF,6,1999
10632,3,0,0,0,1,0,0,0,1,775,RF,5,2010
10633,4,0,1,0,2,0,0,0,3,775,RF,5,2010
10634,12,0,0,1,0,0,0,0,1,775,RF,5,2010
10635,15,0,1,0,2,0,1,0,4,775,RF,5,2010
10636,18,0,0,0,0,0,0,0,0,775,RF,5,2010
10637,22,0,0,0,0,0,0,0,0,775,RF,5,2010
10638,33,0,0,0,0,0,0,0,0,775,RF,5,2010
10639,Total,0,2,1,5,0,1,0,9,775,RF,5,2010
10640,3,18,3,0,0,0,0,0,21,746,RF,6,2010
10641,4,20,58,0,2,0,0,0,80,746,RF,6,2010
10642,12,0,0,0,0,0,0,0,0,746,RF,6,2010
10643,15,0,1,0,4,0,0,0,5,746,RF,6,2010
10644,18,0,0,0,0,0,0,0,0,746,RF,6,2010
10645,22,0,1,1,0,0,0,0,2,746,RF,6,2010
10646,33,0,0,0,0,0,0,0,0,746,RF,6,2010
10647,Total,38,63,1,6,0,0,0,108,746,RF,6,2010
10648,3,0,0,0,0,0,0,0,0,7742,RF,7,1990
10649,4,0,0,0,0,0,0,0,0,7742,RF,7,1990
10650,12,0,0,0,0,0,0,0,0,7742,RF,7,1990
10651,15,0,1,1,3,0,0,0,5,7742,RF,7,1990
10652,18,0,0,0,0,0,0,0,0,7742,RF,7,1990
10653,22,0,0,0,0,0,0,0,0,7742,RF,7,1990
10654,33,0,0,0,0,0,0,0,0,7742,RF,7,1990
10655,Total,0,1,1,3,0,0,0,5,7742,RF,7,1990
10656,3,4,1,0,0,0,0,0,5,776,RF,5,2018
10657,4,5,49,6,10,0,1,0,71,776,RF,5,2018
10658,12,0,0,7,1,0,1,0,9,776,RF,5,2018
10659,15,0,7,1,44,0,27,0,79,776,RF,5,2018
10660,18,0,0,0,1,0,1,0,2,776,RF,5,2018
10661,22,0,0,2,0,0,0,0,2,776,RF,5,2018
10662,33,0,0,0,0,0,0,0,0,776,RF,5,2018
10663,Total,9,57,16,56,0,30,0,168,776,RF,5,2018
10664,3,0,0,0,0,0,0,0,0,773,RF,6,1997
10665,4,1,0,0,2,0,0,0,3,773,RF,6,1997
10666,12,0,0,0,0,0,0,1,1,773,RF,6,1997
10667,15,1,3,0,10,0,2,0,16,773,RF,6,1997
10668,18,0,0,0,0,0,0,0,0,773,RF,6,1997
10669,22,0,0,0,0,0,0,0,0,773,RF,6,1997
10670,33,0,0,0,0,0,0,0,0,773,RF,6,1997
10671,Total,2,3,0,12,0,2,1,20,773,RF,6,1997
10672,3,0,0,0,0,0,0,0,0,772,RF,5,2008
10673,4,4,10,1,5,0,0,0,20,772,RF,5,2008
10674,12,0,0,0,0,0,0,0,0,772,RF,5,2008
10675,15,1,3,0,9,0,5,0,18,772,RF,5,2008
10676,18,0,0,0,1,0,0,0,1,772,RF,5,2008
10677,22,0,0,0,0,0,0,0,0,772,RF,5,2008
10678,33,0,0,0,0,0,0,0,0,772,RF,5,2008
10679,Total,5,13,1,15,0,5,0,39,772,RF,5,2008
10680,3,17,4,0,0,0,0,0,21,746,RF,7,2006
10681,4,19,55,0,4,2,0,0,80,746,RF,7,2006
10682,12,0,0,0,0,0,0,0,0,746,RF,7,2006
10683,15,0,0,1,3,1,0,0,5,746,RF,7,2006
10684,18,0,0,0,0,0,0,0,0,746,RF,7,2006
10685,22,0,1,0,0,0,1,0,2,746,RF,7,2006
10686,33,0,0,0,0,0,0,0,0,746,RF,7,2006
10687,Total,36,60,1,7,3,1,0,108,746,RF,7,2006
10688,3,0,0,0,0,0,0,0,0,7613,RF,7,1988
10689,4,2,93,30,11,1,3,0,140,7613,RF,7,1988
10690,12,0,1,4,5,0,4,0,14,7613,RF,7,1988
10691,15,0,6,0,2,1,2,0,11,7613,RF,7,1988
10692,18,0,0,0,0,0,0,0,0,7613,RF,7,1988
10693,22,0,0,1,0,0,0,0,1,7613,RF,7,1988
10694,33,0,0,0,0,0,0,1,1,7613,RF,7,1988
10695,Total,2,100,35,18,2,9,1,167,7613,RF,7,1988
10696,3,0,0,0,0,0,0,0,0,7616,RF,6,2007
10697,4,1,35,18,3,0,1,0,58,7616,RF,6,2007
10698,12,0,1,1,1,0,0,0,3,7616,RF,6,2007
10699,15,0,0,4,15,0,0,0,19,7616,RF,6,2007
10700,18,0,0,0,3,0,0,0,3,7616,RF,6,2007
10701,22,0,0,0,0,0,0,0,0,7616,RF,6,2007
10702,33,0,0,0,0,0,0,0,0,7616,RF,6,2007
10703,Total,1,36,23,22,0,1,0,83,7616,RF,6,2007
10704,3,0,0,0,0,0,0,0,0,741,RF,5,2021
10705,4,7,6,0,4,0,0,0,17,741,RF,5,2021
10706,12,0,2,0,1,0,0,0,3,741,RF,5,2021
10707,15,0,1,0,8,0,0,0,9,741,RF,5,2021
10708,18,1,0,0,0,0,0,0,1,741,RF,5,2021
10709,22,0,0,0,0,0,0,0,0,741,RF,5,2021
10710,33,0,0,0,0,0,0,1,1,741,RF,5,2021
10711,Total,8,9,0,13,0,0,1,31,741,RF,5,2021
10712,3,54,60,1,5,5,1,0,126,Caatinga,RF,7,2004
10713,4,150,1293,170,302,141,47,6,2109,Caatinga,RF,7,2004
10714,12,2,15,31,25,14,32,0,119,Caatinga,RF,7,2004
10715,15,15,200,57,385,137,79,0,873,Caatinga,RF,7,2004
10716,18,4,9,6,15,12,4,0,50,Caatinga,RF,7,2004
10717,22,0,4,5,5,5,11,1,31,Caatinga,RF,7,2004
10718,33,2,3,1,2,3,12,55,78,Caatinga,RF,7,2004
10719,Total,227,1584,271,739,317,186,62,3386,Caatinga,RF,7,2004
10720,3,0,1,0,0,0,0,0,1,751,RF,5,1994
10721,4,0,0,0,0,0,0,0,0,751,RF,5,1994
10722,12,0,1,0,0,0,0,0,1,751,RF,5,1994
10723,15,0,0,0,0,0,0,0,0,751,RF,5,1994
10724,18,0,0,0,0,0,0,0,0,751,RF,5,1994
10725,22,1,0,1,0,0,0,0,2,751,RF,5,1994
10726,33,0,0,0,0,0,0,0,0,751,RF,5,1994
10727,Total,1,2,1,0,0,0,0,4,751,RF,5,1994
10728,3,0,0,0,0,0,0,0,0,759,RF,7,2007
10729,4,0,0,0,0,0,0,0,0,759,RF,7,2007
10730,12,0,0,0,0,0,0,0,0,759,RF,7,2007
10731,15,0,7,0,4,0,0,0,11,759,RF,7,2007
10732,18,0,0,0,0,0,0,0,0,759,RF,7,2007
10733,22,0,0,0,0,0,0,0,0,759,RF,7,2007
10734,33,0,0,0,0,1,0,0,1,759,RF,7,2007
10735,Total,0,7,0,4,1,0,0,12,759,RF,7,2007
10736,3,0,5,0,0,0,0,0,5,776,RF,9,2011
10737,4,0,41,10,15,0,7,0,73,776,RF,9,2011
10738,12,0,0,7,0,0,2,0,9,776,RF,9,2011
10739,15,0,13,6,33,0,25,0,77,776,RF,9,2011
10740,18,0,0,0,1,0,1,0,2,776,RF,9,2011
10741,22,0,0,2,0,0,0,0,2,776,RF,9,2011
10742,33,0,0,0,0,0,0,0,0,776,RF,9,2011
10743,Total,0,59,25,49,0,35,0,168,776,RF,9,2011
10744,3,5,3,0,0,0,0,0,8,7741,RF,9,2003
10745,4,7,23,8,4,0,3,0,45,7741,RF,9,2003
10746,12,2,1,0,0,0,0,0,3,7741,RF,9,2003
10747,15,0,6,3,12,0,3,0,24,7741,RF,9,2003
10748,18,0,0,0,0,0,0,0,0,7741,RF,9,2003
10749,22,0,1,0,0,0,0,0,1,7741,RF,9,2003
10750,33,0,0,0,0,0,0,0,0,7741,RF,9,2003
10751,Total,14,34,11,16,0,6,0,81,7741,RF,9,2003
10752,3,0,8,0,0,0,0,0,8,7622,RF,6,1986
10753,4,0,18,0,1,0,0,0,19,7622,RF,6,1986
10754,12,0,1,0,0,0,0,0,1,7622,RF,6,1986
10755,15,0,2,0,6,0,1,0,9,7622,RF,6,1986
10756,18,0,0,0,0,0,0,0,0,7622,RF,6,1986
10757,22,0,0,0,0,0,0,0,0,7622,RF,6,1986
10758,33,0,0,0,0,0,0,0,0,7622,RF,6,1986
10759,Total,0,29,0,7,0,1,0,37,7622,RF,6,1986
10760,3,0,0,0,0,0,0,0,0,7618,RF,7,2018
10761,4,1,35,0,15,3,3,1,58,7618,RF,7,2018
10762,12,0,0,0,1,0,0,0,1,7618,RF,7,2018
10763,15,0,2,0,5,15,3,0,25,7618,RF,7,2018
10764,18,0,0,0,0,0,0,0,0,7618,RF,7,2018
10765,22,0,0,0,0,0,1,0,1,7618,RF,7,2018
10766,33,0,0,0,0,0,0,0,0,7618,RF,7,2018
10767,Total,1,37,0,21,18,7,1,85,7618,RF,7,2018
10768,3,0,0,0,0,0,0,0,0,772,RF,6,2011
10769,4,2,16,1,0,0,1,0,20,772,RF,6,2011
10770,12,0,0,0,0,0,0,0,0,772,RF,6,2011
10771,15,0,5,2,7,0,4,0,18,772,RF,6,2011
10772,18,0,0,0,1,0,0,0,1,772,RF,6,2011
10773,22,0,0,0,0,0,0,0,0,772,RF,6,2011
10774,33,0,0,0,0,0,0,0,0,772,RF,6,2011
10775,Total,2,21,3,8,0,5,0,39,772,RF,6,2011
10776,3,0,0,0,0,0,0,0,0,771,RF,7,2018
10777,4,1,0,13,13,2,1,1,31,771,RF,7,2018
10778,12,0,0,0,0,0,0,0,0,771,RF,7,2018
10779,15,0,0,1,8,4,0,0,13,771,RF,7,2018
10780,18,0,0,0,0,0,0,0,0,771,RF,7,2018
10781,22,0,0,1,0,0,0,0,1,771,RF,7,2018
10782,33,0,0,0,0,0,0,0,0,771,RF,7,2018
10783,Total,1,0,15,21,6,1,1,45,771,RF,7,2018
10784,3,0,0,0,0,0,0,0,0,764,RF,6,1999
10785,4,0,0,0,1,0,0,0,1,764,RF,6,1999
10786,12,0,0,0,0,0,0,0,0,764,RF,6,1999
10787,15,0,0,0,2,0,0,0,2,764,RF,6,1999
10788,18,0,0,0,0,0,0,0,0,764,RF,6,1999
10789,22,0,0,0,0,0,0,0,0,764,RF,6,1999
10790,33,0,0,0,0,0,0,0,0,764,RF,6,1999
10791,Total,0,0,0,3,0,0,0,3,764,RF,6,1999
10792,3,3,3,0,0,0,0,0,6,776,RF,6,1996
10793,4,6,47,5,22,0,1,0,81,776,RF,6,1996
10794,12,0,1,4,0,0,4,0,9,776,RF,6,1996
10795,15,1,4,1,42,0,22,0,70,776,RF,6,1996
10796,18,0,0,0,0,0,0,0,0,776,RF,6,1996
10797,22,0,0,0,0,0,2,0,2,776,RF,6,1996
10798,33,0,0,0,0,0,0,0,0,776,RF,6,1996
10799,Total,10,55,10,64,0,29,0,168,776,RF,6,1996
10800,3,2,1,0,0,0,0,0,3,7612,RF,6,2014
10801,4,5,45,10,7,0,1,0,68,7612,RF,6,2014
10802,12,0,1,1,1,0,4,0,7,7612,RF,6,2014
10803,15,0,6,3,12,0,3,0,24,7612,RF,6,2014
10804,18,0,0,0,0,0,0,0,0,7612,RF,6,2014
10805,22,0,0,0,0,0,1,0,1,7612,RF,6,2014
10806,33,0,0,0,0,0,0,3,3,7612,RF,6,2014
10807,Total,7,53,14,20,0,9,3,106,7612,RF,6,2014
10808,3,1,1,0,0,0,0,0,2,752,RF,6,2021
10809,4,0,43,0,10,0,0,0,53,752,RF,6,2021
10810,12,0,0,0,0,0,0,0,0,752,RF,6,2021
10811,15,0,3,0,6,0,0,0,9,752,RF,6,2021
10812,18,0,0,0,0,0,0,0,0,752,RF,6,2021
10813,22,0,0,0,1,0,0,0,1,752,RF,6,2021
10814,33,0,0,0,0,0,0,0,0,752,RF,6,2021
10815,Total,1,47,0,17,0,0,0,65,752,RF,6,2021
10816,3,1,1,0,0,0,0,0,2,745,RF,7,2004
10817,4,22,5,0,1,0,0,0,28,745,RF,7,2004
10818,12,0,0,0,0,0,0,0,0,745,RF,7,2004
10819,15,0,0,0,1,0,0,0,1,745,RF,7,2004
10820,18,0,0,0,0,0,0,0,0,745,RF,7,2004
10821,22,0,0,0,0,0,0,0,0,745,RF,7,2004
10822,33,0,0,0,0,0,0,0,0,745,RF,7,2004
10823,Total,23,6,0,2,0,0,0,31,745,RF,7,2004
10824,3,0,0,0,0,0,0,0,0,7618,RF,7,2002
10825,4,0,37,14,8,0,0,0,59,7618,RF,7,2002
10826,12,0,1,0,0,0,0,0,1,7618,RF,7,2002
10827,15,1,2,2,6,12,1,0,24,7618,RF,7,2002
10828,18,0,0,0,0,0,0,0,0,7618,RF,7,2002
10829,22,0,0,0,0,0,1,0,1,7618,RF,7,2002
10830,33,0,0,0,0,0,0,0,0,7618,RF,7,2002
10831,Total,1,40,16,14,12,2,0,85,7618,RF,7,2002
10832,3,20,1,1,0,0,0,0,22,746,RF,6,2003
10833,4,22,44,10,3,0,0,1,80,746,RF,6,2003
10834,12,0,0,0,0,0,0,0,0,746,RF,6,2003
10835,15,0,0,3,0,0,1,0,4,746,RF,6,2003
10836,18,0,0,0,0,0,0,0,0,746,RF,6,2003
10837,22,0,1,0,1,0,0,0,2,746,RF,6,2003
10838,33,0,0,0,0,0,0,0,0,746,RF,6,2003
10839,Total,42,46,14,4,0,1,1,108,746,RF,6,2003
10840,3,3,12,0,0,0,0,0,15,Caatinga,RF,9,1991
10841,4,6,83,14,25,1,3,0,132,Caatinga,RF,9,1991
10842,12,0,4,6,0,0,2,0,12,Caatinga,RF,9,1991
10843,15,0,12,7,49,1,18,0,87,Caatinga,RF,9,1991
10844,18,0,0,0,0,0,0,0,0,Caatinga,RF,9,1991
10845,22,0,0,2,0,0,1,0,3,Caatinga,RF,9,1991
10846,33,0,0,0,0,0,0,0,0,Caatinga,RF,9,1991
10847,Total,9,111,29,74,2,24,0,249,Caatinga,RF,9,1991
10848,3,1,0,0,0,0,0,0,1,757,RF,6,2001
10849,4,0,10,2,2,0,0,0,14,757,RF,6,2001
10850,12,0,0,0,1,0,0,0,1,757,RF,6,2001
10851,15,0,1,0,6,0,2,0,9,757,RF,6,2001
10852,18,0,0,0,0,0,0,0,0,757,RF,6,2001
10853,22,0,0,0,0,0,0,0,0,757,RF,6,2001
10854,33,1,0,0,0,0,0,0,1,757,RF,6,2001
10855,Total,2,11,2,9,0,2,0,26,757,RF,6,2001
10856,3,2,4,0,0,0,0,0,6,767,RF,5,1994
10857,4,8,25,1,11,0,0,0,45,767,RF,5,1994
10858,12,0,0,0,0,0,0,0,0,767,RF,5,1994
10859,15,2,7,0,23,0,1,0,33,767,RF,5,1994
10860,18,0,0,0,1,0,0,0,1,767,RF,5,1994
10861,22,0,0,0,0,0,0,0,0,767,RF,5,1994
10862,33,0,0,0,0,0,0,0,0,767,RF,5,1994
10863,Total,12,36,1,35,0,1,0,85,767,RF,5,1994
10864,3,2,13,0,1,0,0,1,17,7621,RF,5,1994
10865,4,0,24,0,1,0,0,0,25,7621,RF,5,1994
10866,12,0,1,0,0,0,0,0,1,7621,RF,5,1994
10867,15,0,11,0,10,0,0,0,21,7621,RF,5,1994
10868,18,0,0,0,0,0,0,0,0,7621,RF,5,1994
10869,22,0,0,0,0,0,0,0,0,7621,RF,5,1994
10870,33,0,0,0,0,0,0,0,0,7621,RF,5,1994
10871,Total,2,49,0,12,0,0,1,64,7621,RF,5,1994
10872,3,0,0,0,0,0,0,0,0,7616,RF,6,2008
10873,4,3,34,12,7,0,1,1,58,7616,RF,6,2008
10874,12,0,1,2,0,0,0,0,3,7616,RF,6,2008
10875,15,0,1,3,14,0,1,0,19,7616,RF,6,2008
10876,18,0,1,0,2,0,0,0,3,7616,RF,6,2008
10877,22,0,0,0,0,0,0,0,0,7616,RF,6,2008
10878,33,0,0,0,0,0,0,0,0,7616,RF,6,2008
10879,Total,3,37,17,23,0,2,1,83,7616,RF,6,2008
10880,3,0,0,0,0,0,0,0,0,772,RF,7,1987
10881,4,1,12,0,1,6,1,0,21,772,RF,7,1987
10882,12,0,0,0,0,0,0,0,0,772,RF,7,1987
10883,15,0,0,4,5,4,4,0,17,772,RF,7,1987
10884,18,0,0,0,0,1,0,0,1,772,RF,7,1987
10885,22,0,0,0,0,0,0,0,0,772,RF,7,1987
10886,33,0,0,0,0,0,0,0,0,772,RF,7,1987
10887,Total,1,12,4,6,11,5,0,39,772,RF,7,1987
10888,3,1,2,0,0,0,0,0,3,7612,RF,6,2016
10889,4,1,58,1,6,0,1,0,67,7612,RF,6,2016
10890,12,0,1,0,5,0,2,0,8,7612,RF,6,2016
10891,15,0,6,1,15,0,3,0,25,7612,RF,6,2016
10892,18,0,0,0,0,0,0,0,0,7612,RF,6,2016
10893,22,0,0,0,0,0,1,0,1,7612,RF,6,2016
10894,33,0,0,0,1,0,0,1,2,7612,RF,6,2016
10895,Total,2,67,2,27,0,7,1,106,7612,RF,6,2016
10896,3,4,4,0,0,0,0,0,8,7741,RF,9,2000
10897,4,7,29,4,2,2,0,0,44,7741,RF,9,2000
10898,12,1,2,0,0,0,0,0,3,7741,RF,9,2000
10899,15,3,4,2,14,2,0,0,25,7741,RF,9,2000
10900,18,0,0,0,0,0,0,0,0,7741,RF,9,2000
10901,22,0,0,1,0,0,0,0,1,7741,RF,9,2000
10902,33,0,0,0,0,0,0,0,0,7741,RF,9,2000
10903,Total,15,39,7,16,4,0,0,81,7741,RF,9,2000
10904,3,0,0,0,0,0,0,0,0,741,RF,6,2017
10905,4,4,10,0,1,0,1,0,16,741,RF,6,2017
10906,12,0,1,0,2,0,0,0,3,741,RF,6,2017
10907,15,0,3,0,3,0,4,0,10,741,RF,6,2017
10908,18,0,1,0,0,0,0,0,1,741,RF,6,2017
10909,22,0,0,0,0,0,0,0,0,741,RF,6,2017
10910,33,0,0,0,0,0,0,1,1,741,RF,6,2017
10911,Total,4,15,0,6,0,5,1,31,741,RF,6,2017
10912,3,0,0,0,0,0,0,0,0,7742,RF,5,1994
10913,4,0,0,0,0,0,0,0,0,7742,RF,5,1994
10914,12,0,0,0,0,0,0,0,0,7742,RF,5,1994
10915,15,0,0,0,3,0,2,0,5,7742,RF,5,1994
10916,18,0,0,0,0,0,0,0,0,7742,RF,5,1994
10917,22,0,0,0,0,0,0,0,0,7742,RF,5,1994
10918,33,0,0,0,0,0,0,0,0,7742,RF,5,1994
10919,Total,0,0,0,3,0,2,0,5,7742,RF,5,1994
10920,3,4,12,0,0,0,0,0,16,Caatinga,RF,9,1988
10921,4,11,80,10,25,1,11,0,138,Caatinga,RF,9,1988
10922,12,0,3,5,0,0,4,0,12,Caatinga,RF,9,1988
10923,15,0,14,8,36,0,22,0,80,Caatinga,RF,9,1988
10924,18,0,0,0,0,0,0,0,0,Caatinga,RF,9,1988
10925,22,0,0,3,0,0,0,0,3,Caatinga,RF,9,1988
10926,33,0,0,0,0,0,0,0,0,Caatinga,RF,9,1988
10927,Total,15,109,26,61,1,37,0,249,Caatinga,RF,9,1988
10928,3,2,5,0,0,0,0,0,7,767,RF,5,2005
10929,4,5,27,1,6,0,0,0,39,767,RF,5,2005
10930,12,0,0,0,0,0,0,0,0,767,RF,5,2005
10931,15,1,5,0,26,0,1,0,33,767,RF,5,2005
10932,18,1,1,0,4,0,0,0,6,767,RF,5,2005
10933,22,0,0,0,0,0,0,0,0,767,RF,5,2005
10934,33,0,0,0,0,0,0,0,0,767,RF,5,2005
10935,Total,9,38,1,36,0,1,0,85,767,RF,5,2005
10936,3,2,11,1,0,0,0,0,14,763,RF,5,2022
10937,4,10,87,10,14,0,0,0,121,763,RF,5,2022
10938,12,1,1,6,1,0,0,0,9,763,RF,5,2022
10939,15,0,19,0,69,0,14,0,102,763,RF,5,2022
10940,18,0,0,0,0,0,0,0,0,763,RF,5,2022
10941,22,0,0,1,0,0,2,0,3,763,RF,5,2022
10942,33,0,0,0,0,0,0,1,1,763,RF,5,2022
10943,Total,13,118,18,84,0,16,1,250,763,RF,5,2022
10944,3,0,0,0,0,0,0,0,0,771,RF,7,2003
10945,4,0,20,7,3,0,3,0,33,771,RF,7,2003
10946,12,0,0,0,0,0,0,0,0,771,RF,7,2003
10947,15,0,2,1,4,1,3,0,11,771,RF,7,2003
10948,18,0,0,0,0,0,0,0,0,771,RF,7,2003
10949,22,1,0,0,0,0,0,0,1,771,RF,7,2003
10950,33,0,0,0,0,0,0,0,0,771,RF,7,2003
10951,Total,1,22,8,7,1,6,0,45,771,RF,7,2003
10952,3,1,0,0,0,0,0,0,1,757,RF,7,1995
10953,4,1,6,0,3,4,0,0,14,757,RF,7,1995
10954,12,0,0,0,0,0,1,0,1,757,RF,7,1995
10955,15,0,0,0,3,5,1,0,9,757,RF,7,1995
10956,18,0,0,0,0,0,0,0,0,757,RF,7,1995
10957,22,0,0,0,0,0,0,0,0,757,RF,7,1995
10958,33,0,0,1,0,0,0,0,1,757,RF,7,1995
10959,Total,2,6,1,6,9,2,0,26,757,RF,7,1995
10960,3,1,1,0,0,0,0,0,2,76116,RF,5,2012
10961,4,2,64,7,28,0,3,0,104,76116,RF,5,2012
10962,12,0,0,1,2,0,1,0,4,76116,RF,5,2012
10963,15,1,9,1,31,0,5,0,47,76116,RF,5,2012
10964,18,0,0,0,1,0,0,0,1,76116,RF,5,2012
10965,22,0,0,0,0,0,0,0,0,76116,RF,5,2012
10966,33,0,0,0,0,0,0,9,9,76116,RF,5,2012
10967,Total,4,74,9,62,0,9,9,167,76116,RF,5,2012
10968,3,0,0,0,0,0,0,0,0,7613,RF,5,2001
10969,4,2,74,46,12,0,0,0,134,7613,RF,5,2001
10970,12,0,0,4,7,0,3,0,14,7613,RF,5,2001
10971,15,0,4,8,4,0,1,0,17,7613,RF,5,2001
10972,18,0,0,0,0,0,0,0,0,7613,RF,5,2001
10973,22,0,0,0,1,0,0,0,1,7613,RF,5,2001
10974,33,0,0,0,0,0,0,1,1,7613,RF,5,2001
10975,Total,2,78,58,24,0,4,1,167,7613,RF,5,2001
10976,3,0,0,0,0,0,0,0,0,7617,RF,7,1998
10977,4,0,41,67,12,1,7,0,128,7617,RF,7,1998
10978,12,0,0,0,0,0,4,0,4,7617,RF,7,1998
10979,15,0,1,6,5,0,7,0,19,7617,RF,7,1998
10980,18,0,1,1,3,0,0,0,5,7617,RF,7,1998
10981,22,0,0,0,0,0,0,0,0,7617,RF,7,1998
10982,33,0,0,0,1,0,0,29,30,7617,RF,7,1998
10983,Total,0,43,74,21,1,18,29,186,7617,RF,7,1998
10984,3,4,2,0,0,0,0,0,6,744,RF,6,2005
10985,4,22,169,47,5,0,2,2,247,744,RF,6,2005
10986,12,0,3,5,2,0,3,0,13,744,RF,6,2005
10987,15,0,5,14,18,0,8,0,45,744,RF,6,2005
10988,18,0,4,1,0,0,0,0,5,744,RF,6,2005
10989,22,0,0,1,0,0,0,0,1,744,RF,6,2005
10990,33,0,0,1,0,0,0,0,1,744,RF,6,2005
10991,Total,26,183,69,25,0,13,2,318,744,RF,6,2005
10992,3,2,7,0,0,0,0,0,9,7741,RF,6,1987
10993,4,4,34,4,8,0,1,0,51,7741,RF,6,1987
10994,12,1,2,0,0,0,0,0,3,7741,RF,6,1987
10995,15,0,3,0,14,0,0,0,17,7741,RF,6,1987
10996,18,0,0,0,0,0,0,0,0,7741,RF,6,1987
10997,22,0,0,1,0,0,0,0,1,7741,RF,6,1987
10998,33,0,0,0,0,0,0,0,0,7741,RF,6,1987
10999,Total,7,46,5,22,0,1,0,81,7741,RF,6,1987
11000,3,1,0,0,0,0,0,0,1,757,RF,6,2015
11001,4,0,8,1,3,0,2,0,14,757,RF,6,2015
11002,12,0,0,0,0,0,1,0,1,757,RF,6,2015
11003,15,0,1,1,6,0,1,0,9,757,RF,6,2015
11004,18,0,0,0,0,0,0,0,0,757,RF,6,2015
11005,22,0,0,0,0,0,0,0,0,757,RF,6,2015
11006,33,0,0,0,0,0,0,1,1,757,RF,6,2015
11007,Total,1,9,2,9,0,4,1,26,757,RF,6,2015
11008,3,1,2,0,1,0,0,0,4,76111,RF,5,1996
11009,4,0,10,0,8,0,1,0,19,76111,RF,5,1996
11010,12,0,0,0,0,0,0,0,0,76111,RF,5,1996
11011,15,2,18,0,32,0,9,0,61,76111,RF,5,1996
11012,18,0,0,0,0,0,0,0,0,76111,RF,5,1996
11013,22,0,0,0,0,0,0,0,0,76111,RF,5,1996
11014,33,0,0,0,0,0,0,3,3,76111,RF,5,1996
11015,Total,3,30,0,41,0,10,3,87,76111,RF,5,1996
11016,3,0,0,0,0,0,0,0,0,759,RF,6,1994
11017,4,0,0,0,0,0,0,0,0,759,RF,6,1994
11018,12,0,0,0,0,0,0,0,0,759,RF,6,1994
11019,15,0,9,0,2,0,0,0,11,759,RF,6,1994
11020,18,0,0,0,0,0,0,0,0,759,RF,6,1994
11021,22,0,0,0,0,0,0,0,0,759,RF,6,1994
11022,33,0,1,0,0,0,0,0,1,759,RF,6,1994
11023,Total,0,10,0,2,0,0,0,12,759,RF,6,1994
11024,3,4,1,0,0,0,0,0,5,776,RF,6,2012
11025,4,4,51,2,14,0,0,2,73,776,RF,6,2012
11026,12,0,1,5,2,0,1,0,9,776,RF,6,2012
11027,15,0,11,1,36,0,29,0,77,776,RF,6,2012
11028,18,0,1,0,1,0,0,0,2,776,RF,6,2012
11029,22,0,0,2,0,0,0,0,2,776,RF,6,2012
11030,33,0,0,0,0,0,0,0,0,776,RF,6,2012
11031,Total,8,65,10,53,0,30,2,168,776,RF,6,2012
11032,3,1,6,0,0,0,0,0,7,754,RF,5,1987
11033,4,7,136,4,42,0,3,3,195,754,RF,5,1987
11034,12,0,2,0,4,0,1,0,7,754,RF,5,1987
11035,15,2,8,3,24,0,8,1,46,754,RF,5,1987
11036,18,0,0,0,2,0,0,0,2,754,RF,5,1987
11037,22,0,0,0,0,0,2,0,2,754,RF,5,1987
11038,33,0,0,1,0,0,0,10,11,754,RF,5,1987
11039,Total,10,152,8,72,0,14,14,270,754,RF,5,1987
11040,3,0,1,0,0,0,0,0,1,7619,RF,5,2006
11041,4,1,31,2,0,0,0,0,34,7619,RF,5,2006
11042,12,0,0,1,0,0,0,0,1,7619,RF,5,2006
11043,15,0,1,0,3,0,0,0,4,7619,RF,5,2006
11044,18,0,0,0,0,0,0,0,0,7619,RF,5,2006
11045,22,0,0,0,0,0,0,0,0,7619,RF,5,2006
11046,33,0,0,0,0,0,0,0,0,7619,RF,5,2006
11047,Total,1,33,3,3,0,0,0,40,7619,RF,5,2006
11048,3,0,0,0,0,0,0,0,0,7618,RF,6,2009
11049,4,0,43,12,4,0,0,0,59,7618,RF,6,2009
11050,12,0,1,0,0,0,0,0,1,7618,RF,6,2009
11051,15,0,2,1,21,0,0,0,24,7618,RF,6,2009
11052,18,0,0,0,0,0,0,0,0,7618,RF,6,2009
11053,22,0,0,0,0,0,1,0,1,7618,RF,6,2009
11054,33,0,0,0,0,0,0,0,0,7618,RF,6,2009
11055,Total,0,46,13,25,0,1,0,85,7618,RF,6,2009
11056,3,0,7,0,0,0,0,0,7,776,RF,9,1991
11057,4,0,48,9,24,0,1,0,82,776,RF,9,1991
11058,12,0,1,6,0,0,2,0,9,776,RF,9,1991
11059,15,0,7,5,39,0,17,0,68,776,RF,9,1991
11060,18,0,0,0,0,0,0,0,0,776,RF,9,1991
11061,22,0,0,2,0,0,0,0,2,776,RF,9,1991
11062,33,0,0,0,0,0,0,0,0,776,RF,9,1991
11063,Total,0,63,22,63,0,20,0,168,776,RF,9,1991
11064,3,0,0,0,0,0,0,0,0,7617,RF,7,1995
11065,4,0,81,26,14,0,8,0,129,7617,RF,7,1995
11066,12,0,1,2,0,0,1,0,4,7617,RF,7,1995
11067,15,0,2,5,4,0,7,0,18,7617,RF,7,1995
11068,18,0,1,2,2,0,0,0,5,7617,RF,7,1995
11069,22,0,0,0,0,0,0,0,0,7617,RF,7,1995
11070,33,0,1,0,2,0,1,26,30,7617,RF,7,1995
