,area,classe,year,Models,Bacia,version,cobertura,cob_level1,cob_color,nat_color,total
0,102.31630191650392,3,1985,Temporal,7612,9,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
1,1326342.8420571955,4,1985,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
2,30314.771801019444,12,1985,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
3,286886.1884580471,21,1985,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
4,36630.26835331214,22,1985,Temporal,7612,9,Non vegetated area,Antrópico,#db4d4f,#FFFFB2,cobertura
5,8338.286121669616,33,1985,Temporal,7612,9,Water,Natural,#0000FF,#32a65e,cobertura
6,0.3545657104492187,3,1986,Temporal,7612,9,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
7,1331481.133258353,4,1986,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
8,33944.730502761166,12,1986,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
9,286795.426827317,21,1986,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
10,28111.1850505572,22,1986,Temporal,7612,9,Non vegetated area,Antrópico,#db4d4f,#FFFFB2,cobertura
11,8281.842888447554,33,1986,Temporal,7612,9,Water,Natural,#0000FF,#32a65e,cobertura
12,1340667.4703989036,4,1987,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
13,54592.44667719781,12,1987,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
14,248100.20880033416,21,1987,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
15,38433.1729783397,22,1987,Temporal,7612,9,Non vegetated area,Antrópico,#db4d4f,#FFFFB2,cobertura
16,6821.374238360953,33,1987,Temporal,7612,9,Water,Natural,#0000FF,#32a65e,cobertura
17,1273486.0836059623,4,1988,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
18,55644.677152682096,12,1988,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
19,295126.45519978774,21,1988,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
20,53247.38838067372,22,1988,Temporal,7612,9,Non vegetated area,Antrópico,#db4d4f,#FFFFB2,cobertura
21,11110.068753942964,33,1988,Temporal,7612,9,Water,Natural,#0000FF,#32a65e,cobertura
22,1219705.9084329414,4,1989,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
23,81987.30455176574,12,1989,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
24,327801.92627126473,21,1989,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
25,48077.88301366893,22,1989,Temporal,7612,9,Non vegetated area,Antrópico,#db4d4f,#FFFFB2,cobertura
26,11041.65082333808,33,1989,Temporal,7612,9,Water,Natural,#0000FF,#32a65e,cobertura
27,0.972379107666016,3,1990,Temporal,7612,9,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
28,1174401.8656434678,4,1990,Temporal,7612,9,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
29,88066.01004619319,12,1990,Temporal,7612,9,Grassland,Natural,#d6bc74,#32a65e,cobertura
30,350098.4740264545,21,1990,Temporal,7612,9,Mosaic of Uses,Antrópico,#ffefc3,#FFFFB2,cobertura
