,area,classe,year,Colacao,Bacia,cobertura,cob_level1,cob_color,nat_color,total
20,19862.33480918411,33,1987,Col80,767,Water,Natural,#112013,#32a65e,cobertura
21,10417.941831308435,3,1988,Col80,767,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
22,448619.7271681997,4,1988,Col80,767,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
23,1494.926135839847,12,1988,Col80,767,Grassland,Natural,#d6bc74,#32a65e,cobertura
24,347573.5827202221,21,1988,Col80,767,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
25,5004.07205524736,22,1988,Col80,767,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
26,595.4254326255891,29,1988,Col80,767,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
27,20015.711820578967,33,1988,Col80,767,Water,Natural,#112013,#32a65e,cobertura
28,10408.314744111318,3,1989,Col80,767,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
29,445504.9479792264,4,1989,Col80,767,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
30,1508.4452466207365,12,1989,Col80,767,Grassland,Natural,#d6bc74,#32a65e,cobertura
31,350938.01057433576,21,1989,Col80,767,Mosaic of Uses,Antrópico,#edde8e,#FFFFB2,cobertura
32,5055.069212249972,22,1989,Col80,767,Non vegetated area,Antrópico,#f5b3c8,#FFFFB2,cobertura
33,596.7211060203646,29,1989,Col80,767,Rocky Outcrop,Natural,#db4d4f,#32a65e,cobertura
34,19709.878301452183,33,1989,Col80,767,Water,Natural,#112013,#32a65e,cobertura
35,10152.979381560675,3,1990,Col80,767,Forest Formation,Natural,#1f8d49,#32a65e,cobertura
36,457172.7943519391,4,1990,Col80,767,Savanna Formation,Natural,#7dc975,#32a65e,cobertura
