,aggrement,area,bacia,classe,year,Models,version
0,1,66784.34604472632,741,3,1985,Temporal,9
1,2,23339.31185589963,741,3,1985,Temporal,9
2,3,16508.67379692059,741,3,1985,Temporal,9
3,1,63073.80868686968,741,3,1986,Temporal,9
4,2,23212.97899112569,741,3,1986,Temporal,9
5,3,20209.285739301224,741,3,1986,Temporal,9
6,1,56155.05211057905,741,3,1987,Temporal,9
7,2,18495.16789674027,741,3,1987,Temporal,9
8,3,28144.556064939683,741,3,1987,Temporal,9
9,1,59421.86949479674,741,3,1988,Temporal,9
10,2,26773.204000854374,741,3,1988,Temporal,9
11,3,28783.35696075824,741,3,1988,Temporal,9
12,1,59214.88651031515,741,3,1989,Temporal,9
13,2,31458.37643710513,741,3,1989,Temporal,9
14,3,29741.90259576854,741,3,1989,Temporal,9
15,1,61051.7655684556,741,3,1990,Temporal,9
16,2,22078.202722417915,741,3,1990,Temporal,9
17,3,27956.45028985604,741,3,1990,Temporal,9
18,1,64044.346542761945,741,3,1991,Temporal,9
19,2,20768.17417820029,741,3,1991,Temporal,9
20,3,24983.42294894613,741,3,1991,Temporal,9
21,1,55715.14449670743,741,3,1992,Temporal,9
22,2,16851.743600384358,741,3,1992,Temporal,9
23,3,33170.474211973844,741,3,1992,Temporal,9
24,1,49361.56654932869,741,3,1993,Temporal,9
25,2,14185.43886881453,741,3,1993,Temporal,9
26,3,38381.173438548845,741,3,1993,Temporal,9
27,1,60316.5713085126,741,3,1994,Temporal,9
28,2,19276.60995419355,741,3,1994,Temporal,9
29,3,36177.856391704576,741,3,1994,Temporal,9
30,1,68561.09939236903,741,3,1995,Temporal,9
31,2,22030.10100328864,741,3,1995,Temporal,9
32,3,28284.518186137466,741,3,1995,Temporal,9
33,1,72258.9604477431,741,3,1996,Temporal,9
34,2,20835.06803238013,741,3,1996,Temporal,9
35,3,23674.04292945105,741,3,1996,Temporal,9
36,1,76457.5780691576,741,3,1997,Temporal,9
37,2,28466.29467415973,741,3,1997,Temporal,9
38,3,15765.45907784324,741,3,1997,Temporal,9
39,1,55603.12930025913,741,3,1998,Temporal,9
40,2,40805.65984326782,741,3,1998,Temporal,9
41,3,16421.359727605068,741,3,1998,Temporal,9
42,1,48822.30048133277,741,3,1999,Temporal,9
43,2,43360.561887481286,741,3,1999,Temporal,9
44,3,11828.388340582182,741,3,1999,Temporal,9
45,1,48846.98917752522,741,3,2000,Temporal,9
46,2,41546.78251676626,741,3,2000,Temporal,9
47,3,8365.19012505193,741,3,2000,Temporal,9
48,1,51903.19711633554,741,3,2001,Temporal,9
49,2,44407.64740032311,741,3,2001,Temporal,9
50,3,5133.234495051209,741,3,2001,Temporal,9
51,1,52798.36882298309,741,3,2002,Temporal,9
52,2,40306.53243785408,741,3,2002,Temporal,9
53,3,4779.546694443013,741,3,2002,Temporal,9
54,1,53735.69494255793,741,3,2003,Temporal,9
55,2,34124.25134005166,741,3,2003,Temporal,9
56,3,6234.2692394454825,741,3,2003,Temporal,9
57,1,53728.15593373178,741,3,2004,Temporal,9
58,2,29460.631790518404,741,3,2004,Temporal,9
59,3,8723.298338163648,741,3,2004,Temporal,9
60,1,51663.52439761334,741,3,2005,Temporal,9
61,2,24045.06633300952,741,3,2005,Temporal,9
62,3,11008.56735440302,741,3,2005,Temporal,9
63,1,54629.9857477332,741,3,2006,Temporal,9
64,2,24262.014737261703,741,3,2006,Temporal,9
65,3,11341.362302668698,741,3,2006,Temporal,9
66,1,59250.860864695846,741,3,2007,Temporal,9
67,2,31519.960855970658,741,3,2007,Temporal,9
68,3,7965.379385647101,741,3,2007,Temporal,9
69,1,60976.29289280779,741,3,2008,Temporal,9
70,2,50562.28374290938,741,3,2008,Temporal,9
71,3,5691.684263587322,741,3,2008,Temporal,9
72,1,57018.75912212204,741,3,2009,Temporal,9
73,2,54273.94736535465,741,3,2009,Temporal,9
74,3,6722.680122978748,741,3,2009,Temporal,9
75,1,53095.768132808,741,3,2010,Temporal,9
76,2,51262.63729048548,741,3,2010,Temporal,9
77,3,10111.046771681697,741,3,2010,Temporal,9
78,1,48651.699637019454,741,3,2011,Temporal,9
79,2,43626.86274885851,741,3,2011,Temporal,9
80,3,13202.711478417288,741,3,2011,Temporal,9
81,1,53215.01108485653,741,3,2012,Temporal,9
82,2,38037.18262584516,741,3,2012,Temporal,9
83,3,9582.791876249992,741,3,2012,Temporal,9
84,1,51296.74116971945,741,3,2013,Temporal,9
85,2,30754.412596586542,741,3,2013,Temporal,9
86,3,9482.148996762358,741,3,2013,Temporal,9
87,1,49092.56384668472,741,3,2014,Temporal,9
88,2,27866.135325291198,741,3,2014,Temporal,9
89,3,10589.951825842663,741,3,2014,Temporal,9
90,1,48075.59363008749,741,3,2015,Temporal,9
91,2,28032.067371935405,741,3,2015,Temporal,9
92,3,9779.435269226367,741,3,2015,Temporal,9
93,1,45701.10661809441,741,3,2016,Temporal,9
94,2,22586.25997985389,741,3,2016,Temporal,9
95,3,10948.074985364066,741,3,2016,Temporal,9
96,1,50539.18876137439,741,3,2017,Temporal,9
97,2,32960.30467024968,741,3,2017,Temporal,9
98,3,6783.207064843425,741,3,2017,Temporal,9
99,1,51708.53524973721,741,3,2018,Temporal,9
100,2,31874.050603819465,741,3,2018,Temporal,9
101,3,5336.062902050893,741,3,2018,Temporal,9
102,1,52573.455496162256,741,3,2019,Temporal,9
103,2,31476.876935035914,741,3,2019,Temporal,9
104,3,4255.115719854138,741,3,2019,Temporal,9
105,1,56236.12286903351,741,3,2020,Temporal,9
106,2,34949.70676088374,741,3,2020,Temporal,9
107,3,3959.937819107375,741,3,2020,Temporal,9
