,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,0,0,0,0,0,0,0,7617,TemporalV2J3,17,2004
1,4,0,133,0,17,0,0,150,7617,TemporalV2J3,17,2004
2,12,0,2,0,3,0,0,5,7617,TemporalV2J3,17,2004
3,21,0,8,0,21,0,0,29,7617,TemporalV2J3,17,2004
4,22,0,0,0,0,0,1,1,7617,TemporalV2J3,17,2004
5,33,0,0,0,0,0,35,35,7617,TemporalV2J3,17,2004
6,Total,0,143,0,41,0,36,220,7617,TemporalV2J3,17,2004
7,3,0,5,1,0,0,0,6,7619,TemporalV2J3,17,2000
8,4,0,254,12,7,0,0,273,7619,TemporalV2J3,17,2000
9,12,0,5,3,3,1,1,13,7619,TemporalV2J3,17,2000
10,21,0,13,1,40,0,1,55,7619,TemporalV2J3,17,2000
11,22,0,1,0,0,0,0,1,7619,TemporalV2J3,17,2000
12,33,0,0,0,0,0,1,1,7619,TemporalV2J3,17,2000
13,Total,0,278,17,50,1,3,349,7619,TemporalV2J3,17,2000
14,3,0,0,0,0,0,0,0,7613,TemporalV2J3,17,2011
15,4,0,115,0,36,0,0,151,7613,TemporalV2J3,17,2011
16,12,0,3,0,14,0,0,17,7613,TemporalV2J3,17,2011
17,21,0,8,0,14,0,0,22,7613,TemporalV2J3,17,2011
18,22,0,0,0,1,0,0,1,7613,TemporalV2J3,17,2011
19,33,0,0,0,0,0,1,1,7613,TemporalV2J3,17,2011
20,Total,0,126,0,65,0,1,192,7613,TemporalV2J3,17,2011
21,3,0,0,0,0,0,0,0,758,TemporalV2J3,17,1997
22,4,0,73,0,16,0,0,89,758,TemporalV2J3,17,1997
23,12,0,0,0,2,0,0,2,758,TemporalV2J3,17,1997
24,21,0,20,0,48,0,0,68,758,TemporalV2J3,17,1997
25,22,0,0,1,0,0,0,1,758,TemporalV2J3,17,1997
26,33,0,1,0,1,0,0,2,758,TemporalV2J3,17,1997
27,Total,0,94,1,67,0,0,162,758,TemporalV2J3,17,1997
28,3,1,2,0,0,0,0,3,752,TemporalV2J3,17,2002
29,4,3,115,0,1,0,0,119,752,TemporalV2J3,17,2002
30,12,0,3,0,1,0,0,4,752,TemporalV2J3,17,2002
31,21,0,26,0,6,0,0,32,752,TemporalV2J3,17,2002
32,22,0,2,2,0,0,0,4,752,TemporalV2J3,17,2002
33,33,0,1,0,0,0,2,3,752,TemporalV2J3,17,2002
34,Total,4,149,2,8,0,2,165,752,TemporalV2J3,17,2002
35,3,1,11,0,0,0,1,13,744,TemporalV2J3,17,1986
36,4,2,528,4,37,0,1,572,744,TemporalV2J3,17,1986
37,12,0,10,4,8,0,0,22,744,TemporalV2J3,17,1986
38,21,0,33,3,73,1,0,110,744,TemporalV2J3,17,1986
39,22,0,1,0,1,0,0,2,744,TemporalV2J3,17,1986
40,33,0,2,0,1,0,0,3,744,TemporalV2J3,17,1986
41,Total,3,585,11,120,1,2,722,744,TemporalV2J3,17,1986
42,3,3,5,0,0,0,0,8,759,TemporalV2J3,17,1992
43,4,0,21,0,13,0,0,34,759,TemporalV2J3,17,1992
44,12,0,0,0,0,0,0,0,759,TemporalV2J3,17,1992
45,21,2,26,5,38,0,0,71,759,TemporalV2J3,17,1992
46,22,0,0,0,1,0,0,1,759,TemporalV2J3,17,1992
47,33,0,0,0,0,0,1,1,759,TemporalV2J3,17,1992
48,Total,5,52,5,52,0,1,115,759,TemporalV2J3,17,1992
49,3,4,3,0,1,0,0,8,745,TemporalV2J3,17,2002
50,4,21,28,0,3,0,0,52,745,TemporalV2J3,17,2002
51,12,0,0,0,0,1,0,1,745,TemporalV2J3,17,2002
52,21,0,5,0,5,0,0,10,745,TemporalV2J3,17,2002
53,22,0,0,0,0,0,0,0,745,TemporalV2J3,17,2002
54,33,0,0,0,0,0,0,0,745,TemporalV2J3,17,2002
55,Total,25,36,0,9,1,0,71,745,TemporalV2J3,17,2002
56,3,11,14,0,0,0,0,25,753,TemporalV2J3,17,2020
57,4,28,288,0,16,0,0,332,753,TemporalV2J3,17,2020
58,12,0,9,0,1,0,0,10,753,TemporalV2J3,17,2020
59,21,7,68,0,25,2,0,102,753,TemporalV2J3,17,2020
60,22,3,4,4,4,8,0,23,753,TemporalV2J3,17,2020
61,33,3,8,0,2,0,6,19,753,TemporalV2J3,17,2020
62,Total,52,391,4,48,10,6,511,753,TemporalV2J3,17,2020
63,3,1,1,0,0,0,0,2,771,TemporalV2J3,17,2005
64,4,3,78,0,33,0,0,114,771,TemporalV2J3,17,2005
65,12,0,1,0,2,0,0,3,771,TemporalV2J3,17,2005
66,21,0,11,0,114,0,0,125,771,TemporalV2J3,17,2005
67,22,0,0,0,2,0,0,2,771,TemporalV2J3,17,2005
68,33,0,0,0,0,0,0,0,771,TemporalV2J3,17,2005
69,Total,4,91,0,151,0,0,246,771,TemporalV2J3,17,2005
70,3,1,11,0,0,0,0,12,744,TemporalV2J3,17,1995
71,4,1,505,1,26,0,1,534,744,TemporalV2J3,17,1995
72,12,0,9,7,4,1,0,21,744,TemporalV2J3,17,1995
73,21,0,69,5,77,0,0,151,744,TemporalV2J3,17,1995
74,22,0,1,0,1,0,0,2,744,TemporalV2J3,17,1995
75,33,0,1,0,1,0,0,2,744,TemporalV2J3,17,1995
76,Total,2,596,13,109,1,1,722,744,TemporalV2J3,17,1995
77,3,1,1,0,0,0,0,2,741,TemporalV2J3,17,2000
78,4,0,80,0,0,0,0,80,741,TemporalV2J3,17,2000
79,12,0,1,1,2,0,0,4,741,TemporalV2J3,17,2000
80,21,0,14,0,5,0,0,19,741,TemporalV2J3,17,2000
81,22,0,0,0,0,0,0,0,741,TemporalV2J3,17,2000
82,33,0,0,0,0,0,2,2,741,TemporalV2J3,17,2000
83,Total,1,96,1,7,0,2,107,741,TemporalV2J3,17,2000
84,3,7,19,0,1,0,0,27,7741,TemporalV2J3,17,2006
85,4,0,94,3,6,0,0,103,7741,TemporalV2J3,17,2006
86,12,0,9,0,0,0,0,9,7741,TemporalV2J3,17,2006
87,21,0,53,2,50,0,0,105,7741,TemporalV2J3,17,2006
88,22,0,0,1,0,0,0,1,7741,TemporalV2J3,17,2006
89,33,0,0,0,0,0,0,0,7741,TemporalV2J3,17,2006
90,Total,7,175,6,57,0,0,245,7741,TemporalV2J3,17,2006
91,3,0,3,0,0,0,0,3,756,TemporalV2J3,17,2014
92,4,1,215,5,30,0,0,251,756,TemporalV2J3,17,2014
93,12,0,2,1,4,0,0,7,756,TemporalV2J3,17,2014
94,21,0,48,4,71,2,0,125,756,TemporalV2J3,17,2014
95,22,0,2,0,5,0,0,7,756,TemporalV2J3,17,2014
96,33,0,0,1,3,0,3,7,756,TemporalV2J3,17,2014
97,Total,1,270,11,113,2,3,400,756,TemporalV2J3,17,2014
98,3,0,0,0,0,0,0,0,7614,TemporalV2J3,17,2019
99,4,3,60,0,6,0,0,69,7614,TemporalV2J3,17,2019
100,12,0,0,0,0,0,0,0,7614,TemporalV2J3,17,2019
101,21,1,28,1,33,0,0,63,7614,TemporalV2J3,17,2019
102,22,0,0,0,0,0,0,0,7614,TemporalV2J3,17,2019
103,33,0,0,0,0,0,0,0,7614,TemporalV2J3,17,2019
104,Total,4,88,1,39,0,0,132,7614,TemporalV2J3,17,2019
105,3,0,10,0,2,0,0,12,766,TemporalV2J3,17,2014
106,4,0,85,0,17,0,0,102,766,TemporalV2J3,17,2014
107,12,0,3,0,2,0,0,5,766,TemporalV2J3,17,2014
108,21,2,11,0,130,0,0,143,766,TemporalV2J3,17,2014
109,22,0,1,0,0,1,0,2,766,TemporalV2J3,17,2014
110,33,0,1,0,0,0,2,3,766,TemporalV2J3,17,2014
111,Total,2,111,0,151,1,2,267,766,TemporalV2J3,17,2014
112,3,0,1,0,0,0,0,1,7421,TemporalV2J3,17,2022
113,4,0,61,0,3,0,0,64,7421,TemporalV2J3,17,2022
114,12,0,0,0,2,0,0,2,7421,TemporalV2J3,17,2022
115,21,0,9,1,3,0,0,13,7421,TemporalV2J3,17,2022
116,22,0,0,0,0,0,0,0,7421,TemporalV2J3,17,2022
117,33,0,0,0,0,0,0,0,7421,TemporalV2J3,17,2022
118,Total,0,71,1,8,0,0,80,7421,TemporalV2J3,17,2022
119,3,0,0,0,0,0,0,0,7616,TemporalV2J3,17,1994
120,4,0,78,1,14,0,0,93,7616,TemporalV2J3,17,1994
121,12,0,2,1,0,0,0,3,7616,TemporalV2J3,17,1994
122,21,0,11,0,20,0,0,31,7616,TemporalV2J3,17,1994
123,22,0,0,0,0,0,0,0,7616,TemporalV2J3,17,1994
124,33,0,0,0,0,0,0,0,7616,TemporalV2J3,17,1994
125,Total,0,91,2,34,0,0,127,7616,TemporalV2J3,17,1994
126,3,11,14,0,0,1,0,26,753,TemporalV2J3,17,1995
127,4,21,284,1,17,0,0,323,753,TemporalV2J3,17,1995
128,12,0,8,1,2,0,0,11,753,TemporalV2J3,17,1995
129,21,11,84,4,14,1,0,114,753,TemporalV2J3,17,1995
130,22,6,12,3,1,0,1,23,753,TemporalV2J3,17,1995
131,33,1,6,2,1,0,4,14,753,TemporalV2J3,17,1995
132,Total,50,408,11,35,2,5,511,753,TemporalV2J3,17,1995
133,3,0,0,0,0,0,0,0,7616,TemporalV2J3,17,2007
134,4,0,77,3,13,0,0,93,7616,TemporalV2J3,17,2007
135,12,0,2,1,0,0,0,3,7616,TemporalV2J3,17,2007
136,21,0,3,1,27,0,0,31,7616,TemporalV2J3,17,2007
137,22,0,0,0,0,0,0,0,7616,TemporalV2J3,17,2007
138,33,0,0,0,0,0,0,0,7616,TemporalV2J3,17,2007
139,Total,0,82,5,40,0,0,127,7616,TemporalV2J3,17,2007
140,3,0,12,0,3,0,0,15,765,TemporalV2J3,17,1997
141,4,0,74,0,39,0,0,113,765,TemporalV2J3,17,1997
142,12,0,0,0,0,0,0,0,765,TemporalV2J3,17,1997
143,21,0,9,0,96,0,0,105,765,TemporalV2J3,17,1997
144,22,0,1,0,2,3,0,6,765,TemporalV2J3,17,1997
145,33,0,1,0,0,0,1,2,765,TemporalV2J3,17,1997
146,Total,0,97,0,140,3,1,241,765,TemporalV2J3,17,1997
147,3,0,4,0,0,0,0,4,7612,TemporalV2J3,17,1987
148,4,0,111,3,3,0,0,117,7612,TemporalV2J3,17,1987
149,12,0,1,3,3,0,0,7,7612,TemporalV2J3,17,1987
150,21,0,20,3,22,0,0,45,7612,TemporalV2J3,17,1987
151,22,0,0,1,3,0,0,4,7612,TemporalV2J3,17,1987
152,33,0,0,0,0,0,0,0,7612,TemporalV2J3,17,1987
153,Total,0,136,10,31,0,0,177,7612,TemporalV2J3,17,1987
154,3,0,3,0,1,0,0,4,7612,TemporalV2J3,17,1992
155,4,0,104,3,3,0,0,110,7612,TemporalV2J3,17,1992
156,12,0,0,3,4,0,0,7,7612,TemporalV2J3,17,1992
157,21,0,23,3,26,0,0,52,7612,TemporalV2J3,17,1992
158,22,0,0,1,2,0,0,3,7612,TemporalV2J3,17,1992
159,33,0,0,0,0,0,1,1,7612,TemporalV2J3,17,1992
160,Total,0,130,10,36,0,1,177,7612,TemporalV2J3,17,1992
161,3,12,20,0,1,0,0,33,746,TemporalV2J3,17,2003
162,4,7,123,0,4,0,0,134,746,TemporalV2J3,17,2003
163,12,0,3,0,0,0,0,3,746,TemporalV2J3,17,2003
164,21,0,5,0,7,0,0,12,746,TemporalV2J3,17,2003
165,22,0,1,0,2,0,0,3,746,TemporalV2J3,17,2003
166,33,0,0,0,0,0,1,1,746,TemporalV2J3,17,2003
167,Total,19,152,0,14,0,1,186,746,TemporalV2J3,17,2003
168,3,13,19,0,0,0,0,32,746,TemporalV2J3,17,2013
169,4,8,121,0,1,0,0,130,746,TemporalV2J3,17,2013
170,12,0,1,0,2,0,0,3,746,TemporalV2J3,17,2013
171,21,0,11,0,6,0,0,17,746,TemporalV2J3,17,2013
172,22,0,1,0,2,0,0,3,746,TemporalV2J3,17,2013
173,33,0,0,0,0,0,1,1,746,TemporalV2J3,17,2013
174,Total,21,153,0,11,0,1,186,746,TemporalV2J3,17,2013
175,3,6,3,0,0,0,0,9,772,TemporalV2J3,17,1986
176,4,15,111,2,52,0,0,180,772,TemporalV2J3,17,1986
177,12,0,1,0,0,0,0,1,772,TemporalV2J3,17,1986
178,21,5,14,12,113,0,0,144,772,TemporalV2J3,17,1986
179,22,0,0,0,1,0,0,1,772,TemporalV2J3,17,1986
180,33,0,1,0,0,0,0,1,772,TemporalV2J3,17,1986
181,Total,26,130,14,166,0,0,336,772,TemporalV2J3,17,1986
182,3,1,10,0,0,0,0,11,744,TemporalV2J3,17,2001
183,4,1,514,2,15,0,1,533,744,TemporalV2J3,17,2001
184,12,0,10,5,6,0,0,21,744,TemporalV2J3,17,2001
185,21,0,71,2,80,0,0,153,744,TemporalV2J3,17,2001
186,22,0,1,0,1,0,0,2,744,TemporalV2J3,17,2001
187,33,0,2,0,0,0,0,2,744,TemporalV2J3,17,2001
188,Total,2,608,9,102,0,1,722,744,TemporalV2J3,17,2001
189,3,1,10,0,0,0,0,11,744,TemporalV2J3,17,2018
190,4,2,519,4,13,0,0,538,744,TemporalV2J3,17,2018
191,12,0,9,7,3,0,0,19,744,TemporalV2J3,17,2018
192,21,0,80,9,61,0,0,150,744,TemporalV2J3,17,2018
193,22,0,1,1,0,0,0,2,744,TemporalV2J3,17,2018
194,33,0,2,0,0,0,0,2,744,TemporalV2J3,17,2018
195,Total,3,621,21,77,0,0,722,744,TemporalV2J3,17,2018
196,3,0,0,0,0,0,0,0,758,TemporalV2J3,17,1991
197,4,0,79,1,12,0,0,92,758,TemporalV2J3,17,1991
198,12,0,0,0,2,0,0,2,758,TemporalV2J3,17,1991
199,21,0,25,0,40,0,0,65,758,TemporalV2J3,17,1991
200,22,0,0,1,0,0,0,1,758,TemporalV2J3,17,1991
201,33,0,1,1,0,0,0,2,758,TemporalV2J3,17,1991
202,Total,0,105,3,54,0,0,162,758,TemporalV2J3,17,1991
