,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,1,9,0,2,0,0,12,767,TemporalV3J3,38,1985
1,4,8,65,0,8,0,0,81,767,TemporalV3J3,38,1985
2,12,0,0,0,1,0,0,1,767,TemporalV3J3,38,1985
3,21,2,6,0,34,0,0,42,767,TemporalV3J3,38,1985
4,22,0,1,0,0,0,0,1,767,TemporalV3J3,38,1985
5,33,0,0,0,0,0,0,0,767,TemporalV3J3,38,1985
6,Total,11,81,0,45,0,0,137,767,TemporalV3J3,38,1985
7,3,1,1,0,1,0,0,3,7612,TemporalV3J3,38,2004
8,4,3,94,0,4,0,0,101,7612,TemporalV3J3,38,2004
9,12,0,1,1,6,0,0,8,7612,TemporalV3J3,38,2004
10,21,0,34,0,25,0,0,59,7612,TemporalV3J3,38,2004
11,22,0,0,0,3,0,0,3,7612,TemporalV3J3,38,2004
12,33,0,0,0,0,0,3,3,7612,TemporalV3J3,38,2004
13,Total,4,130,1,39,0,3,177,7612,TemporalV3J3,38,2004
14,3,4,14,0,1,0,0,19,7621,TemporalV3J3,38,2013
15,4,2,26,0,1,0,0,29,7621,TemporalV3J3,38,2013
16,12,0,3,0,0,0,0,3,7621,TemporalV3J3,38,2013
17,21,0,9,0,22,0,0,31,7621,TemporalV3J3,38,2013
18,22,0,0,0,0,0,0,0,7621,TemporalV3J3,38,2013
19,33,0,0,0,0,0,1,1,7621,TemporalV3J3,38,2013
20,Total,6,52,0,24,0,1,83,7621,TemporalV3J3,38,2013
21,3,8,1,0,1,0,0,10,772,TemporalV3J3,38,1986
22,4,12,131,0,37,0,0,180,772,TemporalV3J3,38,1986
23,12,0,1,0,0,0,0,1,772,TemporalV3J3,38,1986
24,21,0,37,0,108,0,0,145,772,TemporalV3J3,38,1986
25,22,0,0,0,1,0,0,1,772,TemporalV3J3,38,1986
26,33,0,0,0,1,0,0,1,772,TemporalV3J3,38,1986
27,Total,20,170,0,148,0,0,338,772,TemporalV3J3,38,1986
28,3,0,0,0,0,0,0,0,7617,TemporalV3J3,38,1991
29,4,0,127,0,24,0,0,151,7617,TemporalV3J3,38,1991
30,12,0,1,0,4,0,0,5,7617,TemporalV3J3,38,1991
31,21,0,3,0,24,0,0,27,7617,TemporalV3J3,38,1991
32,22,0,0,0,0,0,0,0,7617,TemporalV3J3,38,1991
33,33,0,1,0,0,0,36,37,7617,TemporalV3J3,38,1991
34,Total,0,132,0,52,0,36,220,7617,TemporalV3J3,38,1991
35,3,0,6,0,0,0,0,6,7619,TemporalV3J3,38,2001
36,4,2,250,4,18,0,0,274,7619,TemporalV3J3,38,2001
37,12,0,7,1,5,0,0,13,7619,TemporalV3J3,38,2001
38,21,0,9,0,44,0,1,54,7619,TemporalV3J3,38,2001
39,22,0,1,0,0,0,0,1,7619,TemporalV3J3,38,2001
40,33,0,0,0,0,0,1,1,7619,TemporalV3J3,38,2001
41,Total,2,273,5,67,0,2,349,7619,TemporalV3J3,38,2001
42,3,2,1,0,1,0,0,4,775,TemporalV3J3,38,2014
43,4,0,6,0,0,0,0,6,775,TemporalV3J3,38,2014
44,12,0,0,0,1,0,0,1,775,TemporalV3J3,38,2014
45,21,1,3,0,12,0,0,16,775,TemporalV3J3,38,2014
46,22,0,0,0,0,0,0,0,775,TemporalV3J3,38,2014
47,33,0,0,0,0,0,0,0,775,TemporalV3J3,38,2014
48,Total,3,10,0,14,0,0,27,775,TemporalV3J3,38,2014
49,3,0,0,0,0,0,0,0,777,TemporalV3J3,38,2016
50,4,0,3,0,0,0,0,3,777,TemporalV3J3,38,2016
51,12,0,1,0,0,1,0,2,777,TemporalV3J3,38,2016
52,21,0,5,0,5,0,0,10,777,TemporalV3J3,38,2016
53,22,0,0,0,0,0,0,0,777,TemporalV3J3,38,2016
54,33,0,0,0,0,0,0,0,777,TemporalV3J3,38,2016
55,Total,0,9,0,5,1,0,15,777,TemporalV3J3,38,2016
56,3,1,2,0,1,0,0,4,7612,TemporalV3J3,38,1988
57,4,3,108,0,6,0,0,117,7612,TemporalV3J3,38,1988
58,12,0,2,0,5,0,0,7,7612,TemporalV3J3,38,1988
