,aggrement,area,bacia,classe,year,Models,version
0,1,3977.703888462288,7622,12,1985,toExport,9
1,2,12.55788657836914,7622,12,1985,toExport,9
2,3,4943.777717490556,7622,12,1985,toExport,9
3,3,8781.970983508772,7622,12,1986,toExport,9
4,3,8745.919786280374,7622,12,1987,toExport,9
5,3,6443.016977926873,7622,12,1988,toExport,9
6,3,6546.9385513358575,7622,12,1989,toExport,9
7,3,1950.0122599261845,7622,12,1990,toExport,9
8,3,1233.930795072429,7622,12,1991,toExport,9
9,3,1247.5492033456092,7622,12,1992,toExport,9
10,1,0.7892722412109374,7622,12,1993,toExport,9
11,3,2427.520286910071,7622,12,1993,toExport,9
12,1,1.403065802001953,7622,12,1994,toExport,9
13,3,10786.52556182579,7622,12,1994,toExport,9
14,3,15082.113539709364,7622,12,1995,toExport,9
15,3,15827.549663295937,7622,12,1996,toExport,9
16,3,19820.440512975245,7622,12,1997,toExport,9
17,3,23170.29697145185,7622,12,1998,toExport,9
18,3,24146.240626444025,7622,12,1999,toExport,9
19,3,26723.86207403927,7622,12,2000,toExport,9
20,3,27104.51524135594,7622,12,2001,toExport,9
21,3,26662.782481474063,7622,12,2002,toExport,9
22,3,24027.61193505268,7622,12,2003,toExport,9
23,3,23537.91979513995,7622,12,2004,toExport,9
24,3,21312.299912160703,7622,12,2005,toExport,9
25,3,16588.666750126897,7622,12,2006,toExport,9
26,3,15634.285741482878,7622,12,2007,toExport,9
27,3,15512.778634542536,7622,12,2008,toExport,9
28,3,23635.038577089952,7622,12,2009,toExport,9
29,3,27248.945547858915,7622,12,2010,toExport,9
30,1,1.757523431396484,7622,12,2011,toExport,9
31,3,28029.85103733712,7622,12,2011,toExport,9
32,1,1.3176439697265625,7622,12,2012,toExport,9
33,3,28352.32352752431,7622,12,2012,toExport,9
34,1,1.3176439697265625,7622,12,2013,toExport,9
35,3,26229.702531753785,7622,12,2013,toExport,9
36,3,15268.724923965196,7622,12,2014,toExport,9
37,3,4606.891355207768,7622,12,2015,toExport,9
38,3,4256.098478866919,7622,12,2016,toExport,9
39,3,3088.340945598383,7622,12,2017,toExport,9
40,3,2702.233146427129,7622,12,2018,toExport,9
41,3,2902.381006152318,7622,12,2019,toExport,9
42,3,2564.747225434827,7622,12,2020,toExport,9
43,3,6168.666590125218,7622,12,2021,toExport,9
44,3,6040.556205780372,7622,12,2022,toExport,9
45,1,1.2034406494140626,778,3,1985,toExport,9
46,2,2.9284638529938336,778,3,1985,toExport,9
47,3,0.0859598083496093,778,3,1985,toExport,9
48,1,1.2034406494140626,778,3,1986,toExport,9
49,2,4.218017307583677,778,3,1986,toExport,9
50,3,0.0859598083496093,778,3,1986,toExport,9
51,1,1.2034406494140626,778,3,1987,toExport,9
52,2,11.743642084003518,778,3,1987,toExport,9
53,3,0.0859598083496093,778,3,1987,toExport,9
54,1,1.2034406494140626,778,3,1988,toExport,9
55,2,14.526147298081318,778,3,1988,toExport,9
56,3,0.0859598083496093,778,3,1988,toExport,9
57,1,0.7736402343750001,778,3,1989,toExport,9
58,2,3.945701034797219,778,3,1989,toExport,9
59,3,0.58117011280733,778,3,1989,toExport,9
60,1,2.015423938036152,778,3,1990,toExport,9
61,2,9.42413663164923,778,3,1990,toExport,9
62,3,0.7318830384258196,778,3,1990,toExport,9
63,1,4.681054697887945,778,3,1991,toExport,9
64,2,19.89573582182045,778,3,1991,toExport,9
65,3,0.6017370239257813,778,3,1991,toExport,9
66,1,4.774751166896447,778,3,1992,toExport,9
67,2,18.055474378303103,778,3,1992,toExport,9
68,3,0.3438399230957031,778,3,1992,toExport,9
69,1,5.318936237721165,778,3,1993,toExport,9
70,2,6.102462010737403,778,3,1993,toExport,9
71,3,0.3438399230957031,778,3,1993,toExport,9
72,1,6.569850033964269,778,3,1994,toExport,9
73,2,7.454180685053812,778,3,1994,toExport,9
74,3,0.1719330688476562,778,3,1994,toExport,9
75,1,2.308748590662338,778,3,1995,toExport,9
76,2,14.442557726093376,778,3,1995,toExport,9
77,3,4.42527858879538,778,3,1995,toExport,9
78,1,2.310766406609029,778,3,1996,toExport,9
79,2,16.693335813634558,778,3,1996,toExport,9
80,3,4.752315082912072,778,3,1996,toExport,9
81,1,4.157778572471468,778,3,1997,toExport,9
82,2,20.215034751790352,778,3,1997,toExport,9
83,3,2.647372747371898,778,3,1997,toExport,9
84,1,6.955571896996592,778,3,1998,toExport,9
85,2,22.26599670362283,778,3,1998,toExport,9
86,3,1.1197158445111444,778,3,1998,toExport,9
87,1,11.50276578457701,778,3,1999,toExport,9
88,2,10.19977731993433,778,3,1999,toExport,9
89,3,2.0563363853783696,778,3,1999,toExport,9
90,1,11.326407067583862,778,3,2000,toExport,9
91,2,26.227362957883354,778,3,2000,toExport,9
92,3,3.866092367996515,778,3,2000,toExport,9
93,1,8.540072963460286,778,3,2001,toExport,9
94,2,32.00907562009327,778,3,2001,toExport,9
95,3,6.824389521436507,778,3,2001,toExport,9
96,1,8.11022137654623,778,3,2002,toExport,9
97,2,9.847332396024829,778,3,2002,toExport,9
98,3,6.647015455465881,778,3,2002,toExport,9
99,1,8.66453682834999,778,3,2003,toExport,9
100,2,12.822526576143163,778,3,2003,toExport,9
101,3,2.554198184455422,778,3,2003,toExport,9
102,1,8.578605059551162,778,3,2004,toExport,9
103,2,15.35890561494717,778,3,2004,toExport,9
104,3,1.7784516575712317,778,3,2004,toExport,9
105,1,3.133352239487591,778,3,2005,toExport,9
106,2,16.148133850887536,778,3,2005,toExport,9
107,3,0.0974213513183593,778,3,2005,toExport,9
108,1,3.0473682673196225,778,3,2006,toExport,9
109,2,6.089849144622206,778,3,2006,toExport,9
110,3,0.0974213513183593,778,3,2006,toExport,9
111,1,2.655949240363625,778,3,2007,toExport,9
112,2,4.599605918686812,778,3,2007,toExport,9
113,3,0.4888403782743566,778,3,2007,toExport,9
114,1,2.5699895418772973,778,3,2008,toExport,9
115,2,12.26344191865809,778,3,2008,toExport,9
116,3,0.5478295050407859,778,3,2008,toExport,9
117,1,2.484005453742532,778,3,2009,toExport,9
118,2,11.61807331076228,778,3,2009,toExport,9
119,3,0.5478295050407859,778,3,2009,toExport,9
120,1,2.789440392563763,778,3,2010,toExport,9
121,2,18.74616707404641,778,3,2010,toExport,9
122,3,0.2127030336387484,778,3,2010,toExport,9
123,1,3.6145771534878577,778,3,2011,toExport,9
124,2,13.16362557863722,778,3,2011,toExport,9
125,3,0.3283257612879136,778,3,2011,toExport,9
126,1,2.4494683499205334,778,3,2012,toExport,9
127,2,4.73810974001417,778,3,2012,toExport,9
128,3,1.3214658209587544,778,3,2012,toExport,9
129,1,2.5310461136402798,778,3,2013,toExport,9
130,2,2.937075909399893,778,3,2013,toExport,9
131,3,1.445904118221507,778,3,2013,toExport,9
132,1,4.164373616081685,778,3,2014,toExport,9
133,2,11.852683752680772,778,3,2014,toExport,9
134,3,1.0906865632898666,778,3,2014,toExport,9
135,1,4.795768401836322,778,3,2015,toExport,9
136,2,11.825487066315304,778,3,2015,toExport,9
137,3,1.1469791188438263,778,3,2015,toExport,9
138,1,4.537873949932024,778,3,2016,toExport,9
139,2,8.611044826755894,778,3,2016,toExport,9
140,3,1.6627973378379668,778,3,2016,toExport,9
141,1,3.335465581509457,778,3,2017,toExport,9
142,2,5.917846516089348,778,3,2017,toExport,9
143,3,2.4355660028913912,778,3,2017,toExport,9
144,1,3.47667591100356,778,3,2018,toExport,9
145,2,9.48557619774912,778,3,2018,toExport,9
146,3,2.6381220491297106,778,3,2018,toExport,9
147,1,3.648596205193013,778,3,2019,toExport,9
148,2,9.03142144952512,778,3,2019,toExport,9
149,3,2.8960162874109603,778,3,2019,toExport,9
150,1,3.738958010565064,778,3,2020,toExport,9
151,2,6.973457375727635,778,3,2020,toExport,9
152,3,2.805654482038909,778,3,2020,toExport,9
153,1,3.738958236395142,778,3,2021,toExport,9
154,2,8.907148458730655,778,3,2021,toExport,9
155,3,2.8056542562088307,778,3,2021,toExport,9
156,1,4.07841565709731,778,3,2022,toExport,9
157,2,12.518112875234571,778,3,2022,toExport,9
158,3,2.4661968355066635,778,3,2022,toExport,9
159,1,1081383.1457617884,765,4,1985,toExport,9
160,2,34436.52752254688,765,4,1985,toExport,9
161,3,103886.02970047538,765,4,1985,toExport,9
162,1,1077937.6456133537,765,4,1986,toExport,9
163,2,49712.188556380126,765,4,1986,toExport,9
164,3,104400.00778497572,765,4,1986,toExport,9
165,1,999931.6557705364,765,4,1987,toExport,9
166,2,62858.19602835576,765,4,1987,toExport,9
167,3,170325.7788091686,765,4,1987,toExport,9
168,1,990652.3383643732,765,4,1988,toExport,9
169,2,58515.626701543006,765,4,1988,toExport,9
170,3,198215.20151441536,765,4,1988,toExport,9
171,1,968715.3918643214,765,4,1989,toExport,9
172,2,68758.33572541045,765,4,1989,toExport,9
173,3,186518.34160005584,765,4,1989,toExport,9
174,1,961554.5872397516,765,4,1990,toExport,9
175,2,60869.69164223662,765,4,1990,toExport,9
176,3,203075.0358089672,765,4,1990,toExport,9
177,1,958035.0605165524,765,4,1991,toExport,9
178,2,70394.04770786528,765,4,1991,toExport,9
179,3,192615.1622326772,765,4,1991,toExport,9
180,1,974359.727322608,765,4,1992,toExport,9
181,2,76513.3742097547,765,4,1992,toExport,9
182,3,187063.68426948244,765,4,1992,toExport,9
183,1,960569.4303240122,765,4,1993,toExport,9
184,2,82061.35424964207,765,4,1993,toExport,9
185,3,166422.67670392885,765,4,1993,toExport,9
186,1,974454.7987171424,765,4,1994,toExport,9
187,2,90393.86598621216,765,4,1994,toExport,9
188,3,141350.2108867236,765,4,1994,toExport,9
189,1,938113.7100105288,765,4,1995,toExport,9
190,2,85701.15850440474,765,4,1995,toExport,9
191,3,157948.47568025638,765,4,1995,toExport,9
192,1,896562.0023562337,765,4,1996,toExport,9
193,2,70251.43186763782,765,4,1996,toExport,9
194,3,189568.55944471105,765,4,1996,toExport,9
195,1,874650.8157996103,765,4,1997,toExport,9
196,2,69405.82890956124,765,4,1997,toExport,9
197,3,206693.0685629821,765,4,1997,toExport,9
198,1,871402.144227785,765,4,1998,toExport,9
199,2,71170.04466996307,765,4,1998,toExport,9
200,3,207865.7798151385,765,4,1998,toExport,9
201,1,893731.5846543943,765,4,1999,toExport,9
202,2,90645.94639798928,765,4,1999,toExport,9
203,3,171178.30827502938,765,4,1999,toExport,9
204,1,917948.6081741292,765,4,2000,toExport,9
205,2,98213.12070720572,765,4,2000,toExport,9
206,3,155551.8314616473,765,4,2000,toExport,9
207,1,919044.9370509404,765,4,2001,toExport,9
208,2,83208.92338830986,765,4,2001,toExport,9
209,3,180584.3834006743,765,4,2001,toExport,9
210,1,868589.1876504475,765,4,2002,toExport,9
211,2,79255.5931291221,765,4,2002,toExport,9
212,3,193401.74977057485,765,4,2002,toExport,9
213,1,849740.7699261162,765,4,2003,toExport,9
214,2,68283.51718951986,765,4,2003,toExport,9
215,3,199045.8557363909,765,4,2003,toExport,9
216,1,897507.4865914112,765,4,2004,toExport,9
217,2,81029.6568787084,765,4,2004,toExport,9
218,3,165001.88710199887,765,4,2004,toExport,9
219,1,903724.5036135556,765,4,2005,toExport,9
220,2,94954.5997856732,765,4,2005,toExport,9
221,3,134836.98057850712,765,4,2005,toExport,9
222,1,916498.6617385076,765,4,2006,toExport,9
223,2,109588.2667534526,765,4,2006,toExport,9
224,3,115283.73012624963,765,4,2006,toExport,9
225,1,906553.7475390142,765,4,2007,toExport,9
