,aggrement,area,bacia,classe,year,Models,version
0,1,413051.83130685386,757,21,1985,GTB,9
1,2,200097.0879825612,757,21,1985,GTB,9
2,3,311113.6281012316,757,21,1985,GTB,9
3,1,612744.6435402409,757,21,1986,GTB,9
4,2,173234.87049714717,757,21,1986,GTB,9
5,3,527818.9235198704,757,21,1986,GTB,9
6,1,672276.2717706739,757,21,1987,GTB,9
7,2,205368.49295557616,757,21,1987,GTB,9
8,3,511259.0182154688,757,21,1987,GTB,9
9,1,705097.6918171998,757,21,1988,GTB,9
10,2,301365.89652635,757,21,1988,GTB,9
11,3,513803.48920076806,757,21,1988,GTB,9
12,1,820380.0270668607,757,21,1989,GTB,9
13,2,206361.1858342784,757,21,1989,GTB,9
14,3,545647.124582217,757,21,1989,GTB,9
15,1,777118.7974258785,757,21,1990,GTB,9
16,2,236912.3433237089,757,21,1990,GTB,9
17,3,464521.0354917572,757,21,1990,GTB,9
18,1,622019.3255790529,757,21,1991,GTB,9
19,2,260282.7918031124,757,21,1991,GTB,9
20,3,439116.51648429467,757,21,1991,GTB,9
21,1,705836.5370942418,757,21,1992,GTB,9
22,2,322848.95149654336,757,21,1992,GTB,9
23,3,554702.9321388017,757,21,1992,GTB,9
24,1,639329.6249359491,757,21,1993,GTB,9
25,2,282139.83382425527,757,21,1993,GTB,9
26,3,577436.4225259986,757,21,1993,GTB,9
27,1,503270.5949027959,757,21,1994,GTB,9
28,2,171317.58933833454,757,21,1994,GTB,9
29,3,464362.4337808801,757,21,1994,GTB,9
30,1,432275.9369256839,757,21,1995,GTB,9
31,2,140996.847331211,757,21,1995,GTB,9
32,3,372178.04905441694,757,21,1995,GTB,9
33,1,507087.42281390494,757,21,1996,GTB,9
34,2,254123.99156873205,757,21,1996,GTB,9
35,3,356805.51764728926,757,21,1996,GTB,9
36,1,525010.2288433595,757,21,1997,GTB,9
37,2,255190.9903630697,757,21,1997,GTB,9
38,3,557949.1952457062,757,21,1997,GTB,9
39,1,688936.6436242792,757,21,1998,GTB,9
40,2,384154.9440083844,757,21,1998,GTB,9
41,3,423562.2565535479,757,21,1998,GTB,9
42,1,788079.8841433441,757,21,1999,GTB,9
43,2,322337.2156728856,757,21,1999,GTB,9
44,3,511912.6629827696,757,21,1999,GTB,9
45,1,771242.798824,757,21,2000,GTB,9
46,2,229809.46418544307,757,21,2000,GTB,9
47,3,567498.1637380709,757,21,2000,GTB,9
48,1,895995.9848875626,757,21,2001,GTB,9
49,2,245052.1935164464,757,21,2001,GTB,9
50,3,506243.456746221,757,21,2001,GTB,9
51,1,944893.0202918658,757,21,2002,GTB,9
52,2,301215.9043611518,757,21,2002,GTB,9
53,3,476191.8273692162,757,21,2002,GTB,9
54,1,841504.8668150124,757,21,2003,GTB,9
55,2,255715.14958155897,757,21,2003,GTB,9
56,3,543183.7618342721,757,21,2003,GTB,9
57,1,918813.776526906,757,21,2004,GTB,9
58,2,245012.1771100445,757,21,2004,GTB,9
59,3,462554.62839321047,757,21,2004,GTB,9
60,1,779772.2834390932,757,21,2005,GTB,9
61,2,302774.0896403799,757,21,2005,GTB,9
62,3,587441.968917415,757,21,2005,GTB,9
63,1,799591.2555881791,757,21,2006,GTB,9
64,2,236006.3694298336,757,21,2006,GTB,9
65,3,537215.3793754432,757,21,2006,GTB,9
66,1,804144.1744873392,757,21,2007,GTB,9
67,2,226623.92758719384,757,21,2007,GTB,9
68,3,527101.3916022646,757,21,2007,GTB,9
69,1,545945.652894443,757,21,2008,GTB,9
70,2,123337.28362140244,757,21,2008,GTB,9
71,3,381598.7516124385,757,21,2008,GTB,9
72,1,310279.677690682,757,21,2009,GTB,9
73,2,67009.95262212328,757,21,2009,GTB,9
74,3,234715.04564647868,757,21,2009,GTB,9
75,1,737150.8589258187,757,21,2010,GTB,9
76,2,315654.17589600466,757,21,2010,GTB,9
77,3,498349.3838075162,757,21,2010,GTB,9
78,1,645959.0328361008,757,21,2011,GTB,9
79,2,124753.6858832965,757,21,2011,GTB,9
80,3,376844.02342710784,757,21,2011,GTB,9
81,1,777246.6600492857,757,21,2012,GTB,9
82,2,222361.38051232148,757,21,2012,GTB,9
83,3,573014.7708514775,757,21,2012,GTB,9
84,1,945781.3724012264,757,21,2013,GTB,9
85,2,174599.98697730238,757,21,2013,GTB,9
86,3,466897.4930486244,757,21,2013,GTB,9
87,1,730077.0458195107,757,21,2014,GTB,9
88,2,205637.5249811101,757,21,2014,GTB,9
89,3,694044.0209916646,757,21,2014,GTB,9
90,1,933881.7443936442,757,21,2015,GTB,9
91,2,194089.1648021866,757,21,2015,GTB,9
92,3,491030.55069289525,757,21,2015,GTB,9
93,1,866636.9826971642,757,21,2016,GTB,9
94,2,195792.63379191543,757,21,2016,GTB,9
95,3,505606.4612771814,757,21,2016,GTB,9
96,1,897856.5165384741,757,21,2017,GTB,9
97,2,262383.72187672555,757,21,2017,GTB,9
98,3,487498.98726412025,757,21,2017,GTB,9
99,1,952322.7053609092,757,21,2018,GTB,9
100,2,251701.50431634148,757,21,2018,GTB,9
101,3,393045.3409524477,757,21,2018,GTB,9
102,1,916333.544684765,757,21,2019,GTB,9
103,2,276785.99087071297,757,21,2019,GTB,9
104,3,433478.4647894021,757,21,2019,GTB,9
105,1,874608.2752715466,757,21,2020,GTB,9
106,2,228788.0663292051,757,21,2020,GTB,9
107,3,475632.70632127207,757,21,2020,GTB,9
108,1,777015.9547070765,757,21,2021,GTB,9
109,2,237654.7265731365,757,21,2021,GTB,9
110,3,570930.6237411498,757,21,2021,GTB,9
111,1,854187.0876108437,757,21,2022,GTB,9
112,2,203151.67891642664,757,21,2022,GTB,9
113,3,493269.5761489213,757,21,2022,GTB,9
114,1,118.1768306095378,778,21,1986,GTB,9
115,2,88.72677662044755,778,21,1986,GTB,9
116,3,120.20493344841448,778,21,1986,GTB,9
117,1,63.704638835640665,778,21,1987,GTB,9
118,2,40.95953474214437,778,21,1987,GTB,9
119,3,190.93168448776004,778,21,1987,GTB,9
120,1,42.898952455217,778,21,1988,GTB,9
121,2,10.17180382977654,778,21,1988,GTB,9
122,3,224.5838140062754,778,21,1988,GTB,9
123,1,124.8533787934186,778,21,1989,GTB,9
124,2,56.26459651326508,778,21,1989,GTB,9
125,3,227.4237412654132,778,21,1989,GTB,9
126,1,124.16198035838418,778,21,1990,GTB,9
127,2,34.18373945626052,778,21,1990,GTB,9
128,3,237.27664393791596,778,21,1990,GTB,9
129,1,85.14718327134038,778,21,1991,GTB,9
130,2,34.21563043569532,778,21,1991,GTB,9
131,3,287.1285944233995,778,21,1991,GTB,9
132,1,100.9553947204588,778,21,1992,GTB,9
133,2,23.759416812720215,778,21,1992,GTB,9
134,3,286.7392176943812,778,21,1992,GTB,9
135,1,125.901153321342,778,21,1993,GTB,9
136,2,50.676796430711946,778,21,1993,GTB,9
137,3,260.05456928414145,778,21,1993,GTB,9
138,1,110.26827128489768,778,21,1994,GTB,9
139,2,37.73099530606139,778,21,1994,GTB,9
140,3,266.7940070657167,778,21,1994,GTB,9
141,1,121.52233974779324,778,21,1995,GTB,9
142,2,35.25263943316288,778,21,1995,GTB,9
143,3,258.6234861023423,778,21,1995,GTB,9
144,1,151.71303925934492,778,21,1996,GTB,9
145,2,70.49680218551346,778,21,1996,GTB,9
146,3,202.288700401541,778,21,1996,GTB,9
147,1,97.02902472900344,778,21,1997,GTB,9
148,2,44.5038598348461,778,21,1997,GTB,9
149,3,230.44445815018037,778,21,1997,GTB,9
150,1,79.83107149768263,778,21,1998,GTB,9
151,2,44.54900134272562,778,21,1998,GTB,9
152,3,220.5930791463704,778,21,1998,GTB,9
153,1,61.26820473209156,778,21,1999,GTB,9
154,2,29.922721966409107,778,21,1999,GTB,9
155,3,210.27291981115093,778,21,1999,GTB,9
156,1,19.85256878937362,778,21,2000,GTB,9
157,2,6.816890464680991,778,21,2000,GTB,9
158,3,237.82721476115017,778,21,2000,GTB,9
159,1,61.676062327593584,778,21,2001,GTB,9
160,2,21.461079725437557,778,21,2001,GTB,9
161,3,205.24839875091143,778,21,2001,GTB,9
162,1,66.66632355722467,778,21,2002,GTB,9
163,2,21.137850224346096,778,21,2002,GTB,9
164,3,222.206379847054,778,21,2002,GTB,9
165,1,90.4105890914856,778,21,2003,GTB,9
166,2,35.83051497156481,778,21,2003,GTB,9
167,3,258.7307170658375,778,21,2003,GTB,9
168,1,73.94191624430331,778,21,2004,GTB,9
169,2,34.735114539052915,778,21,2004,GTB,9
170,3,274.16155487510514,778,21,2004,GTB,9
171,1,68.25678732943669,778,21,2005,GTB,9
172,2,18.23543456643497,778,21,2005,GTB,9
173,3,283.9865429715029,778,21,2005,GTB,9
174,1,82.5874521995153,778,21,2006,GTB,9
175,2,13.758945940180755,778,21,2006,GTB,9
176,3,278.2757831827553,778,21,2006,GTB,9
177,1,45.01886984193088,778,21,2007,GTB,9
178,2,22.972142776692717,778,21,2007,GTB,9
179,3,303.866565495007,778,21,2007,GTB,9
180,1,88.74849388185966,778,21,2008,GTB,9
181,2,21.239748477926824,778,21,2008,GTB,9
182,3,241.11107015345013,778,21,2008,GTB,9
183,1,90.48393141666168,778,21,2009,GTB,9
184,2,30.96687242453183,778,21,2009,GTB,9
185,3,243.4349293113083,778,21,2009,GTB,9
186,1,90.67171968010383,778,21,2010,GTB,9
187,2,24.57499222986558,778,21,2010,GTB,9
188,3,252.62001584690563,778,21,2010,GTB,9
189,1,68.65039971452293,778,21,2011,GTB,9
190,2,9.8931837007171,778,21,2011,GTB,9
191,3,314.7879737062717,778,21,2011,GTB,9
192,1,164.70739881476956,778,21,2012,GTB,9
193,2,37.06745337598607,778,21,2012,GTB,9
194,3,301.33100993178533,778,21,2012,GTB,9
195,1,169.26824156908336,778,21,2013,GTB,9
196,2,15.999642544687305,778,21,2013,GTB,9
197,3,304.1815864056286,778,21,2013,GTB,9
198,1,78.01718307066668,778,21,2014,GTB,9
199,2,7.315323489320042,778,21,2014,GTB,9
200,3,397.64464547566615,778,21,2014,GTB,9
201,1,163.21040509586183,778,21,2015,GTB,9
202,2,16.402362319096593,778,21,2015,GTB,9
203,3,309.5848997943262,778,21,2015,GTB,9
204,1,80.01065558411828,778,21,2016,GTB,9
205,2,3.820971924689797,778,21,2016,GTB,9
206,3,390.894844683216,778,21,2016,GTB,9
207,1,232.1183324247238,778,21,2017,GTB,9
208,2,43.65549130823463,778,21,2017,GTB,9
209,3,244.80688314570497,778,21,2017,GTB,9
210,1,81.63989673445163,778,21,2018,GTB,9
211,2,14.504224194168383,778,21,2018,GTB,9
212,3,377.6116434000648,778,21,2018,GTB,9
213,1,143.6430339498608,778,21,2019,GTB,9
214,2,32.84871552612302,778,21,2019,GTB,9
215,3,314.1355288811192,778,21,2019,GTB,9
216,1,84.73628474652435,778,21,2020,GTB,9
217,2,10.054077926001458,778,21,2020,GTB,9
218,3,369.0692558340986,778,21,2020,GTB,9
219,1,83.95822343766774,778,21,2021,GTB,9
220,2,10.673554418035762,778,21,2021,GTB,9
221,3,370.77417020536535,778,21,2021,GTB,9
222,1,148.51375096160342,778,21,2022,GTB,9
223,2,29.081233783892458,778,21,2022,GTB,9
224,3,295.697378706248,778,21,2022,GTB,9
225,1,522221.6083663979,754,21,1985,GTB,9
226,2,188195.60210088803,754,21,1985,GTB,9
227,3,668433.6528901713,754,21,1985,GTB,9
228,1,1232693.5771017207,754,21,1986,GTB,9
229,2,430706.3940034912,754,21,1986,GTB,9
230,3,854598.7054783874,754,21,1986,GTB,9
231,1,1241873.7041575578,754,21,1987,GTB,9
232,2,476400.04081553774,754,21,1987,GTB,9
233,3,839936.8257540755,754,21,1987,GTB,9
234,1,1179084.7274061188,754,21,1988,GTB,9
235,2,435854.2745749277,754,21,1988,GTB,9
236,3,984500.7004588352,754,21,1988,GTB,9
237,1,1254649.5744228954,754,21,1989,GTB,9
238,2,599822.1118866293,754,21,1989,GTB,9
239,3,917822.2922639508,754,21,1989,GTB,9
240,1,1293010.9644695355,754,21,1990,GTB,9
241,2,357799.2395143209,754,21,1990,GTB,9
242,3,1038808.232002856,754,21,1990,GTB,9
243,1,1555888.5089729424,754,21,1991,GTB,9
244,2,798465.1848375787,754,21,1991,GTB,9
245,3,860158.3776122873,754,21,1991,GTB,9
246,1,1488647.3050566893,754,21,1992,GTB,9
247,2,795275.3858623528,754,21,1992,GTB,9
248,3,901421.9058242992,754,21,1992,GTB,9
249,1,1311442.739267531,754,21,1993,GTB,9
250,2,601773.6231341785,754,21,1993,GTB,9
251,3,1070536.0407772718,754,21,1993,GTB,9
252,1,1260163.229945914,754,21,1994,GTB,9
253,2,778354.3163854104,754,21,1994,GTB,9
254,3,1036448.1670667608,754,21,1994,GTB,9
255,1,1074424.2010099727,754,21,1995,GTB,9
256,2,443705.9514668271,754,21,1995,GTB,9
257,3,949429.1562935824,754,21,1995,GTB,9
258,1,1304551.7655991288,754,21,1996,GTB,9
259,2,575309.0974933251,754,21,1996,GTB,9
260,3,714737.7788591798,754,21,1996,GTB,9
261,1,1156792.2571222633,754,21,1997,GTB,9
262,2,452661.3088003478,754,21,1997,GTB,9
263,3,915529.7533783044,754,21,1997,GTB,9
264,1,1216491.0637094905,754,21,1998,GTB,9
265,2,561023.905516007,754,21,1998,GTB,9
266,3,822186.4229654636,754,21,1998,GTB,9
267,1,1275051.9048946293,754,21,1999,GTB,9
268,2,667113.1294395344,754,21,1999,GTB,9
269,3,867783.8779352574,754,21,1999,GTB,9
270,1,1343378.0952484077,754,21,2000,GTB,9
271,2,753535.104469473,754,21,2000,GTB,9
272,3,815142.4666986099,754,21,2000,GTB,9
273,1,1445578.9883091757,754,21,2001,GTB,9
274,2,1051840.4546070404,754,21,2001,GTB,9
275,3,739731.0974021693,754,21,2001,GTB,9
276,1,1429206.5527443911,754,21,2002,GTB,9
277,2,723971.0668544422,754,21,2002,GTB,9
278,3,807603.135843752,754,21,2002,GTB,9
279,1,1204333.1636245542,754,21,2003,GTB,9
280,2,545084.9737764305,754,21,2003,GTB,9
281,3,1111170.7631653734,754,21,2003,GTB,9
282,1,1289257.2086176672,754,21,2004,GTB,9
283,2,386622.3266222714,754,21,2004,GTB,9
284,3,1176755.747390563,754,21,2004,GTB,9
285,1,1640811.1946858875,754,21,2005,GTB,9
286,2,845237.4501962862,754,21,2005,GTB,9
