,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,2,3,0,0,0,0,5,7742,TemporalV3J5,21,1993
1,4,4,15,0,6,0,0,25,7742,TemporalV3J5,21,1993
2,12,0,0,1,1,0,0,2,7742,TemporalV3J5,21,1993
3,21,1,9,2,92,0,0,104,7742,TemporalV3J5,21,1993
4,22,0,0,0,1,0,0,1,7742,TemporalV3J5,21,1993
5,33,0,0,0,0,0,0,0,7742,TemporalV3J5,21,1993
6,Total,7,27,3,100,0,0,137,7742,TemporalV3J5,21,1993
7,3,0,3,0,0,0,0,3,7612,TemporalV3J5,21,2009
8,4,0,95,2,5,0,0,102,7612,TemporalV3J5,21,2009
9,12,0,1,1,6,0,0,8,7612,TemporalV3J5,21,2009
10,21,0,23,2,32,0,0,57,7612,TemporalV3J5,21,2009
11,22,0,0,1,3,0,0,4,7612,TemporalV3J5,21,2009
12,33,0,0,0,0,0,3,3,7612,TemporalV3J5,21,2009
13,Total,0,122,6,46,0,3,177,7612,TemporalV3J5,21,2009
14,3,0,3,0,0,0,0,3,755,TemporalV3J5,21,2013
15,4,0,142,0,16,0,0,158,755,TemporalV3J5,21,2013
16,12,0,0,0,4,1,0,5,755,TemporalV3J5,21,2013
17,21,0,27,0,57,0,1,85,755,TemporalV3J5,21,2013
18,22,0,0,0,9,2,0,11,755,TemporalV3J5,21,2013
19,33,0,2,0,0,0,2,4,755,TemporalV3J5,21,2013
20,Total,0,174,0,86,3,3,266,755,TemporalV3J5,21,2013
21,3,4,5,0,0,0,0,9,764,TemporalV3J5,21,2009
22,4,0,23,0,4,1,0,28,764,TemporalV3J5,21,2009
23,12,0,0,0,0,0,0,0,764,TemporalV3J5,21,2009
24,21,0,7,0,30,0,0,37,764,TemporalV3J5,21,2009
25,22,0,2,0,0,0,0,2,764,TemporalV3J5,21,2009
26,33,0,0,0,0,0,0,0,764,TemporalV3J5,21,2009
27,Total,4,37,0,34,1,0,76,764,TemporalV3J5,21,2009
28,3,11,5,0,2,1,0,19,751,TemporalV3J5,21,2015
29,4,31,99,0,5,0,0,135,751,TemporalV3J5,21,2015
30,12,0,3,1,4,0,0,8,751,TemporalV3J5,21,2015
31,21,3,25,1,13,0,0,42,751,TemporalV3J5,21,2015
32,22,0,5,2,2,1,0,10,751,TemporalV3J5,21,2015
33,33,0,1,1,1,0,1,4,751,TemporalV3J5,21,2015
34,Total,45,138,5,27,2,1,218,751,TemporalV3J5,21,2015
35,3,1,0,0,1,0,0,2,771,TemporalV3J5,21,2017
36,4,4,60,0,44,0,0,108,771,TemporalV3J5,21,2017
37,12,0,0,0,3,0,0,3,771,TemporalV3J5,21,2017
38,21,1,10,0,120,0,0,131,771,TemporalV3J5,21,2017
39,22,0,0,0,2,0,0,2,771,TemporalV3J5,21,2017
40,33,0,0,0,0,0,0,0,771,TemporalV3J5,21,2017
41,Total,6,70,0,170,0,0,246,771,TemporalV3J5,21,2017
42,3,0,0,0,0,0,0,0,758,TemporalV3J5,21,2009
43,4,0,66,1,14,0,0,81,758,TemporalV3J5,21,2009
44,12,0,0,0,1,1,0,2,758,TemporalV3J5,21,2009
45,21,0,29,0,46,0,0,75,758,TemporalV3J5,21,2009
46,22,0,0,0,0,1,0,1,758,TemporalV3J5,21,2009
47,33,0,1,1,0,0,1,3,758,TemporalV3J5,21,2009
48,Total,0,96,2,61,2,1,162,758,TemporalV3J5,21,2009
49,3,16,9,0,1,0,0,26,753,TemporalV3J5,21,2010
50,4,44,234,0,49,1,0,328,753,TemporalV3J5,21,2010
51,12,1,3,1,4,0,0,9,753,TemporalV3J5,21,2010
52,21,12,36,0,55,1,2,106,753,TemporalV3J5,21,2010
53,22,6,0,2,12,3,1,24,753,TemporalV3J5,21,2010
54,33,3,4,3,2,0,6,18,753,TemporalV3J5,21,2010
55,Total,82,286,6,123,5,9,511,753,TemporalV3J5,21,2010
56,3,2,7,0,0,0,0,9,764,TemporalV3J5,21,1994
57,4,0,25,0,7,0,0,32,764,TemporalV3J5,21,1994
58,12,0,0,0,0,0,0,0,764,TemporalV3J5,21,1994
59,21,0,6,0,27,0,0,33,764,TemporalV3J5,21,1994
60,22,0,2,0,0,0,0,2,764,TemporalV3J5,21,1994
61,33,0,0,0,0,0,0,0,764,TemporalV3J5,21,1994
62,Total,2,40,0,34,0,0,76,764,TemporalV3J5,21,1994
63,3,1,1,0,0,0,0,2,775,TemporalV3J5,21,2005
64,4,0,1,0,3,0,0,4,775,TemporalV3J5,21,2005
65,12,0,0,0,0,0,1,1,775,TemporalV3J5,21,2005
66,21,0,1,0,12,0,0,13,775,TemporalV3J5,21,2005
67,22,0,0,0,0,0,0,0,775,TemporalV3J5,21,2005
68,33,0,0,0,0,0,0,0,775,TemporalV3J5,21,2005
69,Total,1,3,0,15,0,1,20,775,TemporalV3J5,21,2005
70,3,0,0,0,0,0,0,0,7613,TemporalV3J5,21,2021
71,4,0,102,1,47,1,0,151,7613,TemporalV3J5,21,2021
72,12,0,1,1,14,1,0,17,7613,TemporalV3J5,21,2021
73,21,0,8,0,14,0,0,22,7613,TemporalV3J5,21,2021
74,22,0,0,0,1,0,0,1,7613,TemporalV3J5,21,2021
75,33,0,1,0,0,0,0,1,7613,TemporalV3J5,21,2021
76,Total,0,112,2,76,2,0,192,7613,TemporalV3J5,21,2021
77,3,4,4,0,0,0,0,8,745,TemporalV3J5,21,2018
78,4,19,33,0,3,0,0,55,745,TemporalV3J5,21,2018
79,12,0,0,0,0,1,0,1,745,TemporalV3J5,21,2018
80,21,0,4,0,3,0,0,7,745,TemporalV3J5,21,2018
81,22,0,0,0,0,0,0,0,745,TemporalV3J5,21,2018
82,33,0,0,0,0,0,0,0,745,TemporalV3J5,21,2018
83,Total,23,41,0,6,1,0,71,745,TemporalV3J5,21,2018
84,3,2,12,0,0,0,0,14,765,TemporalV3J5,21,2017
85,4,0,82,0,25,0,0,107,765,TemporalV3J5,21,2017
86,12,0,0,0,0,0,0,0,765,TemporalV3J5,21,2017
87,21,1,11,0,99,1,0,112,765,TemporalV3J5,21,2017
88,22,0,1,0,2,3,0,6,765,TemporalV3J5,21,2017
89,33,0,1,0,0,0,1,2,765,TemporalV3J5,21,2017
90,Total,3,107,0,126,4,1,241,765,TemporalV3J5,21,2017
91,3,3,6,0,0,0,0,9,759,TemporalV3J5,21,2020
92,4,2,31,1,0,0,0,34,759,TemporalV3J5,21,2020
93,12,0,0,0,0,0,0,0,759,TemporalV3J5,21,2020
94,21,2,12,3,51,0,0,68,759,TemporalV3J5,21,2020
95,22,0,0,0,1,1,0,2,759,TemporalV3J5,21,2020
96,33,0,0,0,2,0,0,2,759,TemporalV3J5,21,2020
97,Total,7,49,4,54,1,0,115,759,TemporalV3J5,21,2020
98,3,0,6,0,0,0,0,6,756,TemporalV3J5,21,1988
99,4,2,171,7,66,1,0,247,756,TemporalV3J5,21,1988
100,12,0,1,1,4,0,1,7,756,TemporalV3J5,21,1988
101,21,0,42,2,81,0,0,125,756,TemporalV3J5,21,1988
102,22,0,2,4,2,0,0,8,756,TemporalV3J5,21,1988
103,33,0,1,0,0,0,6,7,756,TemporalV3J5,21,1988
104,Total,2,223,14,153,1,7,400,756,TemporalV3J5,21,1988
105,3,2,2,0,0,0,0,4,757,TemporalV3J5,21,2015
106,4,5,102,0,35,0,0,142,757,TemporalV3J5,21,2015
107,12,0,0,0,2,0,0,2,757,TemporalV3J5,21,2015
108,21,1,18,0,113,0,0,132,757,TemporalV3J5,21,2015
109,22,0,1,0,2,0,0,3,757,TemporalV3J5,21,2015
110,33,1,0,0,5,0,1,7,757,TemporalV3J5,21,2015
111,Total,9,123,0,157,0,1,290,757,TemporalV3J5,21,2015
112,3,0,0,0,0,0,0,0,7618,TemporalV3J5,21,1992
113,4,0,100,2,7,0,0,109,7618,TemporalV3J5,21,1992
114,12,0,3,0,0,0,0,3,7618,TemporalV3J5,21,1992
115,21,0,8,0,38,0,0,46,7618,TemporalV3J5,21,1992
116,22,0,0,0,0,1,0,1,7618,TemporalV3J5,21,1992
117,33,0,0,0,0,0,0,0,7618,TemporalV3J5,21,1992
118,Total,0,111,2,45,1,0,159,7618,TemporalV3J5,21,1992
119,3,7,19,0,0,0,0,26,7741,TemporalV3J5,21,2011
120,4,0,94,1,7,0,0,102,7741,TemporalV3J5,21,2011
121,12,0,8,1,0,0,0,9,7741,TemporalV3J5,21,2011
122,21,0,41,1,63,0,0,105,7741,TemporalV3J5,21,2011
123,22,0,1,1,0,0,0,2,7741,TemporalV3J5,21,2011
124,33,0,0,0,0,0,1,1,7741,TemporalV3J5,21,2011
