,classes,3,4,12,21,22,33,Total,bacia,model,version,year
0,3,78,220,3,18,2,0,321,Caatinga,TemporalV3J5,22,1997
1,4,168,4125,46,901,6,1,5247,Caatinga,TemporalV3J5,22,1997
2,12,1,68,28,115,1,1,214,Caatinga,TemporalV3J5,22,1997
3,21,31,640,41,2149,7,2,2870,Caatinga,TemporalV3J5,22,1997
4,22,6,23,13,49,13,1,105,Caatinga,TemporalV3J5,22,1997
5,33,8,17,7,17,2,76,127,Caatinga,TemporalV3J5,22,1997
6,Total,292,5093,138,3249,31,81,8884,Caatinga,TemporalV3J5,22,1997
7,3,0,0,0,0,0,0,0,7613,TemporalV3J5,22,1988
8,4,0,131,0,28,0,0,159,7613,TemporalV3J5,22,1988
9,12,0,2,0,15,0,0,17,7613,TemporalV3J5,22,1988
10,21,0,9,0,5,0,0,14,7613,TemporalV3J5,22,1988
11,22,0,0,0,1,0,0,1,7613,TemporalV3J5,22,1988
12,33,0,0,0,0,0,1,1,7613,TemporalV3J5,22,1988
13,Total,0,142,0,49,0,1,192,7613,TemporalV3J5,22,1988
14,3,0,0,0,0,0,0,0,7617,TemporalV3J5,22,2018
15,4,0,124,0,25,0,0,149,7617,TemporalV3J5,22,2018
16,12,0,1,0,6,0,0,7,7617,TemporalV3J5,22,2018
17,21,0,4,0,26,0,0,30,7617,TemporalV3J5,22,2018
18,22,0,0,0,1,0,0,1,7617,TemporalV3J5,22,2018
19,33,0,0,0,7,0,26,33,7617,TemporalV3J5,22,2018
20,Total,0,129,0,65,0,26,220,7617,TemporalV3J5,22,2018
21,3,0,5,0,4,0,0,9,76111,TemporalV3J5,22,2018
22,4,0,19,0,16,0,0,35,76111,TemporalV3J5,22,2018
23,12,0,0,0,0,0,0,0,76111,TemporalV3J5,22,2018
24,21,0,8,0,123,0,0,131,76111,TemporalV3J5,22,2018
25,22,0,0,1,1,0,0,2,76111,TemporalV3J5,22,2018
26,33,0,0,1,0,0,2,3,76111,TemporalV3J5,22,2018
27,Total,0,32,2,144,0,2,180,76111,TemporalV3J5,22,2018
28,3,3,4,0,1,0,0,8,759,TemporalV3J5,22,2008
29,4,1,22,0,11,0,0,34,759,TemporalV3J5,22,2008
30,12,0,0,0,0,0,0,0,759,TemporalV3J5,22,2008
31,21,1,14,5,50,0,0,70,759,TemporalV3J5,22,2008
32,22,0,0,2,0,0,0,2,759,TemporalV3J5,22,2008
33,33,0,0,0,1,0,0,1,759,TemporalV3J5,22,2008
34,Total,5,40,7,63,0,0,115,759,TemporalV3J5,22,2008
35,3,3,6,0,0,0,0,9,764,TemporalV3J5,22,1989
36,4,0,26,0,8,0,0,34,764,TemporalV3J5,22,1989
37,12,0,0,0,0,0,0,0,764,TemporalV3J5,22,1989
38,21,0,3,0,28,0,0,31,764,TemporalV3J5,22,1989
39,22,0,2,0,0,0,0,2,764,TemporalV3J5,22,1989
40,33,0,0,0,0,0,0,0,764,TemporalV3J5,22,1989
41,Total,3,37,0,36,0,0,76,764,TemporalV3J5,22,1989
42,3,4,4,0,0,0,0,8,764,TemporalV3J5,22,2005
43,4,0,22,0,7,0,0,29,764,TemporalV3J5,22,2005
44,12,0,0,0,0,0,0,0,764,TemporalV3J5,22,2005
45,21,0,6,0,31,0,0,37,764,TemporalV3J5,22,2005
46,22,0,2,0,0,0,0,2,764,TemporalV3J5,22,2005
47,33,0,0,0,0,0,0,0,764,TemporalV3J5,22,2005
48,Total,4,34,0,38,0,0,76,764,TemporalV3J5,22,2005
49,3,2,3,0,0,0,0,5,7742,TemporalV3J5,22,2006
50,4,4,11,0,5,0,0,20,7742,TemporalV3J5,22,2006
51,12,0,0,1,1,0,0,2,7742,TemporalV3J5,22,2006
52,21,0,5,1,103,0,0,109,7742,TemporalV3J5,22,2006
53,22,0,0,0,1,0,0,1,7742,TemporalV3J5,22,2006
54,33,0,0,0,0,0,0,0,7742,TemporalV3J5,22,2006
55,Total,6,19,2,110,0,0,137,7742,TemporalV3J5,22,2006
56,3,4,3,0,1,0,0,8,745,TemporalV3J5,22,2012
57,4,19,32,0,4,0,0,55,745,TemporalV3J5,22,2012
58,12,0,0,0,1,0,0,1,745,TemporalV3J5,22,2012
59,21,0,2,0,5,0,0,7,745,TemporalV3J5,22,2012
60,22,0,0,0,0,0,0,0,745,TemporalV3J5,22,2012
61,33,0,0,0,0,0,0,0,745,TemporalV3J5,22,2012
62,Total,23,37,0,11,0,0,71,745,TemporalV3J5,22,2012
63,3,0,2,0,0,0,0,2,752,TemporalV3J5,22,1985
64,4,4,119,0,14,0,0,137,752,TemporalV3J5,22,1985
65,12,0,2,0,1,0,0,3,752,TemporalV3J5,22,1985
66,21,1,9,0,6,0,0,16,752,TemporalV3J5,22,1985
67,22,0,2,1,0,0,0,3,752,TemporalV3J5,22,1985
68,33,0,1,0,0,1,2,4,752,TemporalV3J5,22,1985
69,Total,5,135,1,21,1,2,165,752,TemporalV3J5,22,1985
70,3,1,1,0,0,0,0,2,741,TemporalV3J5,22,2009
71,4,0,75,0,0,0,0,75,741,TemporalV3J5,22,2009
72,12,0,1,1,2,0,0,4,741,TemporalV3J5,22,2009
73,21,1,17,0,6,0,0,24,741,TemporalV3J5,22,2009
74,22,0,0,0,0,0,0,0,741,TemporalV3J5,22,2009
75,33,0,0,0,0,0,2,2,741,TemporalV3J5,22,2009
76,Total,2,94,1,8,0,2,107,741,TemporalV3J5,22,2009
77,3,0,0,0,0,0,0,0,7618,TemporalV3J5,22,2013
78,4,0,91,2,9,0,0,102,7618,TemporalV3J5,22,2013
79,12,0,2,0,1,0,0,3,7618,TemporalV3J5,22,2013
80,21,0,7,0,46,0,0,53,7618,TemporalV3J5,22,2013
81,22,0,0,0,1,0,0,1,7618,TemporalV3J5,22,2013
82,33,0,0,0,0,0,0,0,7618,TemporalV3J5,22,2013
83,Total,0,100,2,57,0,0,159,7618,TemporalV3J5,22,2013
84,3,1,1,0,0,0,0,2,741,TemporalV3J5,22,2000
85,4,0,80,0,0,0,0,80,741,TemporalV3J5,22,2000
86,12,0,1,1,2,0,0,4,741,TemporalV3J5,22,2000
87,21,1,13,1,4,0,0,19,741,TemporalV3J5,22,2000
88,22,0,0,0,0,0,0,0,741,TemporalV3J5,22,2000
89,33,0,0,0,0,0,2,2,741,TemporalV3J5,22,2000
90,Total,2,95,2,6,0,2,107,741,TemporalV3J5,22,2000
91,3,84,204,2,19,0,0,309,Caatinga,TemporalV3J5,22,2014
92,4,164,3954,38,921,1,0,5078,Caatinga,TemporalV3J5,22,2014
93,12,0,65,20,125,1,2,213,Caatinga,TemporalV3J5,22,2014
94,21,26,514,29,2475,4,0,3048,Caatinga,TemporalV3J5,22,2014
95,22,3,20,11,62,11,3,110,Caatinga,TemporalV3J5,22,2014
96,33,8,13,5,26,2,72,126,Caatinga,TemporalV3J5,22,2014
97,Total,285,4770,105,3628,19,77,8884,Caatinga,TemporalV3J5,22,2014
98,3,2,12,0,0,0,0,14,765,TemporalV3J5,22,2021
99,4,0,60,0,43,0,0,103,765,TemporalV3J5,22,2021
100,12,0,0,0,0,0,0,0,765,TemporalV3J5,22,2021
101,21,1,5,0,110,0,0,116,765,TemporalV3J5,22,2021
102,22,0,1,0,2,0,3,6,765,TemporalV3J5,22,2021
103,33,0,0,0,1,0,1,2,765,TemporalV3J5,22,2021
104,Total,3,78,0,156,0,4,241,765,TemporalV3J5,22,2021
105,3,14,8,0,1,1,0,24,753,TemporalV3J5,22,1991
106,4,37,245,1,50,1,0,334,753,TemporalV3J5,22,1991
107,12,1,5,0,5,0,0,11,753,TemporalV3J5,22,1991
108,21,13,43,0,47,3,1,107,753,TemporalV3J5,22,1991
109,22,3,0,2,13,1,1,20,753,TemporalV3J5,22,1991
110,33,5,2,2,2,0,4,15,753,TemporalV3J5,22,1991
111,Total,73,303,5,118,6,6,511,753,TemporalV3J5,22,1991
112,3,1,1,0,0,0,0,2,76116,TemporalV3J5,22,2019
113,4,7,73,11,47,0,0,138,76116,TemporalV3J5,22,2019
114,12,0,0,1,2,0,0,3,76116,TemporalV3J5,22,2019
115,21,0,2,3,74,0,0,79,76116,TemporalV3J5,22,2019
116,22,0,0,0,1,0,0,1,76116,TemporalV3J5,22,2019
117,33,0,0,0,0,0,9,9,76116,TemporalV3J5,22,2019
118,Total,8,76,15,124,0,9,232,76116,TemporalV3J5,22,2019
119,3,0,14,0,1,0,0,15,7621,TemporalV3J5,22,2018
120,4,0,22,0,1,0,0,23,7621,TemporalV3J5,22,2018
121,12,0,1,0,0,0,0,1,7621,TemporalV3J5,22,2018
122,21,0,4,0,21,0,0,25,7621,TemporalV3J5,22,2018
123,22,0,0,0,0,0,0,0,7621,TemporalV3J5,22,2018
124,33,0,0,0,0,0,0,0,7621,TemporalV3J5,22,2018
125,Total,0,41,0,23,0,0,64,7621,TemporalV3J5,22,2018
126,3,1,2,0,0,0,0,3,752,TemporalV3J5,22,2009
127,4,4,92,0,25,0,0,121,752,TemporalV3J5,22,2009
128,12,0,2,0,1,0,0,3,752,TemporalV3J5,22,2009
129,21,0,11,0,20,0,0,31,752,TemporalV3J5,22,2009
130,22,0,1,1,1,1,0,4,752,TemporalV3J5,22,2009
131,33,0,0,1,0,0,2,3,752,TemporalV3J5,22,2009
132,Total,5,108,2,47,1,2,165,752,TemporalV3J5,22,2009
133,3,8,1,0,0,0,0,9,772,TemporalV3J5,22,2011
134,4,10,72,0,34,0,0,116,772,TemporalV3J5,22,2011
135,12,0,1,0,0,0,0,1,772,TemporalV3J5,22,2011
136,21,3,18,10,176,1,0,208,772,TemporalV3J5,22,2011
137,22,0,0,0,1,0,0,1,772,TemporalV3J5,22,2011
138,33,0,0,0,1,0,0,1,772,TemporalV3J5,22,2011
139,Total,21,92,10,212,1,0,336,772,TemporalV3J5,22,2011
140,3,0,0,0,0,0,0,0,758,TemporalV3J5,22,1992
141,4,0,78,1,13,0,0,92,758,TemporalV3J5,22,1992
142,12,0,0,0,2,0,0,2,758,TemporalV3J5,22,1992
143,21,0,23,1,41,0,0,65,758,TemporalV3J5,22,1992
144,22,0,0,1,0,0,0,1,758,TemporalV3J5,22,1992
145,33,0,1,0,0,0,1,2,758,TemporalV3J5,22,1992
146,Total,0,102,3,56,0,1,162,758,TemporalV3J5,22,1992
147,3,0,4,0,0,0,0,4,755,TemporalV3J5,22,2006
148,4,0,138,0,19,0,0,157,755,TemporalV3J5,22,2006
149,12,0,0,0,4,0,1,5,755,TemporalV3J5,22,2006
150,21,0,27,0,58,0,0,85,755,TemporalV3J5,22,2006
151,22,0,0,0,9,2,0,11,755,TemporalV3J5,22,2006
152,33,0,3,0,0,0,1,4,755,TemporalV3J5,22,2006
153,Total,0,172,0,90,2,2,266,755,TemporalV3J5,22,2006
154,3,0,20,0,0,0,0,20,7621,TemporalV3J5,22,1986
